african_american_english,standard_american_english
U mad cause I ain't a hoe ahaa I promise my name ain't running through no project #close legs still get money bitch,"You're mad because I'm not a prostitute. Haha, I promise my name isn't running through any projects. Keep your legs closed and you can still make money, bitch."
He Gone Text Me &amp;&amp; Say So You Was Getting you some last night Lmfaoo,"He's going to text me and say, 'So you were getting some last night.' Laughing my fucking ass off."
I would fucking shank somebody ill lock a mf or ill just fighting with my hands,"I would seriously harm someone, I will lock up a person, or I will just fight with my hands."
@Emanii_Exchange man that's if I last n school mfs getting under my skin I'm ready to fight man ill dm you the other shit tho,"Emanii_Exchange, that's if I last in school, people are getting under my skin, I'm ready to fight, I'll DM you the other stuff though."
Try n fall off into something tomorrow might get lit don't now shit just stress n mehh out....,"I'll try to get away into something, tomorrow might get exciting, I don't know anything, just stress and indifference."
Prayer and studying the word of God increases knowledge bringing about blessings!! (Ask and it shall be given),"Prayer and studying the word of God increases knowledge, bringing about blessings! (Ask and it shall be given)"
@NinoSeason051 can you knock on angie door tell her to call me asap its an emergency,"NinoSeason051, can you knock on Angie's door and tell her to call me as soon as possible, it's an emergency."
They say more money more problems the way I see it more problems more money,"They say more money, more problems. The way I see it, more problems, more money."
@BaqpackStatum lol nah I'm not.. but seriously Baltimore got the better team... y'all just got the best player to ever do it in the Nfl,"Lol, no I'm not. But seriously, Baltimore has the better team. You all just have the best player to ever do it in the NFL."
I pray my dxck get big as the eiffel tower So I could fuck the world for 72 hours,I pray my penis gets as big as the Eiffel Tower so I could fuck the world for 72 hours.
"EVERYBODY GOT DAT ONE PERSON DAT DEY LIKEE, LOVEE N WANNA FUCK SO MUCH #BE1000","Everybody has that one person that they like, love, and want to have sex with so much. #Be1000"
Let me find out The Game know how to make that dat thang gyrate????  ;-) #heusedtobeastripper,Let me find out The Game knows how to make that thing gyrate. ;-) #HeUsedToBeAStripper
Oomf always texting me &amp; then never responds after I text them back .. Smdh,My friend is always texting me and then never responds after I text them back. Shaking my damn head.
"@iDribble_uFall me too, now im surfing through the channels cause ion fuck with Teen Mom..","Me too, now I'm surfing through the channels because I don't want to watch Teen Mom."
"@bigbeewon haslet isn't bad..I really like the  idea of Russ Grimm.hardnose style, great player and had success coaching, similar to munchak","Haslet isn't bad. I really like the idea of Russ Grimm's hard-nosed style, he was a great player and had success coaching, similar to Munchak."
I thought I was gone go home and go to sleep but ppl have other plans for me smh,"I thought I was going to go home and go to sleep, but people have other plans for me, shaking my head."
"Man when dtae walked through the door you would've swore I  had just won some  money, I missed my bruh so much! @LiLTaERaCkMan","When my friend Dtae walked through the door, you would have sworn I had just won some money. I missed my brother so much!"
"@QwonK_10 tehehe but ummmm that move you hit tho, hit my Handscent so I can tell ya some (;","Haha, but that move you hit though, hit my Handscent so I can tell you some (;"
"The Feeling I have going to bed, but tomorrow will be smiling like it aint nothing.","The feeling I have going to bed, but tomorrow I will be smiling as if it is nothing."
"Breaking down nd getting in this hot shower, then pandora til I K.O. cause my hubby wont be up &amp; I know it!","I'm going to take a hot shower, then listen to Pandora until I fall asleep because my husband won't be up and I know it."
"Really wish I could talk to my boyfriend right about now, he always makes stuff better","I really wish I could talk to my boyfriend right now, he always makes things better."
"Yo sex game is crazy you a fool with it,yo head game is crazy you a fool with it","Your sexual performance is exceptional, you are incredibly skilled at it. Your oral skills are also exceptional, you are incredibly skilled at that as well."
#confessiontime I'd trade this bear my baby got me to have him next to me!,I would trade this bear my baby got me to have him next to me!
"Ion trust single females round mine, hell you gotta lowkey watch the taken ones cause they don't loving the nigga they with fr #RNS","I don't trust single females around me, you have to secretly watch the taken ones because they don't truly love the person they're with. #RNS"
@Triggaz_Lady nawl thats all gay fucked up walk ass do is run his mouth. I know he retarded deep down but he gone learn tomorrow !,"That's all messed up, the only thing he does is run his mouth. I know he's mentally challenged deep down but he'll learn tomorrow!"
I know god is going to send me the life the man I always wanted .. #blessed,I know God is going to send me the life and the man I've always wanted.. #blessed
RMFT!!!! @_SincerelyKeKee: Niggas Be Bragging About Having Side Hoes . . . A Lot Of Y'all Niggas Be Side Niggas .....,Roll Tide Forever!!!! @_SincerelyKeKee: Guys Brag About Having Side Chicks... A Lot of You Guys Are Side Guys.....
@qradeA__killa Lol I just thought I should show twitter my boots! And at all different views of them.,"Haha, I just thought I should show Twitter my boots! And from all different angles."
@CreepManJones the 1st we kick uR mavs ass I ain't shit n I wasn't gonna say till they got disrespectful tonight #HeatNation,"The first time we beat your Mavericks, I wasn't going to say anything until they got disrespectful tonight. #HeatNation"
Man dat hoe jus a friend #Asia y cnt u c dat dey all no about u lol,"That woman is just a friend, #Asia. Why can't you see that everyone knows about you? Haha."
@AsiaDaBody216 Man U was jus here n I said the same thing jus tell me Wat u gone do,"Man, you were just here and I said the same thing. Just tell me what you're going to do."
My cuz said bitch wats got u takin so long to get dress shit I light wanna not go #these textes,"My cousin said, 'Bitch, what's got you taking so long to get dressed? I'd rather not go.' #these texts"
CTFU to bad OgNay the mean sis at least I b nice to u lames,"Laughing my ass off at the mean sister, at least I'm nice to you lames."
@Shay_prettyass_ rir u my lil nigga I fwu I gotta txt u my new hitter,"Hey @Shay_prettyass_, you're my little friend, I'm with you. I need to text you my new contact."
@Redd_EnuffSaid ok bby. Yu know da number bt I gota kum see yu so are yu going to the country,"Okay baby. You know the number, but I need to come see you, so are you going to the country?"
Man thinkin bouu it free my mutha fuckin brutha rihht know they cant hold a real nigga to long man I miss yu big bra @Duke_RunOffGang,"Man, thinking about it, free my motherfucking brother right now, they can't hold a real person for long. Man, I miss you big brother @Duke_RunOffGang."
"check that , or respect that .  on yhe waist is where that tec at .","Check that, or respect that. On the waist is where that tech (gun) is at."
"He Asked Where I Wanna Put It , I Said Put It In My Stomach !","He asked where I want to put it, I said put it in my stomach!"
You Calling That Girl Uglu Cause She Had Both Of Your Niggas &gt; maybe your S-Game -0,You're calling that girl ugly because she had both of your partners. Maybe your game is lacking.
"Hate Bacon , Alergic To Eggs , Gritts Too Soupy , Dont Drink White Milk &lt; Might As Well Say Fuck Breakfast .","I hate bacon, I'm allergic to eggs, grits are too soupy, I don't drink white milk. Might as well say I don't like breakfast."
"I Told That Bitch Hop Up On My Dick , Roll Up On Her Quick  .","I told that woman to get on my penis, move in on her quickly."
"I see the fake in you, I mean the low key fake in you, my fault I mean the snake in you. Dats why I stop fuckn wit you!!","I see the fake in you, I mean the low-key fake in you, my fault I mean the snake in you. That's why I stopped associating with you."
"Vision can be accompanied by opposition when shared w/ those who lack ability to envision, be motivation, or inspiration.","Vision can be accompanied by opposition when shared with those who lack the ability to envision, be motivated, or find inspiration."
"Lets play big bank take LiL bank, you are lookin at a shark in a fish tank.... This my shit","Let's play 'big bank take little bank', you are looking at a shark in a fish tank.... This is my thing."
"I can't deal with this girl in my English class, she is too excited to be in this dam class","I can't deal with this girl in my English class, she is too excited to be in this damn class."
I jus cant get outta bed smh I'm ready to roll it n control it,"I just can't get out of bed, shaking my head. I'm ready to roll it and control it."
Hate wen toilet seats have like mystery drops on them never kno if its body fluids or water or sumn,I hate when toilet seats have mysterious drops on them. I never know if it's body fluids or water or something.
Broke hoes a no no. Shit hoes period is a no no If u ask me.,Broke women are unacceptable. Menstruating women are also unacceptable in my opinion.
I don't like a creeper a in the dark n between shadows ass mf get the fuck on wit that sneaky ass shit,"I do not like a creeper in the dark and between shadows, that kind of sneaky behavior is unacceptable."
Need ta be sleep but I ain't so oh well wish I had sum drugs n sum sex that'll do it fasho,"I need to sleep but I cannot, oh well. I wish I had some drugs and some sex, that would do the trick for sure."
I know Wat I want n I kno where I'm headed n I ain't waitin fa nobody #dontmissthisjet,"I know what I want and I know where I'm headed, and I'm not waiting for anybody. #dontmissthisjet"
See This that double standard shit I did sum dumb shit so I need to quit smokin that shit but I'm so mad that I need a blunt of that shit,"This is that double standard stuff. I did some dumb things, so I need to quit smoking that, but I'm so mad that I need a blunt of that stuff."
Damn early in the mornin n I still gotta read rights n take Mfs to college n give they ass knowledge why Mfs jus can't come equipped,It's early in the morning and I still have to read rights and take people to college and give them knowledge. Why can't people just come prepared?
On top of that when they called for visitors i had to get up and speak in front of everyone,"On top of that, when they called for visitors, I had to get up and speak in front of everyone."
@IamYakiraTireh mannn I was like where the hell my Yaya went smdh we still connected tho,"Man, I was like, 'Where the heck did my Yaya go?' Shaking my damn head, we're still connected though."
When I was at T I was always Surrounded by Beautiful 8's and Up! If I'm Worn Somebody G-Check me right now! @ me!,"When I was at T, I was always surrounded by beautiful women. If I'm worn out, someone should check me right now! Tag me!"
@KingJames Aye Big Bro Take yo Time wit that bruised Knee! We on Pace for a Repeat! #NoWorries,"Hey, big brother, take your time with that bruised knee! We're on pace for a repeat! #NoWorries"
Ready or Not these Bills Keep Coming....Ain't NO Slowing Down... ALL DAY EVERYDAY I Keep Running! Ain't NO Stopping Now!!,"Ready or not, these bills keep coming. There's no slowing down. I keep running all day, every day. There's no stopping now!"
Ask about me....Nigga I Live this..... If It's Come out My Mouth it's Some Real shit!,"Ask about me. I live this. If it came out of my mouth, it's some real stuff!"
Them NCO Women Be Hating Cuz They Friends Loving a Nigga! Aye I can't Help it #UniversalLaf #BikoShit,Those women are hating because their friends love a guy. I can't help it. #UniversalLaf #BikoShit
Don't Talk to me about Hoes...I'll Motherfucking Embarass u! Shut The Fuck up when u talk to Me For I Embarass You!,"Don't talk to me about women. I'll embarrass you! Shut up when you talk to me, or I'll embarrass you!"
@Mr_Wallace23 it's Now or Never lol wassup for $10.00...it's Your Call since I backed out the last one!,"Hey @Mr_Wallace23, it's now or never. What's up for $10.00? It's your call since I backed out the last one!"
I Told My Nig I Would Race em but I'm On My Last Strike...1 Mo Ticket and they Trying To snatch My L's Or at Least $600,"I told my friend I would race them, but I'm on my last strike. One more ticket and they're trying to take my license or at least $600."
Gimme a Gangsta Hoe one that Don't Give a Fuck and that a Shank the Hoe!,"Give me a tough, uncaring woman who would stab the woman!"
S/O To My BIKO bro @smitty_biko Just Made this Car Shopping Shit CAKE! Fuck Car Max Auto Trader Bitch!,"Shoutout to my friend @smitty_biko, who just made this car shopping process easy! Forget CarMax and AutoTrader!"
What you Think BIKO $tand For?! $Toopid.... Real Nigga$ Doubling up on you $ingle Digit Niggas!,What do you think 'BIKO' stands for? Stupid... Real people are doubling up on you single-digit people!
I Made $ome Money but I wanna Make $ome More.....I Fucked Her Be$tfriend I Wonder Do $he Know?!,"I made some money, but I want to make some more... I slept with her best friend. I wonder if she knows?"
@smitty_biko  if i can stay up long enough ima go to school smh lifeis a BIOTCH lol,"If I can stay up long enough, I will go to school. Life is a bitch, lol."
Even if that Txt means i Gotta Drive a Hour and 15 im Out Ice and All lol,"Even if that text means I have to drive an hour and 15 minutes, I'm out. Ice and all, lol."
If I Was Cat Fishing I would Use One Of My BIKO Niggas....Cuz We All Got _____________S! #Catchup,"If I was catfishing, I would use one of my Biko friends, because we all have similar features."
All I got is 30 mins in the Shower... a Hour of X-box wit 4 new Games....and 5 Mins of Suave or Vaseline...... It's Gon be a Helluva Night!,"All I have is 30 minutes in the shower, an hour of Xbox with 4 new games, and 5 minutes of Suave or Vaseline. It's going to be a hell of a night!"
"@__OnlyButtButt , teehee : ) I'm boutta call you fav . Gotta tell you some stuff",I'm about to call your favorite. I have to tell you some stuff.
", I guess NuNu acting like she ain't see my Dm . .  But I guess",I guess NuNu is acting like she did not see my direct message. But I guess.
", like I said they act like they go together . . . I ain't tripping : )","Like I said, they act like they go together. I'm not bothered. :)"
", I wanted to go to sleep onaa phone w. her but she hung up . . Soooo","I wanted to go to sleep on the phone with her, but she hung up. So..."
"@_xXxARMANI , Yupp . . . We Needa link up , I miss you .","Yes, we need to get together. I miss you."
", I want my sis back , but I Guess she not trying so I ain't press .","I want my sister back, but I guess she is not trying, so I am not pressing her."
", dtfl iiiHiiiii is the cowboys fans mad cause they at home watching us play or what ?",Are the Cowboys fans mad because they are at home watching us play or what?
@TitusDYoungSr I really looked up to you titus.. In all honesty you Let me down #lionblood,"Titus, I really looked up to you. In all honesty, you let me down. #lionblood"
"@GlamorousTierra we just got here like around 8 in the morn. I'm coming back tomorrow. Oh, when do you wanna hang","We just got here around 8 in the morning. I'm coming back tomorrow. Oh, when do you want to hang out?"
I wish ppl would stop trying to make them self's Relevant in situations when it doesn't have nothing to do with them,I wish people would stop trying to make themselves relevant in situations when it doesn't have anything to do with them.
@_xoxoNicolee_ at home.. I already took down my hair and washed it now I'm doing a curly fro,"I'm at home. I already took down my hair and washed it, and now I'm doing a curly afro."
Sooo tell me why my parents and I just got into an argument about what I'm going to to with my future,"So, tell me why my parents and I just got into an argument about what I'm going to do with my future."
Then be the main ones not wanting u n drama... Tame them thirsty ass floozies let em kno,"Then be the main ones not wanting you and drama... Tame those thirsty floozies, let them know."
"I can't even make an appearance no where if I'm not off no drugs, that sober shit NATE DOGG","I cannot make an appearance anywhere if I am not off drugs, that sober stuff."
"From this point on when you address me , you address me as Goldie or TayTay but if you not one lf the guys it's Goldie cuz bitch ima MACK","From this point on, when you address me, you address me as Goldie or TayTay. But if you're not one of the guys, it's Goldie because, bitch, I'm a MACK."
@ImTez iight foo but I think u gotta be on camp by Saturday or sum like dat,"Alright, friend, but I think you need to be at camp by Saturday or something like that."
@HeavBeauty and ima gne kry like I did da last time :( I dnt Like needle,And I'm going to cry like I did the last time :( I don't like needles.
"I'm young and dumb, I'm going to make mistakes, but eventually I'll learn from them.","I'm young and inexperienced, I'm going to make mistakes, but eventually I'll learn from them."
My moma jus said im nt supose to be home so I cant talk un till its time 4 me to comes home (5:30),My mother just said I'm not supposed to be home so I can't talk until it's time for me to come home (5:30).
I onky go one way i don't mess wid the same sex of me !!,"I only go one way, I don't mess with the same sex as me."
"Some peopl say I'm skinny ans somw don't , honestly i would rather be skinny and slim then to be sloppy and nasty!!","Some people say I'm skinny and some don't. Honestly, I would rather be skinny and slim than to be sloppy and nasty!"
Im convinced my bro @MarvinsFloww freaked df out lol shawties need ta go holla at em,"I'm convinced my brother @MarvinsFloww freaked them out. Lol, the ladies need to go talk to him."
She aint text me on her break... O yea she gon get a ear full,"She didn't text me on her break... Oh yeah, she's going to get an earful."
Mann Mi Bro Greg Ugh Im So Paranoid He Juss Got Dne Fightin Wit Mi Stepdad N I Feel Hem Cumin Bakk Tonite Goin Cra On All Off Us I Luv Yall,"Man, my brother Greg. Ugh, I'm so paranoid. He just got done fighting with my stepdad and I feel him coming back tonight, going crazy on all of us. I love y'all."
@dap_soCrazy Yes okay. And you can call ma and let her know to call me,"Yes, okay. And you can call my mom and let her know to call me."
I see why bae respect me so much. He been dealing with bridssss all his life. Lmao,I see why my partner respects me so much. He's been dealing with difficult people all his life. Lmao.
Real shit the only reason I ain't fuck mama up cuase bae lets knownbhis WIFE dont fight with hoes,The only reason I didn't attack my mother is because my partner lets his wife know not to fight with hoes.
Bro said mama trying to be like me now. Lmao I said don't call me with the bull. She wants my spot soooooo LML,My brother said my mother is trying to be like me now. I laughed and said don't call me with the nonsense. She wants my position so badly. I'm laughing my ass off.
"I wish people would stop calling me telling me what this Fat , Stinking, no Life ass Hoe is saying about me.","I wish people would stop calling me telling me what this fat, smelly, worthless woman is saying about me."
Def gone turn up diss mornin and all day since we gotta big game today,I'm definitely going to get excited this morning and all day since we have a big game today.
Hate ah bitch that act like she ont kno wats goin on.....bitch yu kno #beenknew,"I hate a woman who acts like she doesn't know what's going on... bitch, you know. #IveKnownForAwhile"
here go da refs wit dis cheatin ass shit...smh..dats exactly how notre dame lost...smh. fake ass refs.,Here go the refs with this cheating ass shit...shaking my head. That's exactly how Notre Dame lost...shaking my head. Fake ass refs.
@ChevySmile smh..dnt matter if yall had richard sheman as yall CB..yall still cudnt stop thomas or decker..,"Shaking my head, it doesn't matter if y'all had Richard Sherman as your cornerback, y'all still couldn't stop Thomas or Decker."
Its funny how the Broncos mite be da only bye week team dat didnt win dis weekend. Smh. Wow.,It's funny how the Broncos might be the only bye week team that didn't win this weekend. Shaking my head. Wow.
It seems like gay is da new thing. Next thing u kno gay gon b da norm n str8s gon b outcasted. #damnshame,"It seems like being gay is the new thing. Next thing you know, being gay is going to be the norm and straight people are going to be outcasted. Damn shame."
Fhnn hit the M town tonight aid mi cousins datz all  Wudup Fam wudz good,"Fhnn hit the M town tonight, aid my cousins, that's all. What's up fam, what's good?"
@perrylenise17 trying to focus on making shit right now or the future won't be pleasant,@perrylenise17 trying to focus on making things right now or the future won't be pleasant.
Whats to a dreamer just a dream wake up and get on yo grind# TEAMNOSLEEP,What's to a dreamer just a dream? Wake up and get on your grind. #TEAMNOSLEEP
"Just when u think that things are making a turn 4the worst, God shows you that he has bigger n better things planned 4 u. #Amen #PraiseHim","Just when you think that things are making a turn for the worst, God shows you that he has bigger and better things planned for you. #Amen #PraiseHim"
Man I just wanted to make me some cheese eggs n grits and it turn into breakfast for the whole fam Smdh,I just wanted to make myself some cheese eggs and grits and it turned into breakfast for the whole family. Shaking my damn head.
That nigga gon b forever known as the nigga that got the shit smacked out of him,That person will forever be known as the person who got the crap beaten out of them.
@flyboy_foreverr don't try come at me on twitter homie I don't need a hair cut I'm letting my hair grow out for a reason,"Don't try to come at me on Twitter, buddy. I don't need a haircut, I'm letting my hair grow out for a reason."
"I've been tryna give #Deception a try on the strength of Meagan, but it's no #Scandal","I've been trying to give Deception a try based on Meagan, but it's no Scandal."
Blessed. Thanking him... Lord continue to bless me n da fam n da crew.... Amen.,"Blessed. Thanking him... Lord, continue to bless me, my family, and my crew.... Amen."
Blessed. Thanking him... Lord continue to bless me n da fam n da crew.... Amen.,"Blessed. Thanking him... Lord, continue to bless me, my family, and my crew.... Amen."
"I like how im just flowing with the typing, nvm idk what im talking about","I like how I'm just flowing with the typing, never mind, I don't know what I'm talking about."
"Yes i have cable i just cant watch tv at the moment lol and yes i have a tv in my room and it works, i just cant watch it yet","Yes, I have cable, I just can't watch TV at the moment. Lol. And yes, I have a TV in my room and it works, I just can't watch it yet."
I want some sweet potato pie with whip cream. That sounds really good right now.,I want some sweet potato pie with whipped cream. That sounds really good right now.
"Just got back home from the hospital oh my god that morphine made me wanna pass out, luckily I made it to my bed","I just got back home from the hospital. Oh my god, that morphine made me want to pass out. Luckily, I made it to my bed."
That Reminds Me ... When I Was At The Hospital Yesterday I Tried To Pee In The Thing While On The Bed.... It Didnt Work Out So Well Lol,"That reminds me... When I was at the hospital yesterday, I tried to pee in the thing while on the bed. It didn't work out so well. Lol."
"When i find uh girl i really wanna B with, ima kut all my hoes off .","When I find a girl I really want to be with, I'm going to cut off all my other relationships."
@YoHoe_LuvMe 5-6 or 6-6 &amp;&amp; yeaa we had to win today &amp; we did ...,"5-6 or 6-6 and yes, we had to win today and we did."
"Sex isn't sex without hair pulling, ass grabbing, neck holding, lip biting, neck sucking, pillow biting, back scratching, etc.","Sex isn't sex without hair pulling, ass grabbing, neck holding, lip biting, neck sucking, pillow biting, back scratching, etc."
"A girlfriends job is to keep her boyfriend on track, hold him down, and have his back through good times and bad times.","A girlfriend's job is to keep her boyfriend on track, support him, and have his back through good times and bad times."
H.U.S.B.A.N.D = He Understands Situations Better And Never Disappears.... W.I.F.E = We In For Eternity.,Husband = He Understands Situations Better And Never Disappears.... Wife = We In For Eternity.
"Titties, ass, pussy? Any bitch can give you that shit. Loyalty, love &amp; attention? Only a real female can give you that.","Breasts, buttocks, genitals? Any woman can provide you with that. Loyalty, love and attention? Only a real woman can give you that."
I'm not about to subliminally talk to you tonight when we can easily talk like normal people.,I'm not going to talk to you subliminally tonight when we can easily talk like normal people.
Quenell be seein me chillin den choose to try and fight wit his over grown violent ass.,"Quenell saw me relaxing and then chose to try and fight with his overgrown, violent self."
I'm mostly definitely going to see that movie Mama that come out on the 18th.,I am definitely going to see that movie Mama that comes out on the 18th.
If I tell you to go straight in my room when you come to my crib you not my girl.,"If I tell you to go straight to my room when you come to my place, you are not my girlfriend."
My moms don't even like people sitting on ha couches but I get to sleep on em.#Plugged,"My mom doesn't even like people sitting on her couches, but I get to sleep on them. #Plugged"
Bitch I wish you would burn my motherfuckin clothes lmao that used to be that shit.,"I wish you would burn my clothes, that used to be the thing."
I just said it's like eating yo favorite food every day and it always taste better than the day before lol.,"I just said it's like eating your favorite food every day and it always tastes better than the day before, haha."
If u fuck wit under age girls u a Chester one thing Dre is not is a molester.,"If you associate with underage girls, you are a pedophile. One thing Dre is not is a molester."
Niggas was sitting in the kitchen for like a hour and when I walk in decide that they want some pop.,"People were sitting in the kitchen for about an hour, and when I walked in, they decided they wanted some soda."
Females on Twitter saying they cold and need a man to keep them warm and shut bitch u betta stfu and wrap up in that blanket.,"Females on Twitter are saying they're cold and need a man to keep them warm, and they need to shut up and wrap up in that blanket."
Have u ever called a female as soon as they woke up and they sounded like a grown as man?,Have you ever called a woman as soon as they woke up and they sounded like a grown man?
So mufuckas ain't talk in a full 24 hours I know she ain't expectin me to text first.,"So those people have not spoken in a full 24 hours, I know she is not expecting me to text first."
Omg mufuckas got the nerve to text me at this time after not texting me all day like I'm a fuckin goof ball or sum.,"Oh my goodness, those people have the nerve to text me at this time after not texting me all day as if I'm some kind of fool or something."
Females got a routine they go through before they go to sleep niggas just lay down,Women have a routine they go through before they go to sleep. Men just lay down.
How I'm rude for answering the phone while taking a shit mufucka u interrupted me first.,How am I rude for answering the phone while using the restroom? You interrupted me first.
U bitches @ names need to match y'all pictures stop wit dese freaky ass names when u 2 ugly to get freaky wit.,You all need to have your profile names match your profile pictures. Stop with these strange names when you are too unattractive to get intimate with.
Its a honey bun on my tv that I don't even want but just saving it for a rainy day.,"There is a honey bun on my TV that I don't even want, but I'm just saving it for a rainy day."
Bitch its 5 in the morning and gas to damn high to be going to spoon wit mufuckas.,It's 5 in the morning and gas is too damn high to be going to hang out with people.
I ain't do no homework this weekend imma just do my shit on the train.,"I didn't do any homework this weekend, I'm just going to do my work on the train."
Aye I got this line I'm waiting to use on a female its guaranteed to get me some pussy lbs.,"Hey, I have this line I'm waiting to use on a female, it's guaranteed to get me some intimacy."
So this movie try to get girls hip to MEN GAME LMMFAO ain't gone happen,This movie is trying to educate women about men's tactics. That's not going to happen.
Everybody got that one friend dhat be laughing extra hard in ah text but really don't be laughing in reality,Everybody has that one friend who laughs extra hard in a text but really doesn't laugh that much in reality.
I still love him despite of our ups &amp; dwns oan headed home God is good,I still love him despite our ups and downs. I am headed home. God is good.
@j_frizzle1414 @J_Rock23219 @Piffboi_Bundlez I works bro and you know selling cigarettes is not a job lol!!!,"I work, bro, and you know that selling cigarettes is not a job, haha!"
I'm on a different channel everyday so I hope you bitches catch the waves! Lol,I'm on a different channel every day so I hope you all catch the waves! Haha.
Hatee To See Ppl Dat Used To Be Kutee Uqlyy As Shxt Now Likee Tf Happened.,It's sad to see people who used to be cute now look really ugly. What happened?
"If you dont fall how would you know what getting  back up feel like,if you dont fail how would you know what trying/succeeding feel like","If you don't fall, how would you know what getting back up feels like? If you don't fail, how would you know what trying and succeeding feels like?"
like everybody gotta go through making bad decisions the craziest thing is you'll think you made a good one until the unexspected shit hit u,Like everybody has to go through making bad decisions. The craziest thing is you'll think you made a good one until the unexpected situation hits you.
"I want people to look at me like im somebody not just a hood ass niggaI wanna put on a suit,own businesses go out of michigan live that life","I want people to look at me like I'm somebody, not just a hood person. I want to put on a suit, own businesses, go out of Michigan, and live that life."
@_JUSTusNIGGA_ shit bro chillin giving twitter a thought of my mind. Whats da deal wit u bro?,"Chillin', giving Twitter a thought of my mind. What's the deal with you, bro?"
Ok let me say this if you have your ex or an old ex friend number still in your phone 4 years from now please don't call them #GYL,"If you have your ex or an old ex-friend's number still in your phone 4 years from now, please don't call them. #GYL"
@WendyWilliams I really wish you would stop picking sides because that make you look like a fake Mitch in that order,"Wendy Williams, I really wish you would stop picking sides because that makes you look like a fake friend in that order."
I'm not going to sleep up all night up all day I will try to sleep on Monday .......maybe,"I'm not going to stay up all night and all day. I will try to sleep on Monday, maybe."
Someone is really crazy calling me blocked  at 8:00am  and don't say nothing ......GYL 4real,Someone is really crazy for calling me blocked at 8:00 am and not saying anything. #GYL for real.
So the person who's been calling me blocked called again at 6:29 but this time I got there number now thanks to my app,"So the person who's been calling me blocked called again at 6:29, but this time I got their number now thanks to my app."
@THELILMOSHOW see because you are a real mf parent I'm like that and I pray everyday for them lol,"Because you are a real parent, I am like that and I pray for them every day, lol."
Tierra better be glad she's having a bad day lol bc I was just about to fire her,Tierra better be glad she's having a bad day because I was just about to fire her.
So when you worrying about me &amp;&amp; mines than you  worrying abt the wrong thing,"So when you are worrying about me and mine, then you are worrying about the wrong thing."
@937LateShift my mom died last month and I'm still in shock especially because it was unexpected.,"My mom died last month and I'm still in shock, especially because it was unexpected."
@SweetLikeTCAKEs haha WCHS will c me when dhey do... Til dhen dhey need 2 wonder why 104 was missing Thursday &amp;&amp; 124 2day,"WCHS will see me when they do... Until then, they need to wonder why 104 was missing Thursday and 124 today."
People Say u Don't Knw Wat u Got Till its Gone&gt;&gt;&gt; Bitch You Knew Wat u &gt;Had&lt; u Jus Neva Though You'll Loose it,"People say you don't know what you have until it's gone. But you knew what you had, you just never thought you would lose it."
Try not to give a fuck some times bet that wake a mfer up instantly,"Sometimes it's best not to give a fuck, and that can instantly wake someone up."
Lmbooo mommy just came in my room like what the HE'LL happened here. Lol I had to do it get out. Lol I swear I love her,My mom just came into my room and asked what happened. I had to get her to leave. I swear I love her.
Lmboooooo so these petty hoes just called my phone on that Stephen shit. Lmbooo hoes got jokes tonight,These petty women just called my phone about that Stephen situation. The women have jokes tonight.
"Im smiling, but wanna cry. Im talking, but I wanna be quiet. pretend like I'm  happy at this moment , but aren't.","I'm smiling, but I want to cry. I'm talking, but I want to be quiet. I'm pretending to be happy in this moment, but I'm not."
When I lay up and think I can't sleep and when I can't sleep I think. Smh,"When I lie down and think, I can't sleep, and when I can't sleep, I think. Shaking my head."
So why everytime I get off of the phone with butt butt or can just be leaving his house hey even thinking about him Adorn plays.,"So why every time I get off the phone with [person] or am just leaving their house, even thinking about them, the song 'Adorn' plays."
Up reading this love stuff with our signs. We are a good match we just have to learn how to deal with each other attitudes and well be okay,"I'm up reading this love stuff with our signs. We are a good match, we just have to learn how to deal with each other's attitudes, and we'll be okay."
@JazzyjussDgaf what you for call me when my phone was broken because you didn't call before than,"[@JazzyjussDgaf], what did you call me for when my phone was broken because you didn't call before then?"
"Answer this WHY THE FUCK IS PEOPLE UP THIS LATE? Drea calling me, Sade never stop calling me, and Mishalay never stop texting me. Lol","Why the fuck are people up this late? Drea is calling me, Sade never stops calling me, and Mishalay never stops texting me. Laughing out loud."
Getting down to business. Going to apply to them colleges my baby wanna go to and SVSU and CSU,"I'm going to apply to the colleges my child wants to attend, including SVSU and CSU."
Can we say our prayers together . Heavily father mother God I pray you keep this LOVE together,"Let's say our prayers together. Heavenly Father and Mother God, I pray that you keep this love together."
Wn't say we PERFECT nor will I say WE THE DAME WORSE yea we hve our little problems nd so wht I'm in this FOR FOREVER so let's work TOGETHER,"I won't say we're perfect, nor will I say we're the absolute worst. Yes, we have our little problems, and so what? I'm in this for forever, so let's work together."
Females wanna jump that shit is ridiculous. Smh just fight me one on one and I promise I'll beat yo ASS and you will regret it,"It's ridiculous for females to jump in. Shake my head. Just fight me one-on-one and I promise I'll beat your ass, and you will regret it."
People always talking that FOREVER shit that's just another way of saying it's not go last for FOREVER,People are always talking that 'forever' shit. That's just another way of saying it's not going to last forever.
"Going to get what's mines if that's catching two busses, a cab,a train,traveling across the world,than riding a bike  SHIT LET'S GO","Going to get what's mine if that's catching two buses, a cab, a train, traveling across the world, then riding a bike. Let's go!"
This nigga just said bestfriend guess who like you Me:YOU Him:You so good at this game ---________--- KILL IT,"This person just said best friend, guess who likes you. Me: You. Him: You're so good at this game. *eye roll* Let's move on."
