standard_american_english,aae_from_sae
I'm about to call your favorite. I have to tell you some stuff.,I'ma call yo' favorite. I gotta tell you some stuff.
I guess NuNu is acting like she did not see my direct message. But I guess.,I guess NuNu ain't actin' like she saw my direct message. But I guess.
"Like I said, they act like they go together. I'm not bothered. :)","Like I said, they actin' like they go together. I ain't bothered. :)"
"I wanted to go to sleep on the phone with her, but she hung up. So...","I wanted to go to sleep on the phone wit' her, but she hung up. So..."
"Yes, we need to get together. I miss you.","Yeah, we gotta get together. I miss you."
"I want my sister back, but I guess she is not trying, so I am not pressing her.","I want my sister back, but I guess she ain't tryin', so I ain't pressin' her."
Are the Cowboys fans mad because they are at home watching us play or what?,Da Cowboys fans mad 'cause dey at home watchin' us play or what?
"Titus, I really looked up to you. In all honesty, you let me down. #lionblood","Titus, I really looked up to you. Fo' real, you let me down. #lionblood"
"We just got here around 8 in the morning. I'm coming back tomorrow. Oh, when do you want to hang out?","We just got here 'round 8 in da mornin'. I'mma come back tomorrow. Oh, when you wanna hang out?"
I wish people would stop trying to make themselves relevant in situations when it doesn't have anything to do with them.,I wish folks would stop tryna make deyselves relevant in situations when it ain't got nothin' to do wit' 'em.
"I'm at home. I already took down my hair and washed it, and now I'm doing a curly afro.","I'm at home. I already took down my hair an' washed it, an' now I'm doin' a curly afro."
"So, tell me why my parents and I just got into an argument about what I'm going to do with my future.","So, tell me why me an' my folks jus' got inta an' argumen' 'bout what Imma do wit' my future."
"Then be the main ones not wanting you and drama... Tame those thirsty floozies, let them know.","Den be da main ones not wantin' you an' drama... Tame dem thirsty floozies, let 'em know."
"I cannot make an appearance anywhere if I am not off drugs, that sober stuff.","I cain't make no appearance nowhere if I ain't off drugs, dat sober stuff."
"From this point on, when you address me, you address me as Goldie or TayTay. But if you're not one of the guys, it's Goldie because, bitch, I'm a MACK.","From dis point on, when you address me, you address me as Goldie or TayTay. But if you ain't one of da guys, it's Goldie 'cause, bitch, I'm a MACK."
"Alright, friend, but I think you need to be at camp by Saturday or something like that.","Aight, fam, but I think you gotta be at camp by Saturday or somethin' like dat."
And I'm going to cry like I did the last time :( I don't like needles.,An' I'ma cry like I did las' time :( I don' like needles.
"I'm young and inexperienced, I'm going to make mistakes, but eventually I'll learn from them.","I'ma young an' inexperienced, I'ma make mistakes, but eventually I'ma learn from 'em."
My mother just said I'm not supposed to be home so I can't talk until it's time for me to come home (5:30).,My mama jus' said I ain't s'posed ta be home so I can't talk 'til it's time fa me ta come home (5:30).
"I only go one way, I don't mess with the same sex as me.","I only go one way, I don' mess wit' da same sex as me."
"Some people say I'm skinny and some don't. Honestly, I would rather be skinny and slim than to be sloppy and nasty!","Some folks say I'm skinny an' some don'. Honestly, I'd rather be skinny an' slim dan ta be sloppy an' nasty!"
"I'm convinced my brother @MarvinsFloww freaked them out. Lol, the ladies need to go talk to him.","I'm convinced my brotha @MarvinsFloww spooked 'em out. Lol, da ladies need ta go talk to him."
"She didn't text me on her break... Oh yeah, she's going to get an earful.","She ain't text me on her break... Oh yeah, she gon' get an earful."
"Man, my brother Greg. Ugh, I'm so paranoid. He just got done fighting with my stepdad and I feel him coming back tonight, going crazy on all of us. I love y'all.","Man, my brotha Greg. Ugh, I's so paranoid. He jus' got done fightin' wit' my stepdad an' I feel him comin' back tonight, goin' crazy on all of us. I love y'all."
"Yes, okay. And you can call my mom and let her know to call me.","Aight, an' you can call my mama an' let her know ta call me."
I see why my partner respects me so much. He's been dealing with difficult people all his life. Lmao.,I see why my partner respects me so much. He's been dealin' wit' difficult folks all his life. Lmao.
The only reason I didn't attack my mother is because my partner lets his wife know not to fight with hoes.,Da only reason I ain't attack my mama is 'cause my partner let his wife know not ta fight wit hoes.
My brother said my mother is trying to be like me now. I laughed and said don't call me with the nonsense. She wants my position so badly. I'm laughing my ass off.,My bro said my mama tryna be like me now. I laughed an' said don' call me wit dat nonsense. She want my position so bad. I'm laughin' my ass off.
"I wish people would stop calling me telling me what this fat, smelly, worthless woman is saying about me.","I wish folks would stop callin' me tellin' me what dat fat, smelly, worthless woman sayin' 'bout me."
I'm definitely going to get excited this morning and all day since we have a big game today.,I'ma definitely get excited dis mornin' an' all day since we got a big game today.
"I hate a woman who acts like she doesn't know what's going on... bitch, you know. #IveKnownForAwhile","I hate a woman who act like she don' know what's goin' on... bitch, you know. #IveKnownForAwhile"
Here go the refs with this cheating ass shit...shaking my head. That's exactly how Notre Dame lost...shaking my head. Fake ass refs.,"Dang, dem refs be cheatin' an' shit...I can't believe it. Dat's how Notre Dame lost, fo' real. Fake-ass refs."
"Shaking my head, it doesn't matter if y'all had Richard Sherman as your cornerback, y'all still couldn't stop Thomas or Decker.","I can't believe it, even if y'all had Richard Sherman as yo' cornerback, y'all still couldn't stop Thomas or Decker."
It's funny how the Broncos might be the only bye week team that didn't win this weekend. Shaking my head. Wow.,"Dang, it's funny how da Broncos might be da only bye week team dat didn't win dis weekend. Wow."
"It seems like being gay is the new thing. Next thing you know, being gay is going to be the norm and straight people are going to be outcasted. Damn shame.","It's like bein' gay is da new thang. Next thang you know, bein' gay gon' be da norm an' straight folks gon' be da outcasts. Dang shame."
"Fhnn hit the M town tonight, aid my cousins, that's all. What's up fam, what's good?","Fhnn hit da M town tonight, aid my cousins, dat's all. Wassup fam, wassup?"
@perrylenise17 trying to focus on making things right now or the future won't be pleasant.,@perrylenise17 tryna focus on makin' things right now or da future ain't gon' be pleasant.
What's to a dreamer just a dream? Wake up and get on your grind. #TEAMNOSLEEP,Wha' a dreama' jus' a dream? Wake up an' get on yo' hustle. #TEAMNOSLEEP
"Just when you think that things are making a turn for the worst, God shows you that he has bigger and better things planned for you. #Amen #PraiseHim","Jus' when ya think thangs is gon' get worse, God show ya he got bigger an' betta plans fo' ya. #Amen #PraiseHim"
I just wanted to make myself some cheese eggs and grits and it turned into breakfast for the whole family. Shaking my damn head.,"I jus' wanted ta make me some cheese eggs an' grits, an' it turned inta breakfast fo' da whole fam'ly. Shaking my damn head."
That person will forever be known as the person who got the crap beaten out of them.,Dat person gon' be known as da one who got dey ass whooped fo'eva.
"Don't try to come at me on Twitter, buddy. I don't need a haircut, I'm letting my hair grow out for a reason.","Ain't tryna come at you on Twitter, my dude. I ain't needin' no haircut, I'm lettin' my hair grow out fo' a reason."
"I've been trying to give Deception a try based on Meagan, but it's no Scandal.","I been tryna give Deception a try based on Meagan, but it ain't no Scandal."
"Blessed. Thanking him... Lord, continue to bless me, my family, and my crew.... Amen.","Blessed. Thankin' him... Lord, keep on blessin' me, my family, and my crew.... Amen."
"Blessed. Thanking him... Lord, continue to bless me, my family, and my crew.... Amen.","Blessed. Thankin' him... Lord, keep on blessin' me, my family, and my crew.... Amen."
"I like how I'm just flowing with the typing, never mind, I don't know what I'm talking about.","I like how I'm just flowin' with the typing, ain't no thang, I don't know what I'm talkin' 'bout."
"Yes, I have cable, I just can't watch TV at the moment. Lol. And yes, I have a TV in my room and it works, I just can't watch it yet.","Yeah, I got cable, I just can't watch TV right now. Haha. An' yeah, I got a TV in my room an' it work, I just can't watch it yet."
I want some sweet potato pie with whipped cream. That sounds really good right now.,I want some sweet potato pie wit' whipped cream. Dat sound real good right now.
"I just got back home from the hospital. Oh my god, that morphine made me want to pass out. Luckily, I made it to my bed.","I jus' got back home from da hospital. Oh man, dat morphine made me wanna pass out. Luckily, I made it to my bed."
"That reminds me... When I was at the hospital yesterday, I tried to pee in the thing while on the bed. It didn't work out so well. Lol.","Dat remind me... When I was at da hospital yesterday, I tried to pee in da thing while on da bed. It ain't work out so good. Haha."
"When I find a girl I really want to be with, I'm going to cut off all my other relationships.","When I find a girl I really wanna be wit', I'm gonna cut off all my other relationships."
"5-6 or 6-6 and yes, we had to win today and we did.",Fo' sho' we had ta win today an' we did.
"Sex isn't sex without hair pulling, ass grabbing, neck holding, lip biting, neck sucking, pillow biting, back scratching, etc.","Sex ain't sex widout hair pullin', ass grabbin', neck holdin', lip bitin', neck suckin', pillow bitin', back scratcin', an' all dat."
"A girlfriend's job is to keep her boyfriend on track, support him, and have his back through good times and bad times.","A girlfriend's job is ta keep her boyfriend on track, support him, an' have his back through good times an' bad times."
Husband = He Understands Situations Better And Never Disappears.... Wife = We In For Eternity.,Husband = He Understands Situations Betta An' Neva Disappears.... Wife = We In Fo' Eternity.
"Breasts, buttocks, genitals? Any woman can provide you with that. Loyalty, love and attention? Only a real woman can give you that.","Breasts, buttocks, genitals? Any woman can provide you wit' dat. Loyalty, love an' attention? Only a real woman can give you dat."
I'm not going to talk to you subliminally tonight when we can easily talk like normal people.,I ain't gon' talk to you subliminally tonight when we can just talk like regular folks.
"Quenell saw me relaxing and then chose to try and fight with his overgrown, violent self.",Quenell saw me chillin' an' then tried to fight wit' his big ol' violent self.
I am definitely going to see that movie Mama that comes out on the 18th.,Fo' sho' I'ma see dat movie Mama dat come out on da 18th.
"If I tell you to go straight to my room when you come to my place, you are not my girlfriend.","If I tell you to go straight to my room when you come to my place, you ain't my girl."
"My mom doesn't even like people sitting on her couches, but I get to sleep on them. #Plugged","My mama don' even like folks sittin' on her couches, but I get to sleep on 'em. #Plugged"
"I wish you would burn my clothes, that used to be the thing.","I wish you'd burn mah clothes, dat used ta be da thing."
"I just said it's like eating your favorite food every day and it always tastes better than the day before, haha.","I jus' said it's like eatin' yo' favorite food every day an' it always tastes betta than da day befo', haha."
"If you associate with underage girls, you are a pedophile. One thing Dre is not is a molester.","If you associatin' wit underage girls, you a pedophile. One thang Dre ain't is a molesta'."
"People were sitting in the kitchen for about an hour, and when I walked in, they decided they wanted some soda.","Folks been sittin' in da kitchen fo' 'bout an hour, an' when I walked in, dey decided dey wanted some soda."
"Females on Twitter are saying they're cold and need a man to keep them warm, and they need to shut up and wrap up in that blanket.","Females on Twit'a sayin' dey cold an' need a man ta keep 'em warm, an' dey need ta shut up an' wrap up in dat blanket."
Have you ever called a woman as soon as they woke up and they sounded like a grown man?,"Yo, have you ever called a woman soon as she woke up and she sounded like a grown man?"
"So those people have not spoken in a full 24 hours, I know she is not expecting me to text first.","Dem folks ain't said a word in a whole day, I know she ain't expectin' me ta text first."
"Oh my goodness, those people have the nerve to text me at this time after not texting me all day as if I'm some kind of fool or something.","Dang, dem folks got da nerve ta text me now after not textin' me all day, like I'm some kinda fool or somethin'."
Women have a routine they go through before they go to sleep. Men just lay down.,Women got dey routine dey go through 'fore dey go ta sleep. Men jus' lay down.
How am I rude for answering the phone while using the restroom? You interrupted me first.,How I rude fa answerin' da phone while I usin' da restroom? You interrupt me firs'.
You all need to have your profile names match your profile pictures. Stop with these strange names when you are too unattractive to get intimate with.,Y'all need ta have ya profile names match ya profile pics. Stop wit' dem strange names when ya too unattractive ta get intimate wit'.
"There is a honey bun on my TV that I don't even want, but I'm just saving it for a rainy day.","Dere's a honey bun on my TV dat I don' even want, but I'm just savin' it fo' a rainy day."
It's 5 in the morning and gas is too damn high to be going to hang out with people.,It's 5 in da mornin' an' gas too damn high ta be goin' ta hang out wit' folks.
"I didn't do any homework this weekend, I'm just going to do my work on the train.","I ain't do no homework dis weekend, I's just gonna do my work on da train."
"Hey, I have this line I'm waiting to use on a female, it's guaranteed to get me some intimacy.","Hey, I got dis line I's waitin' ta use on a female, it's guaranteed ta get me some intimacy."
This movie is trying to educate women about men's tactics. That's not going to happen.,Dis movie tryna educate women 'bout men's tactics. Dat ain't gon' happen.
Everybody has that one friend who laughs extra hard in a text but really doesn't laugh that much in reality.,Everybody got dat one friend who be laughin' extra hard in a text but don' really laugh dat much in real life.
I still love him despite our ups and downs. I am headed home. God is good.,"I still love 'im tho, despite all da ups an' downs. I'm headed home. God be good."
"I work, bro, and you know that selling cigarettes is not a job, haha!","I be workin', bro, an' you know sellin' cigarettes ain't a real job, haha!"
I'm on a different channel every day so I hope you all catch the waves! Haha.,I be on a diff'rent channel every day so I hope y'all catch da waves! Haha.
It's sad to see people who used to be cute now look really ugly. What happened?,It's sad ta see folks who used ta be cute now look real ugly. What happened?
"If you don't fall, how would you know what getting back up feels like? If you don't fail, how would you know what trying and succeeding feels like?","If ya ain't fall, how would ya know what gettin' back up feels like? If ya ain't fail, how would ya know what tryin' an' succedin' feels like?"
Like everybody has to go through making bad decisions. The craziest thing is you'll think you made a good one until the unexpected situation hits you.,Like everybody gotta go through makin' bad decisions. Da craziest thang is you'll think ya made a good one 'til da unexpected situation hits ya.
"I want people to look at me like I'm somebody, not just a hood person. I want to put on a suit, own businesses, go out of Michigan, and live that life.","I want folks ta look at me like I'm somebody, not just a hood person. I wanna put on a suit, own businesses, go outta Michigan, an' live dat life."
"Chillin', giving Twitter a thought of my mind. What's the deal with you, bro?","Chillin', givin' Twitter a thought of my mind. What's da deal wit' you, bro?"
"If you have your ex or an old ex-friend's number still in your phone 4 years from now, please don't call them. #GYL","If ya still got yo ex or an old friend's number in yo phone 4 years later, don't call 'em. #GYL"
"Wendy Williams, I really wish you would stop picking sides because that makes you look like a fake friend in that order.","Wendy Williams, I really wish you'd stop pickin' sides 'cause that makes you look like a fake friend, fo' real."
"I'm not going to stay up all night and all day. I will try to sleep on Monday, maybe.","I ain't stayin' up all night and all day. Imma try to get some sleep on Monday, maybe."
Someone is really crazy for calling me blocked at 8:00 am and not saying anything. #GYL for real.,Somebody real crazy fo' callin' me blocked at 8 AM and not sayin' nothin'. #GYL fo' real.
"So the person who's been calling me blocked called again at 6:29, but this time I got their number now thanks to my app.","So the person who been callin' me blocked called again at 6:29, but this time I got they number now thanks to my app."
"Because you are a real parent, I am like that and I pray for them every day, lol.","Cuz you a real parent, I be like dat an' I pray fa dem every day, lol."
Tierra better be glad she's having a bad day because I was just about to fire her.,Tierra betta be glad she havin' a bad day cuz I was 'bout to fire her.
"So when you are worrying about me and mine, then you are worrying about the wrong thing.","So when you worryin' 'bout me an' mine, den you worryin' 'bout da wrong thang."
"My mom died last month and I'm still in shock, especially because it was unexpected.","My mama died las' month an' I still in shock, 'specially cuz it was unexpected."
"WCHS will see me when they do... Until then, they need to wonder why 104 was missing Thursday and 124 today.","WCHS gon' see me when dey do... 'Til den, dey need ta wonder why 104 was missin' Thursday an' 124 today."
"People say you don't know what you have until it's gone. But you knew what you had, you just never thought you would lose it.","People say you ain't know what you had 'til it's gone. But you knew what you had, you just ain't think you'd lose it."
"Sometimes it's best not to give a fuck, and that can instantly wake someone up.","Sometimes it's best not to give a damn, an' dat can instantly wake someone up."
My mom just came into my room and asked what happened. I had to get her to leave. I swear I love her.,My mama just came inta my room an' asked what happened. I had ta get her ta leave. I swear I love her.
These petty women just called my phone about that Stephen situation. The women have jokes tonight.,Dem petty women just called my phone 'bout dat Stephen situation. Dem women got jokes tonight.
"I'm smiling, but I want to cry. I'm talking, but I want to be quiet. I'm pretending to be happy in this moment, but I'm not.","I'm smilin', but I wanna cry. I'm talkin', but I wanna be quiet. I'm pretendin' ta be happy in dis moment, but I ain't."
"When I lie down and think, I can't sleep, and when I can't sleep, I think. Shaking my head.","When I lie down an' think, I can't sleep, an' when I can't sleep, I think. Shakin' my head."
"So why every time I get off the phone with [person] or am just leaving their house, even thinking about them, the song 'Adorn' plays.","So why every time I get off da phone wit' [person] or am jus' leavin' dey house, even thinkin' 'bout 'em, da song 'Adorn' play."
"I'm up reading this love stuff with our signs. We are a good match, we just have to learn how to deal with each other's attitudes, and we'll be okay.","I'm up readin' dis love stuff wit' our signs. We a good match, we jus' gotta learn how ta deal wit' each other's attitudes, an' we'll be aight."
"[@JazzyjussDgaf], what did you call me for when my phone was broken because you didn't call before then?","[@JazzyjussDgaf], what you call me fo' when my phone was broken 'cause you ain't call befo' den?"
"Why the fuck are people up this late? Drea is calling me, Sade never stops calling me, and Mishalay never stops texting me. Laughing out loud.","Why da fuck is folks up dis late? Drea callin' me, Sade neva stop callin' me, an' Mishalay neva stop textin' me. Laughin' out loud."
"I'm going to apply to the colleges my child wants to attend, including SVSU and CSU.","Imma apply to da colleges mah chile wanna go to, includin' SVSU an' CSU."
"Let's say our prayers together. Heavenly Father and Mother God, I pray that you keep this love together.","Lawd an' Lady God, I pray dat y'all keep dis love togethah."
"I won't say we're perfect, nor will I say we're the absolute worst. Yes, we have our little problems, and so what? I'm in this for forever, so let's work together.","Ain't sayin' we perfect, ain't sayin' we da worst neither. Yeah, we got our lil' issues, so what? I'm in dis fo' da long haul, so let's work it out togethah."
"It's ridiculous for females to jump in. Shake my head. Just fight me one-on-one and I promise I'll beat your ass, and you will regret it.","It's crazy fo' females ta jump in. Shake my head. Jus' fight me one-on-one an' I promise I'ma beat yo' ass, an' you gon' regret it."
People are always talking that 'forever' shit. That's just another way of saying it's not going to last forever.,People always be talkin' 'bout dat 'forever' mess. Dat's just 'nother way a' sayin' it ain't gon' last forever.
"Going to get what's mine if that's catching two buses, a cab, a train, traveling across the world, then riding a bike. Let's go!","Gon' get what's mine if dat mean takin' two buses, a cab, a train, travelin' 'cross da world, den ridin' a bike. Let's go!"
"This person just said best friend, guess who likes you. Me: You. Him: You're so good at this game. *eye roll* Let's move on.","Dis person jus' said best friend, guess who likes you. Me: You. Him: You so good at dis game. *eye roll* Let's move on."
"And if that attitude tries to break us down, I won't let that affect us.","An' if dat attitude try ta break us down, I ain't gon' let dat affect us."
"Stephen is really going to make me punch him. Haha, as me and him say, 'kill one another and throw rocks.' Laughing my butt off, insider joke.","Stephen really gon' make me punch 'im. Haha, like me an' 'im say, 'kill one 'nother an' throw rocks.' Laughin' my butt off, insider joke."
I've got something for some of you hoes and bitches tomorrow if we go to school.,I got somethin' fo' some a y'all hoes an' bitches tomorrow if we go ta school.
I'm so happy to hear you've been released from the hospital. Your service and person give hope and drive to our country.,I'm so happy ta hear you been released from da hospital. Yo service an' person give hope an' drive ta our country.
"But that's my friend and just like all women do, you're going to come to an end. Haha, but have fun.","But dat's my friend an' jus' like all women do, you gon' come ta an end. Haha, but have fun."
"So yesterday I got a rude message from someone, but I texted that person this morning and got no reply.","So yesterday I got a rude message from someone, but I texted dat person dis mornin' an' ain't get no reply."
"When I don't understand the actions of women, I go back to the words of my mother.","When I don' unnerstan' da actions of women, I go back ta da words of my mama."
"Nine times out of ten, those same hateful motherfuckers are people you're either close with or family... shaking my head.... but whatever....","Nine times outta ten, dem same hateful mothafuckas is people you either close wit' or family... shakin' my head.... but whateva...."
"Spike Lee, Scott Harris, the Bulls handed your Knicks their third straight loss to them. What's up with that? Retweet, Spike.","Spike Lee, Scott Harris, da Bulls done handed yo' Knicks dey third straight loss to 'em. Wha's up wit' dat? Retweet, Spike."
"Reese, low-key, ain't that a good thing? Get this money while we can, forget the BS.","Reese, fo' real, ain't dat a good thang? Get dis money while we can, forget da BS."
"There's no love for you fake people, you snitches, and fuck you, bitches.","Ain't no love fo' y'all fake people, y'all snitches, an' fuck y'all, bitches."
"Cheryl, from The Talk, you go girl! Eat all you want, you and I will be losing pounds together, and those haters will still talk. LOL. Abies, I love you!","Cheryl, from The Talk, you go girl! Eat all you want, you an' I gon' be losin' pounds togethah, an' dem hatas gon' still talk. LOL. Abies, I love you!"
How are they going to act when I finish this second one? Or when I get that PhD?,How dey gon' act when I finish dis second one? Or when I get dat PhD?
Travis wants to go to a Nets game in Brooklyn. Thinking that might be a fun day trip with some friends.,Travis wanna go to a Nets game in Brooklyn. Dat might be a fun day trip wit some friends.
My girlfriend saw me talking to you... She's going to slap you.,My girl saw me talkin' to you... She gon' slap you.
Well I keep my composure and I'm committed to my partner and I'm not a fool at all.,Well I keep my cool an' I'm committed to my partner an' I ain't no fool at all.
"All you all know is the silly side of him. I've seen him angry and sad, throwing a temper tantrum and crying.","All y'all know is da silly side of him. I've seen him mad an' sad, throwin' a tantrum an' cryin'."
"I'm done talking about that. ManMan is a liar, point blank. He can't accept that I didn't go for him and when I see him I'm going to hit him.","I'm done talkin' 'bout dat. ManMan a liar, straight up. He can't accept dat I ain't go for him an' when I see him I'ma hit him."
"I do not want to use my mother's car, but I have things I need to do.","I don' wanna use my mama's car, but I got stuff I gotta do."
That's why I hate using my mother's car because I have to run all her errands and do things on her schedule.,Dat's why I hate usin' my mama's car 'cause I gotta run all her errands an' do thangs on her schedule.
"The moment all these extra women start saying ""free Kevin"", I'm going to confront a woman.","Da moment all dese extra women start sayin' 'free Kevin', Imma confront a woman."
"I need my Valentine's Day gift and my anniversary gift. Just kidding, I'm just joking.",I ain't need no Valentine's Day gift or anniversary gift. I was just playin'.
"She is just angry because my partner went in after hers and got out before. Please, get your life together.",She mad 'cause my partner went in after hers and got out 'fore her. Y'all need to get y'all's life together.
"I'm not stupid, I just don't have any clothes. I need some clothes.","I ain't stupid, I just ain't got no clothes. I need some clothes."
"We told Kevin not to leave school early, but he left and went to jail. What an idiot.","We told Kevin not to leave school early, but he left and went to jail. What a fool."
"I don't usually tweet, but I'm so bored. I don't have anyone to talk to.","I don't usually tweet, but I'm so bored. I ain't got nobody to talk to."
"My baby said babe, I miss you so much. You're all I can think about in here. No one but you.","My baby said babe, I miss you so much. You're all I can think about in here. Ain't nobody but you."
"I'm going to get her a Victoria's Secret jogging suit, and if the girl gives it away, we're fighting. No lie, this girl has a bad habit of giving everything to her mom.","I'm gonna get her a Victoria's Secret jogging suit, and if the girl give it away, we fightin'. No lie, this girl got a bad habit of givin' everything to her mama."
"Mom said your W-2 forms came, hurry up and go file your taxes. I said, 'Ma, what's this? This isn't your money.'","Ma, what's dis? Dis ain't yo money."
"Haha, if you just see some cool stuff you can get it.","Haha, if you just see some cool stuff you can get it."
It was so cool hanging out with my friend today. I don't think he knows how much I enjoyed it!,It was real cool hangin' wit' my friend today. I don' think he know how much I enjoyed it!
"Yes, and then that price though, we can do that! I want to go look at it!","Yeah, an' den dat price dough, we can do dat! I wanna go look at it!"
"Don't play with the Falcons, let's just see if they're going to keep it up!","Don't be messin' wit' da Falcons, let's just see if dey gon' keep it up!"
I found True Religion and it's not inside a denim and their overpriced sunglasses have never given us good vision.,True Religion ain't in no denim an' dey overpriced sunglasses ain't never gave us good vision.
"I used to be crazy about that person, but now I don't care about them at all.","I used ta be crazy 'bout dat person, but now I don' care 'bout 'em at all."
"But if I go to sleep, I won't wake up until around 11 at night.","But if I go ta sleep, I ain't gon' wake up 'til 'round 11 at night."
"I'm the only person awake in here, but I haven't been to sleep yet.","I's da only one awake in here, but I ain't been ta sleep yet."
"No, I said hold that thought because I'm doing something else and I'll get back to you later.","Nah, I said hold dat thought 'cause I's doin' sumthin' else an' I'll get back ta you later."
"Phaedra Parks said that Kenya is bipolar and an alcoholic, and Kenya just proved that she was right! #RHOA","Phaedra say Kenya bipolar an' a alcoholic, an' Kenya just show dat she right! #RHOA"
I just cracked my back and it felt too good! I need a massage...,I jus' crack my back an' it feel too good! I need a massage...
It amazes me how they think people don't know about them when they make it very obvious,It amazin' how dey tink people ain't know 'bout 'em when dey make it real obvious
The CTA is bogus for raising the price of the bus passes to $10 for a one-day pass. They have really lost it!,Da CTA bogus fo' raisin' da price a da bus passes ta $10 fo' a one-day pass. Dey really lost it!
Why is this woman always coming into my room and using my stuff like it's hers? Get out of my room and stay away from my stuff!,Why dis woman always comin' inta my room an' usin' my stuff like it hers? Get outta my room an' stay 'way from my stuff!
"I just got Zola and his girlfriend back together, thank me Zola. #QueTweet (:)","Aye Zola, I got you an' yo' girl back togethah, you feel me? #QueTweet (:)"
"Hey world, take a second to check out my new video, Lil Javier ft. Lil Mail - FLEXEN, it's hot.","Yo, check out my new video, Lil Javier ft. Lil Mail - FLEXEN, it's fire, ya dig?"
"Guys, I don't know what to do when I need some intimacy. Random thought.","Man, I don't know what to do when I need some intimacy, ya feel me? Just a random thought."
"Don't get my girlfriend's hopes up for nothing, then I end up being the one comforting her.","Don't be raisin' my girl's hopes fo' nothin', then I gotta be the one comfortin' her, ya dig?"
"I'm getting ready for work, just thinking that all these girls are a joke. I need to upgrade my standards, I hate when I end up talking to a weak person.","I'm gettin' ready fo' work, an' I'm just thinkin' all these girls be a joke. I gotta upgrade my standards, I hate when I end up talkin' to a weak person, ya feel me?"
"My phone broke and then got cut off. Sorry, dear. I'm glad to see you're doing okay and having a great new year!","My phone broke an' den got cut off. Sorry, baby. I'm glad ta see you doin' okay an' havin' a great new year!"
"I'm biting my tongue because I know he's going to take care of it, but I'm still trying my hardest.","I'm bitin' my tongue 'cause I know he gon' take care of it, but I'm still tryin' my hardest."
"Ugh, Facebook is being ridiculous. I need to confirm my identity, ugh.","Ugh, Facebook bein' ridiculous. I gotta confirm my identity, ugh."
The people who talk the most trash about you also pay you the most attention.,Da folks who talk da most trash 'bout you also pay you da most attention.
What do you think my brain is made for? Is it just a container for the mind?,What you think my brain made fo'? Is it just a container fo' da mind?
"You already know, that's all I say. You stop.","Dat's all I say, ya know. You stop."
"I think back on my life, I only had 2 loyal friends @SavedBytheBlood and @libbyTOObright.","I be thinkin' 'bout my life, I only had 2 real friends @SavedBytheBlood an' @libbyTOObright."
"I'm focused on making money and having fun. I have a family, I don't have time for nonsense. Build with us or I can be out.","I'm focused on makin' dat money an' havin' fun. I got a family, ain't got time fo' dat nonsense. Y'all build wit' us or I can be out."
That type of love that never gets old...I want that...with you...no one else...but you. #true #story,Dat type a love dat never gets old...I want dat...wit' you...no one else...but you. #true #story
"When a good thing goes bad, it's not the end of the world, it's just the end of the world that you had with one person. #true #shit","When a good thang goes bad, it ain't da end a da world, it's just da end a da world dat you had wit' one person. #true #shit"
"Hate Sleeping Alone is my favorite song. If you just listen to the beat, that's crazy. I love it all together.","Hate Sleepin' Alone be my favorite song. If ya just listen ta da beat, dat's crazy. I love it all togethah."
"If finding somebody real is your problem, bring your partner to my place. Maybe I can help solve it.","If findin' somebody real be ya problem, bring ya partner ta my place. Maybe I can help solve it."
"I wonder if I'm on his mind like he's on mine. Hell no, it was just a thought though. *shrugs*","I wonder if I'm on his mind like he's on mine. Nah, it was just a thought though. *shrugs*"
"I no longer bite my tongue for anyone. I'm in that 'whatever happens, happens' mood.","I ain't bitin' my tongue fo' nobody no mo'. I'm in dat 'whatever happens, happens' mood."
"I bet she won't ask me what we're doing. And if she does, I'll just remind her again. Haha, lol.","I bet she won't ask me what we doin'. An' if she do, I'll just remind her again. Haha, lol."
"I'm not with that bullshit, I keep it real. Even though I'm a little quiet, I still let you know what's up with me. That's what makes me different.","I ain't wit dat bullshit, I keep it real. Even though I'm a lil' quiet, I still let you know what's up wit me. Dat's what make me different."
"What goes up must come down. Damn, I'm ready to get the fuck out of here. Fuck those guys in my area.","What goes up gotta come down. Damn, I'm ready ta get da fuck outta here. Fuck dem guys in my area."
Notice how these girls and boys come out of nowhere when you and your partner are going through something. It's a setup.,Notice how dese girls an' boys come outta nowhere when you an' yo' partner goin' through somethin'. It's a setup.
Girls should think of their vagina as the greatest gift to a man. It will always keep them going.,Girls should think of dey pussy as da greatest gift to a man. It'll always keep 'em goin'.
"When treated right, your girl will do the freakiest and weirdest things because she now trusts you.","When treated right, yo' girl gon' do da freakiest an' weirdest tings 'cause she now trust you."
"Shaking my head, I'm not going to let that ruin my day, ha ha, but you need a ride.","Nah, I ain't lettin' that mess up my day, haha, but you need a ride."
"Don't be looking crazy when you miss me, but I'm too busy... that goes for all you half-assing people.","Don't be actin' all crazy when you miss me, but I'm too busy... that goes for all y'all half-steppin' folks."
"I don't know what type of boyfriend I have sometimes, which is why I keep things from him.","I don't know what kinda boyfriend I got sometimes, which is why I keep stuff from him."
La la la la la la la... hm hmm hmmm... do doo doooo... I'm so happy... he he hee :D,La la la la la la la... mm hmm hmm... do doo doooo... I'm so happy... he he hee :D
I'm mad so I'm talking shit to Philly... my bae doesn't want that shit.,I'm mad so I'm talkin' trash to Philly... my boo don't want that mess.
"If you are dealing with someone who does not know what they want, make the decision for them.","If ya dealin' wit someone who don' know what dey want, you gotta make da decision fo' 'em."
