standard_american_english,sae_labels
"Okay, let me say this: if you still have your ex or an old ex-friend's number in your phone four years from now, please don't call them. #GYL",Negative
@WendyWilliams I really wish you would stop taking sides because that makes you appear like a phony Mitch in that sequence.,Negative
I'm not going to stay awake all night and all day. I will try to sleep on Monday...maybe.,Neutral
Someone is truly insane for claiming I was blocked at 8:00 AM and not saying anything... GYL for real.,Negative
"So the individual who had been calling me blocked me again at 6:29, but this time I obtained their number thanks to my app.",Positive
"@THELILMOSHOW See, because you are a real parent, I'm like that, and I pray for them every day, laugh out loud.",Positive
"The earth should be grateful she's having a difficult day, because I was just about to dismiss her.",Negative
"So when you're worrying about me and mine, then you're worrying about the wrong thing.",Neutral
"@937LateShift My mother passed away last month and I'm still in shock, especially because it was unexpected.",Negative
"@SweetLikeTCAKEs Haha, WCHS will call me when they do... Until then, they'll need to wonder why 104 was missing on Thursday and 124 today.",Neutral
People say you don't know what you've got until it's gone. And you knew what you had. You just never thought you'd lose it.,Neutral
"Try not to worry sometimes, but that will certainly wake a woman up instantly.",Neutral
"Laughing my mom just came into my room like, 'What happened here?' Lol, I had to do it, get out. Lol, I swear I love her.",Positive
"Haha, so these insignificant women just called my phone about that Stephen matter. Haha, these women have some jokes tonight.",Positive
"I'm smiling, but I want to cry. I'm talking, but I want to be quiet. I'm pretending to be happy at this moment, but I'm not.",Negative
"When I lie down and think, I can't sleep, and when I can't sleep, I think. SMH.",Negative
"So, every time I get off the phone with my boyfriend or just leave his house, I find myself thinking about him. Adorn plays.",Neutral
"I'm reading this wonderful material with our signs. We are a good match; we just need to learn how to handle each other's attitudes, and we'll be okay.",Positive
"@JazzyjussDgaf, what were you referring to when you called me because my phone was broken and you didn't call before then?",Neutral
"Why are people still up this late? Drea is calling me, Sade never stops calling me, and Mishalay never stops texting me. Lol.",Neutral
"Getting down to business. I'm going to apply to the colleges my child wants to attend, as well as SVSU and CSU.",Neutral
"Can we pray together? Heavily, Father, Mother, God, I pray that you keep this love together.",Positive
"I wouldn't say we're perfect, nor will I say we're the worst. Yes, we have our little problems, but what I'm in this for is forever, so let's work together.",Positive
"Women wanting to engage in such behavior is absurd. SMH, just challenge me to a one-on-one fight, and I promise I'll defeat you, and you will regret it.",Negative
People always talk about 'forever' as if it means it won't last forever.,Neutral
"I'm going to get what's mine, even if it means catching two buses, a cab, a train, traveling across the world, and then riding a bike. Let's go!",Positive
"This guy just said best friend, guess who it's like you? Me: You. Him: You're so good at this game. Kill it!",Positive
"And if that attitude tries to break us down, I won't let it affect us.",Positive
Stephen is really going to provoke me to punch him. Laughing as my friend and I jokingly say we'll kill one another and throw rocks. Laughing out loud. #insider,Neutral
"I have something for some of you all, ladies and gentlemen, and if we go to school together.",Neutral
@HRClinton I'm so glad to hear that you've been released from the hospital. Your service and personality give hope and motivation to our country. :),Positive
"But that's my brother, N, just like all troublemakers do... you're going to come to an end, lol. But have fun, lol.",Neutral
"So yesterday I received a very rude message from my friend in the morning, but I texted my friend this morning and have not received a reply.",Negative
"When women do things that I don't understand, I go back to the words of my mother...",Neutral
"Nine times out of ten, those same hateful individuals are people you are either close to or family with... shaking my head... but whatever.",Negative
"@SpikeLee Scott Harris, the Bulls handed your Knicks their third consecutive loss to them. What's up with that? Retweet, Spike.",Negative
"@ReeseFa You're kind of my brother, that's a good thing to get this money while we can fix the mess.",Positive
There is no love for you fake individuals who betray others and disrespect others.,Negative
"Cheryl from The Talk, you go girl! Eat all you want, you and I will be losing pounds together, and those haters will still talk. LOL, I love you!",Positive
How will they react when I complete this second one? Or when I obtain my PhD?,Neutral
Travis wants to go to a Nets game in Brooklyn. He thinks that might be a fun day trip. @funsize_tee @eyediditmyway Megabus action!,Positive
My old lady sees you talking to me. She's going to slap you in the face!,Negative
"Well, I keep my belongings in my pants and I'm committed to my partner, and I'm certainly not a fool at all.",Positive
"All of you are the silly side I've seen him angry and sad, throwing a temper tantrum and crying.",Negative
"I'm finished discussing that matter, man. He's a liar, plain and simple. He can't accept that I didn't go for him, and when I see him, I'll confront him about it.",Negative
"I don't want to use my mother's car, but I have things I want to do.",Neutral
That's why I dislike using my mother's car because I have to run all her errands and do things on her schedule.,Negative
"The moment all these additional individuals express their desire to release Kevin, I will confront one of them.",Negative
"I need my Valentine's Day gift and my anniversary gift. Forget that free Kevin stuff, lol. I'm JP.",Neutral
"She's just upset because my boyfriend went after hers and came out before hers, please mind your own business.",Negative
I cannot agree that I am stupid because I don't have clothes; I need some clothes.,Neutral
"We told Kevin not to leave school early; he left and ended up in jail, fool.",Negative
"I never keep tweeting, but I'm so bored because I don't have anyone to talk to.",Negative
"My baby said baby, I miss you so much. You're all I can think about in here, nobody but you.",Positive
"I'm going to get her a Versace jogging suit, and if she gives it away, we're going to have a serious conversation. This woman has a bad habit of giving everything to her mother.",Negative
"Mom said your W-2 forms have arrived, so hurry up and file your taxes. I said, Mom, this isn't your money.",Neutral
"@iShot_BxsdGxd LOL, if you just see something really cool, you can get it LOL.",Positive
It was so great spending time with #OOMF today. I don't think he realizes how much I enjoyed it!,Positive
"@Kief_itG Yes, and then there's the price, but we can manage that! I want to go look at it!",Positive
"Don't mess with the falcons, let's just see if they can keep it up!",Neutral
"I found true religion, and it's not in denim or those overpriced sunglasses that have never enhanced our vision.",Negative
I remember I used to be crazy about them now I couldn't care less about them.,Negative
"But if I go to sleep, I won't wake up until about 11 at night.",Neutral
"I'm the only person who is awake here, but the truth is I haven't been able to sleep yet.",Neutral
"No, I said hold that thought because I'm doing something else and I'll get back to you later.",Neutral
"@PhaedraParks said Kenya is bipolar and an alcoholic, and Kenya just proved she was right! #RHOA",Negative
I just cracked my back and it felt so good!... I need a massage...,Positive
It amazes me how they think people are unaware of them when they make it so obvious.,Negative
@CTA is ridiculous for raising the price of the bus passes...$10 for a one-day pass?! They've really lost their minds!,Negative
Why is this woman always coming into my room and using my stuff as if it's hers?! Get out of my room and my stuff!,Negative
"I just got Zola and his girlfriend back together, thank me Zola. #QueTweet (:",Positive
"Hello world, take a moment to check my new video featuring little Javier and little Mail Flexen. It's very hot.",Positive
"Guys are either friends or enemies with these women... What are you going to do when you need some help, lol, random thought.",Neutral
"Don't raise my girlfriend's hopes for nothing, then I end up being the one giving her a shoulder to cry on.",Negative
I'm getting ready for work and just thinking...all these girls are a joke. I need to raise my standards; I really hate when I end up talking to someone weak.,Negative
"@ChicCinema My phone broke and then I got disconnected......sorry, hun......glad to see you're doing okay and having a great new year!!",Positive
"HOLDING MY TONGUE BECAUSE I KNOW HE WILL HANDLE IT, BUT STILL, I'M DOING MY BEST!",Positive
"Um, what is Facebook doing with this nonsense? I need to confirm my identity. This is frustrating...",Negative
The people who talk the most negatively about you also pay you the most attention.,Positive
What do you think my brain is for? Is it merely a vessel for the mind?,Neutral
"@ps_iamHER Oh no, you already know, that's all I say, you stop.",Neutral
"I reflect on my life and realize I only had two loyal friends, @SavedBytheBlood and @libbyTOObright.",Neutral
"I'm focused on earning money and enjoying myself. I have a family to take care of, so I don't have time for nonsense. If you want to join us, that's great, but if not, I'll have to leave.",Neutral
"That kind of love that never gets old... I want that... with you... no one else... but you... #true #story

(Note: The original tweet is already in Standard American English, so no changes were necessary.)",Positive
"When a good thing goes bad, it's not the end of the world; it's just the end of the world you know. #true #life",Neutral
"I hate sleeping alone, but my favorite song is 'Alone' by Marshmello. If you listen to just the beat, it's amazing; I love it all together.",Neutral
"If finding someone genuine is your issue, bring my friend along to the house; perhaps I can help.",Positive
"I wonder if I'm on his mind, as he is on mine... However, that's not the case. It was just a thought, though...shrugs.",Neutral
"I no longer bite my tongue for no one is in that 'whatever happens, happens' mood.",Negative
"She probably won't ask what we're doing... and if she does, I'll just remind her again, haha.",Positive
"I'm not in agreement with that nonsense; I maintain a high standard... even though I'm a bit reserved, I still let you know what's going on with me... that's what makes me unique.",Positive
"What goes up must come down, people in my area are really getting on my nerves; I'm ready to leave this area.",Negative
Notice how these girls and boys suddenly appear when you and your significant other are going through it... it's a setup.,Negative
Girls should consider their femininity as a remarkable gift to men...it will always keep them motivated.,Positive
"When treated right, your girl will do the most surprising things and the strangest because she now trusts you.",Positive
"Shaking my head, but that won't ruin my day. However, you need a ride.",Neutral
"Don't look surprised when you miss me, but I'm too busy... that goes for all of you half-hearted people.",Negative
I don't know what kind of boyfriend I have sometimes... which is why I keep things from him.,Negative
Laughing and humming along... I'm so happy... ha ha ha... :D,Positive
"I'm very upset, so I'm speaking negatively to Philly... My significant other does not want that kind of behavior...",Negative
"If you're dating someone who doesn't know what they want, make the decision for them.",Negative
"I've noticed people say Green Bay is terrible and the Vikings are on my timeline; which one is it, really? LOL",Neutral
"@_PinkPanther___ let's go play football and her skin will do a 360, I believe that.",Neutral
"I'm looking for someone who is trying to build a house instead of paying rent, do you understand?",Neutral
"At the end of the day, you're not with her everywhere she goes, so you don't know what she does. All you know is what they tell you, you feel me though.",Neutral
Congratulations to my friend @TayloredHighly for the pedicure that will have your feet looking great.,Positive
"I am a genuine person, and I communicate in a straightforward manner. If you're not performing well and negatively affecting the team, I will address the issue.",Neutral
"The situation was so bad that even a large dog couldn't go back to that place, laugh out loud.",Negative
"I get tired of people trying to criticize football; that's my wife, and she always treats me right.",Positive
"It seems this time is different because most of the time I get upset, I'm on a mean streak for several days.",Neutral
So someone should get in my inbox because this girl is talking about being sleepy and I'm not going to be up bored until these pills take effect.,Neutral
"My ears were trying to act up this morning, but they're getting better. I hope they continue to improve!",Positive
"#IHaveSomethingFor someone who will listen to my music with me, we're really into it like some enthusiasts.",Positive
He should be home in a minute. He's been gone since early this morning. I was still sleeping.,Neutral
"Ugh, where is my purse? It's been lost or stolen for about a week. I really need it because I have my wallet in it.",Negative
"I just wished that when I wake up tomorrow, he wakes up too:('

(Note: The original tweet is already in Standard American English, so no changes were necessary.)",Negative
"On New Year's, I was right by my aunt's house. I should have gone to see @Kiss_MyBaddAss & Raquel.",Neutral
Let me discover individuals on Twitter who are discussing irrelevant matters about an event that occurred last year. Please refrain from such behavior.,Negative
"My friend Anaya and I were supposed to take a pole dancing class, I don't know what happened.",Neutral
"I miss my loved ones all the time and I talk to them every day, sigh.",Negative
"It must be nice to have someone who trusts you despite what they've heard, someone as powerful as a lion but still as gentle as a bluebird.",Positive
So @RSOD_Maun was talking nonsense and got thoroughly defeated in Ruzzle. LOL.,Negative
"My aunt said she needs someone to share the bed with, I'm available.",Neutral
"I have 2 tickets to paradise... Woo, woo, woo, woo, woo.",Positive
"This morning, I saw someone I don't like. What's the purpose of a dog if they don't bite strange people? I'm just saying...",Negative
This is funny. When you walk past people and they expect you to speak to them first when they can just say hello. Just because... #tooimmature,Negative
@noBULLYjustBOSS I'm going to wash my hair and style it. I'll probably find out what my brother is doing.,Neutral
"Today at school, I encountered fake people, an annoying teacher, inappropriate behavior, pretend tough individuals, unnecessary drama, and irritating individuals.",Negative
"I don't have to disrespect you, I have my own girlfriend. I don't have to smoke your weed, I have my own substances..."" - 2Chainz",Neutral
"Picture me rolling towards the sunset, mind on a billion on some things I haven't done yet.",Positive
"I maintain a certain group, and you should do the same, as you will likely be eliminated one by one.",Negative
I don't do this or I won't do that. Tell your mother to stop on my barrel.,Negative
"Hey, I'm going to end up in a fight by the end of this month... I have a feeling!",Negative
"If I fall asleep in Derrian's ear, he will not hang up. I wake up on the phone. -.-",Negative
"I would care, but the way my feet are positioned... I don't have time to pursue you all!",Negative
"I swear I hate when he hangs up on me, and he does this all the time -.-",Negative
"Kudos to God, I feel incredibly blessed. Despite the haters who wish me harm, I remain unscathed.",Positive
"@TrustNONE_iD0NT lmao, umm, I think we're spending the night together, baby. Cuss, but I'll go home in the morning.",Neutral
"A fine gentleman attempted to speak to me about why I was at the gas station. However, the individual had a car and left. I showed my love to DJ TJ.",Neutral
"But I slept a lot last night, and even though I was still thinking about it this morning, I'm done. That's the best thing to do right now!",Positive
"No problem; Finally rich, this is my boyfriend's stuff. I miss my boyfriend so much. I wonder where he is!",Neutral
"LOL, I had to go see my nephew, he's something else! He's so happy because he made the honor roll. I'm proud of him!",Positive
"@BFM__ I know where you live! I'm bringing some people to your door, and I'm not talking about the police either!",Negative
"Just kidding, that's my love. I can't leave him alone, but he needs to straighten up. He's acting out!",Negative
"I'm planning to trade with him, but that's bogus. However, he's not texting back, so it is what it is.",Neutral
But yet you say you have my back; we hear this all the time. What a man you are.,Neutral
"You won't comprehend my experience until it happens to you, so be cautious. You'll never know when it's approaching.",Neutral
"@LostInLaSmoke Hahaha, Hmmm. That's a good question. Does she? Maybe she tried it once to see what would happen. Hahaha.",Positive
It's going to be black dresses and chest vests if I find out he has a next mistress.,Negative
"So I will tune into @NLIFC & @bshdrjcw through a reliable connection, have dinner, read, plan, and then attempt to go to sleep... SMH.",Neutral
"@IamHasahn Well, like you said, both she and IT are done... God made you stronger than her words. :)",Positive
"You should love me, I'm not like every other guy you've been with.",Positive
It's funny how people who know the least about you always have a lot to say about you...,Negative
"I dislike it when people speak so loudly about their romantic interests, and I think they should be quiet because it's not attractive.",Negative
"@sexy_foreigner Well, I would come up there one day, but I never know when you are there.",Neutral
I wish Mariah and Nicki would just kiss (and I mean kiss!!!) and reconcile. #idol,Positive
"Respect me as you would your mother, confide in me as if I were your sister, and love me as if I were to be your wife.",Positive
"Well, yesterday was my last time hanging out. I hope people come over today to visit because I'm about to get super busy. #nojoke",Neutral
"I can't sleep because I know I still want to talk to him. Ugh, he would have made an awesome boyfriend. I need to end these thoughts.",Negative
You belong to me tonight... All I want to do is make love slowly... I love Trey Songz.,Positive
"I'm so unhappy right now; all I need is my car, and I'll be fine.",Negative
"First the drink, then the emotions, last but not least, the drunken phone call or text.",Neutral
I never say I need a man. I always say I want one. I'm not in a position where I need one. It's not like I'm 35 and never married? Lol.,Neutral
"I want to assist, but every time I help someone, they disappear on me.",Negative
"If you know my favorite car, drink, clothing line, makeup brand, color, and my favorite activity, then we can get married, lol.",Neutral
"If you were the main person there when I was down, trust me, I've got you when I come up.",Positive
"Two people can be thinking the same thing, but you will never know each other's thoughts unless you ask each other.",Neutral
"Admitting your wrong is not giving in, it's growing up. I always admit to my wrongs, if I don't, I'll never learn from my mistakes.",Positive
@Khalessi13 I will try tomorrow. This flu has been very difficult for me for a week now. I need a nurse! Lol!,Negative
"@Khalessi13 Yes, it would be helpful if I didn't have the flu! I don't want to be the one who spreads it at work. I think that's how I got sick.",Negative
Those people are really on La Chat's page talking badly about her. Now you're going too far! LOL.,Negative
I take care of my little brother and sister as if they were my own children. LOL.,Positive
"Absolutely, Renzo. You know you're a real one if you came to class less than me!",Positive
My six-month-old little cousin is awake and giving me and @Ke_with_a_smile a hard time!,Neutral
I was stopped today by a cute little redhead...I guess I still have it. LOL,Positive
"Because I can easily obtain a lot of money, but I would rather make it by working hard.",Neutral
Since I'm quite messy... I changed my Twitter name to something you all can relate to!,Neutral
Awoke because I heard the call of money... Cannot sleep with all this talk of money...,Negative
I would have come back for you; I just needed time to do what I had to do.,Neutral
I am so upset with Olivia's hair in this interview... What is that black and brown piece doing? #LNHHNY,Negative
Wait a minute... I'm seeing way too much on my timeline right now... Mandeecee is a child molester?!?!?! #icantbelieveit,Negative
"@RickyRozay Some hours ago, I sent you some great songs for MMG for 2013! I believe you!",Positive
"I love you so much...!!!! @jadarienGadison

(Note: The original tweet was already in Standard American English, but I've simplified the repetition of ""love"" for clarity.)",Positive
2013. What on earth...? So women are still upset over men's infidelity...? Get out of here.,Negative
"#SinceWeBeBeingHonest, these women really need to respect themselves before criticizing a man about respecting them.",Negative
"Because as soon as he saw us, I said, ""Hey, Dad, hey,"" but he stumbled to say ""hey.",Neutral
"I know he thought we were gone arguing, but I'm done arguing with girls over such matters. It's pointless, but I'm relaxing with my main in your place.",Neutral
"You'll never find time for anything; if you want it, you must make time for it.",Positive
Oh my goodness... That pain has returned... I think I need to go to the emergency room.,Negative
"And from that last tweet, you can see that I am that girl, and I am in love with a boy. And I don't think they see it at all!",Neutral
@JBurna_Suave @Oh_Shelia_ why would she use it on me? And why are you listening to the man downstairs?,Neutral
And the Ravens defeated the Broncos. The winner of that game will represent the AFC in the Super Bowl.,Neutral
"I love my little cousin to death, but she gets on my nerves lol #family",Positive
"Paige needs to die, nobody likes her with Emily anyway... she's the head of the A-Team, I believe.",Negative
"Oh, Toby. You get on my nerves, but at the same time, I love you, shaking my head.",Positive
"Nicki, however, didn't want to say yes, but she was like, 'I might as well,' because she's going to get through anyway.",Neutral
I just learned a new way to dry weave lol... the things you learn in a salon.,Positive
"@XoXo_Dee_ LOL, that's true, I miss those days. I saw you passing by on my end one day.",Positive
"Ahhh, the woman is upset because I asked her to leave my bed, not my girlfriend, as if! #swerve #woahdere",Negative
"@femalesaintshxt Man, get real, buddy. LOL, me and Nunu dominated the school with our shoes.",Positive
This girl is incredibly foolish in this movie; I wish I could jump through the screen and give her a piece of my mind.,Negative
"They had me going to the store six times today, and then the last time I came back with the wrong thing, so I had to go back to that place again.",Negative
"Everyone wanted to be a rapper at some point in their lives, laughs.",Positive
"A girl told me and my pops that every girl will have that one guy where she can be intimate with him anywhere and anytime. #true

(Note: The term ""nigga"" is a colloquial and potentially offensive term that is sometimes used within African American communities. In standard American English, it would be more appropriate to use ""guy"" or ""man"" in this context.)",Positive
"Shahara said 'deja lied' and said Jr is not ugly, KMSL, she got me so excited I might just piss myself!",Positive
"I hope Deja remains in Twitter jail, as she talks too much and she stole my candy.",Negative
"No junior high, I won't say anything tomorrow because I'm going to ask if you even know him? I'm thinking, I've been working all day.",Neutral
"I doubt I will receive a text from him anytime soon, perhaps in about 24 hours.",Neutral
"I need to improve my rap flow with Kae, Terrell, and Terrance; later on, this is going to be challenging. I'm not familiar with Thomas Jefferson, and I'm unsure how to rap.",Neutral
"Shahara, you won't have your cornbread? Kmsl Free @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER",Neutral
"@hisFAVqirl @hunnabandz4life I said the same, but it's still tripping. 'Quhh, this is disgusting *nasty mouth *'",Negative
"Shit's messed up, but buddy, I'm going to support you for now and until things get better. I'm always shouting for freedom!",Positive
"@CallMeKiyaO you and my mom are so crazy, I'll be extremely thirsty by the time I get outside -_-",Negative
"Man, I left work at the Georgia Dome early to come home and watch the game. You think I'm going to sit around with some 49ers fans? No way!! #Falcons",Negative
"I'm trying to provide for the entire group, but I'm not slim. Even though I wear a snapback and a tilted brim, @DDashBSM.",Neutral
"@TheTacticalOne_ I certainly appreciate it, my friend. Yes, I'm still here, holding it down. For the time being.",Positive
"Oh, @TAshaMAC_215. I'm going crazy right now. Laughing. Knowing P, he's probably still asleep, but by now he'd usually be causing a ruckus @ImJusKP.",Positive
"@DBoyDeon. You're not from the hood at all... you're just in the hoods of those cars, fixing them for the elderly for their food stamp cards. LMAO.",Negative
745 with the luxurious interior. I see a genuine individual when I look in the mirror. @gucci1017.,Positive
"A guy is in bed around 10 PM every night, including weekends. You know, New Bern isn't about that!",Negative
Regret is a sign that we will be sorry later if we continue doing what we should not do.,Neutral
"@PunkeyZooster I made a mistake! I hope you don't stay mad at me forever, my friend.",Negative
"@Chris1200Vet @SHEno_sheBAD Laughing out loud... You all stop playing that was some New Year's stuff, but if you're serious, I'll be back on the 12th...",Neutral
"@Kwanny_VL that's who I was trying to tell you about in October, the wanted chief set up.",Neutral
"Wolfgang, we're great, we excel in our craft, and that's expected, much like Jayceon when he mentions names.",Positive
"I'm taking a shower when this guy just walks in, throws my clothes on the floor, and urinates all over the toilet. He probably urinated on my belongings.",Negative
"If I were in Selma, the situation would be different. I wouldn't return home until about 2.",Neutral
"Yes, indeed, because these women are acting as if they've never been on the sidelines, this situation is overwhelming me.",Negative
"I'm going to be honest, yes I've been an OOMF (one of my friends) and a sideline supporter. But if you think I'm foolish enough to do it again, you're crazy.",Neutral
"I have learned my lessons, and I am not trying to go through the same difficulties.",Neutral
"JUST TOO REAL.... KEN NEEDS TO TELL BOTH OF YOU THE REAL DEAL, AND STOP LETTING THIS CONTINUE. REALLY.",Negative
"If only you knew how bored I am. Please be with me. I'm so bored, LMAO. Somebody needs to get in my DM, ahh, something to do.",Negative
"@LatriceLaconnya lol. Man, I've been at it all day... But I'm just talking in general.",Neutral
"I was broke before, so I'll be broke for a while longer. It doesn't sound right, but it seems like a good year for me!",Positive
"I require medication similar to yours, @BericDaKidd17th, @Lil_Cuzin. If I didn't need it, they wouldn't have prescribed it to me. Laughs!",Neutral
"I keep a lot of numbers in my phone; I'm going to stay honest, girl. You're the only one I want.",Positive
"I have never been arrested, and a man keeps his hands to himself or gets caught for his actions. #JustifyMyThug",Negative
"My mother darkened my father's skin, so where do you think I inherited it from?",Negative
They cannot post anything on the internet that is not true. Where did you hear that from? The internet.,Neutral
"Pick her up on your skateboard lol. @KeepinIt_R3LL: I want to go to the movies with my girlfriend, but I don't think I'll have my car soon enough.",Neutral
"Or MySpace @BobxMarley: I remember when we used to have to go to proxy sites in 9th grade so we could get on Facebook, lol.",Positive
"Your phone was the weakest link, @Prof_Simmons2U: I got so angry and threw my EVO at the wall today... my battery is from Sprint.",Negative
"I don't hate anyone, but I do dislike the fact that some people are not who I thought they were.",Negative
"You won't receive my money, so we need to break up if love isn't sufficient!",Negative
"@DominiqueDaDiva, was it good? What is your email? I want you to listen to this track and give me your feedback on it.",Neutral
"@DJBONES7 This was like last week. I need you to hear something, but I don't know which email to send it to.",Neutral
"@CHUCK_KING_ Hey, I'm going to ask you a few questions today, I need your help with something, I'll see if you're being honest.",Neutral
"@Famethebarbie, I just received your email, thank you for your support. Your new single by @FreshPaint4U is about to be released.",Positive
@TTLadyLuscious can you listen to this track from @FreshPaint4U? I know you all would like it.,Positive
@iamdjblackout I need your email so you can hear this new radio single from @FreshPaint4U.,Neutral
"@FreshPaint4U No, I don't, but when we go to DC, I'll introduce you to someone who does know him.",Neutral
"@rukes Happy New Year - you had an amazing 2012, and here's to an even better 2013 - safe travels too!""

(Note: The tweet provided is already in Standard American English, so no conversion is necessary.)",Positive
"Enemies will always return. But when a good girl is gone, she's gone forever. Trust and believe.",Positive
"Kicking doors, yelling, firing shots. Police were called, arrived promptly, but not quickly enough. Criminals returned, police were called again, and they came back in seconds! Three individuals were arrested. #DPD",Negative
"I do not expect anyone to buy for me. If I want it that badly, I will buy it for myself.",Neutral
"@_Dean_Bean Oh, really? I don't even have on-demand anymore right now because the box doesn't turn on anymore :(",Negative
"Late nights and early mornings - I've experienced a few of them, and it's not a joke. I've been through it.",Negative
"My brother and I just took my mother's car, lol. We're on our way to Johnny's pizza, and she'll be surprised when she sees her car missing, lol.",Neutral
"My mother called and asked where my car was! I called the police, I'm going to beat you all! Lol, hilarious.",Positive
I always have good days at school... I don't even complain anymore because it is what it is. I have to go regardless...,Neutral
"I am 17 years old and I am eagerly hoping to win this contest. I have been attempting to obtain tickets for months. I love you, Justin! #BELIEVEACOUSTIC",Positive
"@DB_TO_REAL he told me to go get a nickel for him, but I'm glad that's childish and unrealistic.",Negative
I don't care about his feelings because he showed me he didn't care about mine once.,Negative
"@CallMeHinnant @pysco_darebel @goo121 @mookadean121 @noonjune you guys better not ever want a house, car, or credit card.",Negative
Random conversation with @GiftOf_GAB while discussing when she believed the ground beef came in the box with Hamburger Helper.,Neutral
"@MsEbo28 Sweet, just as long as I know you're alright, I'm fine. I missed you. We've got to kick off 2021 this year. Show me how you do it, laughs.",Positive
"You were my primary concern... You are the most significant person in the city, and I need to stop engaging with you.",Negative
"This guy called me to charge me up, argued with me, cursed me out, and then went to sleep. The struggle is real.",Negative
"When I get married, Candace will be my flower girl, Destiny will sing, and Rikaa will be the preacher @PrettyBlackTho @BombASS_Mariee.",Positive
I'd rather have 30 minutes of something wonderful than live my whole life with nothing special.,Positive
"I'm about to go to bed and get some sleep. I'm tired, but my daughter isn't sleepy at all. @Montana_BandzUp, please come and get your child.",Neutral
"I want to go to the Irvington game tomorrow, but I also want to go see my baby in action in her away game.",Positive
"When people say they're on their set, they're not really working; they're just admiring how the flags look.",Neutral
"People are being shot every day, so I just want to thank @AdeAWeekAYear @aswashington @MrVanGriffin @mrdefoster for keeping me off the streets.",Positive
"It seems that no matter how good of a friend I am, I always get second place to everybody.",Negative
I am so proud of myself; I completed the Insanity program. It's no joke about passing out (taking deep breaths in between words).,Positive
"I have been the nice person for too long, tired of being taken advantage of.",Negative
"True greatness is not achieved through lies, illusions, theft, or deceit. True greatness is achieved through the will of passion and hard work.",Positive
"Hello @GotThatCranaack, I will be available in the morning tomorrow. Please call me tomorrow when you wake up.",Positive
"@XoGorgeousMe No, you just haven't found the right one yet, but I'm always here, laugh out loud.",Positive
@South_stoner Next time we do that when she works from 2 to 10:30 because then we will have more time.,Neutral
"No more Mr. Nice Guy for me, I'm tired of it. No more 'How are you doing?' and more 'What's up?' instead.",Negative
La'Carri/ my diary. It's so irritating that he keeps calling my name as if I can hear you.,Negative
"@FuckON____ Let me stop talking because I was too focused with my diary in 4 and 6-hour intervals, and they didn't notice I had my headphones in.",Neutral
"@_EnvyASHLEY Oh, you know that one button that's shaped like a teardrop? Press that.",Neutral
"When I told my mother how many tweets I have, she said I need to go to Twitter rehab.",Negative
"My brother-in-law just walked all the way to my house, but my sister isn't here. He has to walk all the way back home in the cold. SMH.",Negative
My sister better come prepared because it's over for her to be in this house.,Negative
"Movies I can watch repeatedly: Shooters, 21 Jump Street, I Am Legend, Spit on Your Grave, Wrong Turn 4, and the best of apes and Disney Pixar's Up!",Positive
"I was the type of woman who didn't care about any man, whether you were with me or not!",Negative
@Like_Whadd I just won't buy food for myself two junior bacon burgers from Wendy's and a fries.,Neutral
"My squad is the squad I trust! @LovelySmush06, @_YouKnowOfMe, @Like_Whadd, @cheetahNDpearls!

(Note: The tweet has been converted to standard American English while maintaining the original meaning and enthusiasm. The use of all caps for emphasis has been toned down to a single exclamation mark for a more standard expression of excitement.)",Positive
"I'm starting to feel sleepy again, but once I get up to use the bathroom, it's likely that I'll be fully awake.",Neutral
"People keep asking me if I'm pregnant again. No, my friend, I'm just eating well! :))",Positive
Dating a guy who has a baby mama is an epic failure! They will still be messing around unless you are certain they are truly through with each other.,Negative
There's no way I can drink this straight. I'm not immune to it yet. I need something bright and early to mix with it!,Negative
No time for new friends because I don't even put up with the old ones.,Negative
Only the person who truly understands me is me. The only person I fear is God. (: &lt;3,Positive
@Instagram. School in the morning for the kids:-) :-) :-) and then some me time ooooo wwweeee.,Positive
No one's happiness should be determined by their skin color...what are you all thinking? Perhaps you should revisit your history lessons.,Negative
@NoMoney_NoDeja I didn't just think that things were different this time... But things are still the same.,Negative
"@Espngreeny looks real, I could see him getting it 2 years ago when Sanchez took them to AFC championships and they looked like a good coach/QB combination.",Positive
"@Taliah55: True! I'll have to replace that with an alcoholic beverage, though, because you already have all that cake, laughs.",Positive
I am very disappointed in the show 'Around the Horn' today. Jemele Hill and Pablo Torre should not be on the show.,Negative
There's no point in me getting my hair done because I'm no longer in the mood.,Negative
This is the perfect time to read a book; I definitely need to get a Nook or an iPad soon.,Positive
"I can't even concentrate on Chicago Fire because I'm currently focused on Twitter right now, haha.",Neutral
"With all this snow falling tonight, I'm glad I didn't straighten my hair today.",Positive
"I just saw a man use a payphone... it's 2013... they're giving away free phones, man, come on.",Negative
I just want my friends to know that this is some dumb stuff... it's cold outside.,Neutral
They allowed a team to come back from 0 to 14 points... I really don't care for DC...,Negative
Just received another invitation to one of my friends' baby showers in the mail... all my friends are mostly mothers now.,Neutral
Superhead is pregnant with Lil Wayne's child...shaking my head...he would have so much more money if he didn't have so many children.,Negative
"My horoscope told me today that if someone makes a promise to me, I can trust that. So, make a promise.",Positive
"I learned when men give you that look, as if you're doing something wrong, it only means they envy you and the sight of you doing it first is killing them.",Positive
