text,sentiment
I keep alot numbers in my phone ima keep it real girl you the only one I want,Positive
I aint never been smack and nigga keep his hand to himself or get clap from whats up belt #justifymythug,Negative
My momma dark my daddy dark soo where you think I get it from ...,Neutral
They can't put anything on the internet that isn't true where'd you hear that ... the internet,Neutral
Pick her up on your skateboard lol @KeepinIt_R3LL: I want to go to the movies with my gf but I don't think I'll have my car soon enough,Neutral
Or MySpace @BobxMarley: I remember when nigga use to have to go to proxy sitess 9th grade year so we could get on facebook lmao.,Neutral
Your phone was the weakest link @Prof_Simmons2U: I got pissed and thru my EVO at the wall today......my b Sprint,Negative
I don't hate anyone but I do hate the fact that some people are not who I thought they were,Negative
U wont get my money so we need to break up If love ain't enough! 3COCKI,Negative
@DominiqueDaDiva was good domo? Whas your email I want u to listen to this track and get your feedback on it..,Neutral
@DJBONES7 dis was like last week.. Need u to hear somethin but I ain't know what email to send it to..,Neutral
"@CHUCK_KING_ yoo, imma hit u in a lil Lata on today, I need yo help wit something, imma see If u b bullshittin",Neutral
"@Famethebarbie just got your email, thanks for the love, that is @FreshPaint4U new single about to get released..",Positive
"@TTLadyLuscious can you listen to this track from @FreshPaint4U , I know y'all would like it",Positive
@iamdjblackout I need ya email bro so u can hear this new radio single from @FreshPaint4U,Neutral
@FreshPaint4U naw I don but when we go to dc ill introduce u to somebody who does know him..,Neutral
"@rukes Happy New Year - you had an amazing 2012, and here's to an even better 2013 - safe travels too!",Positive
": HOES will always come back . but when a GOOD GIRL is gone , she gone forever TRUST AND BELIEVE.",Positive
"Kickin doors, shouting, shooting. Police called, came quick, not quick enuf. Thugs return, police called, back in seconds!  3 ARRESTED. #DPD",Positive
Ion expect NO nigga to buy for me . Ill provide for my self if I want it that bad I will buy it on my own...,Positive
@_Dean_Bean oh forreal ??? I don't even have on demand nomore right now cus the box don't turn on nomore :(,Negative
Late nights early mornings &lt;----- I experienced a couple of them .. &amp;&amp; it Ain't no Hoe ... I be ran through,Negative
"Me n my bro just stole my momma car lol , otw too Johnny's pizza , she home snap when she see her car gone lol",Positive
"My mom called and said where's my car !!!! I called the police , ima beat y'all ! Lol hilarious",Positive
I always have good days at school ... I don't even complain no more because it is what it is . Ima have to go regardless...,Neutral
@1037theq @justinbieber I'm 17 and I'm dying to win this contest I've been trying to get tickets for months I LOVE U JUSTIN!#BELIEVEACOUSTIC,Positive
@DB_TO_REAL he sed some to me tawkin bowt go get a nikka for hym but im gud that Shit childish and irrealvent,Negative
Fuck his feelings kux he sho me he didn't give a dam bowt mines once,Negative
@CallMeHinnant @pysco_darebel @goo121 @mookadean121 @noonjune u niggas better not ever want a house car or credit card,Negative
Random convo with @GiftOf_GAB talking when she thought the ground beef came in the box with hamburger helper,Neutral
@MsEbo28 Sweet jst long as ik u Iiiight I missed u we gotta kick 21 this year show me how u do it lol,Positive
You Was My Main Bitch ... You The Biggest Hoe In The City i Gotta Quit Fucking W . You,Negative
"This Nigga Called Me To Charge Me Up , Argue W Me Curse Me Out &amp;&amp; To Go To Sleep Otp !! &lt; TheSTRUGGLE",Negative
"When i Get Married Candace Gone Be My Flower Girl , Destiny Gone Sing &amp; Rikaa Gonee Gone Be The Preacher @PrettyBlackTho @BombASS_Mariee",Positive
"ill rather have 3O minutes of something wonderful , then live my whole life w . nothing special .",Positive
About to call it a night and catch sum zzz tired and my princess not sleepy at all @Montana_BandzUp  please cum get yo child,Negative
I want to go to irvington game tomorrow but i want to go c my baby in action in her away game,Positive
when niggas say on there set they not really banging they just liking how them flags look,Negative
People getting shot everyday so i just want to thank @AdeAWeekAYear @aswashington @MrVanGriffin @mrdefoster for keeping me out the street,Positive
Its seems no matter how good of friend i am i always get second place to everybody,Negative
"So proud of my self i did the insanity program, its no joke bout to pass out (deep breaths in between words)",Positive
"I have been the nice guy for too long tired of being taking advantage of,",Negative
"True greatness isn't achieved through lies,illusion, theft or deceit. True greatness is achieved through the will of passion, hardwork.",Positive
"Yo @GotThatCranaack im going to have the free in the morning tomorrow, call me tomorrow when u get up.",Positive
@XoGorgeousMe no u just haven't found the right one yet but im always here  lol,Positive
@South_stoner next time we do that shit when she work 2 to 10:30 cause then we will have more time.,Positive
"No more Mr nice guy for me, im sick of it. No more how u doing and more wassup bitch.",Negative
La'Carri/ my Diary. Is so irritating he keep calling my name like boy I hear you,Negative
@FuckON____  lemme stop talking cuz I wass otp w/ my Diary in 4.&amp; 6 hour and they ain't notice I had my headphones in,Neutral
@_EnvyASHLEY oh you know that one button that's shaped like a tear drop? Press that,Neutral
When I told my mama hoe many tweets I have she said I need to go to twitter rehab,Negative
My Brother In-Law Just Walked All The Way To My House Now My Sister Ain't Here He Gotta Walk All The Way Back Home In The Cold Smh . .,Negative
My Sister Better Come On For It Be Over For Her Ass Getting In This Damn House . .,Negative
"Movies I Can Watch Repeatedly Shottas , 21 Jump Street , I Am Legend , Spit On Your Grave , Wrong Turn 4 , Best Of Apes &amp; Disney Pixar UP !",Positive
I Was The Type Of Female That Didn't Give A Fuck About No Nigga Either You With Me Or You Not !,Negative
@Like_Whadd I Just Won't Food Buy Me Two Jr. Bacon Burgers From Wendys And A Frie .,Neutral
"Squad I TRUST For The Squad I BUST ! ! @LovelySmush06  , @_YouKnowOfMe ,  @Like_Whadd  , @cheetahNDpearls  !!!!!!!",Positive
Kinda Getting Back Sleepy But Once I Get Up To Pee It's Probably Gone Be Over !!,Neutral
People Keeeeeeep ! Asking Me Am I Pregnant Again Nah My Nigga I'm Just Eating GOOD :)) !!!,Positive
Dating A Guy That Has A BabyMama Is An EPIC FAIL ! They Still Gone Be Messing Around Unless You KNOW They Really Through With Each Other !!,Negative
Ain't NO WAY I Can Drink This Shit Straight I Ain't Immuned To It Yet I Need Some Bright And Early To Mix With It !,Negative
No Time For New Friendss Cause i Dnt Evn Put Up Wit Tha Old Ones,Negative
Only Person Tht Truly Undastndss Me Is Me .!' &amp;&amp; Tha Only Person i Fear Is GOD .!' ((: &lt;3',Positive
@instagram. School in da am for the kids:-) :-) :-) n then some me time ooooo wwweeee,Positive
No body happiness should be at state because of their fucking skin color...wtf take yall ass back to history class #3rd grade,Negative
@NoMoney_NoDeja know I didn't just thought shit was different this time.. But shit still the same..,Negative
"@Espngreeny looks real, I can see him get'n it 2yrs ago when Sanchez was taken them to AFC chips n they looked like a good coach/QB combo",Positive
@Taliah55: truuuu!!!! Imma have to switch dat wit a alcoholic beverage tho cuz u already got all dat cake lol,Positive
Very disappointed in @AroundTheHorn today. Jemele Hill and Pablo Torre should never be on the show,Negative
There's no point of me getting my hair done bc I'm not in the mood anymore,Negative
This the perfect time to read a book definitely need to get a nook or iPad soon,Positive
I can't even focus on Chicago Fire bc I'm tuned into twitter right now lol,Neutral
With all this snow coming down tonight I'm glad I didn't flat iron my hair today,Positive
Just saw a man use a payphone......its #2013..... They giving away free phones my man come onnn,Negative
I jus want #oomf to kno .....that this is sum dumb shxt ...its cold outside,Neutral
They let a team come back frm 0 to 14 lls....... I dnt care for DC ....i really.dnt,Negative
"Jus got another invite to one of my friends bbyshower in the mail, .....all my friends are mostly mothers now",Neutral
Superhead pregnant by lil wayne......smh...he wud have so much more money if he didnt have so many kids,Negative
"My horoscope told me today if someone makes me a promise ,i can trust that....so promise on",Positive
"I learned wen mf give u that stare like u doing something wrong, that only mean they envy you and the sight of u doing it first is killn em",Positive
I need to get up &amp; go get me a Whole Lotta From checkers before they close!,Positive
Hmmmm I wonder what ever happened to my coach shoes I been looking up &amp; down for them damn shoes. Guess he stole those too. Smh,Negative
It's good to have yo own place...But I'm ready to move back to East Memphis!,Positive
Im the type that when i go to the mall im getting him something and me something for him :),Positive
Its me and you against this world thats trying to bring us down so baby take my hand and lets prove them wrong and conquer the world',Positive
Poppa coming over to give you that  roar favorite position from the back door! You already know,Positive
Guess ima put on my station and lay it down since i can breathe now!,Positive
She had some guts to sing that to him!! Like what are you thinking!!! #glee,Negative
At your best you are love! Your a positive motivating force with in my life! If you ever feel the need to wonder why let me know,Positive
I just wanna be all alone if you think i treat you wrong don't take it personal,Neutral
All i see is #lakernation  on my #TL ya'll asses still not making it to the playoffs!! Okayy i quit lmao,Negative
"@RevelingInStyle np! If I hear anything before you do, I will let you know! :-)",Positive
@alluneed84 I haven't watched much tv lately I guess. Maybe I'll youtube the trailer and possibly go see the movie. Are u?,Neutral
@JJfromtheD sigh.. well then I guess we have nothing else to ever talk about. Take care!,Neutral
"@alluneed84 I wish I could, but id probably oversleep getting the kids to school if I took anything. Or not hear if the baby wakes up.",Negative
@_BiffHuxtable_ did not count yet but my numbers are going down like the stock market,Negative
Wanna stay in my life? Dont be fake. Don't pull no pussy move.Don't do shit that will make me think different of you;&amp;&amp;stay true to yourself,Neutral
It's nothing to do something for friends who you know won't turn they back on you;,Positive
@_AmbitiousTev bitch stfu; you taller than me; cause ya fucking brother almost taller than me; stop fucking with me.! FOR REAL.!,Negative
Everybody done eating and I'm just sitting here cause I can't enjoy my meal; cause my meat is dry astf;,Negative
I guess I should just try the number and see if that's the right one;,Neutral
My brother better get away from me; and stop talking to me before I drop kick his stupid ass for wearing my v-neck w/o asking!,Negative
"When it's too wet outside; I go sit in the bathtub and just chill; and listen to music, judge me if you please; won't phase me..",Positive
"Don't go to fast, don't go to slow you got to let your body flow;",Neutral
Remember the person who encourage you to be the person you wanted to be in life; wasn't these flonky ass females it was ME;,Positive
Break up to make up; to go through the same shit again ; make a Niggaa never wanna try it again.,Negative
My sister is doing the most to this bratz doll head; lol it's cute though;,Positive
But you know me. Ion think shit over. L2ms.. So I never really peeped game like I've been doing.,Neutral
I got to per but I don't feel like getting up. Don't you just hate that,Negative
@classy_tessa23 @lonelysoulja225 lol he go to school with me fool....he from Texas but resign in br now duh lol,Positive
@classy_tessa23 @lonelysoulja225 @lonelysoulja225 he left the building....he don't have time for us no more since he got a new boo!,Negative
@iloveyoujsy save yourself viewers ears are advised the things you hear are really graphic and will damage your soul..beware,Negative
Someone decided to blow my Instagram notifications up *coughs juliette* so ima chill on here lol,Neutral
People always say everything gone be ok when u lose the person that loved u like no other knowing that it would be no 1 to replace dat persn,Negative
U know Da Money Bring Da Cars An Da Cars Bring Da Hoes Rock Star Life That's How It Goes For Real For Real...,Positive
Dem folks tryna knock Rick Ross off he Betta pay up before his life be tooken #RNS,Negative
My niggas b treatin bitches n them hoes jus sit ther n take it #RNS,Negative
Guess I'll listen to some music and eat up the kitchen ain't shit on tv,Neutral
He said the man was lumped over the steering wheel and his hat was all on the windshield,Neutral
Just made me a delicious breakfast meal on my day off. Wait I got to work UC today but its cool,Positive
"Dese bitches already know not ta qet crazy wit me put dey ass on blast.,!",Negative
I kno wat it is u mad cuss yo Friends aint really yo friends rite steal yo fuckin weed n smoke it n yo face doe,Negative
"I am tha 1 yuu denied yuu push me off everytime i tryed but im alrite.,!",Positive
"Still No Valentine well sum ppl ask me but not who i want ta ask me bitch i aint qo be waitin too lonq.,!",Negative
She got so much booty i jus wanna tap her on her shoulder and let her know...smh lol,Positive
"@ShayThatNigga Sitting On My Bed Bored AF &gt;&gt;&gt;&gt;&gt; Wishing My Future Was Heraaa :) , But He Not -_-",Neutral
"ily, imu, I luv you, love you &lt;&lt;&lt;&lt;&lt; Fuck that. If you really mean it, say it RIGHT.",Negative
Annoyed is a understatement I'm the person who sat tonight out but people walkin n with attitudes ..fuck EVERYBODY ...oh and in sober,Negative
@iTS_MeMadiO them ain't my fellow shit lol bottoms in general make it easy for tops to be dogs cus they make the wrong shit wayy to easy,Negative
@iTS_MeMadiO lmao I don't kno about tht bullshit all I do is drink...haha but yea detroit full of that shit...that why I stayed single,Negative
Clearly they been handing asses out everybody I've seen damn near today had a fat ass..boy and girl...,Negative
I have some shit to talk and twitter you gone shut the fuck up and listen,Negative
@BADDHABIT_69 lol I happy I can do tht for u cus my broke ass had a horrible night,Positive
If the DL ass nigga don't leave me alone ...girl you've seen my Instagram I'm not discreet da fuck,Negative
The fact that I'm listening to Pastor Troy- Are We Cuttin.... Bitch I'm drunk as fuck...wit my fine ass lol,Neutral
@iTS_MeMadiO lol hush...I hope I find my husband at church lawd I need me a Christian wholesome man hallelu,Positive
I don't have a hold on this dating thing yet...I rarely every go on a 2nd date ...I'm never interested after we finally meet...shit sucks,Negative
Gay guys (not all) focus on the wrong things..stop doing shit just for now ..where you gon be in 5 years?,Negative
Bitch I keep forgetting all star weekend is here...ugh this gon be interesting....where paid trade at,Negative
@iTS_MeMadiO lmao nigga you are crazy..and imma keep my comments to myself about that lol n e way...sup scrub,Negative
@xiFUQ_RAWx basically I didn't kno who he was till he was dead n in sure most of these bitches didn't either,Negative
I get hit on more by bitches then I do by niggas ..fuck this gay shit lol,Negative
@_SuckMyLeftNutt naw I need this...if I had somebody laying with me it would be a different story..music keeps me company lol,Neutral
@SunniiRose it's about branding yourself and once you make a name stay consistent and focused and you'll be fine,Positive
@TeeLowTeeVee I hope so ..with the experience you have you would be smooth...just gotta take that leap of faith,Positive
@gldntnnls you don't seem like it..but yea at 18 errbody say they want a relationship when they really want a couple ppl to kick it with,Neutral
@gldntnnls yea I fucked wit wayy older dudes back then too..knowin damn well it's only so much y'all can have in common..good times lol,Neutral
#left handed people I hate when people be like aww you can't do this cause you a lefty? WTF Shut up it don't matter I love being left handed,Positive
@FearlessFigure LOL I keep mine on my dresser did u find the Lavender is Da new pink!?,Positive
I have Da best bf n Da world even doee we argue n fight I love him :*,Positive
Folks parents need ta watch how dhey talk tu me cuz I will blow on em,Negative
Jeezy &amp; Trey Songs - Tonight is My Mom New Favorite Song ! Lmao she a freak for real !,Positive
"It's official I'm taken, been talking to this boy since last year &amp; we together now &amp; I like the feeling 1.5.13 :) Waiting to see were we go",Positive
If you can't accept my past then you can pass me by &amp; keep it pushing plain &amp; simple.,Negative
If you give me 15 minutes I'll make you feel like a man tonight ;),Positive
"Baby I breathe you, never leave you, life wouldn't be the same with out you &lt;3",Positive
Lol I Wasn't Gne Cuss Yu Out If I Wasn't InTu Yu I Wasn't Gne Write Bck!!,Neutral
Every school I went to I was dat nigga...every bitch dat kno me know im dat nigga,Negative
"I hate when I catch somebody staring at mee and theyy Gone look tha otha way like they Neva was look at u ,Lmaoo",Negative
ian seen kissed hugged or loved on #oomf since las year lol been a lng time huh.,Neutral
@DEEtrendinTopic lol keep ah on ha knees but ur nt god n shes nt prayin #amen,Negative
@ayoLEOUNDRA hml only whn u wanna tlk freaky doe we can have mayb a Lil basic convo,Neutral
Idgaf about yo feelings u haven't learned all dis time u neva will n ion feel bad fa wut ima say.,Negative
Skool hurry cuz Temeria nd u n her English class all dese year u would think she kno betta by nw #dam frien,Negative
@PrettyNeek88 when I get my new car all hang out and I'll bring you some pizza,Positive
My daddy going to get me and my sister some hot &amp; lemon pepper wings.,Positive
@kaebabe_ chill it aint eem tht serious he was jp and I called you for a whole different reason,Neutral
"@____BOSSSS I made a tweet saying #Crewthang and jam commented and said sluts , it ain't eem that serious",Neutral
Hmmmm how am I skan ? You the skan one fr fr if you wanna get technical lbs,Neutral
"Stop playing I never just moved on , I just gave you some time to think about some sht lbs cause you was tripping nsht",Negative
@chip_swagg12 @showwoutt that shit dead me and my guys coming and we aint losing lol,Positive
"Maaaan I Always Tell Kellie Stop Fucking With Them Foogazy Ass Mfs , Nigga You Know Who Yoo Real Niggas Is , How Long I Been Knowing You Fam",Negative
"I Could Give A Fuck About No Nigga , Long As My Bitches Love Me",Negative
@CammGee_ I am but I was saying wht else is it to do besides that ?,Neutral
This Nigga Been On Probation Since .  .  .  . I DONT KNOW WHEN ! lhh,Negative
"@taeflawless you should be feeding me nsht lbs , you the one that can cook lol",Positive
Ain't No Way We Clicking Up If I Wasnt With You When I Was Broke,Negative
Since A Youngin Btch We Been Them Niggas .  .  .  .  . At The Top .  .  .  . 3hunna,Positive
@RealSkipBayless it would've been the same result #UMADBRO dint make me get @stephenasmith on u lol,Neutral
@Suziie_H that's not what you said the first time so don't try it make it seem like I'm drove then you told me I was lien cause I tell him,Neutral
Almost off though so i can take a shower &amp;&amp; watch love &amp;&amp; hip hop!!!,Positive
@FemaleKobe___ like u the best speller in the world u be askn me how 2 spell in skool...#fse,Positive
Lmao Nawl Man I Thought Dat Nd I saw This Movie Nd Noww I'm Dr.Phill Cause My Bae Said I Am Juwan,Positive
The First Thing a Boy Would Say When He Want Some Pussy If You Love Me You'll Do it...#Fact,Negative
Mfs betta goto sleep nd she just said the funniest shyt ever stop stalking me lmao ok..! Toni :),Positive
I Feel Bad Asl Joe We Been Through Thick In Thin Nd Mfs Feel I'm Turnin My Back On Them...#AintLikeDat,Negative
But I let it all go..! Swear! So if there is ah. Prblem u have with me let me ion have time for undercover beef,Neutral
Lol was gne block ah few pple but nah they'll be on they friends page searching for me kml.@..,Neutral
Most bitches all abt talk and won't fight unless they buddy have to boost em up wtf,Negative
Just cuz u whoop that bitch ass dnt mean u can whoop every bitch..I'm just sayin,Negative
Some pple are no longer in my life &amp; some were brought into my life....I'm good with the few in it..,Positive
My step daddy cleanin ah rabbit got it smellin like pure mess in this house my mama gne clown kml,Negative
"Scrubbbbb...don't need em! My boo ain't no scrub, always their for me and mine! He got it I do too..!umph #fact",Positive
Lawddd i wont be gone be a minute b4 i gt some mo micros lawdddd,Positive
"Cuz my sources prove shit, most bitches just be hatin and dnt wanna see ya happy..",Negative
"I'm not mean, but yet still not too friendly, everybody wanna be friends , NOT SHUNTA",Neutral
@sexii_Leo25 Lol yea well I'm glad I'm the only one that HAD to see that side of you,Negative
@ACoachNamedMac Fucked me up for awhile. shaped my entire outlook as a man and my relationships with women,Negative
I'm so sleepy today I can't keep my eyes open long enough to type this tweet,Negative
Don't let up D this shit ain't over. Y'all know Joe got one more fuck up in him,Negative
Even as a fan I will admit. Ravens got hella emotional ass stories goin on right now,Positive
S/o to the man above for letting me see alone day..... I know i am truly blessed......,Positive
What a dumbAss &amp; even worse him using  people in the way he did. Couldnt stop loving the camera all year In love wit the fame not the game!,Negative
I better get all my crap I paid for back in one piece! If peoples stuff isn't there Sony is gonna hear from a lot of  pissed people,Negative
#TonyGonzalez is a future hall of famer &amp; greatest TE in NFL history. Sad to see him leave without a ring.,Negative
I need some more clothes on psHome I've only bought like $80 in clothes so far....,Neutral
"She's cool,sexy,and funny but no way can I be with a female taller than me..",Negative
I just giggled and went on about my buiness. I wanted to RASENGAN!!! The nappy head bitch,Negative
I'm gonna continue to throw in her head that I want to be more than a friend.,Positive
#IReallyDislike teachers who think after being in class for hours your gonna go home and do homework right away.,Negative
Was asking a lot of ? But had 2 so that I could stay awake,Neutral
That's so me I see this shit  before it happens! Man fuck Raven I can see shit too and when I'm right I feel fuckin swell!!,Positive
Didn't mean 2 give her that vibe. Just wanted to let her know that I want to be with her.,Neutral
#Scale of 1-10 she probably likes me at a 7 trying to push it to a 8 by Friday night. Tomorrow is a big day for me ..,Positive
"@iamReeshard I signed a petition abt Shawty Lo last week! This fu era, show is straight jiggerboonerary!",Positive
I'm detoxing... I don't want to hear any recaps/analysis nothing! I drowned my sorrow in a bottle of circle... @iamReeshard @intuitivefish,Negative
"A thief will never have anything, those the squares i keep out my circle good day tweeps!",Positive
"@MsEricaDixon ima get mani+pedi on,my rest on, my kids time on all weekend long lol...!",Positive
@JuiceFair_Esq @ablejah U right! I did lie! #Falcons aint makin it to NFC champ game. Not if #Seahawks def playin this way!,Negative
@ablejah @JuiceFair_Esq Only if they lose by 3. If they win by 7 then will be all about his guts. Better to do it early in game than late.,Neutral
Prolly got both middle fingers up to the world right now. Well played @lancearmstrong well played.,Positive
Sideline security guard back prolly broken after such a clean hit. Somebody about to cash in on disability soon!,Negative
"Hey @nflcommish, I'm wondering how Brady getting fined for nearly kicking a hole thru Reed? Had no prob getting Suh tho huh? @JuiceFair_Esq",Neutral
Technology is the ultimate #Gemini: Can be so simple yet complex. Everytime you think you figured it out there is more to learn. #random,Neutral
The news just said they siezed 7tons of marijuana in Arizona... how much of that weed do y'all think gone actually get booked?,Neutral
"He talking bout she must be a cover up, why is he with her.. I was ctfu",Negative
Beef Can Neva Be Talked Out U Go Underground If We Fall Out.. We Grind H4rd N We Ball H4rd In Otha Words Ween Callin Fouls,Neutral
Layin Down Kiccin Shit Textin A Few Class N Da A.m Soo Um Off Dis Shit Goodnight F4mily,Neutral
Da Situation Seem Like It Was Meant To Be.. Until Da Money Came I Thought We Was A Perfect Team,Neutral
Smokin Kush Bluntz Wit White Boyz During Da Week Comin Home To My F4milies On Da Weekend,Neutral
"I ain't gon lie, I get mad when I have to go a long time without your attention...",Negative
@mhadBTMG @WILLAFOOL yea ok rich homie got the streetz buzzin right now ... Don't sleep.,Positive
Almost crashed my car looking at this woman...and I'm not completely sure it Was a woman. I gotta get over this fat girl fetish,Negative
"And ladies....He's Similar, girl he's Similar....let him hit it once and he'll stop being into ya.",Neutral
"When i hear pretty ricky , or trey songs  ; i be feeling some tyoe of way",Positive
Terrance Henderson lll will be in dis world february 18:-) :-) :-) Kant wait:-) :-) :-)Mommy babyboy:-) :-) :-),Positive
And I told unique i shoulda kept  dogging that nigga and the bitch wouldn't be doing what he is now,Negative
Life Can be a Dick so i sit back and ride it Like its no tomorrow,Neutral
For taxes these bitches cashing Out niggas nayyyy not me im doing some for my bFF :) @prettty_niq,Positive
"@nasirmom07 Gurl it's my day off and I dnt cook nomore,and I dnt eat breakfast maybe we can do lunch...Gud morning Tia!",Positive
@enuffofnoluv_85 I'm just gonna be chilln with my oxygen on the porch chilln wit lil mama....lol,Positive
My friend told me she shampoos &amp;&amp; conditions her pubic hair! Lmfao!! too funnii! :),Positive
@RICO_FBaby lol kiss ma ass u kno I don't give u no ratchet advice &amp; nothing's ratchet about me nicca! Ha ha thnx for the s/o ma baby,Positive
@JRawKnowles Lmao dude yo shxt be hitting from the time yuh get up until the time yuh get yo big wide ass in the bed at night lolx!,Positive
@SCEYoungVori @tyrelmcdonald iight ill be down there soon as I get through gettin my cut folk yuh in the bottom?,Neutral
NIGGAS SCREAMING THEY WANNA BE FAITHFUL UM NIGGA YOU WAS FUCK OFF LAST NIGHT WHY YA BITCH WAS HOME ALONE SO YOU FINNA BE WAT.........,Negative
Look I need a lil baby that don't want shit but cooln in chill time cuss I got a nigga he just doing fed time #Freestyle,Neutral
IM GONE BE STR8 but shit right now I'm on a war path sis THEY THINK I'M A FOOL IN I'M CRAZY BIUT MY JIT I'M GONE SHOW EM THE DEF OF CRAZY,Negative
I WISH I COULD JUMP ON THE ROAD BUT SHIT TO SERIOUS FA ME TA LEAVE RIGHT NOW SIS  GOT TO LET THESE CRACKERS DO THEY JOB BUT IF THEY DON'T,Negative
Doesn't matter who knows no matter who see's me thinking bout you make my life complete ooo yeah your my best kept secret,Positive
MAN ONE HOE HAD THICK.EYEBROWS LIGHT PINK LIPSTICK IN THESE THICK ASS SHADES A FULL WIG IN THE NERVE TO STAND THINK,Positive
OK CRYSTAL STFU  LOL THAT LAST TWEET IS EXTREMELY #T.U B.OL NOW MRS.JEFFERSON YOUR DOUNG THE MOST LOL,Negative
SHE KISSN ON ME BITN ON MY BOTTOM LIP IN THE GALLERY ALL I GET IS BUY ME THIS,Negative
PANCAKES SCRAMBLED EGGS GRITS BACON TOAST FRESH FRUIT IN O.J IT IS FA ME THIS MORNING WHO WANTS A PLATE?????,Positive
@Doing_It_Solo @_reecelamaster I always knew u was related to jacob the wolf off of twilght,Neutral
My bae look like money but Smell like a Check :-) :-) :-) :-) :-)  @CallMeArii_Mac,Positive
@_Foreignlovee nigga u kno wat timee it is kid ill beat dat ass bedtime nigga get off twitter,Negative
Any child in school dat can lay up with a nigga everyday dey mammy need her ass whooped cuz she raising a hoe,Negative
Dez young hoes are beyond dumb just let dez niggas do em any kind of way,Negative
Bitch catch up graduate first den holla at me until den u a non factor duck bitch,Negative
@sexy_davionh on mah um straight her stank breath ass ain't stopping shit shawty I talk that shit cuz I mean it I really dnt fucking care ha,Negative
"@Hello_Jaleel , no matter what dats my lil brother IDGAF dats blood . I aint even trippin on you . Im jus disappointed in you ! But tori Yea",Negative
Ctfu darella woke up for school got fully dress but ain't have school he was SALTY !,Negative
", wen you go in ah relationship not gaf  9 out of 10 you gone fall in love wit dem !",Positive
@HeyTammyBruce Please stop with this bullshit! Do you know how many executive orders Reagan signed? Stop being an idiot.,Negative
@CornelWest I have lost all respect for you due to your vileness toward the President. You can provide constructive criticism w/o craziness,Negative
"@tjohnson034 If you are referring to Hillary, she has actually said a lot! Some people just refuse to actually listen.",Neutral
My mom really keepin me home this new years wtf. !!!!!! I need to move out FAST. !,Negative
If you fucked half the crew then theyve been talking amongst themselves about you. !,Negative
Middle school years ...i was called DSL &amp; never knew what it meant lol i jus answered to it. ! Guys are mean lol,Negative
"If shes bi for thinkin girls are cute,  then i guess ima full blown lesbian for kissing a girl. !",Positive
"To me being gay, bisexual, lesbian is a mind thing for younger boys &amp; girl. ! Were raised not to date or have any interest w the same sex",Neutral
@Naw__G thats all i did ...i date &amp; have sex w guys. ! Its called being adventurous not gay sir lol,Neutral
Im praying tmrrw she gets me that spot bcus the good Lord knows i need it. !,Positive
I dnt need make up to make myself beautiful honey but i do wear my weave proudly. ! #BOOM,Positive
I want some Brazilian weave up in my hair lol #RatchetTweet ...real talk thou. !,Positive
You kno whats funny ...witnessing what niggas b talkin bout when it comes to girls bcus it b so truee lmao. !,Positive
I cake Carmax on ....my lips is too big to have one bit of dryness on it. !,Positive
@_MssUndrstood well i want those &amp; left for dead ....lmao the sims is a addicting game,Positive
I jus wish my hair would cooperate &amp; grow ...but then again it could b the perm.  Ima jus grow it out. !,Neutral
"Its not blind to see our generation needs help, but cant nobody do anything about it, cus yall havent chosen the path to bcome young adults",Negative
Well night was good ...jus wanna lay it dwn &amp; talk to my babe. !,Positive
Illuminati fake or not FUCK FAME ...i aint w that bullshit #Killuminati all through ya body. !,Negative
Im not becoming jus anyones babymom ... i refused to b labeled as a babymom. !,Negative
I like the fact that my boobs stopped at a B Cup ...bcus big titty girls look like they b goin through it,Positive
@DaMostTrim_21 you a lie w that one &amp; you kno it lol &amp; no you werent. ! Ill admit i aint do as much but i did workout. !,Negative
MESSAGE TO THE BABY SMURF BITXHES: Push my buttons &amp; ill bust ya face open .!,Negative
This is exactly why idnt watch the news ...nothing but lies.  My ass is movin to the UK #FuxkThatShxt,Negative
"Feeling lonely, now youve gone left me, i jus cant get over, will you b my lover. !",Negative
"iHate that, thats like so disrespectful ... idnt fuck w niggas (people) like that. !",Negative
So how come p.diddy was sittin in the other car &amp; not w his fren thou knowin beef could pop off at any min while theyre in Cali. ?,Neutral
"I miss him, ishouldnt but i do &amp; its buggin tf outta me right now. !",Negative
My brother beat another bitch ass @chrisbrown yall keep testin this nigga &amp; he gone keep givin out ass whoopins #TeamBreezy .!,Positive
Lol only the lucky ones get head frm me ...not jus some random guy. ! Im no ditty bop,Negative
"Girls get called evrything for evrything.  We let yall fuck, we hoes.  We dnt let yall fuck we hoes.",Negative
@Tg_SmackSmackk lhh shct they had yo ass on fire you use to be hot .,Negative
I don't know wtf I was thinking now that I think about it....smh at my damn self...I'm ashamed and disgusted with myself!!!!! Ughhhh,Negative
@Lil_KkoldPiece Lol my mana gone say cant nobody tell you nothin about that mike j jr .,Neutral
#2013resolution Get off this damn Channel Orange album. Four months is too long for an album to play consistently,Negative
Had a nightmare that my goddaughter was 18. *shutters* She needs to stay at this age for at least 13 more years...,Negative
I wish @Riwilliams88 get here so we can clean up and take the tree down,Neutral
"Not where I wanna be, but I thank god Im not where I use to be.",Positive
Lol lbds Im ready to do a easter speech and Easter aint even here! Im to thirsty.,Positive
I dont think she like her. For some strange reason nobody like her. #Phonykicking is not my type,Negative
I need to get a wider screen this keyword to small and I be hitting anything,Negative
"@FEBRUARY_18_96 we done took these ten days, we might as well do the damn thing so wassup!",Positive
