standard_american_english,sae_labels
It's going to be black dresses and chest vests if I find out he has another mistress.,Negative
"So I will tune into NLIFC and bshdrjcw via a holy connection, eat dinner, read, plan, and then attempt to lay it down... shaking my head.",Neutral
"Well, as you said, both she and it is done. God made you stronger than her words. :)",Positive
"You should love some me, I'm not like every guy you've been with.",Positive
It's funny how people who know the least about you always have a lot to say about you.,Neutral
"I hate when guys are talking all loud, talking about they're f***ing this b**** and that b****. Shut up, that s*** ain't cute.",Negative
"Well, I would come up there one day, but I never know when y'all are there.",Neutral
I wish Mariah and Nicki would just kiss (and I mean kiss!!!) and make up. #idol,Positive
"Respect me like your mother, share secrets with me like I'm your sister, and love me like I'm your wife to be.",Positive
"Well, yesterday was my last time hanging out. I hope people come over today to visit, because I'm about to get super busy. #nolie",Positive
"I can't sleep because I know I still want to talk to him. Ugh, he would have made an awesome boyfriend. (Sigh) I need to end these thoughts.",Negative
You belong to me tonight. All I want to do is make love slowly. I love Trey Songz.,Positive
I am so unhappy right now. All I need is my car and I will be fine.,Negative
"First the drink, then the emotions, and last but not least, the drunk phone call or text.",Negative
I never say I need a man. I'll always say I want one. I'm not in a position where I need one. It's not like I'm 35 and have never been married. Lol.,Neutral
"I want to help out, but every time I help a guy out, they turn M.I.A. on me.",Negative
"If you know my favorite car, drink, clothing line, makeup brand, color, and my favorite thing to do, then we can get married. Haha.",Neutral
"If you were the main person there when I was down, then trust me, I've got you when I come up.",Positive
"Two people can be thinking the same thing, but you will never know each other's thoughts unless you ask each other.",Neutral
"Admitting you're wrong is not giving in, it's growing up. I always admit to my wrongs because if I don't, I will never learn from my mistakes.",Positive
I will try tomorrow. This flu has been affecting me for a week now. I need a nurse! Haha!,Neutral
"Yeah, it would be helpful if I didn't have Ebola! Haha! I don't want to be the outbreak source at work. I think that's how I got sick.",Negative
Those people are really on La Chat's page talking badly to her. Now you all are going too far! Haha.,Negative
I take care of my little brother and sister like they are my own kids. Haha.,Positive
Hell yeah Renzo... you know you're a motherfucker if you came to class less than me!,Negative
"Man, my 6 month old little cousin is up and giving me and @Ke_with_a_smile hell!",Negative
I got pulled over today by a cute little red girl... I guess I still got it. Haha.,Positive
"I can get a lot of money easily, but I would rather make it by working hard since I am very messy.",Negative
I changed my Twitter name to something that you all can relate to.,Neutral
I woke up because I heard the money calling. I can't sleep with all this money talking.,Positive
"I would have come back for you, I just needed time to do what I had to do.",Positive
I am so mad at Olivia's hair in this interview. What is that black brown piece doing? #LNHHNY,Negative
Wait a minute... I'm seeing too much in my timeline right now... Mandeecees is a child molester?!?!?! #icant,Negative
"@rickyrozay, some hours ago I sent you some good songs for MMG for 2013! I believe in you!!!!!!",Positive
I love you so much!!!! @jadarienGadison,Positive
2013???? Wait a minute..!!!! So women still get mad over other women's boyfriends/partners..??!!! Get the fuck out of here,Negative
#SinceWeBeingHonest these women really need to respect themselves before jumping down a guy's throat about respecting them,Negative
"Because as soon as he saw us, I said, ""Hey dad,"" but I stumbled to say ""hey"" and he did.",Neutral
"I thought we were going to argue, no I'm done arguing with girls over guys like that, it's pointless, but I'm chilling with my main in your bitch.",Negative
"You'll never find time for anything; if you want it, you must make time for it.",Positive
"Oh my god, that pain has returned. I think I need to go to the emergency room.",Negative
"And from that last tweet, you can see that I am that female and I'm results in love with a boy. And I don't think they see it at all!",Positive
Why would she use it on me? And why are you listening to 'Man Down'?,Negative
The winner of the Ravens vs Broncos game will represent the AFC in the Super Bowl.,Neutral
"I love my little cousin to death, but she gets on my nerves. #family",Positive
"Paige needs to die. Nobody likes her with Emily anyway... she's the head of the -A Team anyway, I believe.",Negative
"Aww, Toby. But you get on my nerves, and at the same time I love you. Shaking my head.",Positive
"Nicki didn't want to say yes, but she figured she might as well since she was going to get through it anyway.",Neutral
I just learned a new way to do a dry weave. The things you learn in a salon.,Positive
"Haha, yeah, I miss those days. I saw you passing by my way one day.",Positive
"Ah, the girl is mad that I kicked her out of my bed. She's not my hoe, so #swerve, girl, #woahdere!",Negative
"Boy, get real, dog. Me and Nunu ran the school with those shoes, boy.",Positive
"This woman is extremely stupid in this movie, I want to jump through the screen and slap her.",Negative
"They had me going to the store 6 times today, then the last time I came back with the wrong thing, so I had to go back there again.",Negative
Why did everyone want to be a rapper at some point in their life? (laughing out loud),Neutral
A girl told me and my father that every girl will have that one guy where he can have sex with her anytime. #true,Positive
"Shahara said Deja lied and said Jr is not ugly, (laughing my socks off) she got me about to piss on myself!",Positive
"I hope Deja stays in Twitter jail, she talks too much and she stole my candy.",Negative
"No junior high, I bet I won't say anything tomorrow because I'm going to say, ""Do you even know him?"" Crunching, stuff all day.",Neutral
"I doubt if I will receive a text from him anytime soon, maybe 24 hours from now.",Negative
"I have to perform that rap music with Kae, Terrell, and Terrance later on. This is going to be difficult. I do not know anything about Thomas Jefferson and I do not know how to rap.",Negative
"Shahara, do you want your cornbread? LMAO (Laughing My Ass Off) Free @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER",Positive
"I said the same, but it's not a big deal. That's disgusting, what a nasty mouth.",Neutral
"Stuff is messed up but big brother, I'm going to hold you down forever and until things get better, I'm screaming 'Free Rod' wherever!",Negative
"You and my mama are so crazy, I'll be super dry before I go outside -_-",Negative
"Man, I left work at the Georgia Dome early to come home and watch the game. You think I'm going to sit around some 49er fans? Hell no!! #Falcons",Positive
"I'm trying to feed the whole squad, but I'm not Slim. Even though I wear a snapback with a cocked brim. @DDashBSM.",Neutral
"No doubt, I appreciate it my friend. Yes, I'm still here holding it down for the time being.",Positive
"Hey, I'm going hard right now. Lol, KP must still be sleeping, he's usually wild by now.",Positive
"You're not a real hood guy, you just hang around in the hoods of those cars, fixing them for the older folks for their food stamp cards.. lmaaooooooooo",Negative
745 with the Gucci interior. I see a real person when I look in the mirror.,Positive
"I'm in bed around 10pm every night now, including weekends.. you know New Bern ain't about nothing!",Neutral
Regret is a notice that we will be sorry later if we keep doing what we should not do.,Positive
"@PunkeyZooster I messed up, my bad!! I hope you don't stay mad at me forever, dude.",Positive
"Lol... You all stop playing, that was some new year's stuff, but, if you are serious, I will be back on the 12th...",Neutral
That's who I was trying to tell you about in October. The chief wants to set it up.,Neutral
"Wolfgang, we rock, crack rock and that stuff was expected. Like Jayceon whenever he name drops.",Neutral
"I was taking a shower when this little person just walked in, threw my clothes on the floor, and urinated all over the toilet. He likely urinated on my belongings as well.",Negative
"If I was in Selma, the situation would be different. I wouldn't come home until around 2.",Neutral
"Yes, because these women are acting like they have no class, they have never been a sidekick. This is really bothering me.",Negative
"I'm going to be honest, yes I have been a side piece and a side chick. But if you think I'm dumb enough to do that again, you're crazy.",Negative
"I learned my lessons, and I am not trying to go back through the same situation.",Positive
"To be real, Ken needs to tell both of you the real deal, and stop letting this go on and on and on. For real.",Negative
"If only you knew how bored I am. Jesus, please be with me. I'm so bored, laughing my ass off. Somebody needs to get in my DMs and give me something to do.",Negative
"Damn, your ass has been at it all damn day... But I'm just talking in general.",Positive
"I was broke before, so I'll be broke some more. That doesn't sound right, but what it sounds like is a good year for me!",Negative
"I need to be sick like you, fuck @BericDaKidd17th @Lil_Cuzin. If I didn't need it, they wouldn't have prescribed it to me, nigga. Lol!!!",Positive
"I keep a lot of numbers in my phone. I'm going to be honest, girl, you're the only one I want.",Positive
"I've never been slapped, and a guy keeps his hands to himself or gets hit from what's up belt. #justifymythug",Negative
"My mom is dark, my dad is dark, so where do you think I get it from?",Positive
They can't put anything on the internet that isn't true. Where did you hear that... the internet?,Neutral
"I want to pick her up on your skateboard. Lol @KeepinIt_R3LL: I want to go to the movies with my girlfriend, but I don't think I'll have my car soon enough.",Positive
"I remember when we used to have to go to proxy sites in 9th grade to get on Facebook, that was funny.",Positive
My phone was the weakest link. I got upset and threw my EVO at the wall today... my bad Sprint.,Negative
"I don't hate anyone, but I do hate the fact that some people are not who I thought they were.",Negative
"If love isn't enough, we need to break up. You won't get my money.",Negative
"Hey Domo, what's up? What's your email? I want you to listen to this track and give me your feedback on it.",Neutral
"This was like last week.. I need you to hear something, but I don't know what email to send it to.",Neutral
"Hey, I'm going to hit you up a little later today, I need your help with something, I'm going to see if you're being serious.",Neutral
"I just got your email, thanks for the love, that is @FreshPaint4U's new single about to get released.",Positive
"Can you listen to this track from @FreshPaint4U, I know you all would like it.",Positive
I need your email bro so you can hear this new radio single from @FreshPaint4U.,Neutral
"No, I don't, but when we go to DC I'll introduce you to somebody who does know him.",Positive
"Happy New Year - you had an amazing 2012, and here's to an even better 2013 - safe travels too!",Positive
"Hoes will always come back, but when a good girl is gone, she's gone forever. Trust and believe.",Negative
"Kicking doors, shouting, shooting. Police were called, they came quickly, but not quickly enough. The thugs returned, police were called again, and they were back in seconds! 3 people were arrested. #DPD",Negative
"I don't expect any man to buy things for me. I'll provide for myself if I want something that badly, I'll buy it on my own.",Neutral
"Oh, for real? I don't even have on-demand anymore right now because the box doesn't turn on anymore :(",Negative
"Late nights, early mornings - I've experienced a couple of them... and it's not a hoe, I've been through a lot.",Negative
"My brother and I just stole my mom's car, lol. On the way to Johnny's pizza, she'll be home and snap when she sees her car is gone, lol.",Negative
"My mom called and said 'Where's my car?!?' I called the police, I'm going to beat you all! Lol, hilarious.",Negative
I always have good days at school... I don't even complain anymore because it is what it is. I'm going to have to go regardless.,Positive
I'm 17 and I'm dying to win this contest. I've been trying to get tickets for months. I LOVE YOU JUSTIN! #BELIEVEACOUSTIC,Positive
"He said some things to me talking about going to get a person for him, but I'm good. That stuff is childish and irrelevant.",Neutral
Forget his feelings because he showed me he didn't care about mine once.,Negative
"You all better not ever want a house, car, or credit card.",Negative
Random conversation with @GiftOf_GAB talking when she thought the ground beef came in the box with hamburger helper.,Neutral
"Sweet, just as long as I know you're alright. I missed you. We have to celebrate 21 this year, show me how you do it, haha.",Positive
You were my main partner... You are the biggest troublemaker in the city. I have to stop messing with you.,Positive
"This guy called me to charge me up, argue with me, curse me out, and to go to sleep on the phone!! <The STRUGGLE>",Negative
"When I get married, Candace is going to be my flower girl, Destiny is going to sing, and Rikaa is going to be the preacher.",Positive
"I would rather have 30 minutes of something wonderful, than live my whole life with nothing special.",Positive
"I'm about to call it a night and catch some sleep. I'm tired, but my child is not sleepy at all. @Montana_BandzUp, please come get your child.",Neutral
"I want to go to the Irvington game tomorrow, but I want to go see my baby in action in her away game.",Neutral
"When people say they're not really 'banging' on their set, they're just liking how the flags look.",Neutral
"People are getting shot every day, so I just want to thank @AdeAWeekAYear, @aswashington, @MrVanGriffin, and @mrdefoster for keeping me off the streets.",Positive
"It seems no matter how good of a friend I am, I always get second place to everybody.",Negative
I am so proud of myself. I completed the Insanity program. It is no joke. I am about to pass out (deep breaths in between words).,Positive
"I have been the nice guy for too long, tired of being taken advantage of.",Negative
"True greatness is not achieved through lies, illusion, theft, or deceit. True greatness is achieved through the will of passion and hard work.",Positive
"Hey @GotThatCranaack, I'm going to have the free time in the morning tomorrow. Call me tomorrow when you get up.",Neutral
"No, you just haven't found the right one yet, but I'm always here. Lol.",Positive
"Next time we do that when she works from 2 to 10:30, because then we will have more time.",Positive
"No more Mr. nice guy for me, I'm sick of it. No more 'how are you doing' and more 'what's up, bitch'.",Negative
"La'Carri/ my Diary is so irritating. He keeps calling my name like 'boy, I hear you'.",Negative
"Let me stop talking because I was on the phone with my Diary for 4 and 6 hours, and they didn't notice I had my headphones in.",Neutral
"Oh, you know that one button that's shaped like a teardrop? Press that.",Neutral
"When I told my mother how many tweets I have, she said I need to go to Twitter rehab.",Negative
"My brother-in-law just walked all the way to my house, and now my sister isn't here. He has to walk all the way back home in the cold. Shaking my head.",Negative
"My sister better come on, or it will be over for her getting in this damn house.",Negative
"Movies I can watch repeatedly: Shottas, 21 Jump Street, I Am Legend, I Spit on Your Grave, Wrong Turn 4, Best of Apes & Disney Pixar UP!",Neutral
I was the type of woman who didn't give a fuck about any man. Either you were with me or you were not!,Negative
Just buy me two Jr. Bacon Burgers from Wendy's and a fry.,Positive
"I trust the squad I bust! @LovelySmush06, @_YouKnowOfMe, @Like_Whadd, @cheetahNDpearls!",Positive
"I'm getting a little sleepy, but once I get up to use the restroom, I'll probably be wide awake again.",Neutral
"People keep asking me if I'm pregnant again. No, my friend, I'm just eating well and enjoying it.",Neutral
Dating a guy who has a baby mama is an epic fail. They will still be messing around unless you know for sure they are completely done with each other.,Negative
"There's no way I can drink this straight, I'm not used to it yet. I need something bright and early to mix with it!",Negative
No time for new friends because I don't even put up with the old ones.,Negative
"The only person who truly understands me is me, and the only person I fear is God.",Neutral
"School in the morning for the kids, and then some me time, woo!",Positive
"No one's happiness should be affected by their skin color. What the fuck, go back to history class from 3rd grade.",Negative
I know I didn't just think things were different this time. But things are still the same.,Negative
"It looks real, I can see him getting it 2 years ago when Sanchez was taking them to AFC championships and they looked like a good coach/QB combo.",Positive
That's true! I'm going to have to switch that with an alcoholic beverage though because you already have all that cake.,Neutral
I am very disappointed in Around The Horn today. Jemele Hill and Pablo Torre should never be on the show.,Negative
There's no point in me getting my hair done because I'm not in the mood anymore.,Negative
This is the perfect time to read a book. I definitely need to get a Nook or iPad soon.,Positive
"I can't even focus on Chicago Fire because I'm tuned into Twitter right now, lol.",Negative
"With all this snow coming down tonight, I'm glad I didn't flat iron my hair today.",Positive
"I just saw a man use a payphone... it's 2023... They're giving away free phones, my man, come on.",Negative
I just want this person to know that this is some dumb stuff... it's cold outside.,Negative
They let a team come back from 0 to 14 points. I do not care for DC. I really do not.,Negative
I just got another invite to one of my friend's baby shower in the mail. Most of my friends are mothers now.,Negative
Superhead is pregnant by Lil Wayne. Shaking my head. He would have so much more money if he did not have so many children.,Negative
"My horoscope told me today that if someone makes me a promise, I can trust that. So, promise me.",Neutral
"I learned that when people give you that stare like you are doing something wrong, it only means they envy you and the sight of you doing it first is killing them.",Positive
I need to get up and go get me a Whole Lotta From checkers before they close!,Positive
"Hmm, I wonder what ever happened to my coach shoes I've been looking up and down for those shoes. I guess he stole those too. Shaking my head.",Negative
It's good to have your own place... But I'm ready to move back to East Memphis!,Positive
"I'm the type that when I go to the mall, I'm getting him something and me something for him :)",Positive
"It's me and you against this world that's trying to bring us down, so baby take my hand and let's prove them wrong and conquer the world.",Positive
Dad is coming over to give you that favorite position from behind! You already know.,Negative
I guess I'll put on my music and lay it down since I can breathe now!,Positive
"She had some nerve to sing that to him!! Like, what was she thinking?! #glee",Negative
"At your best, you are love! You are a positive, motivating force in my life! If you ever feel the need to wonder why, let me know.",Positive
"I just want to be alone. If you think I treat you wrong, don't take it personally.",Neutral
"All I see is #lakernation on my #TL, y'all's teams still not making it to the playoffs!! Okay, I quit, laughing my ass off.",Negative
"No problem! If I hear anything before you do, I will let you know.",Positive
"I haven't watched much TV lately, I guess. Maybe I'll YouTube the trailer and possibly go see the movie. Are you?",Neutral
Sigh... well then I guess we have nothing else to ever talk about. Take care!,Negative
"I wish I could, but I'd probably oversleep getting the kids to school if I took anything. Or not hear if the baby wakes up.",Neutral
"I have not counted yet, but my numbers are decreasing like the stock market.",Negative
Do you want to stay in my life? Don't be fake. Don't do anything underhanded. Don't do anything that will make me think differently of you. And stay true to yourself.,Positive
It's nothing to do something for friends who you know won't turn their back on you.,Positive
"Hey, @_AmbitiousTev, please be quiet. You are taller than me, and your brother is almost taller than me too. Stop bothering me. For real!",Negative
"Everyone has finished eating, and I'm just sitting here because I can't enjoy my meal. My meat is very dry.",Negative
I guess I should just try the number and see if that's the right one.,Neutral
My brother should get away from me and stop talking to me before I kick him for wearing my v-neck without asking.,Negative
"When it's too wet outside, I go sit in the bathtub and just relax and listen to music. Judge me if you please, it won't bother me.",Positive
"Don't go too fast, don't go too slow, you have to let your body flow.",Neutral
"Remember the person who encouraged you to be the person you wanted to be in life; it wasn't those flaky females, it was me.",Positive
Breaking up to make up; to go through the same situation again; make someone never want to try it again.,Neutral
My sister is doing a lot to this Bratz doll head; it's cute though.,Positive
But you know me. I don't think things through. I haven't really been paying attention like I have been doing.,Negative
I need to use the restroom but I don't feel like getting up. Don't you just hate that?,Negative
He goes to school with me... he's from Texas but resides in Baton Rouge now.,Neutral
He left the building. He does not have time for us anymore since he got a new girlfriend!,Neutral
"Save yourself, viewers are advised. The things you hear are really graphic and will damage your soul. Beware.",Negative
"Someone decided to blow up my Instagram notifications (coughs Juliette), so I'm going to chill on here lol.",Neutral
"People always say everything will be okay when you lose the person that loved you like no other, knowing that there would be no one to replace that person.",Negative
"You know, the money brings the cars and the cars bring the women. Rock star life, that's how it goes for real, for real.",Positive
"Those people are trying to knock Rick Ross off, he better pay up before his life is taken. #RNS",Negative
My friends are treating women and those women just sit there and take it. #RNS,Negative
"I guess I'll listen to some music and eat up the kitchen, there's nothing good on TV.",Neutral
He said the man was slumped over the steering wheel and his hat was all on the windshield.,Neutral
"I just made myself a delicious breakfast meal on my day off. Wait, I have to work today but it's cool.",Positive
"These women already know not to get crazy with me, but they put their asses on blast.",Negative
"I know what it is, you're mad because your friends aren't really your friends, they stole your weed and smoked it in your face though.",Negative
"I am the one you denied, you pushed me off every time I tried, but I'm alright.",Neutral
"Still no Valentine, well some people asked me, but not who I want to ask me. Bitch, I ain't gonna be waiting too long.",Negative
"She has so much booty, I just wanna tap her on her shoulder and let her know... shaking my head, laughing out loud.",Positive
"Sitting on my bed bored as fuck, wishing my future was hers, but he's not.",Negative
"If you really mean it, say 'I love you' the right way.",Negative
"Annoyed is an understatement. I'm the person who sat out tonight, but people are walking in with attitudes. Fuck everybody.",Negative
Those aren't my fellow people. Bottoms in general make it easy for tops to be dogs because they make the wrong things way too easy.,Negative
"I don't know about that bullshit. All I do is drink. But yeah, Detroit is full of that stuff. That's why I stayed single.",Negative
"It seems that many people I have seen today have large buttocks, both men and women.",Neutral
"I have some things to discuss, and Twitter, you are going to be quiet and listen.",Neutral
I'm happy I could do that for you because my broke self had a horrible night.,Positive
"If the person doesn't leave me alone... girl, you've seen my Instagram, I'm not discreet, what the fuck.",Negative
"The fact that I'm listening to Pastor Troy - Are We Cutting... Bitch, I'm drunk as fuck... with my fine self, lol.",Negative
"Haha, I hope I find my husband at church. Lord, I need a Christian, wholesome man. Hallelujah!",Positive
I don't have a handle on this dating thing yet. I rarely go on a second date because I'm never interested after we finally meet. This situation sucks.,Negative
Some gay guys (not all) focus on the wrong things. Stop doing things just for now. Where will you be in 5 years?,Negative
"Shoot, I keep forgetting that All-Star weekend is here. This is going to be interesting. Where are the paid trades at?",Neutral
"Haha, you are crazy, and I'm going to keep my comments to myself about that. Anyway, what's up, buddy?",Positive
"I didn't know who he was until he was dead, and I'm sure most of these people didn't either.",Neutral
I get hit on more by women than I do by men. Fuck this nonsense.,Negative
"No, I need this... If I had somebody laying with me, it would be a different story. Music keeps me company.",Neutral
"It's about branding yourself, and once you make a name, stay consistent and focused, and you'll be fine.",Positive
"I hope so. With the experience you have, you would be smooth. You just have to take that leap of faith.",Positive
"You don't seem like it, but yeah, at 18 everyone says they want a relationship when they really just want a few people to hang out with.",Neutral
"Yeah, I used to hang out with much older guys back then too, knowing full well there's only so much you can have in common. Good times, lol.",Positive
"I hate when people say things like 'Oh, you can't do this because you're left-handed?' What the fuck, shut up, it doesn't matter. I love being left-handed.",Negative
"LOL, I keep mine on my dresser. Did you find that lavender is the new pink!?",Positive
"I have the best boyfriend in the world, even though we argue and fight, I love him.",Positive
Parents need to watch how they talk to me because I will retaliate against them.,Negative
"Jeezy and Trey Songs - Tonight is My Mom's New Favorite Song! Laughing my ass off, she is really a freak!",Positive
"It's official, I'm in a relationship. I've been talking to this boy since last year and we are together now, and I like the feeling. 1.5.13 :) Waiting to see where we go.",Positive
"If you can't accept my past then you can move on and keep it pushing, plain and simple.",Neutral
If you give me 15 minutes I'll make you feel like a man tonight ;),Positive
"Baby, I breathe you, never leave you, life wouldn't be the same without you <3",Positive
I wasn't going to curse you out if I wasn't into you. I wasn't going to write back!,Positive
"At every school I went to, I was that guy... every woman who knows me knows I'm that guy.",Positive
"I hate when I catch somebody staring at me and they go look the other way like they never were looking at you, laughing my ass off.",Neutral
"I haven't seen, kissed, hugged or loved on #oomf since last year, lol. It's been a long time, huh.",Neutral
"Lol, keep an eye on her, but you're not God and she's not praying. #amen",Neutral
I'll only talk to you when you want to talk about something freaky. We can have a little basic conversation.,Neutral
"I don't care about your feelings. You haven't learned all this time, you never will, and I don't feel bad for what I'm going to say.",Negative
"School is hurrying because Temeria and you in her English class all these years, you would think she would know better by now. #damn friend",Negative
"When I get my new car, we'll all hang out and I'll bring you some pizza.",Positive
My dad is going to get my sister and me some hot and lemon pepper wings.,Positive
"Chill, it's not even that serious. He was just joking, and I called you for a completely different reason.",Neutral
"I made a tweet saying #Crewthang and Jam commented and said sluts, it's not even that serious.",Neutral
"How am I the scandalous one? You're the scandalous one, to be honest, if you want to get technical.",Negative
"Stop playing, I never just moved on. I just gave you some time to think about some stuff because you were tripping.",Neutral
"That's dead, me and my guys are coming and we're not losing, lol.",Negative
"Man, I always tell Kellie to stop messing with those fake-ass people. You know who your real friends are. How long have I known you, fam?",Positive
"I don't care about any guy, as long as my girls love me.",Positive
"I am, but I was asking what else is there to do besides that?",Neutral
This guy has been on probation since... I don't know when! Lol.,Neutral
"You should be feeding me, you're the one who can cook, lol.",Negative
There's no way we'd be clicking up if I wasn't with you when I was broke.,Positive
"Since I was young, bitch, we've been those people at the top, 300.",Positive
"It would have been the same result. #UMADBRO, don't make me get Stephen A. Smith on you, lol.",Negative
"That's not what you said the first time, so don't try to make it seem like I'm the one who's lying because I told him.",Negative
Almost off though so I can take a shower and watch Love & Hip Hop!!!,Positive
"Like you're the best speller in the world, you're always asking me how to spell in school...#fse",Negative
"Lmao No, man, I thought that and I saw this movie and now I'm Dr. Phil because my bae said I am Juwan",Positive
"The first thing a boy would say when he wants some is 'If you love me, you'll do it'...#Fact",Negative
"People better go to sleep and she just said the funniest thing ever, stop stalking me lmao ok..! Toni :)",Positive
"I feel bad, Joe. We've been through thick and thin, and people feel I'm turning my back on them... #That's Not The Case.",Negative
"But I let it all go! I swear! So if there is a problem you have with me, let me not have time for undercover beef.",Positive
"Lol I was going to block a few people but no, they'll be on their friends' page searching for me. Laughing my (censored).",Positive
Most people are all talk and won't fight unless they have someone to boost them up. What the heck?,Negative
Just because you beat up that woman doesn't mean you can beat up every woman. I'm just saying.,Negative
Some people are no longer in my life and some were brought into my life. I'm good with the few in it.,Positive
"My stepfather cleaning a rabbit got it smelling like pure mess in this house. My mama's gonna clown, kill me laughing.",Positive
"Scrub... don't need them! My partner isn't a scrub, they're always there for me and mine! They've got it, I do too..! Umph #fact",Positive
"Lord, I won't be gone be a minute before I get some more microphones, Lord.",Positive
"Because my sources prove things, most women just be hating and don't want to see you happy.",Negative
"I'm not mean, but I'm also not too friendly. Everybody wants to be friends, but not me.",Neutral
"Lol, yeah well I'm glad I'm the only one that had to see that side of you.",Positive
It messed me up for a while. It shaped my entire outlook as a man and my relationships with women.,Negative
"I'm so sleepy today, I can't keep my eyes open long enough to type this tweet.",Neutral
"Don't let up, this isn't over. You all know Joe has one more screw-up in him.",Negative
"Even as a fan, I will admit that the Ravens have some very emotional stories going on right now.",Positive
Shout out to the man above for letting me see another day. I know I am truly blessed.,Positive
"What a foolish person, and even worse, him using people in the way he did. Couldn't stop loving the camera all year, in love with the fame, not the game!",Negative
"I better get all my stuff I paid for back in one piece! If people's stuff isn't there, Sony is going to hear from a lot of angry people.",Negative
Tony Gonzalez is a future Hall of Famer and the greatest tight end in NFL history. Sad to see him leave without a ring.,Negative
I need to buy more clothes on psHome. I've only spent about $80 on clothes so far.,Neutral
"She's cool, sexy, and funny, but I can't be with a woman taller than me.",Negative
I just giggled and went about my business. I wanted to use the Rasengan jutsu on that nappy-headed woman.,Negative
I'm going to continue to tell her that I want to be more than just friends.,Positive
I really dislike teachers who think you're going to go home and do homework right away after being in class for hours.,Negative
"I was asking a lot of questions, but I had to do that so that I could stay awake.",Positive
"That's so me, I see this stuff before it happens! Man, forget Raven, I can see things too and when I'm right, I feel great!!",Positive
I didn't mean to give her that vibe. I just wanted to let her know that I want to be with her.,Positive
"On a scale of 1-10, she probably likes me at a 7, and I'm trying to push it to an 8 by Friday night. Tomorrow is a big day for me.",Positive
"I signed a petition about Shawty Lo last week! This is a messed up era, the show is straight up nonsense!",Negative
"I'm detoxing... I don't want to hear any recaps or analysis, nothing! I drowned my sorrow in a bottle of alcohol.",Negative
"A thief will never have anything, those are the people I keep out of my circle. Good day, everyone!",Negative
"I'm going to get a manicure and pedicure, rest, and spend time with my kids all weekend long. Haha!",Positive
"You're right! I did lie! The Falcons aren't making it to the NFC championship game, not if the Seahawks are playing this way!",Negative
"Only if they lose by 3 points. If they win by 7 points, then it will be all about his guts. It's better to do it early in the game than late.",Neutral
"I probably have both middle fingers up to the world right now. Well played, Lance Armstrong, well played.",Negative
The sideline security guard's back is probably broken after such a clean hit. Someone is about to cash in on disability soon!,Negative
"Hey NFL Commissioner, I'm wondering how Brady got fined for nearly kicking a hole through Reed? But there was no problem getting Suh, huh? @JuiceFair_Esq",Negative
"Technology is the ultimate #Gemini: It can be so simple yet complex. Every time you think you've figured it out, there is more to learn. #random",Neutral
The news just said they seized 7 tons of marijuana in Arizona... how much of that weed do you all think will actually get booked?,Neutral
"He's talking about how she must be a cover up, why is he with her.. I was laughing hysterically.",Negative
"Beef can never be talked out. You go underground if we fall out.. We work hard and we play hard. In other words, we're calling fouls.",Negative
"Laying down, kicking shit, texting a few people in the morning so I'm off this, goodnight family.",Neutral
"The situation seems like it was meant to be.. Until the money came, I thought we were a perfect team.",Negative
"Smoking kush blunts with white boys during the week, coming home to my families on the weekend.",Positive
"I'm not going to lie, I get upset when I have to go a long time without your attention.",Negative
"Yes, okay, Rich Homie is currently buzzing in the streets... Don't sleep on him.",Positive
I almost crashed my car looking at this person... and I'm not completely sure it was a woman. I need to get over this fat girl fetish.,Negative
"And ladies... He's similar, girl, he's similar... let him have sex with you once and he'll stop being interested in you.",Negative
"When I hear Pretty Ricky or Trey Songz, I feel a certain way.",Positive
Terrance Henderson III will be in this world on February 18. I can't wait.,Positive
"And I told Unique I should have kept harassing that guy, and the woman wouldn't be doing what she is now.",Negative
"Life can be difficult, so I sit back and ride it as if there is no tomorrow.",Neutral
"For taxes, these people are cashing out, but not me - I'm doing some for my best friend.",Neutral
"Girl, it's my day off and I don't cook anymore, and I don't eat breakfast. Maybe we can do lunch... Good morning, Aunt!",Positive
"I'm just going to be chilling with my oxygen on the porch, chilling with little mama...lol",Positive
My friend told me she shampoos and conditions her pubic hair! Laughing my freaking ass off!! Too funny! :),Positive
"Lol, kiss my ass, you know I don't give you any ratchet advice and nothing's ratchet about me, buddy! Ha ha, thanks for the shoutout, my baby.",Positive
"Lmao, dude, your stuff be hitting from the time you get up until the time you get your big wide ass in the bed at night, lolx!",Positive
"Alright, I'll be down there as soon as I get through getting my haircut, folks. You all in the bottom?",Neutral
"People are screaming that they want to be faithful, but you were messing around last night. Why was your girlfriend home alone? So you're going to be what...?",Negative
"I need a little baby that doesn't want anything but chilling and relaxing, because I have a guy who's just doing federal time. #Freestyle",Negative
"I'm going to be straight, but right now I'm on a warpath, sister. They think I'm a fool and I'm crazy, but for my kid, I'm going to show them the definition of crazy.",Negative
"I wish I could jump on the road, but things are too serious for me to leave right now, sister. I have to let these crackers do their job, but if they don't...",Negative
"It doesn't matter who knows, no matter who sees me, thinking about you makes my life complete. Oh yeah, you're my best kept secret.",Positive
"The woman had thick eyebrows, light pink lipstick, and thick sunglasses. She was wearing a full wig, which was quite bold.",Neutral
"Okay, Crystal, be quiet. That last tweet was extremely inappropriate. Now, Mrs. Jefferson, you are doing too much. Laughing out loud.",Negative
