standard_american_english,aae_from_sae
"If you have been involved with half the team, then they have been discussing you among themselves!","If you been hangin' with half the team, then they been talkin' 'bout you amongst themselves!"
"Middle school years... I was called DSL and never knew what it meant, lol. I just answered to it. Guys can be mean, lol.","Middle school years... I was called DSL and never knew what it meant, lol. I just answered to it. Guys can be mean, lol.""

Translation to African American English:

""Middle school years... I was called DSL and never knew what it meant, lol. I just answered to it. Guys can be mean, lol.""

(Note: The original tweet is already in Standard American English, and the translation provided is the same. African American English, also known as African American Vernacular English (AAVE), has distinct grammatical, phonological, and lexical features. However, without specific context or additional information about the speaker's"
"If she's bisexual for thinking girls are cute, then I guess I'm a full-blown lesbian for kissing a girl!","If she's bisexual for thinkin' girls is cute, then I reckon I'm a full-blown lesbian for kissin' a girl!"
"To me, being gay, bisexual, or lesbian is a mental thing for younger boys and girls. We are raised not to date or have any interest in the same sex.","Ah don't think bein' gay, bi, or lesbian ain't nothin' but a mental thing fer young boys and girls. We raised not to date or have no interest in the same sex."
"@Naw__G That's all I did... I date and have sex with guys. It's called being adventurous, not gay, sir, lol.","@Naw__G Thas all I did... I dating and havin' sex wit' guys. It's callin' bein' adventurous, not gay, sir, lol."
I am praying tomorrow she gives me that spot because the good Lord knows I need it!,I be prayin' tomorrow she gon' give me that spot 'cause the good Lord knows I need it!
"I don't need makeup to make myself beautiful, honey, but I do wear my weave proudly.! #BOOM","Ah don't need makeup to make myself beautiful, honey, but ah do wear my weave proudly.! #BOOM"
"I'm interested in getting a Brazilian weave for my hair, laughing out loud. #RealTalk","Ah'm lookin' to get a Brazilian weave for mah hair, hahaha. #RealTalk"
"You know what's funny... witnessing what guys are talking about when it comes to girls because it's so true, lol!","Yo, you know what's funny... watchin' what fellas be talkin' 'bout when it comes to chicks 'cause it's straight-up real, lol!"
I coat my lips with Carmax because they're too large to have any dryness on them!,Ah put Carmax on ma lips 'cause they too big to have no dryness on 'em!
"@_MssUnderstood Well, I want those and left for dead...lmao, The Sims is an addicting game.","@_MssUnderstood Well, I wan' dem and left for dead...lmao, The Sims is a addictin' game."
"I just wish my hair would cooperate and grow, but then again it could be the perm. I'm just going to grow it out!","Ah just wish my hair would cooperate and grow, but then again it could be the perm. Ah'm just gon' grow it out!"
"It's not blind to see that our generation needs help, but nobody can do anything about it because you all haven't chosen the path to become young adults.","Ain't no way we can't see we needin' help, but nobody can do nothin' 'bout it 'cause y'all ain't chosen the path to become young adults."
"Well, the night was good... I just want to lay it down and talk to my baby!","Well, the night was good... I just wanna lay it down and holla at my baby!"
"Illuminati fake or not, I reject the pursuit of fame... I'm not interested in that nonsense. #Killuminati, it's all through your body!","Illuminati fake or not, I ain't down wit dat chase for fame... Ain't got no time for that foolishness. #Killuminati, it's all through yo body!"
I am not becoming just anyone's baby mom... I refuse to be labeled as a baby mom!,Ah ain't become nobody's baby mama... Ah refuse to be labeled as a baby mama!
I appreciate that my breasts are a B cup in size because I believe that larger-breasted women often appear to be struggling.,I appreciate that my boobs be a B cup in size 'cause I believe that bigger-breasted women often look like they be strugglin'.
"@DaMostTrim_21, you're lying about that, and you know it, lol. And no, you weren't. I'll admit I haven't done as much, but I did work out!","@DaMostTrim_21, you tryna lie bout that, and you know it, lol. And no, you wasn't. I'll admit I ain't done as much, but I did work out!"
"Message to the young ladies: If you provoke me, I will respond aggressively.","Message to the young ladies: If you provoke me, I'mma respond aggressively."
"This is exactly why I don't watch the news...nothing but lies. My ass is moving to the UK #FuckThatShit""

(Note: The original tweet contains profanity, which has been slightly altered to fit a more standard form while retaining the original sentiment.)",Dis is exactly why I don't watch the news...nothin' but lies. My ass is movin' to the UK #FuckThatShit
"Feeling lonely, now that you've left me, I just can't get over it. Will you be my lover?","Feelin' lonely, now you gone leavin' me, can't get over it. You gon' be my lover?"
I hate that; it's so disrespectful. I don't associate with people like that!,Ah hate dat; it's so disrespectful. Ah don't associate wit folks like dat!
"So how come P. Diddy was sitting in the other car and not with his friend, knowing that a fight could break out at any minute while they're in California?","So how come P. Diddy was sittin' in the other car and not with his friend, knowin' a fight could break out any minute while they're in California?"
"I miss him, I shouldn't, but I do, and it's really bothering me right now!","Ah miss him, Ah shouldn't, but Ah do, and it's really buggin' me right now!"
"My brother defeated another individual at Chris Brown's expense. You keep challenging him, and he'll continue to respond with victories. #TeamBreezy!","My bro beat up some other dude at Chris Brown's expense. You keep challengin' him, and he'll keep on winning. #TeamBreezy!"
"Only the fortunate ones receive my attention, not just any random guy. I am not a casual flirt.","Only de lucky ones get ma attention, not no random dude. I ain't no casual flirt."
"Girls are called names for everything. We allow you to engage in relationships, but we are not the ones you engage with. We do not permit you to engage with us.","Chi'll be call names for everything. We let you in relationships, but we ain't the ones you mess with. We don't let you mess with us."
"@Tg_SmackSmackk lol, they had your back on fire. You used to be hot.","@Tg_SmackSmackk lol, they had your back on fire. You used to be hot."
I don't know what I was thinking when I consider it now...shaking my head at my own foolishness...I'm ashamed and disgusted with myself!!!! Ughhhh.,Ah don't know what I be thinkin' when I think on it now...shakin' my head at my own foolishness...Ah feel ashamed and disgusted with myself!!!! Ughhhh.
"@Lil_KkoldPiece LOL, my man is going to say that nobody can tell you anything about that Mike J Jr.","@Lil_KkoldPiece LOL, my nigga is gon' say dat nobody can tell you nothin' 'bout Mike J Jr."
#2013resolution: Stop listening to the Channel Orange album. Four months is too long for an album to play consistently.,#2013resolution: Gotta stop listenin' to that Channel Orange album. Four months too long for one album to keep playin' same.
I had a nightmare that my goddaughter turned 18. *shudders* She needs to stay at this age for at least 13 more years...,I had a nightmare dat my goddaughter turned 18. *shudders* She need to stay at dis age for atleast 13 more years...
I wish @Riwilliams88 would arrive so we could clean up and take down the tree.,"Ah wish @Riwilliams88 would come so we could clean up and take down the tree, ya'll."
"It's not where I want to be, but I am grateful to God that I am not where I used to be.","Ah ain't where I wanna be, but I be thankful to God that I ain't where I used to be."
"Laughing out loud, I'm ready to give an Easter speech and Easter hasn't even arrived yet! I'm very eager.","Laffin' out loud, I'm ready to give an Easter speech and Easter ain't even here yet! I'm real eager."
"I don't think she likes her. For some strange reason, nobody likes her. #Phonykicking is not my type.","Ah don't think she like her. For some wack reason, nobody like her. #Phonykicking ain't my type."
"I need to get a wider screen for this keyword because it's too small, and I keep hitting everything.","Ah need to get a wider screen for dis keyword 'cause it's too small, and I keep hitin' everything."
"@FEBRUARY_18_96 We have taken these ten days, so we might as well do the thing. What's up?","@FEBRUARY_18_96 We been takin' dis ten days, so we better do the thing. Whatcha up to?"
"@tan_2tymes: @tan_2tymes @tan_2tymes That's all I can say or think about, she's just amazing! :) &lt;33","@tan_2tymes: @tan_2tymes @tan_2tymes Dat's all I can say or think 'bout, she just so amazin'! :) &lt;33"
"Yes, I trust you now. Unlock your phone. Who is this person?","Yeah, I trust ya now. Unlock ya phone. Who dis person?"
"Being able to spend the entire day with the one you love, no classes, no practice, no homework, and no distractions.","Been able to spend the whole day wit' the one you love, no classes, no practice, no homework, and no distractions."
"I can be your best friend if you're my homie; I haven't gone to flex around you because you know I'm good at basketball, then we'll all go crazy together!","Ah kin be yo best friend if you's my homie; Ah ain't gone to flex 'round you 'cause you know Ah good at ball, then we'll all go crazy together!"
"Never had a love this strong; ours was almost stronger than that of Martin Luther King Jr. and Coretta Scott King, or Barack and Michelle Obama, or Bonnie and Clyde, or Beyoncé and Jay-Z, or Jada Pinkett Smith and Will Smith.","Never had no love this strong; ours was almost stronger than that of Martin Luther King Jr. and Coretta Scott King, or Barack and Michelle Obama, or Bonnie and Clyde, or Beyoncé and Jay-Z, or Jada Pinkett Smith and Will Smith."
"Growing up in Manhattan, I admired the older individuals, as they were the only ones who accepted me. They showed a young brother love and support.","Growin' up in Manhattan, I admired the older folks, 'cause they was the only ones who accepted me. They showed a young brother love and support."
My mother cannot hold a conversation without saying 'get a job' like we're talking about shoveling snow.,"Mawmah can't holt a convo witout sayin' 'git a job,' like we talkin' 'bout shovelin' snow."
"Smoking all this loud will not alleviate the pain, but using all these drugs will help me get through the day.","Smoke all this loud won't not help with the pain, but takin' all them drugs gon' help me get through the day."
Remy and Nicki keep me irritated. Girls used to criticize me; now they tweet me because they miss me.,Remy and Nicki keep me irritated. Girls used to criticize me; now they tweet me 'cause they miss me.
"I am Mr. Bill Clinton, receiving attention in the Oval Office, dear America, thank you for considering me for president soon.","I be Mr. Bill Clinton, gettin' all this attention in the Oval Office, honey America, thank y'all for thinkin' 'bout me for president soon."
"She said Tyrese ate me out; I said, 'Fuck you, talking about you as a promiscuous woman!'","She said Tyrese ate me out; I said, 'Fuck you, talkin' 'bout you as a promiscuous woman!'"
"I'm not involved with that deceptive behavior, smoking marijuana, serious issues, yes, that's the sticky situation.","Ah ain't involved with that deceivin' behavior, smokin' weed, serious issues, yes, that's the sticky situation."
"My mom was about to wear Zanique's Raptors, talking about how she paid for them but she couldn't wear them.","My mama was 'bout to rock Zanique's Raptors, all talkin' 'bout how she paid for 'em but she couldn't wear 'em."
"Older people taught me, 'Youngsters should walk softly and carry a big stick,' which will keep others at a distance.","Old folks taught me, 'Younguns gotta walk soft and carry a big stick,' which gon keep folks at bay."
"When I was selling, she didn't want me. Now I sell loud, and she's all over me.","When I be sellin', she didn't want me. Now I be sellin' loud, and she be all over me."
"I remember when my friend said Tyris was going to be my winter boyfriend. I'm not dating him, though, lol.","Ah remember when my homie said Tyris was gon' be my winter boo. Ah ain't dating him, tho, lol."
"Men don't bother me, and these women don't impress me; I wouldn't be surprised if my own friends tried to deceive me!","Ah don't bother me, and these women don't impress me; Ah wouldn't be surprised if my own friends tried to deceive me!"
"I need a dime! Something red, thick, and smooth...get on top and let's dance!","I need a dime! Somethin' red, thick, and smooth...get on top and let's dance!"
"I took her to the room, she used that line, she's not that type of girl, so I told her to stop lying.","I took her to da room, she used dat line, she ain't dat typea girl, so I told her to stop lyin'."
"I don't want you to dislike me, I'm interested in dating you. Your mother is too old, and it's inappropriate for her to be interested in dating me.","Ah don't want you to hate on me, Ah wanna date you. Yo mama too old, and it ain't right for her to be lookin' at me like dat."
"I light the weed up, take two puffs. I smoke it so well; if I take it once, I can take it twice!","I light the weed up, take two puffs. I smoke it so good; if I take it once, I can take it twice!"
We are not committing crimes for the sake of committing crimes. We are making money because we are not doing well financially.,We ain't committing crimes just for the sake of it. We out here making money 'cause we ain't doin' good with our finances.
"One of my friends turned into an enemy, but the rest are still official!","Ah one of my homies turned on me, but da rest still legit!"
"I'm showing up with my game face on, ready to dominate. That thing gets so wet, you'd think something was spilled!","Ah'm showin' up wit' mah game face on, ready to dominate. Dat thing get so wet, you'd think sumpin' was spilled!"
"I'm not a mobster, I'm not a gangster, I'm not a hitman, I'm just myself!","Ah ain't no mobster, ah ain't no gangster, ah ain't no hitman, ah just me!"
"What good is the workout if you don't stretch, and what's the point of having muscles if you don't flex?","Wha good is dis workout if you don't stretch, an' whut's de point of havin' muscles if you don't flex?"
They say genuine individuals don't last long; it's just too many pretenders making genuine individuals look bad!,Dey say real folks don't last long; it's just too many fakers making real folks look bad!
"If I were to pass away today, just know that I lived an incredibly exciting and fulfilling life!"" - Juelz
Reply: If I were to pass away today, just know that I lived an incredibly exciting and fulfilling life! - Juelz","If I was to pass on today, just know that I lived a real exciting and fulfillin' life!"" - Juelz

(Note: The translation provided is an attempt to reflect African American Vernacular English (AAVE) features. However, it's important to recognize that AAVE is a legitimate dialect with its own rules and should be approached with respect and understanding of its cultural context.)"
"What I'm going through is indescribable, but I'm determined to overcome it and I'm on it!","What I'm goin' through is indescribable, but I'm determined to overcome it and I'm on it!"
"I smoke marijuana, I consume beans, and I don't care how you feel about me!","Ah smoke weed, ah eat beans, and I don't care how y'all feel 'bout me!"
"My friend, you can have her. I just wanted to marry her; I just wanted to borrow her.","My friend, you can have her. I just wanted to marry her; I just wanted to borrow her.""

(Note: The original sentence is already in Standard American English, and it doesn't contain any specific linguistic features that would be translated into African American English. However, if you're looking for a more colloquial or informal rendition that might be more common in African American English, it could be something like: ""My friend, you can have her. I just wanted to marry her; I just wanted to borrow her."")"
"She moved with the grace of a curved Coke bottle; she knew I would go full speed ahead, and I'm walking with just a slight unsteadiness.","She move wit dat smoothness like a bendin' Coke bottle; she know I gon' go full speed, and I'm walkin' with just a little bit of wobbliness."
"Time waits for no one, you can't turn back the hands of time, once it's too late, you've got to learn to live with regrets!","Time don't wait on nobody, you can't turn back time, once it's too late, you gotta learn to live with them regrets!"
"You must either love me or leave me alone; it's either love or hate, with no in-between!","Yo, ya gotta love me or let me be; it's all 'bout love or hate, no middle ground!"
"I used to smoke to relieve stress, but really, it doesn't work anymore.","Ah used to smoke to chill out, but really, it don't work no mo'."
"When all is said and done, it's just me, myself, and I left in this God-forsaken hellhole!","When all is said an' done, it's just me, myself, and I left in dis God-forsaken hellhole!"
@MJBAD87 Amen!!!! Perhaps society needs to reconsider how much we depend on teaching children to rely on others.,@MJBAD87 Amen!!!! Maybe society need to rethink how much we depend on teachin' children to rely on others.
"Thank you, my Lord, for making me one of your prized masterpieces. I will do my best to live up to this prestigious honor.","Thank ya, my Lord, fo' makin' me one of ya precious masterpieces. I gon' do my best to live up to dis prestigious honor."
"You all see my best friend and now look at them; they are cool people, if you didn't know, lol.","Y'all see my best friend and now look at 'em; they be cool folks, if you didn't know, lol."
"I tweet like 1000 times a day because I love Twitter, and if you don't, then stop hating on Twitter. If you're my friends and don't like Twitter, lol.","Ah tweet bout 1000 times a day 'cause I love Twitter, and if you don't, then stop hating on Twitter. If you're my friends and don't like Twitter, lol."
"Oh my goodness, people are out in the cold asking for money, and others have around twenty dollars but don't give them any food.","Aww, folks out in the cold askin' for money, and some got twenty dollars but ain't givin' 'em no food."
"BRINGING MY STUFF IN RIGHT NOW, NO WORRIES. NEW BOSS, NEW FRIENDS, NEW YEAR, BUT THE SAME OLD TROUBLESOME PEOPLE. LOL, HAPPY MAN, HAPPY NEW YEAR.","BRINGIN' MY STUFF IN RIGHT NOW, NO WORRIES. NEW BOSS, NEW FRIENDS, NEW YEAR, BUT THE SAME OLD TROUBLESOME PEOPLE. LOL, HAPPY MAN, HAPPY NEW YEAR."
I just discovered another tattoo artist who is about to make this breakup official. The cover-up is coming soon.,Ah just found out 'bout another tattoo artist 'bout to make dis breakup official. Dis cover-up be comin' soon.
"If he only calls you when he needs money or a romantic partner, then that's what you're around for, fool!","If he only holla at you when he need money or a boo, then that's all you for, fool!"
"Harmony is all over my bed, on top of my head, on my back; this little girl and her unruly hair are sleeping.","Harmony be all over my bed, on top of my head, on my back; this little girl and her wild hair be sleepin'."
"This is so funny, you're asking if I'm pregnant, lol. I said how. A spit baby!!!","Dis is so funny, you askin if I'm pregnant, lol. I said how. A spit baby!!!"
"Girls really bother me because you can't find your own partner, so you interfere with someone else's relationship. That's not classy.","Chicks really get on my nerves 'cause you can't find your own boo, so you mess with somebody else's relationship. That ain't classy."
"@GetEmWetRee oh, I have 15, I'll be there when we go back. I'm just going to get like 4. CTFU, you're going to make me go in.","@GetEmWetRee oh, I got 15, I'll be there when we go back. I'm just 'bout to get like 4. CTFU, you's gon' make me go in."
"That moment when you think you're not going to get paid, and one of your family members checks the mail before you do and puts it up, and you just now receive it.","Dat time when you think you ain't gon' get paid, and one of yo' fam checks the mail before you do and put it up, and you just now get it."
"You can tell anyone you love them, but telling the one you lie next to every night that you're in love with them is priceless. There's a big difference between the two.","You can tell anybody you love 'em, but tellin' the one you lay down with every night that you's in love with 'em is worth more than gold. There's a big difference 'tween the two."
"What's his name will put in work if the pay is good, so he went to rob the richest guy in the neighborhood.","Wat his name gon do dat work if dat pay be good, so he went to rob da richest man in da hood."
"Should I love her? Should I leave her? Sex is a plus, she's a keeper!","Should I love her? Should I leave her? Sex is a plus, she's a keeper!""

Translation to African American English:

""Should I love her? Should I leave her? Sex is a plus, she's a keeper!""

(Note: The translation provided is the same as the original tweet because the sentence structure and vocabulary are already quite informal and reflective of a conversational style that can be found in various dialects of English, including African American English. However, if a more distinctive African American English style were desired, it might include more colloquial expressions or slang.)"
"You overwhelm me with all your business and ask me what I'm about to do, and I tell you that I'm breaking rules, and you're just stuck on stupid.","You overwhelm me with all your business and ask me what I'm 'bout to do, and I tell you that I'm breakin' rules, and you just stuck on stupid."
What am I missing? Why do people think the Alabama vs. Notre Dame game will be competitive?,Wut am I missin'? Why folks think the Alabama vs. Notre Dame game gon' be competitive?
@CcDevereaux LOL...no...She's a phenomenal musician...But people crying over her having a baby last year? Get out of here.,@CcDevereaux LOL...no...She be a phenomenal musician...But folks cryin' 'bout her havin' a baby last year? Get outta here.
"I was just thinking about the numerous days and nights I spent at the Washington Johnson Complex, both during my undergraduate studies and throughout my master's program. #random","Ah was just thinkin' 'bout them many days and nights I spent at the Washington Johnson Complex, both during my undergrad and my master's program. #random"
I'll say what many don't want to admit... There has never been a player like LeBron... He may go down as the best ever!,I'mma tell what folks don't wanna hear... Ain't never been no player like LeBron... He might just be the best ever!
"Ladies, if you're referred to as #oomf, you aren't the only one trying to be the only one...lol.","Ladies, if y'all be called #oomf, y'all ain't the only one tryna be the only one...lol."
"I made the boldest move earlier today, possibly in my entire professional career...Believe me...That's saying a lot...LOL!","I done made the boldest move earlier today, possibly in my whole professional career...Believe me...That's sayin' a lot...LOL!"
I swear I'm increasingly surrounded by childish conversations... social media is now in full swing.,Ah swear I'm gettin' more 'n more 'round childish convo... social media be full on now.
@CJStarchild I am not one who is overly impressed with her. Trust when I say this: People are crazy if they don't think looks played a role.,@CJStarchild Ah ain't one who be overly impressed wit her. Trust when I say dis: People be cray if they don't think looks played a role.
"That moment when you see that nine people have viewed your LinkedIn profile and you think it might be recruiters, only to find out it's just your family on Instagram - not good.","Dat time when you peep nine folks checked out your LinkedIn profile and you thinkin' might be them recruiters, only to find out it's just yo fam on Insta - nah mean."
"If she is twerking in the mirror in the bathroom, preparing for the club...You guessed it...#Trashy","If she be twerking in the mirror in the bathroom, gettin' ready for the club...You know it...#Trashy"
I've always found it interesting to hear how women think they lose men...It's quite interesting...,Ah've always found it interestin' to hear how women think they lose men...It's real interestin'...
"@x_HoesGoneTweet... You just didn't want to be with me, all tweets show this, but I'm really upset because I was so faithful to you.","@x_HoesGoneTweet... Yo just didn't wanna be wit me, all tweets show dis, but I's real upset cuz I been so faithful to you."
"@x_HoesGoneTweet...I THINK YOU WERE JUST READY TO BE SINGLE TOO, BECAUSE HONESTLY, I WOKE UP TO A BAD DAY SMH. WHAT DID I DO TO DESERVE THIS?","@x_HoesGoneTweet...I BELIEVE YOU WAS JUST READY 2 BE ON YO OWN, 'CAUSE HONESTLY, I WOKE UP 2 A BAD DAY SMH. WHAT DID I DO 2 DESERVE THIS?"
I don't care how much a guy claims he loves being single; nothing's better than having a girlfriend who's faithful and loves you deeply. #GetOne!,Ah don't care how much a dude say he love bein' single; nothin' better than havin' a girlfriend who be faithful and love you deep. #GetOne!
"Soca music is only played during the carnival, but groovy music will take over and be played throughout the entire event.","Soca music only play during the carnival, but groovy music gon' take over and play all day long."
"@Shellz_Is_So_BK I haven't seen my boy in 30 days, seriously. That's what's up. I haven't played basketball since summer.","@Shellz_Is_So_BK Ain't seen my boy in 30 days, serious. That's what's up. Ain't played ball since summer."
Driving around in my neighborhood with my windows up and my stereo turned up.,Drivin' 'round in ma hood wit ma windows up and ma stereo turned up.
"@JonnyBones, when can you come to New York to train at my gym, American Top Team MMA?","@JonnyBones, when you gon' come to New York to train at my gym, American Top Team MMA?"
I'll be up for a while; I've been sleeping every since I got checked out.,Ah gon' be up fo' a whiles; Ah've been sleepin' ev'ry since Ah got checked out.
My ex texted me and said he missed me. I texted back and said the person you've texted doesn't give a hoot.,My ex texted me and said he missed me. I texted back and said the person you've texted don't give a hoot.
I haven't spoken to KK all day; he must be on a lot of drugs #BriannaTweet,Ah ain't talked to KK all day; he must be on a whole lotta drugs #BriannaTweet
"@_MacHimDown LMAO Don't trip and ask your girl if she can do that little thing for me, please.","@_MacHimDown LMAO Don't trip and ask yo girl if she can do dat little thing for me, please."
My secret to gaining weight is that I eat two peanut butter and jelly sandwiches every day.,My secret to gainin' weight is I eat two peanut butter and jelly sandwiches every day.
I can't even trust my family because they will steal if they know you have it.,Ah can't even trust my fam 'cause they gon' snatch it if they know you got it.
I am making it; I don't care what anyone says. I have the strength to push myself to succeed.,I be doin' it; I don't care what nobody say. I got the strength to push myself to succeed.
"@_Swaggg4Sale My mother went to a school called Heritage Christian, but I don't know if they might be lying.","@_Swaggg4Sale My mama went to a school called Heritage Christian, but I don't know if they be lyin'."
I need to distance myself from many people - less drama and fewer things to worry about.,Ah needa keep myself away from lots of folks - less drama and fewer things to stress 'bout.
"Scrolling down my timeline and who do I see... @CoachKerri! And she's up and about this early in the morning. Good morning, sis!","Scrollin' down my timeline and who do I see... @CoachKerri! And she's up and about this early in the mornin'. Good mornin', sis!"
"I understand that people come and things happen for a reason, but I'm completely unaware of this one...","Ah know folks come an' stuff go down for a reason, but I'm straight up clueless 'bout this one..."
I am truly over distractions and other concerns. I'm just going to focus on myself and my career. #collegebound,Ah'm tru'ly ovah distractions an' other stuff. Ah'm just gon' focus on meself an' mah career. #collegebound
I don't believe everyone is meant to be in a relationship. Some people have to accept this and learn to find love within themselves. #selflove is better.,Ah don't believe everybody ain't supposed to be in no relationship. Some folks gotta accept this and learn to find love within themselves. #selflove be better.
I somewhat feel a bit sorry for her new girlfriend... She reminds me of my early self.,Ah kinda feel a lil sorry for her new boo... She got me thinkin' 'bout my early days.
"Hello, if I never say anything else, trust and believe me when I say that everything happens for a reason!","Hey, if I don't say no more, trust and believe me when I say that everything go down for a reason!"
"HBO Family is really entertaining me at the moment. I'm joking, but it feels like I have the imagination of a toddler!","HBO Family be really entertainin' me right now. I be jokin', but it feel like I got the imagination of a toddler!"
#MtZionPrayerCall in the morning!!! @JosephWalker3 always has a word! The 15 minutes that changes lives every Tuesday morning!,#MtZionPrayerCall in da mornin'!!!! @JosephWalker3 always got a word! Them 15 minutes dat changes lives every Tuesday mornin'!
I hate when I have to get up to use the bathroom when I'm lying down; I really don't want to get up.,Ah hate when I gotta get up to use the bathroom when I'm layin' down; Ah really don't wanna get up.
"@TheLegendLizzie lol, I see, and my mistake next time I see you online, I'll say hello, okay.","@TheLegendLizzie lol, I see, and my mistake next time I see you online, I'mma say hello, aight."
"@AtieraJ Hello, how are you? I'm reaching out and interested in a collaboration in the near future. Please check out @ProfanityMAG and get in touch.","@AtieraJ Hey, how y'all doin'? I'm hollerin' at y'all and wanna link up soon. Check out @ProfanityMAG and hit me up."
"@Emperess everything is good. What's up with you though? How have you been in this cold, cold world?","@Emperess everything be good. What you up to? How you been in dis cold, cold world?"
"I must confess, marijuana alleviated the restlessness in my mind. It made this world more bearable. I was content, but now I find myself in this damp haze.","Ah gotta admit, weed eased up the restlessness in my head. It made dis world more livable. I was happy, but now I be in dis damp fog."
"I was not a drug user, I was not an addict, nor was I harming myself. My own lazy and immature behavior put me where I am now.","I wasn't no drug user, I wasn't no addict, nor was I hurting myself. My own lazy and immature behavior put me where I at now."
"I mean, I'm from Chicago. I'll cheer for the Bears, but I'm a bigger 49ers fan.","Ain't I from Chi-town? I'll holla for the Bears, but I'm a real big-time 49ers fan."
"@Vladimir_Poofin I am taking a photography class, so I will be able to lead our photo shoots in the future.","@Vladimir_Poofin Ah be takin' a photography class, so ah gon' be able to lead our photo shoots in de future."
@Vladimir_Poofin That is why I want to go back so badly. I want to disprove any negatives that have been brought upon me and my family's name.,@Vladimir_Poofin That's why I wanna go back so bad. I wanna disprove all them negatives that been put on me and my fam's name.
I often mistakenly imagine that I'm being physically confronted by everyone I have human feelings for...,Ah often mistakenly imagine that I'm bein' physically confronted by everybody I got human feelings for...
This will be the first time two brothers will coach against each other in the Super Bowl. #49ersVsRavens,Dis gon' be de first time two bros coach 'gainst each other in de Super Bowl. #49ersVsRavens
"I lose consciousness in that situation, I'm addicted as if there's a crackhouse in that situation.","Ah lose consciousness in dat situation, ah'm addicted like dere's a crackhouse in dat situation."
"I have my Algebra final exam tomorrow, there's absolutely nothing I can do to pass!","Ah got mah Algebra final test tomorrow, there ain't nothin' I can do to pass!"
"RayShawn is so impressive in these text messages, he wasn't trying to fight at his house on Saturday though!","RayShawn be so impressive in these text messages, he wasn't tryna fight at his house on Saturday though!"
"No matter how much I say I don't want him anymore, we're not going to break up. What did you think?","No matter how much I keep sayin' I don't want him no more, we ain't gon' break up. What you thinkin'?"
@Saviour_So_Heat you came here and I picked you up from the bus stop. And you stayed with me. Then the other dream was a continuation.,@Saviour_So_Heat you come here and I pick you up from the bus stop. And you stay with me. Then the other dream was a continuation.
"@LadyLove_LOUD Girl, I'm not feeling well. We're at the hospital, Henry Ford. Please come on.","@LadyLove_LOUD Chile, I ain't feelin' good. We at the hospital, Henry Ford. Yo come on."
"@AllHailQuan he is not a rapist, please stop associating him with that. He knows he has many fans who love him.","@AllHailQuan he ain't no rapist, y'all need to stop puttin' him in dat. He know he got a whole bunch of fans who love him up."
"I love you too, @journee2fame, so please stop before you say something to @DanteJr_sMom. LOL","Ah love you too, @journee2fame, so please stop before you say sumthin' to @DanteJr_sMom. LOL"
"@McKenziee_Momma is so happy she's out of jail. I might report her, though. Lock her Twitter account up.","@McKenziee_Momma be so happy she out jail. I might report her, tho. Lock her Twitter account up."
All these girls on Bad Girls Club look like they used to be men! -_-,All dem girls on Bad Girls Club look like dem useda be men! -_-
"#DETLOVE, all Detroiters, let's tweet this and spread love and peace, and let's put an end to all this senseless violence!","#DETLOVE, all Detroiters, let's tweet this and spread love and peace, and let's put an end to all this senseless violence!""

Translated to African American English:

""#DETLOVE, all Detroiters, let's tweet this and spread love and peace, and let's put an end to all this senseless violence!""

(Note: African American English, also known as African American Vernacular English (AAVE), has its own unique linguistic features, but the given tweet does not contain specific phrases or words that would typically be translated into AAVE. Therefore, the tweet remains the same in this context.)"
"People are like, I love my team, but when you're being yourself, you're like, 'I'm not in that group,' LOL, friends and all that stuff.","People be like, I love my team, but when you be yourself, you be like, 'I ain't in that group,' LOL, friends and all that."
I had to learn to be happy with myself before I could be happy with anyone else.,I had to learn to be happy wit' myself before I could be happy wit' nobody else.
I'm done discussing on Twitter about how I miss lying next to her; what's the point?,Ah'm done talkin' on Twitter 'bout how I miss lyin' next to her; what's the point?
I'm quite fond of a good girl; I don't know why guys keep pursuing me persistently.,Ah'm real fond of a good girl; Ah don't know why fellas keep chasin' me so persistent like.
"Girls always find things out; they might not say anything right away, but they know.","Chilez always know stuff; they might not spill it right away, but they know."
"Black roses for this dying love. Now we're breaking up since we're giving up. Black roses and an early Valentine's special delivery, just for you and me.","Dey black roses for dis dyin' love. Now we be breakin' up since we be givin' up. Dey black roses and an early Valentine's special delivery, just fo' you an' me."
"I'm not a perfect person; I make many mistakes, but still, I love those who remain with me after knowing who I truly am.","Ah ain't no perfect person; Ah make a whole lotta mistakes, but still, Ah love them folks who stick by me after they know who I really be."
All men find it difficult to go a whole day without touching my breasts; it's not fair. So you're telling me I can't touch my breasts for a whole day? Tears :-(,All men find it hard to go a whole day without touchin' my boobs; ain't fair. So you're sayin' I can't touch my boobs for a whole day? Tears :-(
I do not like to discuss my problems because I dislike appearing weak or vulnerable.,Ah don't like to talk 'bout my troubles 'cause I don't wanna look weak or vulnerable.
I will continue to love you until a mute man tells a deaf man that a blind man saw a man without legs walking on water.,I gon' keep lovin' you 'til a mute man tell a deaf man a blind man seen a man without no legs walkin' on water.
"Finally, it's quite cold outside. What I need is some gloves.","Finna get chilly out here. I need some gloves, ya know."
Who is my mother to tell me how to style my hair? I told her she should mind her own business.,Who my mama gon' tell me how to style my hair? I told her she better mind her own business.
