standard_american_english,african_american_english
"I hate when someone talks about the same thing constantly, like damn, I hear you loud and clear, I just don't care.",I hate when somebody talk about the same thing constantly like damn hoe I hear yu loud and clear I jus don't give ahh fuck...
"No attitude, just being chill. I knew she wanted you and I couldn't do that to her; it would have been sour.",No attitude jus be chillen.I new she wanted yu nd I cldnt do dat to her it wlda been sour..
"I don't like when people try to tell me what to do. Oh no, that's not how it works.",Ion like when plp *try* to tell me what to do..oh no bitch dats not how it works..
"Oh wow, I'm kind of ready now... I hate that we don't have Mrs. Wallace on Tuesday. I miss arguing with her.",@nobodybut_BRITT owwe I'm kinda ready now... I hate we don't take mrs.wallace Tuesday I miss argue with her
I'm going to sleep early because I have to get up at 8 in the morning for my appointment.,Going to sleep early got to get up at 8 in the morning for my appointment
"Come on, just kill me. I'm so frustrated with these people. I'm not a cop.",Come kill me mfuck get bitch ass fuck we me niggz I not no mfuck cops mfuck
"Holy cow, bro! Lil Wayne, I know we are no limit soldiers. My brother, Da, or Mary Alex.",Holy up bro lil Wayne I he'll no I we no limit soldiers my 3bro da or Mary Alex
"We'll talk and joke around, okay? It's a big fat joke. I'm Kevin KLC, you know, P.T. Kevin Earl.",Will talk get joke ok big fat joke I'm Kev klc you p.t Kevin earl
"I still find it crazy that he has that many kids at 32. I'm the same age, and this situation gives me headaches.",@blackink12 i still find it crazy he got that many kids at 32. dude i'm the same age and this dog gives me headaches.
"Haha, you're wrong. I think he isn't used to his body. He's kind of goofy. Not sure if he's soft yet.",@AverageBro lol u wrong. I think he ain't used to his body. He kinda goofy. Not sure if soft yet
I'm not surprised. I remember when he said something inappropriate about Tim Duncan's mom.,@CalvinBenLester I ain't surprised I remember when he said something foul about Tim Duncan's mom
"Yeah, he and Ye have been doing that for the past two years, except for the chess.",@ElliottWilson @theDYNAMICS yeah him &amp; ye been doing that past 2 years.  Sans the chess
"We had mixtapes back east, though. I heard 'Mo Money Mo Problems' three months prior on a Clue tape.",@blackink12 we had mixtapes back east tho. I heard mo money mo problems 3 months prior on a clue tape
@noz you are right. Cool Breeze is the godfather. I just remember dope boys embracing that song. That spiteful chant took it beyond Dallas Fort Worth fans.,@noz u right. Cool breeze the god father.  I just remember dope boyz embracing that joint. That spiteful chant took it beyond DF fans
@TrillSmith @marsxgod that's a human being growing up. Those three identities are present on every album. It's just creative ways to display his personality.,@TrillSmith @marsxgod that's a human being growing up. Those 3 identities are on every album. Just creative ways to display his personality
"I don't have to like your music to recognize your tactics. But anyway, back to work.",I don't have to like your music to see your tactics. But anyway back to work
"@RavinJusFresh do you feel me, lol?! I had khakis and a cardigan on, I should have been good, but my beard looks angry, though, lol.","@RavinJusFresh u feel me lol?! I had khakis and a cardigan on I shoulda been good , my beard angry tho lol"
"My friend just asked me if I know who the band crew is. I'm like, hell yeah, my twin @ThatMagDontMiss is in the band crew. Hey twin, I need to talk to you.",My booney jus askd me do Ik who bandcrew is I'm like Hell yea my twin @ThatMagDontMiss is bandcrew ..aye twin I need to tty
"I walked in the house from the store. I walked into the room, and it smelled like straight cannabis. Living the good life.",Wlkd n da house from da store ..wlkd n da room.n it smelled like str8 kush... Livin da good life..
"@SMH_YeaThatsRob believe me, nephew. I know if nobody else knows, I know. Can't trust anybody; your friends will turn on you just as quickly as family will.",@SMH_YeaThatsRob believe me nephew Ik if nbdy else knws Ik..Cnt trust nbdy ya friends turn on jus as quick as fam will
"I miss my ABC, my nephew, and my sister Brit. My niece is due tomorrow; I hope she comes tonight.",Imiss my ABC n my nephew n my sis brit ..my niece due tmw I hope she cum tonight
"I said something last night that apparently struck a nerve in somebody, lol. You will be okay.",Said sumn last night apparently it striked A nerve in smbdy lol yu a b ok
"Nicknames aren't anything, but don't give anybody a title they haven't earned, especially if they can't play that role.",Nicknames ain't sht bt dnt give nbdy a title dey haven't earned..especially if dey Cnt play dat role
I have been the same girl since day one; I have never changed. I just don't tolerate your nonsense anymore.,"I've been the same girl since day one, I ain't never change I just don't take yo bullshit no more"
Joy to the woman who slept with my man; that's why he has herpes. That's what she gets for talking trash.,"Joy to the HOE she fucked my man that's why he got HERPES, That's what she get for talkin Shit"
I am going back to my sister's house tomorrow; I had to sleep in my big bed tonight.,Going back to my sister house tomorrow had to lay in my big bed tonight ..
I wouldn't be myself if I didn't receive oral sex before giving it.,I wudnt be me if  i didnt get no head before i give her head
"@LaToyaJS23, if that's the case, they should say that about Pop and the Spurs from '99 with Robinson and Duncan.",@LaToyaJS23 if that's the case they should say that about pop and the Spurs from 99 with Robinson and Duncan
"@LaToyaJS23, you traded it in? That's a really nice car. I thought you just got that.",@LaToyaJS23 you traded it in that's a really nice car thought you just got that
"Well, you better move on because once he goes, he doesn't come back!",well bxtch Yu better move on cuss once he qo maraa He dont qo back !
"Oh my gosh, my movie is on! I love this movie so much, especially because my boyfriend Meek Mill is in it.",Omg My Movie On #Streets I Love Dhs Fuckin Movie Only Bcos My BD Meek Mills In It...
"Call it what you want, but I'm going to call it how I see it. #Petty","Call It what You want, But I'm Gone Call it how I see It. #Petty"
"Everybody is out this Friday night, but I'm staying in the whole weekend. I need to catch up on some sleep.","Everybody Out On This Friday Night, I'm Staying In The Hole Weekend I Need To Catch Up On Some zzz's"
I need to go to Radio Shack for some phone cases. I just need about three.,I need to hit up radio shack for some phone cases I just need like 3
@_BreadWinner7_ We will meet you all in the conference finals if you make it past the first round.,@_BreadWinner7_ we meet y'all in the conference finals if y'all make it past the first round
"@spongebobfunny_ Yes, you do! But just because you are friends doesn't mean you need to wear the same wigs, LMAO.",@spongebobfunny_ Yes You Do But Damn Just Cuz Y'all Friends Don't Mean Y'all Need To Wear The Same Wigs LMAO
"If it weren't for the little moments, when I'm feeling down, they do the smallest, most crazy, silliest things to make me smile. I don't know what I would do! Real talk.","If it wasnt fa da lil moments, when um feelin dwn, det dey do da smallest, most crazy, silliest thangs ta make me (:, idk wut i wuld do! RNS"
Why do you get sleepy when you are cold? That's why I used to sleep so much at #PhillyHigh.,"Y when u cold, u get sleepy?? Das y i used ta sleep so much at #PhillyHigh"
"That's a damn shame. If smoking cigarettes is that dreadful, why not just stop? The problem is... I'M ADDICTED.","das a dayum shame..if smokin cancer sticks is det dreadful, y not jus stop?!?! Problem is&gt;&gt;&gt; I'M ADDICTED"
I wonder what my friend @LADiiKB_81 is up to! I haven't messed with her in a while and it seems like forever! I'm feeling some kind of way about it!,Wonda wtf mii homie @LADiiKB_81 got up! Ain fukd wit ha ass n seem lik FAEVA! &amp;&amp;um feelin SUM KINDA WAY boudit!
"I have to work hard for two aunts, one sister, and my queen, my mother. Rest in peace to you all. Real talk, true story.",Got grind for two aunt's one sister n my Queen ma duce R.I.P to yal. Real talk True Story
"I just almost got shot by the police who were harassing my brother. Nine police cars versus one car, what the heck!",just almost got shot by da pigs harassing my brother nine police cars vs one car tf
"Wait, hold up, I already rolled up/syrup is still poured up, while girls are still rolling up/ganja smoking on the sofa, her nose in the soda.","Wait,hold up i already rolled up/syrup still poured up, while bitches still roll up/ganja smoking on the sofa, her nose in the soda..."
"This year, I need everyone to find a partner who will support them completely and help them avoid trouble.","This year ima need for every nigga to get him a bitch that's gone hold em down to the bone , that gone make you stay outta bs ."
"If someone can't be honest with me, then they shouldn't associate with me at all.",If a mf can't be 100 with they shit then they don't need to fuck with me at all .
I can't stand not seeing you; it feels like I'm in prison with no visitors.,I can't stand not seeing you it feel like I'm in jail with no visits.
"If you have to go out every week, you need to be single because you don't have time for your partner.","IF you gotta go out every week you need to be single , cause you don't got time for yo nigga or bitch ."
"@Yung_Blood69 @SincinnatiRedd because I get tired of seeing her here feeling like life is hard, but just like me, she needs to get over it.",@Yung_Blood69 @SincinnatiRedd cuz I get tired of seein her n here feeling life is hard but like me get over
"I feel like I just stood in the ring for 11 rounds, and by Friday, I will either look like Pac-Man or the person who knocked him out.",I feel like I juz stood n the ring for 11 rounds and by Friday I'm either b look like paq-man or the nigga tht knocked him out
"Don't get me wrong, I don't feel sorry for myself. I know how it is; you make your bed, and you have to lie in it.",Don't get me wrong I don't feel bad for myself I know how it wake u make ur bed u gotta lay n it
"@prettigurl_Toya shaking my head, hopefully, they have a better chance of surviving in there than upstairs. Oh, is Charlie still there? Did you tell her?",@prettigurl_Toya smh hopefully booth better chance of surviving in there than upstairs oh Charlie still there. U tell her??
"I cleaned my car all by myself! @LibraSheis @prettigurl_Toya, are you all proud of me? Lol",I cleaned my car off all by myself!! @LibraSheis @prettigurl_Toya y'all proud of me???!!! Lol
"Lol, I want some watermelon Sour Patch Kids, a watermelon Arizona drink, and some hot fries, lol.","Lol i want some watermelon sourpatches , a watermelon arizona &amp; some hot fries lol"
"My stepbrother keeps zoning out and pinching his fingers, laughing out loud.",My step brova in this bitch keep zoning out and pinching his fingers and shit lls
I wish gas was powered by water; I would travel from Cahokia to the Ville every day if you wanted me to.,"Lol shit i wish gas ran by water,ill b frum Cahokia to the Ville every day if u wanted me to"
"If you are looking to work out, you better find a personal trainer! Those are the best workouts ever.","If u looking to workout ,u better find u sex trainer ! ,them the best workouts everr ."
I am debating whether I feel like rolling that up first or if I should just go straight to work.,Debating if I feel like Rollin dat shit up first or should I jus go straight wrk
Today is my last day drinking soda and cutting back on alcohol! My kidneys are not doing well!,Today is my last day drinking pop and cuttin back on drinking alcohol.! My kidneys are bad.!
"I still can't believe that on January 16th, I will have been single for a year!","I still can't believe that on Jan 16th, I will be single for a year.!"
I need to buy a better knee brace and ankle braces before I do anything else.,Need to buy a better knee brace and ankle braces before I do anything else
"I woke up in pain, but that's not stopping me from making money. Good morning!","Woke up in pain but, that's not stopping me from gettin to the money.! Goodmorning.!"
"I'm supposed to be getting dressed, but I'm just sitting here eating.",I'm suppose to be getting dressed but my fat ass sitting here stuffing my face.!
There are fake people everywhere you go. I don't know why people act surprised when they meet one.,Its fake people everywhere you go ion kno why people act surprised when they meet one
"The more I see, the more I want, and the more I give, the more blessings I receive.",The more I see the more I wnt the more I give.the more blessings I receive
"@Stug_Fent even though we don't get a video for Stug Fent Friday, how about a snippet or a collaboration with @PUSHA_T or @NoMalice757 or something?",@Stug_Fent even though we dont get a vid for stugfentfriday how bout a snippet or a collab with @PUSHA_T  or the @NoMalice757 or something
"@Stug_Fent I'm definitely down, my friend. You never know, I might throw some heat.",@Stug_Fent yo im mos def down my dude you never know i mite throw some heat
@Rated_Gorjuss why are you upset with these disrespectful guys and these rude women?,"@Rated_Gorjuss why you tripping off these hoe ass niggas , &amp; these bitch ass bitches"
Hey! What are you all smoking in California? I swear my lungs turned into green florets last night! #calibud,Yo! What the f_ck y'all smoking in Cali? I swear My lungs turned into GREEN florets last night! #calibud
I hate when I'm talking to somebody and they keep saying the same thing.,I hate when I'm talkn to somebody nd they keep says the same damn thing . .
My dad wants me to cook him some hot dogs. What is wrong with him?,My daddy wnt me to cook him some hot dogs . . What the hell wrong with him ?
"@PoppinToolys__ lol you are funny. Alright, if you think you won, then you won. It's ridiculous how some people are afraid to admit they lost, girl bye, that's childish.","@PoppinToolys__ lmao bitch you funny . . Alrite if you think you won then you won . . Damn hoes scared to say they lost , girl bye  childish"
I need to go get my jacket made so I can be like Trey Trey and show them off.,"I need to go get my jacket made . . so I can be like trey trey , nd duke them : )"
Lol he is talking about her butt dragging on the ground and her breath smelling like a box of puppies. I can't stop laughing.,Lmao he talkn bout her butt drag the ground . . Nd her breath smell like a box of puppies . . Kmsl
I hope it's raining hard in the morning. I don't want to go to school. I hate my birthdays.,I hope it's rainin hard in the morin I dnt wanna go to school . . I hate my b.days
She kept me up all night just to say she is not letting Jay go to school. That really pissed me off.,She got me up all late justed to say she not letting jay go to school . . &lt;&lt;&lt;&lt;&lt;&lt; pissed me off
"Lol, my sister-in-law is talking about how I'm just tweeting my life away.",Lol bookie talkn bout you just tweetn your life away . . that's my sister nd law : )
He keeps putting his hands on me. I'm going to confront him one day.,He stay puttn his hands on me . . Ima whoop his ass one day : )
"You are telling me to go harder, go deeper.",You telln me to go harder go harder . . Go deeper go deer : )
"LOL, wow. I have no ride, you know that. And my bike isn't here, so now it's on you.",@Memii_19 LOL WOW..I HAVE NO RIDE..U KNO DAT...AND MY BIKE AINT HERE...SO NOW ITS ON U
A relationship isn't a relationship if you all don't know how to work things out as one. I'm glad the baby came by.,A RELATIONSHIP ISNT A RELATIONSHIP IF YALL DNT KNO HOW TO WRK THINGS OUT AS 1 GLAD BABY CAME BY @Memii_19
"Lmao, Chris is a mess. Oochie coochie all night long, lmao.",Lmao Chris is a messssss oochie coochie coooooo all night long all not oooooo lmao
I just... shaking my head. Something needs to give because one day I am NOT going to be here at all.,I just ..smh something need to give cuz one day im am NOT ! Going to be here what so ever
"I'd rather look and dress differently than to look like you, her, him, and them.",I'd rather look and dress different then to look like you n her n him  n them
This little person down under my room is banging on those drums. I already know those recovering addicts are going to be loud tonight.,This lil m efer  down under my room banging them dang drums I already know these recovering crack heads gone be out tonight loud
I am working on getting another iPhone so I can group text with my friends. I miss group texting them.,Working on getting another iphone so I can group text wit my friends...I miss group texting them
I have been drinking only water and a ginger ale here and there for a week now. That's progress for me.,I've been drinking all water and a ginger ale here and there for a week now. Thats progress for me
"@RizzyRoyce215 where do you think the name came from? Lol, and I'm not unfamiliar with the green. Lol.",@RizzyRoyce215 where u think the name came from lol and I'm not a stranger to the green lol
And it's good to know that you are still the one to catch me when I fall.,And it's good to know that your still the one to catch me when I fall .
"I really, really, really, really hate being lied to. Do I look like a fool? No.",I really really really really HATE being lied to. Do I look like a dickhead? No.
"@janae_BGC10 They are wrong for jumping you while you were drunk. All bad girls get drunk, shaking my head, petty people.",@janae_BGC10 they wrong for jumping u while u drunk all bad girls get drunk smh petty hoes
Nothing is getting past me! I just keep quiet and observe the situation.,Ntn nuh pass me yiy! Just dat me keep quiet more while n pre out di ting
"Even though I can cook, my future partner better not expect me to be in the kitchen every day making sandwiches and stuff. No way, sweetheart.",Even tho I can throw down my future boo better not expect me to be up no damn kitchen erday making sammichez n shid..naa sweedy
"@JamaicanDialect You all have me stuck on your page this morning! You all have me cracking up, lol... #teamjamaican to the world!",@JamaicanDialect yow unnuh Ave me stuck pon u.nuh page for mawnin!  Y'all have me cracking up lol... #teamjamaixan to di worrrrrl!
"I won't bring down another person with the words that come out of my mouth. If I have, I'm sorry.","I won't bring down another person by the words that come out my mouth... n if I have,I'm sorry #RS"
"Why would you promise someone something if you know you can't fulfill that promise? Ugh, just don't speak!","Why the heck would you promise someone something if u know u can't fulfill that promise??? Ugh,don't speak bruhh! Just don't speak"
"I am still a Christian, and if I don't find Jesus, I know I would light everything that crosses my path.","More while maafi bill n remember seh maa Christian still,cuz if me naay find Jesus jah know me woulda light everything weh cross path"
"My little cousin lost her house key too, so she won't have anyone to let her in when she gets home from school if I leave.","Lil cousin lost her house key too,so she won't have nobody to let her in when she gets home dem school if I leave"
You can't run faster than your own shadow. Stay in your lane and don't go broke trying to look rich.,You can't run faster than your own shadow. Stay in your lane n go broke trying to look rich
"Looking back on my younger years, I have really matured a lot. I take life more seriously and meaningfully now.","Looking back on my younger years,I've really matured a lot. I take life more seriously and meaningful now"
"I just want to stay humble, stay in my lane, and watch God do big things in my life.",Just a gwan stay humble n stay Inna me lane n watch faada God do big things Inna me life
"#JamaicansBeLike *spends a 2-week vacation in the U.S. and comes home* What's up, my friend? Yo, we are living large out here, man! Real friends!",#JamaicansBeLike *spends a 2 wk vacation in the U.S and comes home* waddup ma nigga?  Yo son we big ballin ouchea bruhh! Real niggas!
#JamaicansBeLike I hope you are taking care of yourself! You are going to be a parent!,#jamaicansbelike a hope unnuh man Yuh a tekk up pon Yuh head ennuh!! Yuh weee breed!!!
"@dessydutchess lol he has to work in the morning, just hit us up tomorrow... Are you all in Henrico?",@dessydutchess lol he gotta work in the am jus hit us up toma... Y'all in henrico
I really love that @kerrywashington in Scandal. Why do they have me waiting? I want more Scandal next Thursday. :-( ,Gotta luv that @kerrywashington in scandal why they got me waiting i want more scandal next Thursday   :-(
"Since I started watching that show on Style, I can't stop shopping at @JustFabOnline. I have a shopping problem, lol.",Since i watch that show on style i can't stop shopping @JustFabOnline i have shopping problem lol.
I wonder how that comedy show was tonight. It's too bad I forgot about it; I would have gotten tickets.,I wonder how that comedy show was tonite too bad i forgot bout it would have got tickets
"Man, when my nieces get older, I hope they don't do the things I do.",Man When My Neices Get Older . I Hope They Don't Do The Shit I Do .
"@_youngANDpreddy, lol, you are a trip. Laughing at people like you with your worn-out body and no walls.",@_youngANDpreddy lol u a trip laugh at bitches like u wit ur wore out pussy no walls havin azz no
"I hate when people call me by my nickname and I don't know them that well. Like, do I know you?",@SmokeyComedyy: i hate when people call me by my nickname and i dont know them that well .. like mothafucka.. do i know you?
That's not your girlfriend; you're taking her out and giving her money while I'm with her.,Dat aint yo hoe taken her out given her money while im diccin her dwn
"God sends you challenges so you may fail, but you may also succeed and become a better person.",God sends you challenges so you may fail but you may succeed and become a better person
"I should say something, but what's the point? I'm just going to make her mad again.",I should say something but what's the point imma just get her mad again. :/
I dislike overweight people; that situation is just going to lead to trouble.,I hate fat people that shid is just go fall in that pit from 300
"@ThisGirlDesi, go to sleep because I'm going to sleep at 12 so I can say happy anniversary first.",@ThisGirlDesi go to sleep cause im going to sleep at 12 so i can say happy anniversary first
"People are going to talk about you until the day you die, and you won't be able to stop it.",People gonna talk about you until the day you die and you ain't gonna be able to stop it.
"When older people are really talking about something, it can make you feel regret or be depressed.",When old folk be really talking about something and that shid be making you regret or be depressed
"If you can make some delicious pancakes, Vienna sausages, or ramen noodles, I really like you.","If you can make some popping ass pancakes, Vienna sausages, or ramen (packet) noodles I FUCKS with you ^_^"
"@Ay_Man56, I saw you at the stop sign today leaving Patton's like you were in your own world.",@Ay_Man56 i saw u at  da stop sign today leavin pattons like u was n ur own world
"I wish my boyfriend would get home. He wants to be out with his cousins again tonight, maybe because I'm at school.",Wish my bf would get hme.. He wnts to b out with his cuzns nem again tonight mayb cuz im at school
"I haven't talked to this boy in a while, and he texted me and asked if I was here.",Havent talk to dis boy n while an he txt me an ask me was i hea. .
"I really want to take that ride, but I would be wrong, so let me go home.",Really wanna take dat ride but i would b wrong.. So let me go hme..
That's why I don't do anything for people now; they don't know how to pay me back.,Dats y I dnt do shit for MFS now dey dnt KNW how to damn #paybk
I dropped heat for two weeks; the CDs are popping with good music. You would think I'm down with Kanye West.,Drop heat for 2weeks CDs poppin good music u would think I'm down w/ yeezy
"People's mothers are still up, y'all! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark school tomorrow.",People's momma's Rey be on butt y'all asses still up ! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark school tomah
"The white boy is acting strange; he asked where I was going after school. I said, 'Your house,' and he replied, 'That's where I want you to go,' haha.",White boy is off that he holla were u going after skoo I said your house he holla ets were I want you to go ahaa
"@DreamCatcher129 I feel the same way, but unfortunately, that won't happen. This year is all about focusing on myself.","@DreamCatcher129 me too, but too bad tht won't happen, its all about doing me this year..."
I need to get my hair done or get a new hairstyle; I'm getting dates lined up.,"I need to get the hair done or a new one, I'm gettin dates lined up"
"Your ex is your best friend, and you bring him to my house! - that will get you smacked.","Ya ex is your bestfriend, you bring him to my house! - gets you smacked-"
"Ja'nyah is getting on my nerves asking for her #sem, lol, but if she were here, she wouldn't even mess with her.","Ja'nyah is gettin on my nerves asking for HER #sem, lol but if she was here she wudnt even fw her"
"Forgive me, Lord, I know I am not living right; I have to feed my family because they have a big appetite!","Forgive me lord, I no I aint living rite, gotta feed my fam cuz the gotta big appatite!"
"I heard that if you live by the gun, you will die by it... I know I am going out with a big gun by my side!","I heard if you live by the gun, you gone die by it......I NO im going out wit a big gun on my side!"
"Money equals blood and sweat; that is what it took to get it, and I will hurt you if you touch a penny!","Money=blood and sweat is wat it took to get it, and I'll slautar you if you touch a penny!"
"Forget your past, I am not a judge; I accepted you for who you are... just don't let your past catch up to you!","Fuck your past, im no judge, I accepted you for you.....just don't let your past catch back up to you!"
"Just because I'm a messed up guy, every girl I have ever been with... I end up corrupting their boyfriend and telling him where she has been!","Jus cuz im a fucked up nigga, everygirl I ever fw'.....im gone corrupt they dude, and tell him were the bitch been!"
If I know more guys who have been with you than guys who haven't... then you are not being faithful.,If I no more niggas that HAS fucked you....then more niggas that HASN'T....you a HOE
She has way too much grief built up... She needs to go see Mrs. King for real.,She has waaaay too much grief built up.... She needs to go see Mrs. King frfr
She's holding on to things that we as a family are trying to let go of!,She's holding on to shit that we as a family are trying to let go of!
@__Trruuuuu lol I'm definitely going to have to make a trip there sooner rather than later... I need to figure out if you all are just talking.,@__Trruuuuu lol I'mma def have to make a trip there sooner than later... Gotta figure out if y'all are all talk...
I'm trying to wait until the last minute of the last day to go back to Albany.,I'm trying go wait until the last minute of the last day to go back to Albany...
No class! She let me go home! The privileges of being the only person in the class!,NO CLASS!!!!  She let me go home! Privileges of being the only person in the class!
"@SapranoLife_Dez lol I didn't leave you. It was a last-minute trip, and I came right back the same day. I got you if I ever go back.",@SapranoLife_Dez lol I didn't leave you.. it was a last minute trip and I came right back the same day ... I got you if I ever go back
"Shout out to my #9 baby @PhireSpitter aka Hell and High Haze, also known as Triple H.",S/o to my #9 baby @PhireSpitter aka Hell and High Haze bka Triple H .... P PHIIIIIIII
"@Down_WithOPP honestly, they need to fix all the darn potholes on your campus because that is ridiculous! Lol.","@Down_WithOPP honestly, they need to fix ALL the gah damn pothole on y'all campus, bc that shit ridiculous ! Lol"
"@D_Fulton89 My brother is lying all over Twitter. He is not going to be in the wedding talking about me and my possible future, lol. Shaking my head, light-skinned people.","@D_Fulton89 my bro lying all on twitter, he ain't gon be in the wedding talking bout me n my possible future lol, smh light brights"
"@sheerconfusion7 Lol, that too, but girl... you know I've been overweight forever. Snacks are always available.",@sheerconfusion7 lol that too but girl...you know I've been fat since forever...snacks always on deck
"Are you dancing for a real man? Girl, you are dancing for a meal, lol.",Pop dat pussy for a real nigga? Bitch u poppin dat pussy for a meal nigga lol
You can't rap about designer clothes and making money but want a free video or a free beat. That's backwards. Video directors and producers need to get paid too.,U cant rap abt designer nd u gettin money but want a free video or a free beat dats backwards video directors nd producers gotta get paid 2
I'm not spamming your timeline to get retweets; I actually want you all to listen to some good music.,Im not spammin yall tl to get retweets i actually want yall to listen to some good music
"In the neighborhood on the block, pulling 24s like I'm a vampire. Her body is tighter than a cramp, and I handle it like it's band camp.",In da hood on da block pullin 24s like ima vamp her pussy tighter den a cramp nd i beat it up like bandcamp
"You are in and out of clubs all week, but you don't have a job. #DisQualified",U in and out of clubs all week but u dnt got no job #DisQualified
"This guy goes hard; he represents the east side as far as bars go. @LilHerbie_Ebk, you need to collaborate with us. #NukeCityEnt, for real.",Dis nigga herb go hard he got da eastside as far as bars go @LilHerbie_Ebk u need to do fuck wit us #NukeCityEnt real shit doe
"I might not be Jay-Z, but my daughter doesn't want for anything. If she needs it, she gets it.",I might not b jay z but my daughter dont want for shit if she need it she get it
I have to get up bright and early for work! It feels good to say that again.,I gotta get up bright and early for work! It feel good to say dat again
"People forget about someone right after I hit on them, like point me to the kitchen.",Mob forget a bitch rite after i hit da bitch like point me to da kitchen bitch
"My mom wants me to drive to Coney Island just to get some bacon, lol what the heck.",My mama went me to driving to Coney Island an just to get some Bacon lol wtf
That same person will be in a relationship with a troublesome individual and keep taking them back; it's crazy.,that same person will be in a relationship with a trifling motherfucker and keep taking them back shits crazy
"My parents always have to say something to me, and I mean for no reason. Ugh.",My parents alwayss Gotta sayy something me too meann too me for no reason Ughh :(
"@SouthSide_Losoo I don't know, but I like it now. I guess I have to get used to it.",@SouthSide_Losoo idk but i lik it now doe i got use too it doe now i guess
"@PHATBLACKBARBiE For your information, how did you figure that out? I was smoking with you at Tay's house.",@PHATBLACKBARBiE FYI how u figure dat and I was smoking wit u @ tay crib
I need to learn how to work with what I have and stop living in the past.,Gotta learn how to work w| wat I got n stop living in the past...
"I know this guy, and he's the luckiest guy in the world, but he doesn't realize it.",I know this guy and he's the luckiest guy in the world ... But he's unaware
It's crazy how you can look me in the face and lie to me without any problem.,It's krazi how yhu can look meh n mi face &amp; lie 2 meh wit no problem
I'm really hungry. *looks in the fridge and grabs a hamburger and fries* I guess I'm going to cook.,In hungry af *looks n fridge &amp; grabs hamburger &amp; fries* guess I'm finna cook
"I'm just messing with you, lol *walks away because I'm still done with you*",@girlsluvSoSweet ik jux messing wit yhu lol *walks way kuz I'm still dne wit yhu*
"But in the meantime, I'm about to smoke this loud while waiting for him to clock out.",But iin dha mean tyme fiinna blaze up dhis louD while waitin fahh hiim to clock out.!
"People talk trash and then get their consequences, that's just the real deal.","Bitches Talk Shit , And Get Their Shit Split , That's That #Trill Shit (:"
"If he or she is not good enough to take home, don't sleep with him or her because there's a possibility they may become your child's mother or father. #wisdom","If s/he's not good enough to take home, don't lay with him/her cause there's a possibility they may become your baby's mama/daddy #wisdom"
Hold on... how can you have more hair on your chest than around your hairline? o_0,Hol' on...how can you have more hair on your chest than around your edges?!  o_0
Is it childish that I change the channel when a commercial for a scary movie comes on?,Is it childish that I change the channel when a commercial for a scary movie comes on?
"I know I should be eating something, but honestly, I don't feel like it.","I know I should be eating something, but quite frankly, I don't feel like it..."
"I know some attractive people who aren't very photogenic, and some not-so-attractive people who take flawless pictures!","I know some attractive people who aren't very photogenic, and some not so attractive folks that take flawless pics!"
It's not that we don't exist; it's just that you all are not ready for us and/or are just looking in the wrong places.,"It's not that we don't exist, it's just that y'all not ready for us and/or just looking in the wrong places"
My singing voice definitely isn't as good as it could have been if I hadn't stopped singing.,My singing voice definitely isn't as good as it could've been had I not stopped singing...
That awkward moment when you were pretending to listen and now you realize a response is required.,That awkward moment when you were pretending to listen and now you realize a response is required.
I'm glad I know who my real friends are rather than just walking around clueless.,I'm Glad Ik Who My Real Friends Are Than To Jss Be Walkn Around Clueless And Shit
"Happy Haitian Independence Day to all my Haitians and those associated with Haiti. Never mind, enjoy!",Happy Haitian Independence Day to all my Haitians and Haitians by association or pene.... Nvmd  Enjoy all!
"@Johnnyd_24, what about family? I'm trying to hang out this year for sure; I already have babysitters lined up, lol.",@Johnnyd_24 what about family im trying to kick it this year for sure already got baby sitters lol
"I just received a disrespectful call, but all I could do was laugh because I don't engage with that. Talk to me face to face; you just saw me.",Just got a disrespectful call but all i could do is laugh cause i don't feed into that.Talk to me face to face u just seen me
"I've been riding solo except for my close friends for almost three years, so don't come at me with that.",I've been riding solo other than my circle for almost three years so miss me with that shit
"I do have those tweets up, just for you. I don't know how, but I took like three months off to be with my family.",I do got dem tweets up .on ya ass .idk how doe I took like shree months off to be wid my shrimp
"I prayed to God to help me identify my enemies, and the next thing I knew...",I prayed to God to help Me spot my foez next thing ya kno &gt;&gt;&gt;
"If you don't give shoutouts, follow back, or retweet, what are you even doing on Twitter?","If you don't do S/O ,FOLLABACK, or RETWEET wat da fuck you on Twitter for?"
Follow my friend @bugggy10 because he just updated his page. Support the family!,FOLLA MY BOI @bugggy10 DOE HE JUH REED.UP ON A NEW PAGE FUCK WIT DA FAM
"That look you give me before you whisper in my ear and tell me it's mine... yeah, I love that.",That look you give me before you whisper in my ear and tells me its mine...yeah i love that shit.
"It's 2013, and I'm trying my best not to dislike people, especially if it's someone I love, like family.",It's 2013 I'm trying my best not to dislike people especially if it's someone i love family
"I don't know why this crazy man of mine takes everything so seriously. Oh my God, he's a big baby.",Idk why this crazy man of mines take everything so serious omg he a big ass baby
"I don't know why people think they are doing something by trying to turn my man against me. Reality check: give up, it will never work.",Idk why people think they doing something by trying to turn my man against me reality check: give up it'll never work
"It took him almost losing his life for her to realize he is her only son, and that's her baby.",It took for him to almost loose his life for her to realize he her only son &amp; that's her baby
You can see everything in Raqi's face that she is being dishonest; she is a jealous person.,U can see all in Raqi face that she on bullshit she a hating ass bitch
