aae_from_sae,standard_american_english
You belong to me tonight..... All I wanna do is make love slow...... I love Trey Songz.,You belong to me tonight..... All I want to do is make love slowly...... I love Trey Songz.
I'm feelin' real down right now; all I need is my ride and I'll be good.,I'm so unhappy right now; all I need is my car and I'll be fine.
"First the drink, then the feelings, and last but not least, the drunk call or text.","First the drink, then the emotions, and last but not least, the drunk phone call or text."
"I ain't never say I need a man; I always say I want one. I ain't in a place where I need one; it ain't like I'm 35 and never been married, right? Lol.","I never say I need a man; I always say I want one. I'm not in the position where I need one; it's not like I'm 35 and never married, right? Lol."
"I wanna help out, but every time I help a dude out, they just disappear on me.","I want to help out, but every time I help a guy out, they go missing on me."
"If you know my favorite car, drink, clothes, makeup, color, and my favorite thing to do, then we can get hitched, lol.","If you know my favorite car, drink, clothing line, makeup brand, color, and my favorite thing to do, then we can get married, lol."
"If you was there for me when I was down, trust, I gotchu when I come up.","If you were the main person there when I was down, then trust me, I will support you when I come up."
"Two folks can be thinkin' the same thing, but you ain't gon' know each other's thoughts unless y'all ask.","Two people can be thinking the same thing, but you will never know each other's thoughts unless you ask each other."
"Admittin' you wrong ain't givin' in; it's just growin' up. I always own up to my mistakes 'cause if I don't, I ain't gon' learn from 'em.","Admitting you are wrong is not giving in; it's growing up. I always admit to my mistakes because if I don't, I will never learn from them."
@Khalessi13 I'ma try tomorrow. This flu been hittin' me hard for a week now. I need a nurse! Lol!,@Khalessi13 I'll try tomorrow. This flu has been really tough on me for a week now. I need a nurse! Lol!
@Khalessi13 yeah... it would help if I ain't have Ebola! Lol! I don't wanna be the outbreak monkey at work. I think that's how I got sick.,@Khalessi13 yeah... it would just help if I didn't have Ebola! Lol! I don't want to be the outbreak monkey at work. I think that's how I got sick.
Them folks really on La Chat's page talkin' bad 'bout her. Now y'all goin' too far! Lol.,Those people are really on La Chat's page talking badly about her. Now you all are going too far! Lol.
I take care of my lil' brother and sister like they my own kids. Lol.,I take care of my little brother and sister like they are my kids. Lol.
"Hell yeah, Renzo... you know you somethin' else if you came to class less than I did!","Hell yeah, Renzo... you know you are something else if you came to class less than I did!"
"Man, my 6-month-old lil' cousin up and givin' me and @Ke_with_a_smile a hard time!","Man, my 6-month-old little cousin is up and giving me and @Ke_with_a_smile a hard time!"
I got approached today by a cute lil' redhead... I guess I still got it. Lol.,I got approached today by a cute little redhead... I guess I still have it. Lol.
"'Cause I can make a whole lotta money easy, but I'd rather grind for it.","Because I can make a lot of money easily, but I would rather earn it by working hard."
"Since I'm kinda messy, I switched my Twitter name to somethin' y'all can vibe with!","Since I'm quite messy, I changed my Twitter name to something you all can relate to!"
I woke up 'cause I heard money callin'... I can't sleep with all this money talk.,I woke up because I heard money calling... I can't sleep with all this talk about money.
I woulda come back for you; I just needed time to handle my business.,I would have come back for you; I just needed time to do what I had to do.
I'm so mad 'bout Olivia's hair in this interview... What that black and brown piece doin'? #LNHHNY,I am so upset about Olivia's hair in this interview... What is that black and brown piece doing? #LNHHNY
Hold up... I'm seein' way too much on my timeline right now... Mandeecees a child molester?!?!?! #icant,Wait a minute... I'm seeing way too much on my timeline right now... Mandeecees is a child molester?!?!?! #icant
@rickyrozay a few hours ago I sent you some fire tracks for MMG for 2013! I believe in you!!!!,@rickyrozay a few hours ago I sent you some great tracks for MMG for 2013! I believe in you!!!!!
"I love, love, love, love, love, love, love, love, love, love, love, love, love, love, love, love you...!!!! @jadarienGadison","I love, love, love, love, love, love, love, love, love, love, love, love, love, love, love, love you...!!!! @jadarienGadison"
2013??? Hold up..!!!! So women still get mad over other women's boyfriends??!!! Get outta here.,2013??? Wait a minute..!!!! So women still get upset over other women's boyfriends??!!! Get out of here.
#SinceWeBeingHonest these women really need to respect theyself before confrontin' a dude 'bout respectin' them.,#SinceWeBeingHonest these women really need to respect themselves before confronting a guy about respecting them.
"Soon as he saw us, I said, ""Hey Dad,"" and he kinda stumbled sayin' hey, but he did.","Because as soon as he saw us, I said, ""Hey Dad,"" and he stumbled to say hey, but he did."
"He thought we was 'bout to argue. Nah, I’m done arguin' with girls 'bout guys; that ain't worth it. But I’m chillin' with my main in New York.","He thought we were going to argue. No, I am done arguing with girls over guys; that is pointless. But I'm chilling with my main in New York."
"You ain't never gon' find time for nothin'; if you want it, you gotta make time for it.","You'll never find time for anything; if you want it, you must make time for it."
"Oh my God, that pain done came back. I think I need to hit up the Emergency Room.","Oh my God, that pain has returned. I think I need to go to the Emergency Room."
"And from that last tweet, you can see I’m that girl, and I’m really in love with a boy. And I don’t think they see it at all!","And from that last tweet, you can see I am that female, and I am really in love with a boy. And I don't think they see it at all!"
"@JBurna_Suave @Oh_Shelia_ Why she gotta use it on me? And why y'all listenin' to ""Man Down""?","@JBurna_Suave @Oh_Shelia_ Why would she use it on me? And why are you listening to ""Man Down""?"
And the Ravens gon' beat the Broncos. Whoever win that game gon' represent the AFC in the Super Bowl.,And the Ravens will beat the Broncos. The winner of that game will represent the AFC in the Super Bowl.
"I love my lil cousin to death, but she be gettin' on my nerves, lol. #family","I love my little cousin to death, but she gets on my nerves, lol. #family"
"Paige need to go on somewhere; ain't nobody like her with Emily anyway. She the head of the -A Team anyway, I think.","Paige needs to go away; nobody likes her with Emily anyway. She is the head of the -A Team anyway, I believe."
"Aww, Toby. You be gettin' on my nerves, but at the same time, I love you, smh.","Aww, Toby. You get on my nerves, but at the same time, I love you, smh."
"Nicki know she ain't wanna say yes, but she figured she might as well 'cause she gon' get through it anyway.","Nicki knows very well that she didn't want to say yes, but she thought she might as well because she is going to get through it anyway."
"I just learned a new way to dry hair extensions, lol... the stuff you pick up in a salon.","I just learned a new way to dry hair extensions, lol... the things you learn in a salon."
"@XoXo_Dee_ lol yeah, I miss them days. I saw you passin' by my way one day.","@XoXo_Dee_ lol yeah, I miss those days. I saw you passing by on my end one day."
"Ahhh, the girl mad I kicked her outta my bed, she ain't my girl like #swerve girl #woahdere!","Ahhh, the girl is mad I kicked her out of my bed, not my girlfriend like #swerve girl #woahdere!"
"@femalesaintshxt boy, get real, lol me and Nunu ran the school with them shoes, boy.","@femalesaintshxt boy, get real man, lol me and Nunu ran the school with the shoes, boy."
This person real annoying in this movie. I wanna jump through the screen and smack her.,This person is really annoying in this movie. I want to jump through the screen and smack her.
"They had me goin' to the store six times today, and then the last time I came back with the wrong item, so I had to go back again.","They had me going to the store six times today, and then the last time I came back with the wrong item, so I had to go back again."
Why did everybody wanna be a rapper at one point in their life? Lol.,Why did everyone want to be a rapper at one point in their life? Lol.
A girl told me and my dad that every girl gon' have that one guy she can be with anywhere at any time. #true,A girl told me and my dad that every girl is going to have that one guy she can be with anywhere at any time. #true
Shahara said Deja lied and said Jr. ain't ugly. I can't stop laughin'; she got me 'bout to pee myself!,Shahara said Deja lied and said Jr. is not ugly. I can't stop laughing; she has me about to pee myself!
I hope Deja stay in Twitter jail; she talk too much and she stole my candy.,I hope Deja stays in Twitter jail; she talks too much and she stole my candy.
"No junior high, you better not say nothin' tomorrow 'cause I'ma ask, do you even know him? I been crunchin' all day.","No junior high, you better not say anything tomorrow because I'm going to ask, do you even know him? I’ve been crunching all day."
"I doubt I’m gettin' a text from him anytime soon, maybe 24 hours from now!","I doubt I will get a text from him anytime soon, maybe 24 hours from now!"
"I gotta work on that rap flow with Kae, Terrell, and Terrance later on. This gon' be hard; I don’t know nothin' 'bout Thomas Jefferson and I don’t know how to rap.","I have to work on that rap flow with Kae, Terrell, and Terrance later on. This is going to be hard; I don't know anything about Thomas Jefferson and I don't know how to rap."
Shahara? You ain't gon' have your cornbread? Laughin' so hard. Free @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER.,Shahara? You won't have your cornbread? Laughing so hard. Free @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER @TRUE_H00PER.
"@hisFAVqirl @hunnabandz4life I said the same thing, but I ain't trippin'. That’s nasty.","@hisFAVqirl @hunnabandz4life I said the same thing, but I'm not tripping. That's disgusting."
"It’s messed up, but big bro, I gotchu forever. Until things get better, I’m shoutin’ FREE ROD wherever I go!","It's messed up, but big brother, I'm going to hold you down forever. Until things get better, I'm screaming FREE ROD wherever I am!"
"@CallMeKiyaO you and my mama so wild, I’ll be super dry before I step outside -_-","@CallMeKiyaO you and my mom are so crazy, I'll be super dry before I go outside -_-"
"Man, I dipped outta work at the Georgia Dome early to get home and catch the game. You think I’m finna chill with some 49er fans? Hell nah!! #Falcons","Man, I left work at the Georgia Dome early to come home and watch the game. You think I'm going to sit around some 49er fans? Hell no!! #Falcons"
"I’m tryin’ to feed the whole crew, but I ain’t Slim. Even though I be rockin’ a snapback with a cocked brim.","I'm trying to feed the whole squad, but I'm not Slim. Even though I wear a snapback with a cocked brim."
"Ain't no doubt, I appreciate it, my dude. Yeah, I'm still holdin' it down for now.","No doubt, I appreciate it my friend. Yeah, I'm here still holding it down for the time being."
"Yo @TAshaMAC_215, I'm goin' hard right now. Lol, K.P must still be sleepin'; he usually be wildin' out by now @ImJusKP.","Hey @TAshaMAC_215, I'm going hard right now. Lol, K.P must still be asleep; usually, he is wilding out by now @ImJusKP."
"@DBoyDeon, you ain't really from the hood; you just chillin' in them neighborhoods fixin' them cars for the old folks for they food stamp cards. LMAO.","@DBoyDeon, you aren't really from the hood; you just hang out in the neighborhoods of those cars, fixing them for the elderly for their food stamp cards. LMAO."
745 with the Gucci interior. I see a real man when I look in the mirror. @gucci1017.,745 with the Gucci interior. I see a real man when I look in the mirror. @gucci1017.
"I be hittin' the bed 'round 10 PM every night now, even on the weekends. You know New Bern ain't about nothin'!","I go to bed around 10 PM every night now, including weekends. You know New Bern isn't about anything!"
Regret be a sign that we gon' feel sorry later if we keep doin' what we ain't supposed to do.,Regret is a notice that we will be sorry later if we keep doing what we should not do.
"@PunkeyZooster I messed up, my bad! Hope you ain't gon' stay mad at me forever, fam.","@PunkeyZooster I messed up, my bad! I hope you don't stay mad at me forever, dude."
"@Chris1200Vet @SHEno_sheBAD Lol... Y'all need to stop playin', that was some New Year stuff, but if y'all serious, I’ll be back on the 12th.","@Chris1200Vet @SHEno_sheBAD Lol... You all stop playing, that was some New Year stuff, but if you are serious, I will be back on the 12th."
"@Kwanny_VL that’s who I was tryin' to tell you 'bout in October, the one Chief set up.","@Kwanny_VL that is who I was trying to tell you about in October, the one Chief set up."
"Wolfgang, we rock, crack rock, and that was expected like Jayceon whenever he name drops.","Wolfgang, we rock, crack rock, and that was expected like Jayceon whenever he name drops."
"I'm in the shower, and this lil dude just strolls in, toss my clothes on the floor, and pees all over the toilet. He probably peed on my stuff too.","I'm taking a shower and this little guy just walks in, throws my clothes on the floor, and urinated all over the toilet. He probably urinated on my stuff too."
"If I was in Selma, things would be way different. I wouldn't even come home 'til 'bout 2.","If I were in Selma, things would be different. I wouldn't come home until about 2."
"Yeah, these women actin' like they the main event, but they ain't never been no side piece. This really got me frustrated.","Yes, these women are acting like they are the main attraction, but they have never been a side piece. This is really frustrating me."
"I'ma keep it real, yeah, I been a #OOMF and a side piece. But if you think I'm dumb enough to do that again, you trippin'.","I'm going to be honest, yes, I have been a #OOMF and a side piece. But if you think I'm foolish enough to do that again, you are crazy."
"I done learned my lessons, and I ain't tryin' to go through the same mess again.","I have learned my lessons, and I am not trying to go through the same situation again."
"Just keepin' it real, Ken need to tell both y'all the truth and stop lettin' this go on and on. For real.","Just to be real, Ken needs to tell both of you the truth and stop letting this go on and on. For real."
"If only y'all knew how bored I am. Jesus, please be with me. I'm so bored, laughin' my ass off. Somebody need to slide in my DMs.","If only you knew how bored I am. Jesus, please be with me. I'm so bored, laughing my ass off. Somebody needs to slide into my DMs."
"@LatriceLaconnya lol. Damn, you been at it all day. But I'm just speakin' in general.","@LatriceLaconnya lol. Damn, you've been at it all day. But I'm just speaking in general."
"I was broke before, so I'ma be broke again. Man, that don't sound right, but what it sound like is a good year for me!","I was broke before, so I'll be broke again. Man, that doesn't sound right, but what it sounds like is a good year for me!"
"I need it like you do, @BericDaKidd17th @Lil_Cuzin. If I ain't need it, they wouldn't have prescribed it to me, man. Lol!","I need it like you do, @BericDaKidd17th @Lil_Cuzin. If I didn't need it, they wouldn't have prescribed it to me, man. Lol!"
"I keep a whole lotta numbers in my phone. I'ma be real with you, girl, you the only one I want.","I keep a lot of numbers in my phone. I'm going to be honest, girl, you are the only one I want."
"I ain't never been hit, and a dude better keep his hands to himself or he gon' face the consequences.","I've never been hit, and a guy should keep his hands to himself or face the consequences."
"My mama dark-skinned, my daddy dark-skinned, so where you think I get it from?","My mom is dark-skinned, my dad is dark-skinned, so where do you think I get it from?"
They can't put nothin' on the internet that ain't true. Where you hear that from? The internet?,They can't put anything on the internet that isn't true. Where did you hear that? The internet?
"Pick her up on your skateboard, lol. @KeepinIt_R3LL: I wanna go to the movies with my girl, but I don't think I'ma have my car soon enough.","Pick her up on your skateboard, lol. @KeepinIt_R3LL: I want to go to the movies with my girlfriend, but I don't think I'll have my car soon enough."
"I remember when we had to hit up them proxy sites in 9th grade just to get on Facebook, laughin' out loud.","I remember when we had to go to proxy sites in 9th grade just to access Facebook, laughing out loud."
"My phone was straight trash. I got mad and threw my EVO at the wall today... my bad, Sprint.","My phone was the weakest link. I got angry and threw my EVO at the wall today... my bad, Sprint."
"I don’t hate nobody, but I really don’t like that some folks ain’t who I thought they was.","I don't hate anyone, but I do dislike the fact that some people are not who I thought they were."
"You ain't gettin' my money, so we gotta break up if love ain't enough!","You won't get my money, so we need to break up if love isn't enough!"
"@DominiqueDaDiva, how you doin'? What's your email? I want you to check out this track and let me know what you think.","@DominiqueDaDiva, how are you doing? What's your email? I want you to listen to this track and give me your feedback on it."
"@DJBONES7 This was like last week, fam. I need you to hear somethin', but I ain't know what email to send it to.","@DJBONES7 This was like last week. I need you to hear something, but I didn't know what email to send it to."
"@CHUCK_KING_ Ayo, I'ma hit you up a lil' later today. I need your help with somethin', and I'ma see if you just playin'.","@CHUCK_KING_ Yo, I'm going to hit you up a little later today. I need your help with something, and I'll see if you're just playing around."
"@Famethebarbie I just got your email, appreciate the support. That’s @FreshPaint4U's new single 'bout to drop.","@Famethebarbie I just got your email, thanks for the support. That is @FreshPaint4U's new single about to be released."
@TTLadyLuscious Can you check out this track from @FreshPaint4U? I know y'all gon' like it.,@TTLadyLuscious Can you listen to this track from @FreshPaint4U? I know you all would like it.
"@iamdjblackout I need your email, bruh, so you can hear this new radio single from @FreshPaint4U.","@iamdjblackout I need your email, man, so you can hear this new radio single from @FreshPaint4U."
"Nah, I don’t, but when we hit up D.C., I’ll hook you up with someone who do know him.","No, I don't, but when we go to D.C., I'll introduce you to someone who does know him."
"Happy New Year! You had a dope 2012, and here’s to an even better 2013. Safe travels too!","Happy New Year! You had an amazing 2012, and here's to an even better 2013. Safe travels too!"
"Folks gon' always come back, but when a good woman is gone, she gone for good. Trust and believe.","People will always come back, but when a good woman is gone, she is gone forever. Trust and believe."
"Kicking doors, shouting, shooting. The police got called and showed up quick, but not quick enough. The thugs came back, police got called again, and they was back in seconds! Three arrested. #DPD","Kicking doors, shouting, shooting. The police were called and arrived quickly, but not quickly enough. The thugs returned, the police were called again, and they were back in seconds! Three arrested. #DPD"
"I ain't expect nobody to buy nothin' for me. I’ma take care of myself; if I want it that bad, I’ll get it on my own.","I don't expect anyone to buy things for me. I will provide for myself; if I want it that badly, I will buy it on my own."
"Oh for real??? I ain't even got on-demand no more 'cause the box ain't turnin' on, ya feel me? :(",Oh really??? I don't even have on-demand anymore right now because the box doesn't turn on anymore :(
Late nights and early mornings <----- I done been through a few of 'em... and it ain't easy... I been through a lot.,Late nights and early mornings <----- I have experienced a couple of them... and it isn't easy... I have been through a lot.
"Me and my brother just took my momma's car, lol. We on our way to Johnny's pizza. She gon' freak out when she see her car gone, lol.","My brother and I just took my mom's car, lol. We are on our way to Johnny's pizza. She is going to freak out when she sees her car is gone, lol."
"My momma called and said, 'Where my car at!!!' I called the po-po, and I'm comin' for y'all! Lol, it's too funny.","My mom called and said, 'Where's my car!!!' I called the police, and I'm going to get you all! Lol, it's hilarious."
I always have good days at school... I ain't even complain no more 'cause it is what it is. I gotta go regardless.,I always have good days at school... I don't even complain anymore because it is what it is. I have to go regardless.
"@1037theq @justinbieber I'm 17 and I'm tryna win this contest. Been tryin' to get them tickets for months. I love you, Justin! #BELIEVEACOUSTIC","@1037theq @justinbieber I'm 17 and I'm eager to win this contest. I've been trying to get tickets for months. I love you, Justin! #BELIEVEACOUSTIC"
"He said somethin' to me 'bout gettin' a dude for him, but I'm good. That’s childish and don’t matter.","He said something to me talking about getting a guy for him, but I'm good. That is childish and irrelevant."
Forget his feelings 'cause he showed me he ain't care 'bout mine.,Forget his feelings because he showed me he didn't care about mine.
"@CallMeHinnant @pysco_darebel @goo121 @mookadean121 @noonjune y'all better not ever want no house, car, or credit card.","@CallMeHinnant @pysco_darebel @goo121 @mookadean121 @noonjune you all better not ever want a house, car, or credit card."
I had a random convo with @GiftOf_GAB when she thought the ground beef came in the box with Hamburger Helper.,I had a random conversation with @GiftOf_GAB when she thought the ground beef came in the box with Hamburger Helper.
"@MsEbo28 Ayy, as long as I know you, I missed you. We gotta chill this year, show me how you do it, lol.","@MsEbo28 Sweet, just as long as I know you, I missed you. We have to hang out this year, show me how you do it, lol."
You was my main partner. You the most popular person in the city. I need to stop messin' with you.,You were my main partner. You are the most popular person in the city. I need to stop messing with you.
"This dude called me just to get me all worked up, argue with me, curse me out, then go to sleep on the phone! The struggle, man.","This guy called me to get me worked up, argue with me, curse me out, and then go to sleep on the phone! The struggle."
"When I get married, Candace gon' be my flower girl, Destiny gon' sing, and Rikaa gon' be the preacher.","When I get married, Candace will be my flower girl, Destiny will sing, and Rikaa will be the preacher."
I’d rather have 30 minutes of somethin' wonderful than live my whole life with nothin' special.,I would rather have 30 minutes of something wonderful than live my whole life with nothing special.
"I'm 'bout to call it a night and get some sleep. I'm tired, and my baby girl ain't sleepy at all. @Montana_BandzUp, come get yo' child.","I'm about to call it a night and get some sleep. I'm tired, and my daughter is not sleepy at all. @Montana_BandzUp, please come get your child."
"I wanna go to the Irvington game tomorrow, but I also wanna see my baby do her thing at her away game.","I want to go to the Irvington game tomorrow, but I also want to see my baby in action at her away game."
"When folks say they on they set, they ain't really involved; they just like how the flags look.","When people say they're on their set, they're not really involved; they just like how the flags look."
"People gettin' shot every day, so I just wanna thank @AdeAWeekAYear, @aswashington, @MrVanGriffin, and @mrdefoster for keepin' me outta them streets.","People are getting shot every day, so I just want to thank @AdeAWeekAYear, @aswashington, @MrVanGriffin, and @mrdefoster for keeping me out of the streets."
"It seem like no matter how good of a friend I am, I always come in second place to everybody.","It seems that no matter how good of a friend I am, I always come in second place to everyone."
"I’m so proud of myself; I done completed the Insanity program. Ain’t no joke, I’m 'bout to pass out (taking deep breaths in between words).","I am so proud of myself; I completed the Insanity program. It's no joke, I am about to pass out (taking deep breaths in between words)."
I been the nice guy for too long and I’m tired of folks takin’ advantage of me.,I have been the nice guy for too long and I am tired of being taken advantage of.
"True greatness ain’t achieved through lies, illusions, theft, or deceit. True greatness come from passion and hard work.","True greatness is not achieved through lies, illusions, theft, or deceit. True greatness is achieved through passion and hard work."
"Ayo @GotThatCranaack, I’ll be free in the mornin’ tomorrow. Hit me up when you wake up.","Hey @GotThatCranaack, I will be free in the morning tomorrow. Call me when you wake up."
"@XoGorgeousMe, nah, you just ain’t found the right one yet, but I’m always here, lol.","@XoGorgeousMe, no, you just haven't found the right one yet, but I am always here, lol."
"Next time we do that when she workin' from 2 to 10:30, we gon' have more time.","Next time we do that when she works from 2 to 10:30, we will have more time."
"Ain't no more Mr. Nice Guy for me, I'm tired of it. No more 'How you doin'?' and more 'What's up, bitch?'","No more Mr. Nice Guy for me, I'm sick of it. No more 'How are you doing?' and more 'What's up, bitch?'"
"La'Carri, my diary, be so irritatin'. He keep callin' my name like, 'Boy, I hear you!'","La'Carri, my diary, is so irritating. He keeps calling my name like, 'Boy, I hear you!'"
Let me stop talkin' 'cause I was on the phone with my diary for 4 to 6 hours and they ain't even notice I had my headphones in.,Let me stop talking because I was on the phone with my diary for 4 to 6 hours and they didn't notice I had my headphones in.
"Oh, you know that one button that's shaped like a teardrop? Press that.","Oh, you know that one button that's shaped like a teardrop? Press that."
"When I told my mama how many tweets I got, she said I need to go to Twitter rehab.","When I told my mom how many tweets I have, she said I need to go to Twitter rehab."
"My brother-in-law just walked all the way to my crib, and now my sister ain't here, so he gotta walk all the way back home in the cold. Smh.","My brother-in-law just walked all the way to my house, and now my sister isn't here, so he has to walk all the way back home in the cold. Smh."
"My sister better hurry up, or it’s gonna be over for her when she step in this house.","My sister better hurry up, or it's going to be over for her when she gets in this house."
"Movies I can watch on repeat include Shottas, 21 Jump Street, I Am Legend, Spit on Your Grave, Wrong Turn 4, Best of Apes, and Disney Pixar's Up!","Movies I can watch repeatedly include Shottas, 21 Jump Street, I Am Legend, Spit on Your Grave, Wrong Turn 4, Best of Apes, and Disney Pixar's Up!"
I was the type of woman who ain't care 'bout no guy; either you with me or you ain't!,I was the type of woman who didn't care about any guy; either you are with me or you are not!
I ain't buyin' no food. Get me two Junior Bacon Burgers from Wendy's and a fry.,I just won't buy food. Buy me two Junior Bacon Burgers from Wendy's and a fry.
"I trust my crew, and I’ma ride for my crew!","I trust my squad, and I will defend my squad!"
"I'm feelin' kinda sleepy, but once I get up to hit the bathroom, it’s probably gonna be a wrap!","I'm kind of getting sleepy, but once I get up to use the bathroom, it's probably going to be over!"
"People keep askin' me if I'm pregnant again. Nah, I'm just eatin' good!","People keep asking me if I am pregnant again. No, I'm just eating well!"
Datin' a dude with a baby mama is a straight fail! They still gon' be messin' around unless you know they really done with each other!,Dating a guy who has a baby mama is an epic fail! They will still be messing around unless you know they are really done with each other!
Ain't no way I'm drinkin' this straight. I ain't used to it yet. I need somethin' bright and early to mix with it!,There is no way I can drink this straight. I am not used to it yet. I need something bright and early to mix with it!
I ain't got time for new friends 'cause I don't even deal with the old ones.,I have no time for new friends because I don't even put up with the old ones.
"The only person who really gets me is me, and the only one I fear is God.","The only person that truly understands me is me, and the only person I fear is God."
"School in the mornin' for the kids, then it's time for me!","School in the morning for the kids, and then some me time!"
"Ain't nobody's happiness supposed to be at stake 'cause of their skin color. What the heck, y'all need to go back to history class, third grade!","Nobody's happiness should be at stake because of their skin color. What the heck, take yourselves back to history class, third grade!"
"I thought things would be different this time, but they still the same.","I thought things would be different this time, but they are still the same."
It look real. I could see him gettin' it two years ago when Sanchez was takin' 'em to the AFC Championship and they looked like a good coach/QB combo.,It looks real. I could see him getting it two years ago when Sanchez was taking them to the AFC Championship and they looked like a good coach/QB combination.
True! I gotta switch that with a drink though 'cause you already got all that cake.,True! I will have to switch that with an alcoholic beverage though because you already have all that cake.
I'm real disappointed in @AroundTheHorn today. Jemele Hill and Pablo Torre should never be on that show.,I am very disappointed in @AroundTheHorn today. Jemele Hill and Pablo Torre should never be on the show.
Ain't no point in me gettin' my hair done 'cause I ain't in the mood no more.,There is no point in me getting my hair done because I am not in the mood anymore.
This the perfect time to read a book. I need to get me a Nook or iPad soon.,This is the perfect time to read a book. I definitely need to get a Nook or iPad soon.
"I can't even focus on Chicago Fire 'cause I'm tuned into Twitter right now, lol.","I can't even focus on Chicago Fire because I'm tuned into Twitter right now, lol."
"With all this snow comin' down tonight, I'm glad I ain't flat ironed my hair today.","With all this snow coming down tonight, I'm glad I didn't flat iron my hair today."
"I just saw a dude use a payphone... it's 2013. They givin' away free phones, my man, come on.","I just saw a man use a payphone... it's 2013. They are giving away free phones, my man, come on."
I just want my friend to know this some dumb stuff. It's cold outside.,I just want my friend to know that this is some dumb stuff. It's cold outside.
"They let a team come back from 0 to 14, laughin' out loud. I ain't feelin' Washington D.C.; I really ain't.","They let a team come back from 0 to 14, laughing out loud. I don't care for Washington D.C.; I really don't."
I just got another invite to one of my homegirl's baby shower in the mail. Most of my friends is mommas now.,I just received another invitation to one of my friend's baby shower in the mail. Most of my friends are mothers now.
Superhead pregnant by Lil Wayne. Shakin' my head. He would have so much more money if he ain't have so many kids.,Superhead is pregnant by Lil Wayne. Shaking my head. He would have so much more money if he didn't have so many kids.
"My horoscope told me today that if somebody make me a promise, I can trust that. So, I promise on.","My horoscope told me today that if someone makes me a promise, I can trust that. So, I promise on."
"I learned that when somebody give you that stare like you doin' somethin' wrong, it only mean they envy you, and the sight of you doin' it first is killin' them.","I learned that when someone gives you that stare like you are doing something wrong, it only means they envy you, and the sight of you doing it first is killing them."
I gotta get up and go grab a whole lot from Checkers before they close!,I need to get up and go get a whole lot from Checkers before they close!
"Man, I been wonderin' what happened to my Coach shoes. I been lookin' all over for them damn shoes. I guess he took those too. Smh.","Hmm, I wonder what ever happened to my Coach shoes. I've been looking up and down for those damn shoes. I guess he stole those too. Smh."
"It's nice havin' my own place, but I'm ready to move back to East Memphis!","It's good to have your own place, but I'm ready to move back to East Memphis!"
"I'm the kinda person that when I hit the mall, I'm gettin' him somethin' and gettin' somethin' for myself too.","I'm the type of person that when I go to the mall, I'm getting him something and getting something for myself too."
"It's you and me against this world tryin' to bring us down, so baby take my hand and let's show 'em they wrong and conquer the world.","It's you and me against this world that's trying to bring us down, so baby take my hand and let's prove them wrong and conquer the world."
Daddy comin' over to give you that favorite position from the back door! You already know how it go.,Dad is coming over to give you that favorite position from the back door! You already know.
I guess I'm 'bout to put on my station and lay it down since I can breathe now!,I guess I'm going to put on my station and lay it down since I can breathe now!
She had the nerve to sing that to him! What was you thinkin'?,She had the guts to sing that to him! What were you thinking? #glee
"At your best, you is love! You a positive, motivatin' force in my life! If you ever feel the need to wonder why, just holla at me.","At your best, you are love! You are a positive, motivating force in my life! If you ever feel the need to wonder why, let me know."
"I just wanna be all alone. If you think I treat you wrong, don’t take it personal.","I just want to be all alone. If you think I treat you wrong, don't take it personally."
"All I see is #LakerNation on my timeline. Y'all still ain't makin' it to the playoffs! Aight, I’m done, laughin' my ass off.","All I see is #LakerNation on my timeline. You all are still not making it to the playoffs! Okay, I quit, laughing my ass off."
"@RevelingInStyle No problem! If I hear anything before you do, I’ll let you know!","@RevelingInStyle No problem! If I hear anything before you do, I will let you know!"
"@alluneed84 I ain't watched much TV lately, I guess. Maybe I’ll look up the trailer on YouTube and might go see the movie. How 'bout you?","@alluneed84 I haven't watched much TV lately, I guess. Maybe I'll look up the trailer on YouTube and possibly go see the movie. How about you?"
@JJfromtheD Sigh... well I guess we ain't got nothin' else to talk 'bout. Take care!,@JJfromtheD Sigh... well then I guess we have nothing else to talk about. Take care!
"@alluneed84 I wish I could, but I’d probably oversleep gettin' the kids to school if I took anything. Or I might not hear if the baby wakes up.","@alluneed84 I wish I could, but I would probably oversleep getting the kids to school if I took anything. Or I might not hear if the baby wakes up."
"I ain't counted yet, but my numbers droppin' like the stock market.","I haven't counted yet, but my numbers are going down like the stock market."
"If you wanna stay in my life, don’t be fake. Don’t make no coward moves. Don’t do nothin' that’ll change how I see you, and keep it real.","If you want to stay in my life, don't be fake. Don't make any cowardly moves. Don't do anything that will change my perception of you, and stay true to yourself."
It’s easy to do somethin' for friends you know ain't gonna turn they back on you.,It's easy to do something for friends who you know won't turn their back on you.
"@_AmbitiousTev, just be quiet; you taller than me 'cause your brother almost taller than me. Stop messin' with me for real!","@_AmbitiousTev, please be quiet; you are taller than me because your brother is almost taller than me. Stop messing with me for real!"
"Everybody done ate, and I’m just sittin' here 'cause I can’t enjoy my meal since my meat mad dry.","Everyone has finished eating, and I'm just sitting here because I can't enjoy my meal since my meat is extremely dry."
I guess I should just try the number and see if it’s the right one.,I guess I should just try the number and see if it's the right one.
