standard_american_english,african_american_english
"HBO Family is really entertaining me at the moment. I'm joking, but it feels like I have the imagination of a toddler!",HBO Family is giving me life right now. I swear I have the imagination of a toddler lol!
#MtZionPrayerCall in the morning!!! @JosephWalker3 always has a word! The 15 minutes that changes lives every Tuesday morning!,#mtzionprayercall in the am!!! @JosephWalker3 always has a word! The 15 mins that changes lives every Tuesday morning!
I hate when I have to get up to use the bathroom when I'm lying down; I really don't want to get up.,: Hate when ii Gta pee so bad when I'm laying down ii really don't be wanting to get up
"@TheLegendLizzie lol, I see, and my mistake next time I see you online, I'll say hello, okay.",@TheLegendLizzie lol ii see and my fault next time ii see u online imma say hello iight
"@AtieraJ Hello, how are you? I'm reaching out and interested in a collaboration in the near future. Please check out @ProfanityMAG and get in touch.",@AtieraJ Whats up lady how are you. I'm reaching out and interested in a collab in the very near future check out @ProfanityMAG and holla
"@Emperess everything is good. What's up with you though? How have you been in this cold, cold world?",@Emperess everything is good. What's up with you though. How've you been in this cold cold workd
"I must confess, marijuana alleviated the restlessness in my mind. It made this world more bearable. I was content, but now I find myself in this damp haze.","I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog."
"I was not a drug user, I was not an addict, nor was I harming myself. My own lazy and immature behavior put me where I am now.","I wasn't a druggie, i wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where i'm at now."
"I mean, I'm from Chicago. I'll cheer for the Bears, but I'm a bigger 49ers fan.","I mean i'm from Chicago. I'll cheer for the Bears, but i a bigger 49ers fan"
"@Vladimir_Poofin I am taking a photography class, so I will be able to lead our photo shoots in the future.",@Vladimir_Poofin I'm doing photography as a class so I'll be able to head our photo shoots in the future.
@Vladimir_Poofin That is why I want to go back so badly. I want to disprove any negatives that have been brought upon me and my family's name.,@Vladimir_Poofin That is why I wanna go back so badly. I wanna disprove any negatives I brought to me and my family's name.
I often mistakenly imagine that I'm being physically confronted by everyone I have human feelings for...,I delusionally imagine during a multitude of times that i'm being physically accosted by everyone i hold human emotion for....
This will be the first time two brothers will coach against each other in the Super Bowl. #49ersVsRavens,This will be the first time two brothers would coach against each other in the Super Bowl. #49ersVsRavens
"I lose consciousness in that situation, I'm addicted as if there's a crackhouse in that situation.","I black out in that pussy, im addicted like she gotta crackhouse in that pussy."
"I have my Algebra final exam tomorrow, there's absolutely nothing I can do to pass!","I have my Algebra final exam tomorrow, theirs NOTHING I can do to pass !"
"RayShawn is so impressive in these text messages, he wasn't trying to fight at his house on Saturday though!","RayShawn so damn buck in these text messages, he wasn't trynna to fight at his house on Saturday tho !"
"No matter how much I say I don't want him anymore, we're not going to break up. What did you think?","No matter how much I say fuck him &amp; iont want him anymore lml at the end of the day were not going to break up, Da Fuqk you thought ?"
@Saviour_So_Heat you came here and I picked you up from the bus stop. And you stayed with me. Then the other dream was a continuation.,@Saviour_So_Heat u came here nd I picked u up frm da bus thngy. Nd u stayed wid me. Den da otha dream was a continuation.
"@LadyLove_LOUD Girl, I'm not feeling well. We're at the hospital, Henry Ford. Please come on.",@LadyLove_LOUD bitch boo boo sick wya hoe we at the hospital henry ford come on hoe
"@AllHailQuan he is not a rapist, please stop associating him with that. He knows he has many fans who love him.",@AllHailQuan he aint no damn rapist stop playing w. himmmmmmmm! he kno he got fanssss boyyyy that love him llsssss
"I love you too, @journee2fame, so please stop before you say something to @DanteJr_sMom. LOL",I love u too @journee2fame so stfu b4 u say something u to @DanteJr_sMom. lol
"@McKenziee_Momma is so happy she's out of jail. I might report her, though. Lock her Twitter account up.",@McKenziee_Momma is so happy she outta jail. I might snitch on her lol. Lock her tweeting ass up Twitter
All these girls on Bad Girls Club look like they used to be men! -_-,All these girls on Bad Girls Club Look like they use to be MEN! -_-
"#DETLOVE, all Detroiters, let's tweet this and spread love and peace, and let's put an end to all this senseless violence!",#DETLOVE all Detroiters let's tweet this and spread love and peace and let's stop all this senseless violence!!!!!!!!!!!
"People are like, I love my team, but when you're being yourself, you're like, 'I'm not in that group,' LOL, friends and all that stuff.",Niggas be like a i love my team but whan you be yo slef be like im not in that group lmfao friends anit shit
I had to learn to be happy with myself before I could be happy with anyone else.,I had to learn to be happy myself before I could be happy with  anyone else.
I'm done discussing on Twitter about how I miss lying next to her; what's the point?,Fuck him im done all on Twitter talkin about i miss layin next to her  wtf
I'm quite fond of a good girl; I don't know why guys keep pursuing me persistently.,Im pretty in a good gurl i dnt know why niggas keep fuckin over me frfr
"Girls always find things out; they might not say anything right away, but they know.","Girls always find things out, they might not say anything right away, but they know"
"Black roses for this dying love. Now we're breaking up since we're giving up. Black roses and an early Valentine's special delivery, just for you and me.",Black roses 4 dis dyin' love Now we're breakin' up Since we're givin' up Black roses and Early Valentine Special delivery just for you and I
"I'm not a perfect person; I make many mistakes, but still, I love those who remain with me after knowing who I truly am.","I'm not a perfect person, I make a lot of mistakes but still, I love those people who stay with me after knowing how I really am."
All men find it difficult to go a whole day without touching my breasts; it's not fair. So you're telling me I can't touch my breasts for a whole day? Tears :-(,All Man A Whole Day Without Me Findeling My Boobs Dats Not Fair So U Tellin Me I Can't Touch My Boobs 4 A Whole Day Tears :-(
I do not like to discuss my problems because I dislike appearing weak or vulnerable.,I do not like to talk about my problems because I hate to appear weak or vulnerable.
I will continue to love you until a mute man tells a deaf man that a blind man saw a man without legs walking on water.,"I will stop loving you when a mute guy, tells a deaf guy, that a blind guy, saw a legless guy, walk on water."
"Finally, it's quite cold outside. What I need is some gloves.",Finally N Da House Like Its Cold As Fuck Outside Wat I Need Is Some Damn Gloves.
Who is my mother to tell me how to style my hair? I told her she should mind her own business.,". Who Is My Momma To Tell Me How To Get My Hair , I Told Her She Gt Ha Own Head , She Bold!"
"@__Dariee What I had last time... Cicero Twist or whatever. And it's what I want, it's what I'm getting. She's too strong.","@__Dariee  wht i had last time..cicero twist or whteva. &amp; it ainn wht i wana get , its wht im gettn. She too strong"
"People are constantly discussing love and affection, but you also need condoms and protection.",". Mfs Runnin Round Talkn Bout Love &amp; Affection , Naww Yu Need Condoms &amp; Protection"
"I need some assistance, please stop bothering my friend. I'm going to ensure my safety, regardless.",I Need Sum Pussy Shit Keep Playing On My Homie I'm Finna Get Safe Idgaf
I disagree with the judge's decision; I hope to present a strong case and win. #JusticeForAll,Fuck The Judge Catch A Case Blow The 8 Put The Shots N His Face #FreeMe
"I'm excessively preoccupied with myself, which is why I can't maintain a relationship for long... oh well.",I'm too obsessed with myself.... that's why I can't stay in a relationship long... oh well
I can give my significant other a thousand ways to show how much I love you so much #BaeTweet,I Can Give My Bae Aye Thousand Wayz Y I Love Yhu So Much #Baee Tweet
"Women are upset because muggers no longer frighten them, and nobody dares to touch my brother who is on the block.","Hoes mad cuz muggs dont fwthem nomore, nobody on touch my bro thats on  the bl49k"
"I don't want to give you the wrong impression, but I need love and affection.","Ionnt want to give u the wrong impression , but I need love and affection ."
"@iUse_2GiveAF I like that Darriell from tagged you said wanted to get to know me, just hit me up at 832-848-9020.",@iUse_2GiveAF i like that dis darriell frm tagged you said wanted to get to kno me jus hit me up 8328489020.....
"I dislike it when someone repeatedly discusses the same topic. Honestly, I hear you loud and clear, but I just don't care.",I hate when somebody talk about the same thing constantly like damn hoe I hear yu loud and clear I jus don't give ahh fuck...
"No attitude, just relaxing. I knew she wanted you and I couldn't do that to her, it would have been wrong.",No attitude jus be chillen.I new she wanted yu nd I cldnt do dat to her it wlda been sour..
"I don't like when people try to tell me what to do...oh no, that's not how it works...",Ion like when plp *try* to tell me what to do..oh no bitch dats not how it works..
"I apologize, but I'm now ready... I regret that we don't have Mrs. Wallace on Tuesday; I miss arguing with her.",@nobodybut_BRITT owwe I'm kinda ready now... I hate we don't take mrs.wallace Tuesday I miss argue with her
I am going to sleep early because I have to wake up at 8 in the morning for my appointment.,Going to sleep early got to get up at 8 in the morning for my appointment
"Come find me, I'm not afraid of the police.",Come kill me mfuck get bitch ass fuck we me niggz I not no mfuck cops mfuck
"Holy smokes, brother, little Wayne, I'll show you that we have no limits as soldiers, my three brothers and Mary Alex.",Holy up bro lil Wayne I he'll no I we no limit soldiers my 3bro da or Mary Alex
"I'll tell a big, fat joke. I'm Kevin, KLC. PT Kevin Earl.",Will talk get joke ok big fat joke I'm Kev klc you p.t Kevin earl
@blackink12 I still find it astonishing that he has so many children at the age of 32. I'm the same age and this situation gives me headaches.,@blackink12 i still find it crazy he got that many kids at 32. dude i'm the same age and this dog gives me headaches.
"@AverageBro lol, you're wrong. I think he's not used to his body. He seems a bit goofy. Not sure if he's soft yet.",@AverageBro lol u wrong. I think he ain't used to his body. He kinda goofy. Not sure if soft yet
@CalvinBenLester I am not surprised that I remember when he said something offensive about Tim Duncan's mother.,@CalvinBenLester I ain't surprised I remember when he said something foul about Tim Duncan's mom
"@ElliottWilson @theDYNAMICS Yes, they have been doing that for the past two years. Without the chess.",@ElliottWilson @theDYNAMICS yeah him &amp; ye been doing that past 2 years.  Sans the chess
"@blackink12 We had mixtapes back east, though. I heard 'More Money, More Problems' three months prior on a cassette tape.",@blackink12 we had mixtapes back east tho. I heard mo money mo problems 3 months prior on a clue tape
@noz you're right. The cool breeze is like the Godfather. I just remember the guys embracing that joint. That spiteful chant took it beyond DF fans.,@noz u right. Cool breeze the god father.  I just remember dope boyz embracing that joint. That spiteful chant took it beyond DF fans
@TrillSmith @marsxgod That is a human being growing up. Those three identities are on every album. It's just a creative way to display his personality.,@TrillSmith @marsxgod that's a human being growing up. Those 3 identities are on every album. Just creative ways to display his personality
"I don't have to like your music to see your tactics. However, let's get back to work.",I don't have to like your music to see your tactics. But anyway back to work
"@RavinJusFresh Do you understand what I'm saying, laughs?! I was wearing khakis and a cardigan, I should have been fine, but my beard was unruly, laughs.","@RavinJusFresh u feel me lol?! I had khakis and a cardigan on I shoulda been good , my beard angry tho lol"
"My buddy just asked me if I knew who the band crew was. I replied, 'Hell yeah, my twin @ThatMagDontMiss is the band crew. Aye, twin, I need to text you.",My booney jus askd me do Ik who bandcrew is I'm like Hell yea my twin @ThatMagDontMiss is bandcrew ..aye twin I need to tty
Walked in the house from the store... walked in the room. It smelled like straight kush... living the good life.,Wlkd n da house from da store ..wlkd n da room.n it smelled like str8 kush... Livin da good life..
"@SMH_YeaThatsRob Believe me, nephew, I know if anyone else knows I know... Can't trust anyone, your friends can turn on you just as quickly as family will.",@SMH_YeaThatsRob believe me nephew Ik if nbdy else knws Ik..Cnt trust nbdy ya friends turn on jus as quick as fam will
"I miss my family, my nephew, and my sister Brittany. My niece is due today, and I hope she arrives tonight.",Imiss my ABC n my nephew n my sis brit ..my niece due tmw I hope she cum tonight
"He said something last night apparently it struck a nerve in someone. Lol, you're a b okay.",Said sumn last night apparently it striked A nerve in smbdy lol yu a b ok
"Nicknames aren't that bad, but don't give anyone a title they haven't earned, especially if they can't play that role.",Nicknames ain't sht bt dnt give nbdy a title dey haven't earned..especially if dey Cnt play dat role
"I have been the same girl since day one; I have never changed, I just don't tolerate your nonsense anymore.","I've been the same girl since day one, I ain't never change I just don't take yo bullshit no more"
"Joy to the woman who had relations with my partner, that's why he contracted herpes. That's what she gets for speaking ill.","Joy to the HOE she fucked my man that's why he got HERPES, That's what she get for talkin Shit"
I'm going back to my sister's house tomorrow; I had to sleep in her big bed tonight.,Going back to my sister house tomorrow had to lay in my big bed tonight ..
I wouldn't be myself if I didn't receive a head before giving her one.,I wudnt be me if  i didnt get no head before i give her head
"@LaToyaJS23 If that's the case, they should say the same about POP and the Spurs from '99 with Robinson and Duncan.",@LaToyaJS23 if that's the case they should say that about pop and the Spurs from 99 with Robinson and Duncan
"@LaToyaJS23, you traded it in. That's a really nice car. I thought you just got that.",@LaToyaJS23 you traded it in that's a really nice car thought you just got that
"Well, sweetheart, you better move on because once he gets married, he won't come back!",well bxtch Yu better move on cuss once he qo maraa He dont qo back !
"Oh my goodness, my movie on the streets, I love DHS's incredible movie, especially because my brother Meek Mill is in it...",Omg My Movie On #Streets I Love Dhs Fuckin Movie Only Bcos My BD Meek Mills In It...
"Call it what you want, but I'm going to call it how I see it. #Petty","Call It what You want, But I'm Gone Call it how I see It. #Petty"
"Everyone is out on this Friday night, but I'm staying in this weekend. I need to catch up on some sleep.","Everybody Out On This Friday Night, I'm Staying In The Hole Weekend I Need To Catch Up On Some zzz's"
I need to visit Radio Shack for some phone cases; I just need about three.,I need to hit up radio shack for some phone cases I just need like 3
@_BreadWinner7_ we will meet you all in the conference finals if you make it past the first round.,@_BreadWinner7_ we meet y'all in the conference finals if y'all make it past the first round
"@spongebobfunny_ Yes, you do, but damn, just because all your friends don't mean you need to wear the same wigs. LMAO",@spongebobfunny_ Yes You Do But Damn Just Cuz Y'all Friends Don't Mean Y'all Need To Wear The Same Wigs LMAO
"If it weren't for those small, quirky, silly things that people do to cheer me up, I wouldn't know what to do! Praise God!","If it wasnt fa da lil moments, when um feelin dwn, det dey do da smallest, most crazy, silliest thangs ta make me (:, idk wut i wuld do! RNS"
Why do you get sleepy when you're cold? That's why I used to sleep so much at #PhillyHigh.,"Y when u cold, u get sleepy?? Das y i used ta sleep so much at #PhillyHigh"
"That's a real shame... If smoking cancer-causing cigarettes is so dreadful, why not just stop?!?! The problem is... I'm addicted.","das a dayum shame..if smokin cancer sticks is det dreadful, y not jus stop?!?! Problem is&gt;&gt;&gt; I'M ADDICTED"
I wonder what my friend @LADiiKB_81 got up to! I'm not impressed with his attitude and I'm feeling a bit upset about it!,Wonda wtf mii homie @LADiiKB_81 got up! Ain fukd wit ha ass n seem lik FAEVA! &amp;&amp;um feelin SUM KINDA WAY boudit!
"I'm working hard for my two aunts, one sister, and my beloved mother. Rest in peace to all of you. Honest conversation, true story.",Got grind for two aunt's one sister n my Queen ma duce R.I.P to yal. Real talk True Story
I almost got shot by the police harassing my brother; there were nine police cars against one car.,just almost got shot by da pigs harassing my brother nine police cars vs one car tf
"Wait, hold on. I already arrived and poured syrup, while others are still arriving and smoking marijuana on the sofa, with their noses in the soda.","Wait,hold up i already rolled up/syrup still poured up, while bitches still roll up/ganja smoking on the sofa, her nose in the soda..."
"This year, I'll need every man to get a woman who's committed to supporting him and keeping him out of trouble.","This year ima need for every nigga to get him a bitch that's gone hold em down to the bone , that gone make you stay outta bs ."
"If someone cannot be fully committed to their responsibilities, then they do not need to involve themselves with me at all.",If a mf can't be 100 with they shit then they don't need to fuck with me at all .
I can't stand not seeing you; it feels like I'm in jail without any visits.,I can't stand not seeing you it feel like I'm in jail with no visits.
"If you have to go out every week, you should be single, because you don't have time for your partner or girlfriend.","IF you gotta go out every week you need to be single , cause you don't got time for yo nigga or bitch ."
"@Yung_Blood69 @SincinnatiRedd because I get tired of seeing her here feeling that life is hard, but like me, she should get over it.",@Yung_Blood69 @SincinnatiRedd cuz I get tired of seein her n here feeling life is hard but like me get over
"I feel like I just stood in the ring for 11 rounds, and by Friday, I'm either going to look like Pac-Man or the person who knocked him out.",I feel like I juz stood n the ring for 11 rounds and by Friday I'm either b look like paq-man or the nigga tht knocked him out
"I don't mean to imply that I feel sorry for myself; I understand that you have to wake up, make your bed, and then lie in it.",Don't get me wrong I don't feel bad for myself I know how it wake u make ur bed u gotta lay n it
"@prettigurl_Toya shaking my head, hopefully both have a better chance of surviving downstairs than upstairs. Is Charlie still there? Will you tell her?",@prettigurl_Toya smh hopefully booth better chance of surviving in there than upstairs oh Charlie still there. U tell her??
I cleaned my car all by myself!! @LibraSheis @prettigurl_Toya are you proud of me???!!! Lol,I cleaned my car off all by myself!! @LibraSheis @prettigurl_Toya y'all proud of me???!!! Lol
"I'm laughing because I want some watermelon sour patch candies, a watermelon-flavored Arizona beverage, and some hot fries.","Lol i want some watermelon sourpatches , a watermelon arizona &amp; some hot fries lol"
"My stepsister is acting strangely, pinching her fingers and such, it's quite concerning.",My step brova in this bitch keep zoning out and pinching his fingers and shit lls
"Laughing out loud, I wish gasoline was sold by the gallon, I would travel from Cahokia to the Ville every day if you wanted me to.","Lol shit i wish gas ran by water,ill b frum Cahokia to the Ville every day if u wanted me to"
"If you're looking to work out, you better find a personal trainer! They provide the best workouts ever.","If u looking to workout ,u better find u sex trainer ! ,them the best workouts everr ."
Debating whether I should roll up my sleeves first or just go straight to work.,Debating if I feel like Rollin dat shit up first or should I jus go straight wrk
Today is my final day consuming soda and reducing my alcohol intake. My kidneys are not functioning well.,Today is my last day drinking pop and cuttin back on drinking alcohol.! My kidneys are bad.!
"I still can't believe that on January 16th, I will be single for a year!","I still can't believe that on Jan 16th, I will be single for a year.!"
I need to purchase a better knee brace and ankle braces before I do anything else.,Need to buy a better knee brace and ankle braces before I do anything else
"I woke up in pain, but that's not stopping me from getting to the money. Good morning!","Woke up in pain but, that's not stopping me from gettin to the money.! Goodmorning.!"
"I'm supposed to be getting dressed, but I'm just sitting here eating.",I'm suppose to be getting dressed but my fat ass sitting here stuffing my face.!
"It's fake, people everywhere you go. I know why people act surprised when they meet one.",Its fake people everywhere you go ion kno why people act surprised when they meet one
"The more I see, the more I want, the more I give, the more blessings I receive.",The more I see the more I wnt the more I give.the more blessings I receive
"@Stug_Fent Even though we don't get a video for StugFentFriday, how about a snippet or a collaboration with @PUSHA_T or @NoMalice757 or something?",@Stug_Fent even though we dont get a vid for stugfentfriday how bout a snippet or a collab with @PUSHA_T  or the @NoMalice757 or something
"I am definitely in the mood, my friend. You never know, I might bring some excitement.",@Stug_Fent yo im mos def down my dude you never know i mite throw some heat
@Rated_Gorjuss Why are you upset with these disrespectful men and women?,"@Rated_Gorjuss why you tripping off these hoe ass niggas , &amp; these bitch ass bitches"
Hello! What are you all smoking in California? I swear my lungs turned green like florets last night! #calibud,Yo! What the f_ck y'all smoking in Cali? I swear My lungs turned into GREEN florets last night! #calibud
I hate when I'm talking to someone and they keep saying the same damn thing.,I hate when I'm talkn to somebody nd they keep says the same damn thing . .
My father asked me to cook him some hot dogs. What is wrong with him?,My daddy wnt me to cook him some hot dogs . . What the hell wrong with him ?
"@PoppinToolys__ LMAO, you're funny. Alright, if you think you've won, then you've won. Damn, some people are too scared to admit they've lost, goodbye.","@PoppinToolys__ lmao bitch you funny . . Alrite if you think you won then you won . . Damn hoes scared to say they lost , girl bye  childish"
"I need to go get my jacket made, so I can be like Trey and Duke them.","I need to go get my jacket made . . so I can be like trey trey , nd duke them : )"
"Laughing out loud, he's talking about her butt dragging the ground... and her breath smells like a box of puppies. KMS (kill me softly).",Lmao he talkn bout her butt drag the ground . . Nd her breath smell like a box of puppies . . Kmsl
I hope it's raining hard in the morning; I don't want to go to school. I hate Mondays.,I hope it's rainin hard in the morin I dnt wanna go to school . . I hate my b.days
"She kept me up late just to say she's not letting Jay go to school, and it really annoyed me.",She got me up all late justed to say she not letting jay go to school . . &lt;&lt;&lt;&lt;&lt;&lt; pissed me off
"Haha, the bookie is talking about you, and you're just tweeting your life away. That's my sister and my law:)",Lol bookie talkn bout you just tweetn your life away . . that's my sister nd law : )
He keeps putting his hands on me. I'll get him back one day.,He stay puttn his hands on me . . Ima whoop his ass one day : )
"You tell me to go harder, go harder. Go deeper, go deeper. :)",You telln me to go harder go harder . . Go deeper go deer : )
"@Memii_19 LOL, wow... I don't have a ride, you know that... and my bike isn't here... so now it's up to you.",@Memii_19 LOL WOW..I HAVE NO RIDE..U KNO DAT...AND MY BIKE AINT HERE...SO NOW ITS ON U
A relationship isn't a relationship if you don't know how to work things out as one. I'm glad baby came by @Memii_19.,A RELATIONSHIP ISNT A RELATIONSHIP IF YALL DNT KNO HOW TO WRK THINGS OUT AS 1 GLAD BABY CAME BY @Memii_19
"Haha, Chris is quite the entertainer all night long, not at all!",Lmao Chris is a messssss oochie coochie coooooo all night long all not oooooo lmao
"I just...shaking my head, something needs to change because one day I am not going to be here at all.",I just ..smh something need to give cuz one day im am NOT ! Going to be here what so ever
I'd rather look and dress differently than to look like you and her and him and them.,I'd rather look and dress different then to look like you n her n him  n them
"This little girl down under my room is playing the drums. I already know these recovering crack addicts will be out tonight, making a lot of noise.",This lil m efer  down under my room banging them dang drums I already know these recovering crack heads gone be out tonight loud
Working on getting another iPhone so I can group text with my friends...I miss group texting them.,Working on getting another iphone so I can group text wit my friends...I miss group texting them
I've been drinking only water and occasionally a ginger ale for a week now. That's progress for me.,I've been drinking all water and a ginger ale here and there for a week now. Thats progress for me
"@RizzyRoyce215, where do you think the name originated? And I'm quite familiar with the greenery, laughs.",@RizzyRoyce215 where u think the name came from lol and I'm not a stranger to the green lol
And it's good to know that you're still the one to catch me when I fall.,And it's good to know that your still the one to catch me when I fall .
I truly detest being lied to. Do I appear foolish? No.,I really really really really HATE being lied to. Do I look like a dickhead? No.
@janae_BGC10 They are wrong for attacking you while you were intoxicated. It's unfortunate that some girls resort to such behavior when they are drunk. It's petty.,@janae_BGC10 they wrong for jumping u while u drunk all bad girls get drunk smh petty hoes
Don't pass me the thing! Just that I keep quiet for a while and prepare the thing.,Ntn nuh pass me yiy! Just dat me keep quiet more while n pre out di ting
"Even though I can cook a delicious meal for my future partner, I don't expect to be in the kitchen every day making sandwiches and such.",Even tho I can throw down my future boo better not expect me to be up no damn kitchen erday making sammichez n shid..naa sweedy
@JamaicanDialect You guys have me stuck on your page for morning! You're making me laugh so much... #teamjamaican to the world!,@JamaicanDialect yow unnuh Ave me stuck pon u.nuh page for mawnin!  Y'all have me cracking up lol... #teamjamaixan to di worrrrrl!
"I will not lower another person with my words... and if I have, I apologize."" #RS

(Note: The hashtag #RS is not translated as it is a specific reference that may not have a direct translation or equivalent in Standard American English.)","I won't bring down another person by the words that come out my mouth... n if I have,I'm sorry #RS"
"Why would you promise someone something if you know you cannot fulfill that promise? Ugh, don't speak, bro! Just don't speak.","Why the heck would you promise someone something if u know u can't fulfill that promise??? Ugh,don't speak bruhh! Just don't speak"
"More while I'm paying the bill, remember that I'm still a Christian, because if I don't find Jesus, I know I would have burned everything we've crossed paths with.","More while maafi bill n remember seh maa Christian still,cuz if me naay find Jesus jah know me woulda light everything weh cross path"
"My little cousin lost her house key, so she won't have anyone to let her in when she gets home from school if I leave.","Lil cousin lost her house key too,so she won't have nobody to let her in when she gets home dem school if I leave"
You can't outrun your own shadow. Stay in your own lane and don't try to appear wealthy.,You can't run faster than your own shadow. Stay in your lane n go broke trying to look rich
"Reflecting on my younger years, I have matured significantly. I now approach life with greater seriousness and purpose.","Looking back on my younger years,I've really matured a lot. I take life more seriously and meaningful now"
"Just going to stay humble, stay in my lane, and watch for God to do great things in my life.",Just a gwan stay humble n stay Inna me lane n watch faada God do big things Inna me life
"#JamaicansBeLike *spends a two-week vacation in the U.S. and comes home* What's up, my friend? Oh son, we're living large, huh! Real people!",#JamaicansBeLike *spends a 2 wk vacation in the U.S and comes home* waddup ma nigga?  Yo son we big ballin ouchea bruhh! Real niggas!
"#Jamaicansarelike a hope unnuh man, you're taking up on your head, indeed! You're breeding!",#jamaicansbelike a hope unnuh man Yuh a tekk up pon Yuh head ennuh!! Yuh weee breed!!!
"@dessydutchess lol he has to work in the morning, just hit us up tomorrow... You all in Henrico.",@dessydutchess lol he gotta work in the am jus hit us up toma... Y'all in henrico
"I have to love Kerry Washington in Scandal. Why are they making me wait? I want more Scandal next Thursday. :-(

(Note: The original tweet is already in Standard American English, but I've made slight adjustments for clarity and formality.)",Gotta luv that @kerrywashington in scandal why they got me waiting i want more scandal next Thursday   :-(
"Since I've been watching that show on style, I can't stop shopping at JustFabOnline. I have a shopping problem, lol.",Since i watch that show on style i can't stop shopping @JustFabOnline i have shopping problem lol.
I wonder how that comedy show was tonight. Too bad I forgot about it; I would have bought tickets.,I wonder how that comedy show was tonite too bad i forgot bout it would have got tickets
"Man, when my nieces grow up, I hope they don't do the things I did.",Man When My Neices Get Older . I Hope They Don't Do The Shit I Do .
"@_youngANDpreddy lol, you're quite the character, laughing at people like you with your worn-out punchlines, no boundaries, no restraint.",@_youngANDpreddy lol u a trip laugh at bitches like u wit ur wore out pussy no walls havin azz no
"@SmokeyComedyy: I hate it when people call me by my nickname and I don't know them that well... like, man. Do I know you?",@SmokeyComedyy: i hate when people call me by my nickname and i dont know them that well .. like mothafucka.. do i know you?
That is not your boyfriend who took her out and gave her money while I'm doing him down.,Dat aint yo hoe taken her out given her money while im diccin her dwn
"God sends you challenges so that you may fail, but you may also succeed and become a better person.",God sends you challenges so you may fail but you may succeed and become a better person
"I should say something, but what's the point? I'll just get her mad again. :/",I should say something but what's the point imma just get her mad again. :/
"I dislike overweight individuals who constantly make poor choices, as they often end up in unhealthy situations.",I hate fat people that shid is just go fall in that pit from 300
@ThisGirlDesi I'm going to go to sleep at 12 so I can wish you a happy anniversary first.,@ThisGirlDesi go to sleep cause im going to sleep at 12 so i can say happy anniversary first
"People will talk about you until the day you die, and you won't be able to stop it.",People gonna talk about you until the day you die and you ain't gonna be able to stop it.
When older people are really discussing something and that thing is causing you to feel regret or become depressed.,When old folk be really talking about something and that shid be making you regret or be depressed
"If you can make some delicious pancakes, Vienna sausages, or ramen noodles from a packet, I admire you ^_^","If you can make some popping ass pancakes, Vienna sausages, or ramen (packet) noodles I FUCKS with you ^_^"
@Ay_Man56 I saw you at the stop sign today leaving Pattons like you were in your own world.,@Ay_Man56 i saw u at  da stop sign today leavin pattons like u was n ur own world
"I wish my boyfriend would get me; he wants to go out with his cousins again tonight, maybe because I'm at school.",Wish my bf would get hme.. He wnts to b out with his cuzns nem again tonight mayb cuz im at school
"I haven't talked to this boy in a while, and he texted me asking if I was okay.",Havent talk to dis boy n while an he txt me an ask me was i hea. .
"I really want to take that ride, but I would be wrong. So let me go home.",Really wanna take dat ride but i would b wrong.. So let me go hme..
"That's why I don't do anything for MFS now, they don't know how to pay back #payback",Dats y I dnt do shit for MFS now dey dnt KNW how to damn #paybk
"Drop the heat for two weeks, CDs are popping with good music; you would think I'm down with Yeezy.",Drop heat for 2weeks CDs poppin good music u would think I'm down w/ yeezy
"People's mothers are resting, yet you all are still awake! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark school tomorrow.",People's momma's Rey be on butt y'all asses still up ! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark school tomah
"The white guy is mistaken; he's asking where you're headed after school. I told him your house is where he should take you, okay?",White boy is off that he holla were u going after skoo I said your house he holla ets were I want you to go ahaa
"@DreamCatcher129 I feel the same way, but unfortunately, that won't happen this year as it's all about focusing on myself.","@DreamCatcher129 me too, but too bad tht won't happen, its all about doing me this year..."
"I need to get my hair done or get a new hairstyle, as I'm lining up dates.","I need to get the hair done or a new one, I'm gettin dates lined up"
"Your ex is your best friend, you bring him to my house - and you get slapped.","Ya ex is your bestfriend, you bring him to my house! - gets you smacked-"
"Ja'nyah is getting on my nerves asking for HER semester, lol, but if she was here she wouldn't even fight for it.","Ja'nyah is gettin on my nerves asking for HER #sem, lol but if she was here she wudnt even fw her"
"Forgive me, Lord, I don't know how to live right; I have to feed my family because they have such a big appetite!","Forgive me lord, I no I aint living rite, gotta feed my fam cuz the gotta big appatite!"
"I heard that if you live by the gun, you're likely to die by it. However, I'm not saying that; I'm just going out with a large gun for protection on my side.","I heard if you live by the gun, you gone die by it......I NO im going out wit a big gun on my side!"
"Money equals the blood and sweat it took to earn it, and I'll shoot you if you touch a penny!","Money=blood and sweat is wat it took to get it, and I'll slautar you if you touch a penny!"
"Forget your past, I'm not a judge; I accept you for who you are. Just don't let your past catch up with you!","Fuck your past, im no judge, I accepted you for you.....just don't let your past catch back up to you!"
"Just because I'm a troubled individual, every girl I ever interacted with... I'm going to influence that guy, and tell him where the girl has been!","Jus cuz im a fucked up nigga, everygirl I ever fw'.....im gone corrupt they dude, and tell him were the bitch been!"
"If I am no longer the one who has hurt you, then there are others who have not. You are not to blame.",If I no more niggas that HAS fucked you....then more niggas that HASN'T....you a HOE
