standard_american_english,sae_labels
"I will be okay, but right now I'm on a mission. They think I'm foolish and crazy, but just wait, I'm going to show them what crazy really means.",Positive
"I wish I could hit the road, but things are too serious for me to leave right now. I have to let the authorities do their job, but if they don't...",Negative
"It doesn't matter who knows or who sees me; thinking about you makes my life complete. Oh yeah, you're my best-kept secret.",Positive
"A man had thick eyebrows, light pink lipstick, and these thick sunglasses, and had the nerve to stand there thinking.",Negative
"Okay, Crystal, please be quiet. That last tweet is extremely ridiculous. Now, Mrs. Jefferson, you are doing the most.",Negative
"She is kissing me and biting my bottom lip in the gallery, and all I hear is 'buy me this'.",Positive
"Pancakes, scrambled eggs, grits, bacon, toast, fresh fruit, and orange juice are for me this morning. Who wants a plate?",Positive
"@Doing_It_Solo @_reecelamaster I always knew you were related to Jacob, the wolf from Twilight.",Neutral
My partner looks like money but smells like a check. :-) :-) :-) :-) :-),Positive
"@_Foreignlovee you know what time it is, kid. I'll beat that ass. It's bedtime, so get off Twitter.",Negative
"Any child in school who can lay up with someone every day, their mother needs to be held accountable because she is raising a promiscuous child.",Negative
These young women are beyond foolish; they just let these guys treat them any kind of way.,Negative
"Catch up and graduate first, then talk to me. Until then, you are not a factor.",Negative
"I am straight, and her bad breath is not stopping anything. I talk that talk because I mean it; I really don't care.",Neutral
"No matter what, that's my little brother. I don't care; that's family. I'm not even upset with you. I'm just disappointed in you! But Tori, yes.",Negative
"I can't stop laughing; Darell woke up for school, got fully dressed, but didn't have school. He was upset!",Positive
"When you enter a relationship not caring, 9 out of 10 times you are going to fall in love with them!",Positive
Please stop with this nonsense! Do you know how many executive orders Reagan signed? Stop being foolish.,Negative
@CornelWest I have lost all respect for you due to your disrespectful comments about the President. You can provide constructive criticism without being outrageous.,Negative
"@tjohnson034 If you are referring to Hillary, she has actually said a lot! Some people just refuse to listen.",Neutral
"My mom is really keeping me home this New Year's, what the heck! I need to move out quickly!",Negative
"If you slept with half the crew, then they have been talking among themselves about you.",Negative
"During middle school, I was called DSL and never knew what it meant, lol. I just responded to it. Guys can be mean, lol.",Neutral
"If she's bisexual for thinking girls are cute, then I guess I'm a full-blown lesbian for kissing a girl!",Neutral
"To me, being gay, bisexual, or lesbian is a mindset for younger boys and girls. We are raised not to date or have any interest in the same sex.",Negative
"@Naw__G that's all I did... I date and have sex with guys. It's called being adventurous, not gay, sir, lol.",Positive
I'm praying tomorrow she gets me that spot because the good Lord knows I need it!,Positive
"I don't need makeup to make myself beautiful, honey, but I do wear my weave proudly! #BOOM",Positive
"I want some Brazilian weave in my hair, lol. #RatchetTweet ...seriously though!",Positive
"You know what's funny? Witnessing what people are talking about when it comes to girls because it is so true, lmao.",Positive
I apply Carmax on my lips because they are too big to have even a bit of dryness.,Neutral
"@_MssUndrstood, well I want those and left for dead... lmao, The Sims is an addictive game.",Positive
"I just wish my hair would cooperate and grow, but then again it could be the perm. I am just going to grow it out!",Negative
"It's not hard to see that our generation needs help, but nobody can do anything about it because you all haven't chosen the path to become young adults.",Negative
"Well, last night was good... I just want to lay down and talk to my partner!",Positive
"Illuminati, fake or not, forget fame... I'm not with that nonsense. #Killuminati all through your body!",Negative
I'm not going to become just anyone's baby mama... I refuse to be labeled as a baby mama!,Negative
I like the fact that my breasts stopped at a B cup... because girls with larger breasts often seem to be struggling.,Positive
"@DaMostTrim_21 you are lying with that one and you know it, lol. And no, you weren't! I'll admit I didn't do as much, but I did work out!",Negative
MESSAGE TO THE BABY SMURF BITCHES: Push my buttons and I'll bust your face open!,Negative
This is exactly why I don't watch the news... nothing but lies. My behind is moving to the UK. #ForgetThat,Negative
"Feeling lonely, now you've left me. I just can't get over it. Will you be my lover?",Negative
I hate that; that's so disrespectful. I don't mess with people like that!,Negative
"So why was P. Diddy sitting in the other car and not with his friend, knowing that a conflict could arise at any moment while they are in California?",Neutral
"I miss him; I shouldn't, but I do, and it's really bothering me right now!",Negative
"My brother beat up another person. @ChrisBrown, you all keep testing this guy, and he is going to keep giving out beatings. #TeamBreezy!",Negative
"Lol, only the lucky ones get oral sex from me, not just some random guy. I'm no ditty bop.",Positive
"Girls get called everything for everything. If we let you sleep with us, we are called hoes. If we don't let you sleep with us, we are still called hoes.",Negative
"@Tg_SmackSmackk Laughing hard, they had you on fire, you used to be popular.",Neutral
"I don't know what I was thinking, now that I reflect on it... shaking my head at myself... I'm ashamed and disgusted with myself!!!!! Ughhhh.",Negative
"@Lil_KkoldPiece Lol, my mom is going to say that nobody can tell you anything about that Mike J Jr.",Neutral
#2013resolution Get off this Channel Orange album. Four months is too long for an album to play consistently.,Negative
I had a nightmare that my goddaughter was 18. *shudders* She needs to stay at this age for at least 13 more years...,Negative
I wish @Riwilliams88 would get here so we can clean up and take the tree down.,Neutral
"This is not where I want to be, but I thank God I'm not where I used to be.",Positive
"Lol, I'm ready to give an Easter speech and Easter isn't even here yet! I'm too eager.",Positive
"I don't think she likes her. For some strange reason, nobody likes her. #Phonykicking is not my type.",Negative
I need to get a wider screen; this keyboard is too small and I keep hitting the wrong keys.,Negative
"We have taken these ten days, we might as well go all out, so what's up!",Positive
"All I can say or think about is her, she is just amazing!",Positive
"Yeah, I trust you now, unlock your phone. Who is this person?",Neutral
"Being able to relax all day with the one you love, no classes, no practice, no homework, no distractions.",Positive
"I can be your best friend if you are my friend. I'm not going to pretend; if I succeed, then we all will succeed!",Positive
"Never had a love this strong; our bond is almost stronger than Martin Luther King Jr. and Coretta Scott King, Barack and Michelle, Bonnie and Clyde, or Beyoncé and Jay-Z, or Jada and Will.",Positive
"Growing up in Manhattan, I looked up to the older gangsters; they were the only people who took me in. They showed a young brother love.",Positive
"My mother can't hold a conversation without saying, 'Get a job!' Like, we're talking about shoveling snow.",Negative
"Smoking all this loud won't take the pain away, but using all these drugs will help me get through the day.",Negative
The Remy and Hennessy keep me intoxicated. Girls used to ignore me; now they tweet me because they miss me.,Positive
"I'm Mr. Bill Clinton getting oral sex in the Oval Office, dear underprivileged America, Tyris for president soon.",Negative
"She said, 'Tyris, please perform oral sex on me.' I replied, 'What are you talking about? You're a promiscuous woman!'",Negative
"I am not into that tricky stuff, smoking drugs, real drugs, yes, that's sticky stuff.",Negative
"My mom was about to wear Zhanique Raptors, saying she paid for them, so why can't she wear them?",Neutral
"Older individuals taught me, 'Young man, walk softly and carry a big gun,' that will keep people away from me.",Neutral
"When I was selling, she didn't want me. Now I sell loud, and she is all over me.",Positive
"I remember someone said Tyris was going to be my cuffing buddy for the winter, but I didn't end up cuffing her, lol.",Neutral
"People don't faze me, and these women don't amaze me. I wouldn't be surprised if my own friends tried to play me!",Negative
"I need a dime! Something red, thick, and fine... get on top and make it grind!",Positive
"I took her to the room, and she hit me with that line. She isn't that type of girl, so I told her to stop lying.",Negative
"Don't hate me, your girl wants to date me. Your mom is too old; she wants to engage in statutory rape with me!",Negative
"I light the weed, hit it twice. I smoke it so well, I hit it a few times; if I hit it once, I can hit it twice!",Neutral
We aren't committing crimes just for the sake of it. We're moving small amounts because we aren't doing well.,Negative
One of my friends turned into an enemy. But the rest are still loyal!,Positive
"I show up with my game face on, ready to take action. Man, that thing gets so wet, you would think you spilled something!",Neutral
"I am not a mobster, I am not a gangster, I am not a hitman, I am just me!",Neutral
What good is the workout if you don't stretch? And what's the point of having muscles if you don't flex?,Positive
"They say real men don't last; real men don't last. No, it's just that there are too many fake men making real men look bad!",Negative
"If I die today, just know I lived one hell of a life! -Juelz",Positive
"What I'm going through is no telling what I'm going to do, and I'm on it too!",Neutral
"I smoke marijuana, I take pills, and I don't care how you feel about me!",Negative
"You can have her, I don't want to marry her, I just wanted to borrow her.",Negative
She curves like a Coke bottle. She knows I go full throttle. I'm walking with a slight wobble!,Positive
"Time waits for no one; you can't turn back the hands of time. Once it's too late, you have to learn to live with regrets!",Neutral
You either love me or you leave me alone. It's either love me or hate me; there is no in between!,Negative
"I used to smoke to relieve stress, but that doesn't work anymore.",Negative
"When all is said and done, it's just me, myself, and I left in this God-forsaken hellhole!",Negative
@MJBAD87 Amen!!!! Maybe society needs to stop teaching kids to rely on them so much.,Neutral
"Thank you, my savior, for making me one of your prized masterpieces. I will do my best to live up to this prestigious honor.",Positive
"You all see my best friend, and now look at them; they are cool people, if you didn't already know, lol.",Positive
"I tweet like 1000 times a day because I love Twitter, and if you don't, then stop hating on Twitter. If you are my friend and don't like Twitter, that's funny.",Positive
"Oh my gosh, there are people out in the cold asking for money, and some people have like $20 and don't give them any food.",Negative
"I am bringing my things in right now. No worries, new boyfriend, new friends, new year, but the same haters! Laughing my butt off, happy New Year!",Positive
I just found another tattoo artist; I'm about to make this breakup official. A true cover-up is coming soon!,Positive
"If he only calls you when he needs money or sex, then that's what you are around for, stupid!",Negative
"Harmonie is all over my bed, on top of my head, and on my back. This little girl and her wild sleeping habits.",Positive
"This goofy person asked me if I am pregnant, and I said, 'How? A spit baby?!'",Negative
"People crack me up. You can't find your own man, so you mess with someone else's. Those girls have no class.",Negative
"@GetEmWetRee Oh, I have 15. I'll be there when we go back. I'm just going to get like 4. Laughing so hard, you are going to make me go in.",Positive
"That moment when you think you are not getting paid, and one of your family members checked the mail before you did and put it up, and you just now got it.",Neutral
"You can tell anyone you love them, but telling the one you lay next to every night that you are in love with them is priceless. There is a big difference between the two.",Positive
"What’s his name will put in work if the pay is good, so he went to rob the richest guy in the neighborhood.",Negative
Should I love her or should I leave her? The sex is a plus; she’s a keeper!,Positive
"You hit me with all your business and ask me what I'm about to do, and I tell you that I'm making moves, and you seem confused.",Neutral
What am I missing? Why do people think that the Alabama vs. Notre Dame game will be close?,Neutral
@CcDevereaux lol...no...She is a phenomenal musician...But people are crying over her having a baby last year? Get the f*** out of here.,Positive
I just thought about the many days and nights spent in Washington Johnson Complex...Both during my undergraduate studies and through my Master's program...#random,Neutral
I will say what many don't want to admit...There has NEVER been a player like LeBron...He may go down as the best ever!,Positive
Ladies...If you are referred to as #oomf...You are not the only one trying to be the only one...lol,Neutral
I made the BOLDEST move earlier in perhaps my entire professional career...Trust me...That's saying a lot...LOL!,Positive
I swear I am being surrounded more and more by conversations about babies. Social media is now in full effect.,Neutral
@CJStarchild I am not someone who is overly impressed with her. Trust me when I say this: people are crazy if they don't think looks played a role.,Negative
"That moment when you see that nine people have viewed your LinkedIn profile and you assume it might be recruiters, only to find out it is #GramFam #NoBueno.",Negative
"If she is twerking in the mirror in the bathroom practicing for the club, you guessed it... #Ratchet.",Negative
I have always found it interesting to hear how women think they lose men. It is quite interesting.,Neutral
"You just didn't want to be with me. All tweets see this, but I'm really crying because I was so faithful to you.",Negative
"I think you were just ready to be single, to be honest. I wake up to a bad day. What did I do to deserve this?",Negative
I don't care how much a guy claims he loves being single; nothing is better than having a girlfriend who is faithful and loves you deeply. #GetYouOne!,Positive
"Soca only plays during carnival, but groovy will take over and provide all-around play.",Neutral
"I haven't seen 30, my friend. Just kidding, that's what's up. I haven't played basketball since summer.",Neutral
Driving around in my part of town with my windows up and my rims down.,Neutral
"@JonnyBones, when can you come to New York to train at my gym, American Top Team MMA?",Positive
I'll be up for a while; I've been sleeping ever since I got checked out.,Neutral
"My ex texted me and said he misses me. I texted back and said, 'The subscriber you have texted does not exist.'",Negative
I haven't talked to KK all day. He must be on a lot of drugs. #BriannaTweet,Negative
"Laughing out loud, don't trip and ask your older relative if she can do that little thing for me, laughing out loud.",Positive
"My secret to getting thicker is that I eat two peanut butter and jelly sandwiches every day, laughing out loud.",Positive
I can't even trust my family because they will steal if they know you have it.,Negative
"I am going to make it, I don't care what anyone says. I have the strength to push myself to succeed.",Positive
"My mom went to this school called Heritage Christian, but I don't know, they might be on some nonsense.",Neutral
I have to distance myself from a lot of people to have less drama and fewer things to worry about.,Negative
"Scrolling through my timeline, who do I see? @CoachKerri! And she is on one this early in the morning. Good morning, sister!",Positive
"I know people come into our lives and things happen for a reason, but I am completely blind to this one.",Negative
I am so tired of dealing with females and all this other drama. I am just going to focus on myself and my career. #collegebound,Negative
I don't think everyone is meant to be in a relationship. Some people need to accept this and learn to find love within themselves. #selflove is better.,Positive
I kind of feel slightly sorry for her new girlfriend... She reminds me of how I was in the beginning.,Neutral
"If I never say anything else, trust and believe me when I say everything happens for a reason!",Positive
HBO Family is giving me life right now. I swear I have the imagination of a toddler!,Positive
#mtzionprayercall in the morning! @JosephWalker3 always has a word! The 15 minutes that change lives every Tuesday morning!,Positive
I hate when I have to pee so badly when I'm lying down; I really don't want to get up.,Negative
"@TheLegendLizzie lol I see, and my fault. Next time I see you online, I will say hello, alright?",Positive
"@AtieraJ What's up, lady? How are you? I'm reaching out and interested in a collaboration in the very near future. Check out @ProfanityMAG and let me know.",Positive
"@Emperess Everything is good. What's up with you, though? How have you been in this cold world?",Neutral
"I will admit, cannabis helped the static in my brain go away. It made this world more tolerable. I was happy, but now I'm in this damp fog.",Negative
"I wasn't a drug user, I wasn't an addict, nor was I harming myself. My own lazy, childish behavior put me where I am now.",Negative
"I mean, I'm from Chicago. I'll cheer for the Bears, but I'm a bigger 49ers fan.",Neutral
"@Vladimir_Poofin I'm taking photography as a class, so I'll be able to lead our photo shoots in the future.",Positive
@Vladimir_Poofin That is why I want to go back so badly. I want to disprove any negatives I brought to my family's name.,Negative
I delusionally imagine during many moments that I'm being physically accosted by everyone I have human emotions for.,Negative
This will be the first time two brothers will coach against each other in the Super Bowl. #49ersVsRavens,Neutral
"I black out in that situation, I'm addicted like she has a crack house in that situation.",Negative
"I have my Algebra final exam tomorrow, there is nothing I can do to pass!",Negative
"RayShawn is so intense in these text messages, he wasn't trying to fight at his house on Saturday though!",Neutral
"No matter how much I say forget him and I don't want him anymore, at the end of the day we're not going to break up. What did you think?",Negative
@Saviour_So_Heat you came here and I picked you up from the bus station. And you stayed with me. Then the other dream was a continuation.,Neutral
"Bitch, I'm feeling sick. Where are you? We are at the hospital, Henry Ford. Come on!",Negative
"He is not a rapist, stop playing with him! He knows he has fans who love him.",Positive
"I love you too, so be quiet before you say something, you too.",Neutral
"@McKenziee_Mom is so happy she is out of jail. I might tell on her, just kidding. Lock her tweeting self up, Twitter!",Positive
All these girls on Bad Girls Club look like they used to be men!,Negative
"#DETLOVE to all Detroiters, let's tweet this and spread love and peace, and let's stop all this senseless violence!",Positive
"People say they love my team, but when you are yourself, they act like you are not part of that group. Laughing my ass off, friends aren't anything.",Negative
I had to learn to be happy with myself before I could be happy with anyone else.,Positive
"Forget him, I'm done. He's all over Twitter talking about how he misses lying next to her. What the heck?",Negative
I'm a pretty good girl; I don't know why guys keep messing with me for real.,Negative
"Girls always find things out; they might not say anything right away, but they know.",Neutral
"Black roses for this dying love. Now we're breaking up since we're giving up. Black roses and an early Valentine, special delivery just for you and me.",Negative
"I'm not a perfect person; I make a lot of mistakes, but still, I love those people who stay with me after knowing how I really am.",Positive
All day without me feeling my breasts? That's not fair! So you're telling me I can't touch my breasts for a whole day? Tears :-(,Negative
I do not like to talk about my problems because I hate to appear weak or vulnerable.,Negative
I will stop loving you when a mute man tells a deaf man that a blind man saw a legless man walk on water.,Negative
"Finally, I'm in the house and it's really cold outside. What I need is some gloves.",Neutral
"Who is my mom to tell me how to style my hair? I told her she has her own head, and she is bald!",Negative
"@__Dariee What I had last time was a Cicero twist or whatever. And it isn't what I want to get, it's what I'm getting. She is too strong.",Negative
"People are running around talking about love and affection. No, you need condoms and protection.",Negative
"I need some attention. Keep playing with my friend and I'm going to get serious, I don't care.",Negative
"Forget the judge, I might get into trouble. I'm ready to confront anyone who challenges me. #FreeMe",Negative
"I'm too obsessed with myself, which is why I can't stay in a relationship for long. Oh well.",Negative
I can show my partner a thousand ways why I love them so much. #BaeeTweet,Positive
"People are upset because my friends don't associate with them anymore. No one can touch my brother, that's for sure.",Negative
"I don't want to give you the wrong impression, but I need love and affection.",Neutral
"@iUse_2GiveAF I like that this Darriell from Tagged said he wanted to get to know me, just hit me up at 832-848-9020.",Positive
"I hate when someone talks about the same thing constantly, like damn, I hear you loud and clear, I just don't care.",Negative
"No attitude, just being chill. I knew she wanted you and I couldn't do that to her; it would have been sour.",Negative
"I don't like when people try to tell me what to do. Oh no, that's not how it works.",Negative
"Oh wow, I'm kind of ready now... I hate that we don't have Mrs. Wallace on Tuesday. I miss arguing with her.",Neutral
I'm going to sleep early because I have to get up at 8 in the morning for my appointment.,Neutral
"Come on, just kill me. I'm so frustrated with these people. I'm not a cop.",Negative
"Holy cow, bro! Lil Wayne, I know we are no limit soldiers. My brother, Da, or Mary Alex.",Positive
"We'll talk and joke around, okay? It's a big fat joke. I'm Kevin KLC, you know, P.T. Kevin Earl.",Neutral
"I still find it crazy that he has that many kids at 32. I'm the same age, and this situation gives me headaches.",Negative
"Haha, you're wrong. I think he isn't used to his body. He's kind of goofy. Not sure if he's soft yet.",Neutral
I'm not surprised. I remember when he said something inappropriate about Tim Duncan's mom.,Negative
"Yeah, he and Ye have been doing that for the past two years, except for the chess.",Neutral
"We had mixtapes back east, though. I heard 'Mo Money Mo Problems' three months prior on a Clue tape.",Neutral
@noz you are right. Cool Breeze is the godfather. I just remember dope boys embracing that song. That spiteful chant took it beyond Dallas Fort Worth fans.,Positive
@TrillSmith @marsxgod that's a human being growing up. Those three identities are present on every album. It's just creative ways to display his personality.,Positive
"I don't have to like your music to recognize your tactics. But anyway, back to work.",Neutral
"@RavinJusFresh do you feel me, lol?! I had khakis and a cardigan on, I should have been good, but my beard looks angry, though, lol.",Positive
"My friend just asked me if I know who the band crew is. I'm like, hell yeah, my twin @ThatMagDontMiss is in the band crew. Hey twin, I need to talk to you.",Positive
"I walked in the house from the store. I walked into the room, and it smelled like straight cannabis. Living the good life.",Positive
"@SMH_YeaThatsRob believe me, nephew. I know if nobody else knows, I know. Can't trust anybody; your friends will turn on you just as quickly as family will.",Negative
"I miss my ABC, my nephew, and my sister Brit. My niece is due tomorrow; I hope she comes tonight.",Neutral
"I said something last night that apparently struck a nerve in somebody, lol. You will be okay.",Neutral
"Nicknames aren't anything, but don't give anybody a title they haven't earned, especially if they can't play that role.",Negative
I have been the same girl since day one; I have never changed. I just don't tolerate your nonsense anymore.,Negative
Joy to the woman who slept with my man; that's why he has herpes. That's what she gets for talking trash.,Negative
I am going back to my sister's house tomorrow; I had to sleep in my big bed tonight.,Neutral
I wouldn't be myself if I didn't receive oral sex before giving it.,Negative
"@LaToyaJS23, if that's the case, they should say that about Pop and the Spurs from '99 with Robinson and Duncan.",Neutral
"@LaToyaJS23, you traded it in? That's a really nice car. I thought you just got that.",Positive
"Well, you better move on because once he goes, he doesn't come back!",Negative
"Oh my gosh, my movie is on! I love this movie so much, especially because my boyfriend Meek Mill is in it.",Positive
"Call it what you want, but I'm going to call it how I see it. #Petty",Neutral
"Everybody is out this Friday night, but I'm staying in the whole weekend. I need to catch up on some sleep.",Neutral
I need to go to Radio Shack for some phone cases. I just need about three.,Neutral
@_BreadWinner7_ We will meet you all in the conference finals if you make it past the first round.,Positive
"@spongebobfunny_ Yes, you do! But just because you are friends doesn't mean you need to wear the same wigs, LMAO.",Positive
"If it weren't for the little moments, when I'm feeling down, they do the smallest, most crazy, silliest things to make me smile. I don't know what I would do! Real talk.",Positive
Why do you get sleepy when you are cold? That's why I used to sleep so much at #PhillyHigh.,Neutral
"That's a damn shame. If smoking cigarettes is that dreadful, why not just stop? The problem is... I'M ADDICTED.",Negative
I wonder what my friend @LADiiKB_81 is up to! I haven't messed with her in a while and it seems like forever! I'm feeling some kind of way about it!,Neutral
"I have to work hard for two aunts, one sister, and my queen, my mother. Rest in peace to you all. Real talk, true story.",Negative
"I just almost got shot by the police who were harassing my brother. Nine police cars versus one car, what the heck!",Negative
"Wait, hold up, I already rolled up/syrup is still poured up, while girls are still rolling up/ganja smoking on the sofa, her nose in the soda.",Neutral
"This year, I need everyone to find a partner who will support them completely and help them avoid trouble.",Positive
"If someone can't be honest with me, then they shouldn't associate with me at all.",Negative
I can't stand not seeing you; it feels like I'm in prison with no visitors.,Negative
"If you have to go out every week, you need to be single because you don't have time for your partner.",Negative
"@Yung_Blood69 @SincinnatiRedd because I get tired of seeing her here feeling like life is hard, but just like me, she needs to get over it.",Negative
"I feel like I just stood in the ring for 11 rounds, and by Friday, I will either look like Pac-Man or the person who knocked him out.",Neutral
"Don't get me wrong, I don't feel sorry for myself. I know how it is; you make your bed, and you have to lie in it.",Neutral
"@prettigurl_Toya shaking my head, hopefully, they have a better chance of surviving in there than upstairs. Oh, is Charlie still there? Did you tell her?",Neutral
"I cleaned my car all by myself! @LibraSheis @prettigurl_Toya, are you all proud of me? Lol",Positive
"Lol, I want some watermelon Sour Patch Kids, a watermelon Arizona drink, and some hot fries, lol.",Positive
"My stepbrother keeps zoning out and pinching his fingers, laughing out loud.",Neutral
I wish gas was powered by water; I would travel from Cahokia to the Ville every day if you wanted me to.,Positive
"If you are looking to work out, you better find a personal trainer! Those are the best workouts ever.",Positive
I am debating whether I feel like rolling that up first or if I should just go straight to work.,Neutral
Today is my last day drinking soda and cutting back on alcohol! My kidneys are not doing well!,Negative
"I still can't believe that on January 16th, I will have been single for a year!",Neutral
I need to buy a better knee brace and ankle braces before I do anything else.,Neutral
"I woke up in pain, but that's not stopping me from making money. Good morning!",Positive
"I'm supposed to be getting dressed, but I'm just sitting here eating.",Neutral
There are fake people everywhere you go. I don't know why people act surprised when they meet one.,Negative
"The more I see, the more I want, and the more I give, the more blessings I receive.",Positive
"@Stug_Fent even though we don't get a video for Stug Fent Friday, how about a snippet or a collaboration with @PUSHA_T or @NoMalice757 or something?",Neutral
"@Stug_Fent I'm definitely down, my friend. You never know, I might throw some heat.",Positive
@Rated_Gorjuss why are you upset with these disrespectful guys and these rude women?,Negative
Hey! What are you all smoking in California? I swear my lungs turned into green florets last night! #calibud,Neutral
I hate when I'm talking to somebody and they keep saying the same thing.,Negative
My dad wants me to cook him some hot dogs. What is wrong with him?,Negative
"@PoppinToolys__ lol you are funny. Alright, if you think you won, then you won. It's ridiculous how some people are afraid to admit they lost, girl bye, that's childish.",Positive
I need to go get my jacket made so I can be like Trey Trey and show them off.,Neutral
Lol he is talking about her butt dragging on the ground and her breath smelling like a box of puppies. I can't stop laughing.,Positive
I hope it's raining hard in the morning. I don't want to go to school. I hate my birthdays.,Negative
She kept me up all night just to say she is not letting Jay go to school. That really pissed me off.,Negative
"Lol, my sister-in-law is talking about how I'm just tweeting my life away.",Neutral
He keeps putting his hands on me. I'm going to confront him one day.,Negative
"You are telling me to go harder, go deeper.",Neutral
"LOL, wow. I have no ride, you know that. And my bike isn't here, so now it's on you.",Negative
A relationship isn't a relationship if you all don't know how to work things out as one. I'm glad the baby came by.,Positive
"Lmao, Chris is a mess. Oochie coochie all night long, lmao.",Positive
I just... shaking my head. Something needs to give because one day I am NOT going to be here at all.,Negative
"I'd rather look and dress differently than to look like you, her, him, and them.",Negative
This little person down under my room is banging on those drums. I already know those recovering addicts are going to be loud tonight.,Negative
I am working on getting another iPhone so I can group text with my friends. I miss group texting them.,Positive
I have been drinking only water and a ginger ale here and there for a week now. That's progress for me.,Positive
"@RizzyRoyce215 where do you think the name came from? Lol, and I'm not unfamiliar with the green. Lol.",Neutral
And it's good to know that you are still the one to catch me when I fall.,Positive
"I really, really, really, really hate being lied to. Do I look like a fool? No.",Negative
"@janae_BGC10 They are wrong for jumping you while you were drunk. All bad girls get drunk, shaking my head, petty people.",Negative
Nothing is getting past me! I just keep quiet and observe the situation.,Neutral
"Even though I can cook, my future partner better not expect me to be in the kitchen every day making sandwiches and stuff. No way, sweetheart.",Negative
"@JamaicanDialect You all have me stuck on your page this morning! You all have me cracking up, lol... #teamjamaican to the world!",Positive
"I won't bring down another person with the words that come out of my mouth. If I have, I'm sorry.",Positive
"Why would you promise someone something if you know you can't fulfill that promise? Ugh, just don't speak!",Negative
"I am still a Christian, and if I don't find Jesus, I know I would light everything that crosses my path.",Negative
"My little cousin lost her house key too, so she won't have anyone to let her in when she gets home from school if I leave.",Negative
You can't run faster than your own shadow. Stay in your lane and don't go broke trying to look rich.,Negative
"Looking back on my younger years, I have really matured a lot. I take life more seriously and meaningfully now.",Positive
"I just want to stay humble, stay in my lane, and watch God do big things in my life.",Positive
"#JamaicansBeLike *spends a 2-week vacation in the U.S. and comes home* What's up, my friend? Yo, we are living large out here, man! Real friends!",Positive
#JamaicansBeLike I hope you are taking care of yourself! You are going to be a parent!,Positive
"@dessydutchess lol he has to work in the morning, just hit us up tomorrow... Are you all in Henrico?",Neutral
I really love that @kerrywashington in Scandal. Why do they have me waiting? I want more Scandal next Thursday. :-( ,Positive
"Since I started watching that show on Style, I can't stop shopping at @JustFabOnline. I have a shopping problem, lol.",Positive
I wonder how that comedy show was tonight. It's too bad I forgot about it; I would have gotten tickets.,Negative
"Man, when my nieces get older, I hope they don't do the things I do.",Negative
"@_youngANDpreddy, lol, you are a trip. Laughing at people like you with your worn-out body and no walls.",Negative
"I hate when people call me by my nickname and I don't know them that well. Like, do I know you?",Negative
That's not your girlfriend; you're taking her out and giving her money while I'm with her.,Negative
"God sends you challenges so you may fail, but you may also succeed and become a better person.",Positive
"I should say something, but what's the point? I'm just going to make her mad again.",Negative
I dislike overweight people; that situation is just going to lead to trouble.,Negative
"@ThisGirlDesi, go to sleep because I'm going to sleep at 12 so I can say happy anniversary first.",Neutral
"People are going to talk about you until the day you die, and you won't be able to stop it.",Negative
"When older people are really talking about something, it can make you feel regret or be depressed.",Negative
"If you can make some delicious pancakes, Vienna sausages, or ramen noodles, I really like you.",Positive
"@Ay_Man56, I saw you at the stop sign today leaving Patton's like you were in your own world.",Neutral
"I wish my boyfriend would get home. He wants to be out with his cousins again tonight, maybe because I'm at school.",Negative
"I haven't talked to this boy in a while, and he texted me and asked if I was here.",Neutral
"I really want to take that ride, but I would be wrong, so let me go home.",Negative
That's why I don't do anything for people now; they don't know how to pay me back.,Negative
I dropped heat for two weeks; the CDs are popping with good music. You would think I'm down with Kanye West.,Positive
"People's mothers are still up, y'all! @yaboydjjaybiz @502fmky @thedjrayray #502fmAfterDark school tomorrow.",Neutral
"The white boy is acting strange; he asked where I was going after school. I said, 'Your house,' and he replied, 'That's where I want you to go,' haha.",Positive
"@DreamCatcher129 I feel the same way, but unfortunately, that won't happen. This year is all about focusing on myself.",Neutral
I need to get my hair done or get a new hairstyle; I'm getting dates lined up.,Positive
"Your ex is your best friend, and you bring him to my house! - that will get you smacked.",Negative
"Ja'nyah is getting on my nerves asking for her #sem, lol, but if she were here, she wouldn't even mess with her.",Negative
"Forgive me, Lord, I know I am not living right; I have to feed my family because they have a big appetite!",Negative
"I heard that if you live by the gun, you will die by it... I know I am going out with a big gun by my side!",Negative
"Money equals blood and sweat; that is what it took to get it, and I will hurt you if you touch a penny!",Negative
"Forget your past, I am not a judge; I accepted you for who you are... just don't let your past catch up to you!",Positive
"Just because I'm a messed up guy, every girl I have ever been with... I end up corrupting their boyfriend and telling him where she has been!",Negative
If I know more guys who have been with you than guys who haven't... then you are not being faithful.,Negative
She has way too much grief built up... She needs to go see Mrs. King for real.,Negative
She's holding on to things that we as a family are trying to let go of!,Negative
@__Trruuuuu lol I'm definitely going to have to make a trip there sooner rather than later... I need to figure out if you all are just talking.,Neutral
I'm trying to wait until the last minute of the last day to go back to Albany.,Neutral
No class! She let me go home! The privileges of being the only person in the class!,Positive
"@SapranoLife_Dez lol I didn't leave you. It was a last-minute trip, and I came right back the same day. I got you if I ever go back.",Positive
"Shout out to my #9 baby @PhireSpitter aka Hell and High Haze, also known as Triple H.",Positive
"@Down_WithOPP honestly, they need to fix all the darn potholes on your campus because that is ridiculous! Lol.",Negative
"@D_Fulton89 My brother is lying all over Twitter. He is not going to be in the wedding talking about me and my possible future, lol. Shaking my head, light-skinned people.",Negative
