aae_text,sae_text
"""@G_FuckYoTweet: Y'all Thought I Was Lien When I Said I'm Deleting Numbers , Yall Been Left In 2012 ...! Girl don't nobody care""","""@G_FuckYoTweet: You all thought I was lying when I said I’m deleting numbers. You all were left behind in 2012... Girl, nobody cares."""
S/O to everybody who was screaming for me when they saw me on the video,Shout out to everyone who was cheering for me when they saw me in the video.
@LadyRoby_32 but we still the number won in the east ya'll barely top eight and we got more wins then we got losses unlike ya'll,"@LadyRoby_32 But we’re still number one in the East. You all are barely in the top eight, and we have more wins than losses, unlike you all."
Which Lead To Fight & A Lot Of She That I Wish Never Happen That I Hope She Look Past,"Which led to a fight and a lot of things that I wish never happened, that I hope she can look past."
@Made_Nigga478 Geah & Get My Pullova From Grip House in His Closest & My bookbag at Dune House!!,"@Made_Nigga478 Yeah, and get my pullover from Grip House in his closet and my bookbag at Dune House!"
"""Confront Me bout Yo Ol Lady Ima Gone Head & Tell Ya, Yeah I Killed Some lol..""","Confront me about your old lady and I’ll go ahead and tell you, yeah, I’ve been with her lol."
@TasteHer_YUM na man you just said ND cuz you just know Alabama gone win ..,"@TasteHer_YUM No, you just said Notre Dame because you already know Alabama is going to win."
#CallOutSomebodyBeautiful ..all girls are beautiful in there own way ..but this girl get a special s/o >>>>>>>>> @He_SayHeLoveMe,"#CallOutSomebodyBeautiful ...All girls are beautiful in their own way, but this girl gets a special shout out >>>>>>>>> @He_SayHeLoveMe"
"""She said sorry iDidnt shave, so this pussy is a lil furry , iHand that bitch a razor blade, iAint in no hurry""","She said, ""Sorry, I didn't shave, so this vagina is a little furry."" I handed her a razor blade; I'm not in any hurry."
You aint the only one tryna be the only one lets be real..ill admit it! #Drake,"You aren’t the only one trying to be the only one, let’s be real. I’ll admit it! #Drake"
Dont fck only fck wit me when u going thru shit fck wit me cuz ur a real friend!,Don’t only mess with me when you’re going through things—be there for me because you’re a real friend!
@__PoloJunkieee Came Over My Aunti House With Me . . . Lol Shit Was Funny Asf !!,"@__PoloJunkieee came over to my aunt’s house with me... Lol, it was so funny!"
"""My Youngg Nigga Rep Blood Gang , My Og Rep Hoovaa All I Got Is Shootass !""","My young friend represents the Blood gang, my older friend represents Hoover—all I have are shooters!"
The Fact That These Folks Jus Upp And Added Me Too C.T.M.G Nd 804 !!,The fact that these people just suddenly added me to C.T.M.G and 804!
Laying Down ! Needa Take A Nap Soo I Can Stay Up Wit Bay !,Lying down! I need to take a nap so I can stay up with bae!
3 Of Uss Gotta 11th Grader ! Kidd Stfu You And Tri Tri Go Togetha Today !,"Three of us have an eleventh grader! Kid, be quiet. You and Tri Tri are going together today!"
"""The Fact I'm Back On My Music Flow Throw Ya Sets Up my Shxt !""",The fact that I’m back in my music groove—throw your sets up to my stuff!
@Killyaswagg I ain't making none -_- sorry cus my god father bouts bring me some from McDonalds <3 I got you next time thoe,@Killyaswagg I'm not making any -_- sorry because my godfather is about to bring me some from McDonald's <3 I'll get you next time though
What the point of loving someone & They Get mad at you all day everyday ?,"What’s the point of loving someone if they get mad at you all day, every day?"
My BestFriend @us_AgainstHOES  : ) She the One & Only Lol :) Shopping this weekend ?,"My best friend @us_AgainstHOES :) She’s the one and only, lol. :) Are we going shopping this weekend?"
At the end of everything I guess it really is just Me Myself & I !,"In the end, I suppose it really is just me, myself, and I!"
@KiiD_Crazed  Thanks For the Advice today <3 ; you really helped Love & U made me Laugh : ) I love You,@KiiD_Crazed Thank you for the advice today <3; you really helped me and made me laugh :) I love you.
Shakeya said if I lose ah fight then she finna say Move y'all and slap me lol,"Shakeya said if I lose a fight, then she’s going to say “Move, you all,” and slap me, lol."
I talk to NOBODY & I'm crushing on NOBODY : ) best way to be lol,"I don’t talk to anyone and I don’t have a crush on anyone :) That’s the best way to be, lol."
You show me one preachers daughter whose not a Whore and I will show you an adopted child,"You show me one preacher’s daughter who’s not a whore, and I’ll show you an adopted child."
"""@Yo_Its_Rayonna Man Mi Nigga i cant havee Yo beannHeadd ass Madd At Mhee Lol,Niggas Kicking It Thss Weekendd , Gurl we Gotta #TURNUP""","""@Yo_Its_Rayonna Man, my friend, I can't have you and your stubborn self mad at me. Lol, we're hanging out this weekend. Girl, we have to #TURNUP."""
"""@Yo_Its_Rayonna & i Wouldnt Say That i left Youu && Pluss I Was Nt texing Youu , i wass Getting dress Gee , Soo Thee Way yuu came at me was""","""@Yo_Its_Rayonna, I wouldn’t say that I left you, and plus, I wasn’t texting you—I was getting dressed. So the way you came at me was..."""
"""Welp boutta Changee Clothess , Go Upp Too Thee REC To Go see Sal Vs . Thee Rec : )""","Well, I'm about to change clothes and go up to the rec center to watch Sal versus the rec. :)"
@Yo_Its_Rayonna && Btww Yu Coming To thee Gamee ? . . && IKnoo Yu Dont Likee Goingg Upp theree Itss Juss Foee Thee Gameee,"@Yo_Its_Rayonna And by the way, are you coming to the game? And I know you don’t like going up there, it’s just for the game."
"""@Yo_Its_Rayonna Yes,But Umm GoodNight Im Lightway Tired : P Tex Mee aa GoodMorning ! & Let Me Knoo Whatchu Gone Do Tm .""","""@Yo_Its_Rayonna Yes, but um, good night. I’m kind of tired :P. Text me a good morning! And let me know what you’re going to do tomorrow."""
That slick shit want get yew know were just be ready to take what I dish out Et.,That slick behavior won’t get you anywhere; just be ready to handle what I give out.
In the game of life you can be anything u want as long as u play cards rite and in 2013 im going for dat extra spade ya dig...,"In the game of life, you can be anything you want as long as you play your cards right, and in 2013, I'm going for that extra spade, you know what I mean."
My uncle came in & said happy new yr. We aint say shit so he mad . . Lmaoooo,"My uncle came in and said ""Happy New Year."" We didn’t say anything, so now he’s upset. LMAO"
. Nothin left to do but send em home to you ; IM THRU ! :),There’s nothing left to do but send them home to you; I’m done! :)
I'm sooo happy I did everything I had to do ! Now I can take a lot of medicine & sleep.,I am so happy I did everything I needed to do! Now I can take a lot of medicine and sleep.
@yOUAtE_iMGREAt I been texting my nephew but I guess his momma hatin ain't text back !,"@yOUAtE_iMGREAt I have been texting my nephew, but I guess his mother is being spiteful and hasn't texted back!"
"""No class today so im at the new house chillin , until my pops get back""","There’s no class today, so I’m at the new house relaxing until my dad gets back."
"""Dont they love to see you down, kick you while your on the ground, dont let emotions show""","Don’t they love to see you down, kick you while you’re on the ground? Don’t let your emotions show."
What I miss on twitter in the last past 5mins Something funny I bet ??! Lol Hi,What did I miss on Twitter in the past five minutes? I bet it was something funny! Lol. Hi.
Think about it ? what would work ? big men w/big guns.....atlease slow there ass dn w/a electric gun .  Yall know what im talkin bout .  lol,Think about it—what would work? Big men with big guns... at least slow them down with an electric gun. You all know what I’m talking about. Lol.
"""@Idol 2night @maraihCarey it's good to see u jus being you , acting like the song bird you truely are ''cuz can!t nobody take yo place . Pls""","@Idol tonight @MariahCarey it's good to see you just being yourself, acting like the songbird you truly are, because no one can take your place. Please."
"""I can tell u right now , It's not about you! In yo face! Lol""","I can tell you right now, it's not about you! In your face! Lol"
I feel like singing this morning ! God been good to me! have a bright sunshine day today . Ask and it will be given unto u . SEEK YO DREAMS,"I feel like singing this morning! God has been good to me! I have a bright, sunny day today. Ask and it will be given to you. Pursue your dreams."
Just getting in bout to shower and take it alllllll the way down!!! Class tomar,"Just got home, about to shower and completely relax! I have class tomorrow."
#nykboss      I need make makeover cause I lost 70 pounds close is getting too big!,#nykboss I need to get a makeover because I lost 70 pounds and my clothes are getting too big!
"""People not suppose to know you going MIA , you suppose to just do it !! Smh""",People aren’t supposed to know you’re going MIA; you’re just supposed to do it. Shaking my head.
"""If you want it lets do it , ride it , my pony . My saddle is waiting come and jump on it !!!""","If you want it, let's do it. Ride it, my pony. My saddle is waiting—come and jump on it!"
"""second step is getting over it , may take a while , but if you want to happen it will""","The second step is getting over it. It may take a while, but if you want it to happen, it will."
Bad girls club just encourage females to act like annoying bitches that think its okay to wild out in public,Bad Girls Club just encourages women to act like annoying people who think it's okay to behave wildly in public.
@CHASEin_myDream @GreoryLostEnerG if yall dnt think race plays a factor in success then yall parents must have sheltered yall from the world,"@CHASEin_myDream @GreoryLostEnerG If you all don't think race plays a factor in success, then your parents must have sheltered you from the world."
@GreoryLostEnerG I ain't say it was impossible cuz everybody in my fam went to college I was saying its easier for whites,@GreoryLostEnerG I didn't say it was impossible because everyone in my family went to college; I was saying it's easier for white people.
I think ima retire my jersey in ruzzle. It was nice while it lasted lol,"I think I’m going to retire my jersey in Ruzzle. It was nice while it lasted, lol."
I only watch ufc cuz its funny as hell to see them niggas get knocked out,I only watch UFC because it's really funny to see those guys get knocked out.
If you can't tell me something face to face you shouldn't be saying it in the first place.,"If you cannot say something to me face to face, you should not be saying it at all."
How u gone tell somebody to shower everyday & yo stankin ass down shower everyday #FuckOuttaHere,How are you going to tell someone to shower every day when your own stinking self doesn’t shower every day? #GetOutOfHere
@PraiseMEBitch_ u still aint hmu anyway lien ass shouldn't have gave u my number lol,"@PraiseMEBitch_ you still haven’t hit me up anyway. Lying ass, I shouldn’t have given you my number lol"
I really think chief keef tht nigga but im not gone be like just woke up to my husband on the gram<<,"I really think Chief Keef is that guy, but I’m not going to be like, “Just woke up to my husband,” on Instagram."
@ImChriStyle @passmethespliff I wouldn't be caught dead with them outfits they had on ... No homo,@ImChriStyle @passmethespliff I would never be seen wearing the outfits they had on ... No homo
I've been trellmix since my Beasley days. I guess that s*** will never pass away.,I’ve been trellmix since my Beasley days. I guess that stuff will never go away.
"""When you call me OUT MY NAME , make sure you can state why you called me out my name ....""","""When you insult me, make sure you can explain why you insulted me..."""
"""Mall with BestFriend and my Babies Today , I'm not wearing none major though !""",At the mall with my best friend and my kids today. I'm not wearing anything special though!
"""@IMFOOL_BIT , lol , tell her my li nigga in that belly she can't be acting up !""","""@IMFOOL_BIT, lol, tell her my little man is in that belly, so she can't be acting up!"""
I wish derrick would cut this junk off b4 I cock my gun and shoot his behind frfr,I wish Derrick would stop this nonsense before I get my gun and really shoot him.
@HK_RunninTHINGS: @alphonsot45 ughh im not mean....Just REAL!!!ohh oh okay we gone see how real u is when we fight,"@HK_RunninTHINGS: @alphonsot45 Ugh, I’m not mean… I’m just REAL! Oh, okay, we’ll see how real you are when we fight."
@Myra2REAL yes she is and her mother messy too!! I beat that ass all day honey!! Pls know the girl,"@Myra2REAL Yes, she is, and her mother is messy too! I would beat her up all day, honey! Please know the girl."
@sassycancer good morning my love!! Giving you a shot out cant wait to see nmy boo!!! Love ya babes!!!,"@sassycancer Good morning, my love! Giving you a shout out—can’t wait to see my boo! Love you, babe!"
@BriLovesBey Omg!!! I'm watching she's all that!!! Me and your brother would watch this and laugh our asses off,"@BriLovesBey Oh my gosh! I'm watching ""She's All That!"" Your brother and I used to watch this and laugh so much."
Lord Knows Wat I Would Do To Have You Laying Next To Me && Our Son Right Now.!  #WeMissYouBaby.,Lord knows what I would do to have you lying next to me and our son right now. #WeMissYouBaby
U hoes ain't no good these days I be having to second guess y'all intension when it comes to me,You women aren't any good these days; I have to second-guess your intentions when it comes to me.
@ACE_FUCKEM cause u act like u 7 when it comes to her big fuckn baby!,"@ACE_FUCKEM because you act like you’re seven when it comes to her, such a big baby!"
Once u break a persons trust its almost impossible to gain it again (but nothing is impossible so...),"Once you break a person's trust, it's almost impossible to gain it back (but nothing is impossible, so...)"
James aggravating How tf he Came up with these pussy fuck gay ass feelings Rico don't even say much chile,"James is so aggravating. How did he even come up with these weak, annoying feelings? Rico doesn’t even say much, geez."
It's been all type of funny shit I wanted to tell that bitch & I called her each time because I couldn't hold it in but did she answer me??,"There have been all kinds of funny things I wanted to tell that woman, and I called her each time because I couldn't keep it to myself, but did she answer me?"
He bout to drive me n wen i go left yall gne swear i ant never been right,"He’s about to drive me crazy, and when I go off, you all are going to swear I’ve never been right."
How about we have had double digit shootings in the city within the first 24 hrs into the new year. 150 characters is not enough room,How about the fact that we have already had double-digit shootings in the city within the first 24 hours of the new year? 150 characters isn’t enough space.
Its another beautiful winter day in the city of Chicago. I thank God its a little warmer today. Plus myself and others who can see today.,"It’s another beautiful winter day in the city of Chicago. I thank God that it’s a little warmer today, and I’m grateful that I and others are able to see today."
"""Well, time for bed. The sirens are all over the place. Goodnight everybody ask God to bless you with peace thru the night & joy in the morn.""","Well, time for bed. The sirens are everywhere. Goodnight, everyone. Ask God to bless you with peace through the night and joy in the morning."
So excited for my wife @angelafharvey on her 1st day as official @RelateChurchMS staff!!! Go babe!!!,"I am so excited for my wife @angelafharvey on her first day as official @RelateChurchMS staff! Go, babe!"
Day 21 of #21daysofprayer it's been a great three weeks! Finishing out big this morning @RelateChurchMS at 9. See u there!,Day 21 of #21daysofprayer—it has been a great three weeks! Finishing strong this morning at Relate Church MS at 9. See you there!
"""Ms Arret was irking me today, she need to take an absence for at least a day""","Ms. Arret was annoying me today; she needs to take a day off, at least."
@BraNahBriggs a job she offered me weeks ago but I have to get my workers permit filled out  and right,"@BraNahBriggs It's a job she offered me weeks ago, but I have to get my work permit filled out and completed correctly."
"""dnt slip , dnt slip. Cause a nigga might push up on it. Dnt really wanna lose this moment""","Don't slip, don't slip. Because someone might make a move. I really don't want to lose this moment."
"""@Jeeezy__: so yatiece blocked me from retweeting her tweets :/ lhh come on.now bff no i ddnt dude lol""","""@Jeeezy__: So Yatiece blocked me from retweeting her tweets :/ Laughing here, come on now, best friend. No, I didn’t, dude, lol."""
i can give a fck bout no hater ! Long as my bitch love me,"I don’t care about any haters, as long as my girlfriend loves me."
My moma js left without cooking me breakfast lol . . Huhhhh i gotta get up n cook.,"My mom just left without making me breakfast, lol. Now I have to get up and cook."
When i wake up my dog hop rght on my bed. N jump all over me. I b hella mad,"When I wake up, my dog jumps right onto my bed and jumps all over me. I get really mad."
Mr Albright said one of his students said thy gn shoot his bitchass with a gun lhfh.,"Mr. Albright said one of his students said they were going to shoot him with a gun, laughing."
@SMB_____ grl dnt bby me. U gt yo bby.   . N keep ya stuff out my section lol,"@SMB_____ Girl, don’t baby me. You have your baby. And keep your stuff out of my section, lol."
Juju b fakin .. mfs dnt fck with me r my bff so dnt tlk to us now lol,"Juju is being fake. People don’t mess with me or my best friend, so don’t try to talk to us now, lol."
I want my bae back : / Im finna call her back after the fact she banged smh,"I want my girlfriend back : / I’m about to call her back even though she hung up, shaking my head."
All we do is win we dont take Ls nigga put that 48 to yo head thats a crest deal Nigga,"All we do is win; we don't take losses. Man, put that .48 to your head—that's a crest deal, man."
"""SHOT AH COUPLE OF TIMES FOR BREAKING INTO A LADY HOUSE WIT HER KIDZ,, dez folks ain SWEET nomo""",Shot a couple of times for breaking into a woman’s house with her kids—these people aren’t nice anymore.
Momma always told me to a girl how she deserve to be treated so If you act like a hoe you deserve to be treated like a hoe,"My mother always told me to treat a girl how she deserves to be treated, so if you act like a hoe, you deserve to be treated like a hoe."
Mutha fuckas hated me when I was doing well now that im at a minor setback you still talk shit Here take this dick n stick it in your mouth,"People disliked me when I was doing well, and now that I’m experiencing a minor setback, you’re still talking negatively about me. Here, take this and put it in your mouth."
"""You dont know the true meaning, of the word hustle I do that shit daily""","You don't know the true meaning of the word ""hustle."" I do that every day."
People kill me with that subtweeting shit if you going tweet about a person tag them in it just be prepared for the consequences,"People annoy me with that subtweeting stuff—if you’re going to tweet about someone, tag them in it. Just be prepared for the consequences."
Lately I been getting my niceness tooking for me being weak but im far from it,"Lately, people have been mistaking my kindness for weakness, but I am far from weak."
But disloyalty is not im my blood at all and I have no reason to lie,"But disloyalty is not in my blood at all, and I have no reason to lie."
Take notes there will never EVER be another me when God got through making me he throw away anything that he can use to make a duplicate,"Take note: there will never, ever be another me. When God finished making me, He threw away anything He could use to make a duplicate."
True words spoken @Gorgeousss_Lexx: Alot of people hold on to there past which effects them in the future. #Smh,"True words spoken @Gorgeousss_Lexx: A lot of people hold on to their past, which affects them in the future. #Smh"
I'm going to the movies Friday and Saturday cause this new scary movies ain't no bitch,I’m going to the movies on Friday and Saturday because these new scary movies aren’t for the faint of heart.
My girl can't be friendly with none of you fuck niggas cause I'm selfish and I simply have trust issues,My girlfriend can't be friendly with any of you guys because I'm selfish and I simply have trust issues.
"""...so I left I purse at ciera house last nite, & DATS ah first I Neva leave my purse neva""","""...so I left my purse at Ciera's house last night, and that's a first. I never leave my purse, never."""
@YaDreamWife @A_Darker_Beauty log out hoes dang and that was for both of you unBeWeavable chickenheads,"@YaDreamWife @A_Darker_Beauty log out, ladies. Dang, and that was for both of you unbelievable chickenheads."
Yall scarey ass fuck i want round with javon and i just want to slap za ugly ass,"You all are so scary. I want to fight Javon, and I just want to slap Za’s ugly self."
Do you ever just look at people at school and have a sudden urge to push them down the stairs,Do you ever just look at people at school and suddenly feel the urge to push them down the stairs?
"""@MeechiePooh92: @Badass_sha lol now you know Marquis will kill you if he seen that tweet lol Ikr that's why i tweeted it because he can't""","""@MeechiePooh92: @Badass_sha lol now you know Marquis would kill you if he saw that tweet lol I know, that's why I tweeted it—because he can't."""
I don't be seeing the point in talking shit abt your spouse if you jst gone be right back with them at the end of the day #PointlessShit,I don't see the point in talking badly about your spouse if you're just going to get back together with them at the end of the day. #PointlessShit
Me && Marquise Was Texting Each Otheer && We was Inna next Room.From Each Otheer #FRIED,"Marquise and I were texting each other, and we were in the next room from each other. #FRIED"
""", Sometimes You Gotta Learn Ta ' Let GOOO : ) && I FOUND Out Da Hard way""",Sometimes you have to learn to let go :) and I found out the hard way.
@MG_BooGotti you ` sound slow as you LOOK tf!  Dont say DEVINE I got my name changed,"@MG_BooGotti you sound as slow as you look, what the heck! Don’t say Devine, I got my name changed."
"""Teach me how to luv...I promise I won't 4get...I will pay attention, do my homework & vow to study it""","""Teach me how to love... I promise I won't forget... I will pay attention, do my homework, and vow to study it."""
I love bad bitches thats my fucking problem and yea I like to fuck thats my fucking PROBLEM,"I love attractive women, that’s my problem, and yes, I like to have sex, that’s my problem."
that day he texted another girl saying Listening to my girlfriend tell me how she cheatin on md,"That day he texted another girl saying, ""Listening to my girlfriend tell me how she’s cheating on me."""
This damn tv too loud n I dnt feel like getting down. Too fucking old for this bunk bed....  -_- college,This damn TV is too loud and I don't feel like getting down. I'm too old for this bunk bed...  -_- college
"""This not where I wanna be, so Ima change it. Slowly but ima change it.""","This is not where I want to be, so I’m going to change it. Slowly, but I’m going to change it."
Was not man enough yea dats funny yu must knew dat tweet was about yu,"Wasn’t man enough, yeah that’s funny. You must have known that tweet was about you."
Yu always got too throw something about da country when yu talk to me and yu just one of a fucking kind thought every girl from da 305,"You always have to mention something about the country when you talk to me, and you really are one of a kind—I thought every girl from the 305 was the same."
I float my boat inside your ocean give yu dis magic potion all yu got to say is #Yes,I sail my boat in your ocean and give you this magic potion; all you have to say is #Yes.
BLUE! Yu ain't nothing therefore yu don't get nothing yu don't deserve nothing BLUE BLUE IF I RAISE UP ITS GONE BE TROUBLE TROUBLE,"BLUE! You are nothing, therefore you don’t get anything, you don’t deserve anything. BLUE, BLUE, if I get up, there’s going to be trouble, trouble."
This bubba nigga known for trouble I said me and tom g fucking the same bitch me and tom g fucking the same bitch Yeah!,"This guy is known for causing trouble. I said, Tom G and I are having sex with the same woman. Tom G and I are having sex with the same woman. Yeah!"
No how I'm driving but I'm steady tweeting shit I'm getting dropped off my #Yetti resting he got a long ryde back to Jacksonville 2morrow,"I don’t know how I’m driving, but I’m still tweeting. I’m getting dropped off—my #Yetti is resting; he has a long ride back to Jacksonville tomorrow."
Nigga ask me did I fuck his bitch told him I don't remember did she give me head now dats a strong possibility,"He asked me if I slept with his girlfriend. I told him I don't remember, but did she perform oral sex on me? Now that's a strong possibility."
Funny how a female say they want to be loved and treated right but when a nigga try they don't know how to accept it,"It’s interesting how a woman says she wants to be loved and treated well, but when a man tries, she doesn’t know how to accept it."
@Datniggabmac Aye bitch just make sure Lakers make da playoffs y'all slowly sinking in da west,"@Datniggabmac Hey, just make sure the Lakers make the playoffs. You all are slowly sinking in the West."
If yu gone fuck around at least make sure she look better then your main,"If you’re going to cheat, at least make sure she looks better than your main girlfriend."
High off of life high off of haters on my way to the top nigga yu ain't on my elevator,"High on life, high on my haters, on my way to the top. You’re not on my level."
There is only one person working in the post office with a line to the door!!!! Things that make you go hmmmmmmm,There is only one person working at the post office and the line goes all the way to the door! Things that make you go hmmm.
Pastor Oliver PREACHED at EBC Fairburn today!!! Good word now I'm looking forward to a good game with My Falcons coming out with that W!!!,Pastor Oliver delivered a powerful sermon at EBC Fairburn today! It was a great message. Now I’m looking forward to a good game and hoping my Falcons come out with the win!
@Dejah_Tarae Idk. The guy I wad suppose to get it done texted bck too late and my mom said she not getting it from him.,"@Dejah_Tarae I don’t know. The guy who was supposed to do it texted back too late, and my mom said she’s not getting it from him."
"""@blc___ girl nothing fr . laying down , otf . Wbu . And imu toooo""","""@blc___ Nothing really, girl. Just lying down, on the phone. What about you? And I miss you too."""
I forgot iim a BOSS ain't got time for lil niggas out chea ii got bigger fish to fry,I forgot that I’m a boss. I don’t have time for little guys out here; I have bigger things to focus on.
Damn I'm mad I missed @AdizBAMBI last night in keysville I wonder when she coming bak to the south!!!,"Darn, I'm upset that I missed @AdizBAMBI last night in Keysville. I wonder when she’s coming back to the South!"
@PaperChasinq lol but i'll prob be dwn dea for spring break so ya cn jus come ova my daddy house or ill go to rodie house,"@PaperChasinq lol but I'll probably be down there for spring break, so you can just come over to my dad's house or I'll go to Rodie's house."
@PaperChasinq yea its in march and I'd rather go over rodie house cos he cool or watever,"@PaperChasinq Yeah, it's in March and I'd rather go over to Rodie's house because he's cool or whatever."
"""@_HeavilySedated: - i want too be in a relationship .. But im in it fa the long run .. Fryou feel me""","""@_HeavilySedated: I want to be in a relationship, but I’m in it for the long run. Do you understand what I mean?"""
"""@_HeavilySedated: @lilv5275 ... I just did keith ... The galaxy note 2 is what I want ... I got u its yours on some real shit""","""@_HeavilySedated: @lilv5275 ... I just did, Keith ... The Galaxy Note 2 is what I want ... I’ve got you, it’s yours, seriously."""
Couldn't keep leading you on cause then the situation would have been even WORSE than what it was !,I couldn't keep leading you on because then the situation would have been even worse than it already was!
"""It's bad enough my hair don't hold styles when it's ok weather, but the rain & humidity had my hair hit city -_-""","It's bad enough that my hair doesn't hold styles when the weather is okay, but the rain and humidity made my hair look a mess. -_-"
I Swear I Wanna Jus Beat The Bitch Fa Being Dumb Hoe Yu Kno Wat Happened Last Night &d Yu Still With Him Lol !,I swear I just want to beat her up for being dumb. You know what happened last night and you’re still with him? Lol!
Lets Get Ah Understanding @_Caution_ImWet Darion Is YOUR Boyfriend ! I Dont Want Him I Jus Fuqk Him Wen I WANT !,"Let’s get an understanding, @_Caution_ImWet: Darion is your boyfriend! I don’t want him, I just sleep with him when I want to!"
Frontin for.all these network sites when you live on the area and we be.seein you,Pretending for all these social media sites when you live in the area and we see you.
But it's cool I don't think I liked that church anyway...  they had a ATM machine and a gift shop in they church smh,"But it's fine, I don't think I liked that church anyway... they had an ATM and a gift shop in their church, shaking my head."
Ima need a face mask cause my nasty ass client keep coughing in my fuckin face,I’m going to need a face mask because my unhygienic client keeps coughing in my face.
"""Who sings this song @_underinfluence: Trapping out da house wit dem boys on da windas, trap out da bando, trap out da bando""","Who sings this song? @_underinfluence: Trapping out the house with those boys on the windows, trap out the abandoned house, trap out the abandoned house."
Den u scary AF HOW U GONe bE mesSy & aiNt goNe fighT noWere & Yo blOod LinE PerioD!!,"Then you’re really scary as fuck. How are you going to be messy and not fight anywhere? And your whole bloodline, period!"
It's Times Like This Where I Realize That I Do Have It Good .. .,It's times like this when I realize that I do have it good.
"""When God sees he can trust you with ANYTHING,He will bless you with EVERYTHING @MosesHerring""","When God sees that He can trust you with anything, He will bless you with everything. @MosesHerring"
@MsTerryMcMillan people seem to have too much time on their hands.Everybody is a critic. Talent or not.,"@MsTerryMcMillan It seems like people have too much time on their hands. Everyone is a critic, whether they have talent or not."
"""@oh_sogoodE ain't shit wrong with that, more shit on TV than music videos & reality tv shows.""","""@oh_sogoodE, there’s nothing wrong with that; there’s more on TV than just music videos and reality TV shows."""
@DatGirl_TRICE I'm Tryna tell u ! Cus ain't a MF doin for neither one of us so we ain't loosin !,"@DatGirl_TRICE I'm trying to tell you! Because there isn't anyone doing anything for either of us, so we aren't losing!"
I'm shol Finna rewrite this bitch and give him a piece of my fuckin mind and ima pay to have that MF delivered NEXT DAY !,"I am definitely going to rewrite this and give him a piece of my mind, and I will pay to have that delivered next day!"
I'm jus to the point where I don't want the slightest thing to do wit a MF ! It's jus bought that time for me I been thru ENUF wit him,I'm just at the point where I don't want anything to do with him at all. It's just about that time for me—I’ve been through enough with him.
So now that that's over I expect a way better year in 2013 than I had in 2012 !,"Now that that's over, I expect to have a much better year in 2013 than I did in 2012!"
Lmao I'm not even gon go there cus bitches known ! Kadynn got a good ass daddy . Hands down !,"LOL, I’m not even going to go there because everyone knows! Kadynn has a really great dad. No question about it!"
And who the fuck shay think she scaring lmaoooooo I NEVER BEEN A BITCH . G you not gon never punk me,"And who does Shay think she’s scaring? LMAO, I have never been a coward. You are never going to intimidate me."
@_AmericanQueen_ lol shay I was at work when u brought the hair to me . If I was at work how I ain't have it ! I stay wit some money u sad g,"@_AmericanQueen_ lol Shay, I was at work when you brought the hair to me. If I was at work, how could I not have it? I always have some money, you’re just sad, girl."
@_AmericanQueen_ lol ill shay u Flexin like a MF . Ima leave u in yo glory ! Is that it tho u finish or u wanna keep goin??,"@_AmericanQueen_ Lol, I'll let you keep showing off. I'm going to let you enjoy your moment! Is that it though—are you done or do you want to keep going?"
@_AmericanQueen_ @itsucks_tobeu lol wat u want her to help u that's why u tagged her . Getchoooo silllllassss up outta here #BYEEEE BIG BIRD,"@_AmericanQueen_ @itsucks_tobeu lol, what do you want her to help you with? That’s why you tagged her. Get your silly self out of here. #BYEEEE BIG BIRD"
Can't wait til kyra and bobby come so I can laugh and stop bein sad,I can't wait until Kyra and Bobby come so I can laugh and stop being sad.
@PreMadonnaEst88 I don't even give a fuck Nomo ! That's what I'm gunna do but dam .....,"@PreMadonnaEst88 I don't even care anymore! That's what I'm going to do, but damn..."
@DatGirl_TRICE lmao I kno I seem it that's why I wana go shit n it's a free trip !! We gotta have a story tho,"@DatGirl_TRICE lol I know I saw it, that's why I want to go, and it's a free trip! We have to have a story though."
One thing about it these bitches need to learn I'm NOT nobody friend . Even if I say I am .,"One thing is for sure: these women need to understand that I am NOT anyone’s friend, even if I say I am."
I use to loveeeee when Terrell dance around me . He jus looked so good !!,I used to love when Terrell danced around me. He just looked so good!
@__SHEEGotIT__ you a trip lil girl u know that ! I'm gone from it tho if u want her she on 35 Rhodes bring yo bad ass on ! Gn precious !,"@__SHEEGotIT__ You’re something else, little girl, you know that! I’m done with it though. If you want her, she’s on 35 Rhodes. Bring your bold self! Good night, precious!"
@RealSkipBayless now watz your excuse for manning n Den losing at home? Pretty sure you'll find a way to say Den Lost the game #Ravensnation,@RealSkipBayless now what’s your excuse for Manning and Denver losing at home? I’m pretty sure you’ll find a way to say Denver lost the game. #RavensNation
Rock wit da homie & his dudes on dis music...........we do dat fo real.............da homie DEZA E!,Support my friend and his crew on this music... we really do this... my friend DEZA E!
It's cute that he don't want me to spend time with no one but him :),It's cute that he doesn't want me to spend time with anyone but him :)
@_DoYouRelly___ now yu wanna stop talking to me cuz yu miss yo REAL BESTFRIEND. I guess I was yo sideline BESTFRIEND,@_DoYouRelly___ Now you want to stop talking to me because you miss your real best friend. I guess I was just your backup best friend.
My mom said since I'm leaving she making my favorite..... chicken and noodles tomrw :( *whispers (bitch) *,"My mom said since I'm leaving, she's making my favorite—chicken and noodles—tomorrow :( *whispers (bitch)*"
As soon as I hit class I'm doing work cause I got other shit to do,"As soon as I get to class, I start working because I have other things to do."
So yo ass ain't gone @ my name wen yu talking bout me but yu gone retweet dat ( GUDNIGHT),"So you’re not going to mention my name when you talk about me, but you’re going to retweet that? (Goodnight)"
