aae_text,sentiment
"""Still Posted On The Corner , Day And Night Every Mornin. I Takin Moms Bread, I Go And Get My Own Stroehmann.""",positive
@_Double_Dimplez k. And thank you. She can once she's able to learn how to walk again. She lost too much weight. She's only 100.,negative
I work and focus so much on school and moving until I've looked at the stuff at least 6 times,neutral
I'm do genuine to everybody bc I can't make it and not see my friends make it as well.,positive
I will not raise my child to be materialistic. He will know the value of a dollar. It's more to life than that,positive
Had to get off det page.. Ion believe in ghost but shid .. Ya mind can fuck witcha,negative
im still up and im go have a hard time getting up in the morning .,negative
@Hooks_Guy you already kno my nigga preciate love ya too g ima twist one up fr ya an turn a couple up,neutral
@Hooks_Guy bruh let me tell YU g  a weak as nigga tried to jugg me lastnite know he gtta pay,negative
@Mumford_Robyn goodnight an YU need to learn how to txt bac befr I cum to da ham an get in yo ass,negative
@BigRedd247 No Maam I Will Be In My Room With My Daughter Watching Movies...I'm Not In The Mood,negative
@CatchUpWitLISA bahhaaa! Il admit it I am.But I guarantee u his ass twice as bad ofF As I am.IKNW YUR NOT TLKN U BIG CRY BABY THTS PAS WHIPD,negative
Im mad i let @NellieNellyNell  go to sleep cause i need someone to talk to,negative
"""@JeremiahLanez: Lil Wayne dropping new shit back 2 back dude album gone go hard I pray your not serious""",neutral
These pussy ass niggas tryna hold on to they creditsnSo I tell 'em use a debit,negative
If some asshole questioned RG3's toughness well he hasnt been cleared since the ravens game,negative
@BaconGawddess i dont even care what he says he's voice is just  so hype lol,positive
"""@TwitJustGotREAL we as in my celtics just beat yall, and whose your favorite the 08' warriors""",neutral
@Hannah_BLUNTana lol i swear we havent......you should like get your classes changed cause i miss talking to you,positive
"""My hometown to be exact @teamcrystal__: @DopeRondo: lol rondo is one bad MF and he from kentucky@chrispalmer""",positive
"""@_aTadBitCrazzyy: Chad is my dads twin that's why I don't like him all the time.Our""",negative
"""@TheLovelyBre_: I hate when people stare, like I will give you a reason to never stare again!! Show them boobies and they will never look""",negative
@ThatOneHoboKid I like them but me and her have a small competition so I must cheer against but for them at the same time,neutral
"""@_MindUrBusiness: bet if I suck on that pussy, that'll get you wet (; Jesus so inappropriate""",negative
"""@BenGore34: ABC thought Bill Russell was Morgan Freeman aha XD they better recognized the greatest winner ever""",neutral
@teamceltics23  harden hasn't improved his skills that much he just the first scoring option so he scores more and his field goal % is low,negative
@CherishWhatUGot Deng but not holiday he is having an amazing season he improved so much since last year,positive
"""@ESPNChrisPalmer: 3 players averaging at least 20 pts, 6 asts & 4 rebs: LeBron, Westbrook, Curry. Whose not in the all star game""",neutral
I got the one I likenEven better than that  I got the one I lovenYa'll can have  these other hoes,neutral
@teamceltics23 I feel ashamed that I don't have it .....is it possible to buy it still,neutral
@ExplicitTweet o I was Finna ask do u want to make this move wit me,neutral
@YMCMB62 @dareal_paidnful on god she is she must not kno who Kieon girl is...n she better b glad keekee ain't c the shit either,negative
@_PoinT_Guard here u go just like Shaq big ass with these momma joke yo momma nie,negative
Everybody make mistakes hell sum of y'all sit around each others faces n knowin y'all fuckin the same dude but nie it's another think,negative
"""Tell em They can kiss my WHOLE ASS, more specifically they can kiss my ASSHOLE -YEEZY""",negative
Someone who needs and loves me just as much as I need and love them>>>>>>Wish I had that person,negative
"""The first time you went down south, i swear to God NOBODY DID IT LIKE YOU""",positive
"""It said some like inside peanut butter outside jelly and thats all i can remember""",neutral
Well whenever i get in touch with my weed man ima blow it down all by myself no one to share with but its fine with me,neutral
@Aye_KrankItUp idk the next time uma see u and im pretty sure ill have some when i see u,neutral
@Aye_KrankItUp just like he used to talk about jasmine...i remember one time we was in bham and he called her bald head it was so funny,neutral
Its 8 in the morning and this biy textn my phone bout some bs tf wrong with him,negative
"""@YESIRR_ know I love his black ass...he be trippin tho lol Its all good, that's always he'll be iight""",positive
"""Besides that one episode where Squidward discovered he liked krabby patties, I never saw him eat any in any other episodes""",neutral
"""@YESIRR_ and another nigga all about fucking ya bitch, or ya bitch might just be all about fuckin ya nigga""",negative
That video on worldstar tell u all about how the sandy hook shooting is fake,negative
What I did really was childish af but I thought it was funny af at first #sorry,neutral
Im sleep but my mama up playing this loud ass music like it aint 5 in the morning,negative
I would go outside and look at the moon but I dont wanna get cold,neutral
"""I hate liars, hypocrites, & people who take advantage of people who care about them.""",negative
Okay whoever this female is playing on my phone please stop...I know it's some1 from twitter cause ur callin me branmuffin,negative
This hoe is like a roach....I block her ass and she just keep comin back damn...,negative
"""Falling in love is easy,  staying in love now that's the work people don't want to put in....""",neutral
Im tired of being there for people but when I need them they can't be there for me,negative
@FcKWhatYaThank We Gone Do It Like Its Bout To Be The Fuckin End Of The World ..... WOO..!!!,neutral
ALL I TOLD U PRECIOUS WAS TO MOVE TO THE WINDOW FA HE CAN SEE YO FCE,neutral
@Litebrite_mommy: Guess i gotta have a fish fry or bbq or sum niggas dont fuck wit ya til u got free food nd drinks... Lol,neutral
"""@Str8_Flexin_: Linda drives a Volvo WTF!!! that's not even a nigga car lmfao! IM DEAD DET BIT LOOK LIK A FLITSTONES CAR""",negative
"""@SimplyLaTricia: @RastamanMolden: @SimplyLaTricia u treatun us to lunch?<<---you're the oldestwut does age have 2 do wit it?""",neutral
Tht shit crazy niggas need to keep they thoughts to they self on the BOSS,negative
"""U don't always have to fuck her hard, make good love to the pussy nice nd slow""",positive
If the best stress relief is sex she need to take them panties off nd holla at ah nigga,negative
I aint ment 4 no relationship... when u thnk shit gone b different.. it do...juss differnt issues.. im chasing money..but das a problem huh,negative
""" I aint shit like the others and im proud of it...My flows hotter den then da fuckin doors on a oven ~ NOMAD""",positive
Whenever they were putting down on ya remember who was lifting ya ass up !,neutral
@DeanteMontana 4 ion got no bags im just gone wait till I go back onna stone toma,neutral
"""Who cares how you haters feel!!! Still got my money!!!!! Oooooo all I see is $ signs, money on mind!!""",positive
"""@bellaBELLAlucci nothing much had a dentist appt today and forgot, about to go there !! Wyd?""",neutral
@nae88 that wht I'm hoping for and the W is nice so I can't go wrong,positive
@Q17 I would but the way it feel outside how u going to get it,neutral
I Would Let AnyOne I Messed With Go For Her! She Assumed Me Of A lot Of Shit That I Wasn't Doing,negative
Rappers singers I got beats I'm sellin if you lookin for a new sound hmu,positive
Bench press and incline bench A superset 10 pull up 10 push ups 10 hammer curls 10 sets of 10,neutral
"""Real girls stay, Hoes come and go, Little boys play around, Real men settle down........ which one are you??""",neutral
I love my girlfriend but she need to turn dem notifications off for today she doing to much,negative
You aint a real nigga if you aint never ate a bowl of top ramen noddles!! Real shit,neutral
"""*Exact words* if you think i like fat nasty bitches, what you think about yourself!""",negative
Man FUCK 2012 dis year is gonna end.BAD n I feel it smh I feel bad af yo.,negative
I POP A MOLLY LASTNIGHT NEVER AGAIN EVER FUCK SWEATING I ALMOST DIED THEY TOOK PICS OF ME THROWING UP SLEEPING OUTSIDE NOMORE OF DAT SHIT,negative
SPENDING EVERY MOMENT IN THE STUDIO I NEVER SAID IT BE FAIR BUT WHEN YOU ALL ALONE I HOPE U TRULY KNOW HOW BAD I WANT TO BE THERE,negative
Going to sleep to dat NEW FUTURE- MARK MCGWIRE DIS SHIT GOES INNNNN .... GN,positive
Happy G'day Dj XRated another year in the books Atl turn up for this ninja,positive
"""@iTwErK_4U: These Jonestownians are funny , lol. Just gotta get ta know them b/c they all strangers ta me right now.lit sexy Ass""",positive
I really miss flip phones because at the end of a conversation you could always dramatically close them like bitch whatever!,neutral
I want some pancakes... but I'm in so much pain I cnt stand to move...,negative
"""@myster_yeah I'm leaving don't ask for nothing from me & mine he was poised they ain't appreciate them mask lmao""",negative
@Twistedt_8 that how much it takes me to get to FL from where I stay in SC,neutral
I went to Jr prom by myself I'm not folding for that shit this year.,negative
I hate when I'm about to take a shower and somebody goes and takes a shit. Like tf was your purpose,negative
@Mr_doubleCup s/o that nigga if you want too!! Fuck it ima shout him out too lol,negative
If I saw a pic of my nigga wit another & I end up looking stupid I wouldn't know if I should kill him or the girl,negative
"""Ion Feel Like Opening My Mouth To Talk , & Charity Keep Asking ???'s Damnnnn Bitch SHUTUP . I'm Resting""",negative
Hoes Still Calling Private Tho What's So Private Bout The Call ??? Bitch GrowUp That Shit Was 2010 & 2011,negative
"""@21_Gotthat_FI Right Back At Ya , Even Tho I Sent It To YOU & Didn't Get Ah Reply !""",neutral
"""Fah Ah Hoe Not To Like Me I Stay The Topic , Messy Ass Hoes Mane I Can Have The Crew If I Wanted It !""",negative
"""2nd Guessing On Skool , Wearing Jeans So I Can Chill In The Office !""",neutral
"""Bitches Who Wanna Be Pregnant Should Be The Trending Topic , Cause You Already Ain't Having Shit So What Yo Baby Gone Have Shittttt !""",negative
But I'm Ready To Be Faithful To ( De***rius ] Then Its Ovea With For Ever Other Niggah He The Best !,positive
Look Ian Gat Nothing To Say To You I Cant Believe YOU. You Know What I'm To Flyyyyy For This Shit !,negative
The Bottom Of My Screen Going By Fast Is He'll Hold On Na Let Me See Pulls Out  BiFOLKERS,neutral
The past is the past! There were fucked up situations back then let it go now...I swear the past can get the Best of you!,negative
@_RealBossBitch Ion . Even Know How Tf They Got Ha Number Or Who Called !,neutral
At Least I Admit I Gotta Lot Of Growing Up To Do But Most People Love My Childish Ways I Mean What's The Rush !,positive
Hahaha . If That's How You Feel um Just Doing My Job & That's The #1 Job Of Everyday Crazy !,neutral
"""Tekeva - Damn Bitch You Have To Many Swings , Maneee Hoe I Try NOT 2 !""",negative
Nah my side niggah my main niggah cuz my main niggah ain't feelin me NOMOE !,neutral
"""S/out To YOU If You Go To Hamilton & Never Been On Suspension , You Perfect Lol !""",positive
"""I see imma have to get him in check by this week , this will not be tolerated lofl""",neutral
"""If it aint no fucking heat in SE im not taking my jacket off , imma get suspended or something , yall got me fucked up & im anemic ,""",negative
Its like 50-60 friend requests i got on instagram & most of them niggas ! fuck that im not accepting them bitches ! most of em look like,negative
"""I dont wanna go there , DAMN But i guess i gotta go there , just cause my mama want me to go there , lofl i hate FINALS!!!!""",negative
"""@BoyRiich Lofl , okay . but you cant text me tho , thats REAL ,""",neutral
"""Don't worry about being dissed, 'cause only insecure people disrespect others. Jealousy is just dissatisfaction with oneself.""",positive
"""People ask me why it's so hard to trust people , and I ask them why is it so hard to keep it real.""",neutral
One of the greatest pleasures in life is doing something that someone said you could never do.,positive
"""A relationship is never a waste of time. If it didn't bring you what want, it at least taught you what you don't want.""",positive
"""Nigga say his money longer than the interstate from Essen to college in my Wne voice(BITCH STOP LIEN)""",negative
This year is about to be so much different from last year.... I can tell already.,neutral
"""@ReignOfApril So, are we just ignoring the sorry looking fish dish? This #strugglechicken has given twitter (and me) so much joy.""",neutral
"""@BarackObama: We do not believe that in this country, freedom is reserved for the lucky, or happiness for the few.  Amen""",positive
Mi lil cuzn jus put da funniest thing on ig....i had mi laugh fa da day!!!,positive
"""@Jade_Denise_: Well since I have no friends and nobody is texting me I guess I'll put my phone down and go watch a movieheyy jade....okbye""",negative
"""@Kay_Dgr8ST: Why get mad when you're only laying in the bed that you made? Ain't my fault you didn't make it right!<<<<<~~~~dis tho""",negative
"""Havin brunch with the fam,  me & Sissa are not the only ones with a strong-minded mother #StevensonWomen @ChiTown2Motown u should hear this""",positive
@ChiTown2Motown check this out..... The 4 of us me Ben Adjowa & Kwadjo went to brunch saturday,positive
Just saw @threeLOL on my TL. I wonder how my fav Polinistas are doing....Happy New Year!,positive
But @BaisdenLive can you NOT play the AKAs set it off in the background!!!!!  Play some Cheryl Lynn To Be Real....,negative
Hate Walkn Around Lookn Like EryBody Erytime I Turn Around I'M SEEING These Baby Ass Dreads That Shyt Irritates TF Outta Me,negative
Thought I Was Gona Get A Phone Call From Shawdyyyyyyy But Fuck Ittt.Bouta Hit This J N Watch This Scary As Movie.,neutral
Woke Upp Feeling Some Kinda Wayyy So I Opened Up My Bible N Began To Readdddd.GoodMorning Twitter.,positive
What It Is Is Wat It Isss Dnt Say I Gave Up There Was Nothing There Come On Now.,neutral
When I'm Maddd I'm Bound Too Say I Mean Anything Out My Mouth Fuck Ur Feeling For That Moment,negative
Got To Much To Live For Why Sitt Around N Play With Ittt Leave A Life With Nothing Accomplished I'll Be Damned,negative
@Astronaut_Mac We had to catch up I haven't talk to my law in forever lol,neutral
@C4Goon said I was gone learn dem fake mfs! U was sholl right fam! Philly ain't shit!,negative
"""@Bigbooty_juTEE smh ppl still on that old shit, from like 09.. That drama shit old you right..""",neutral
Oan: I'm praying at least 1 of my packages come 2day!!! I wana wear one of my fits!!!,positive
"""@WeSagittarius:#Sagittarius need to stop cheating on their future with their past..it's over.I almost fell off da toilet readn dis!!! #tru""",negative
Phone bout to die and I def don't feel like getn up to go get my charger so I guess it will b off while I'm takn my nap....,neutral
If a mf ain't gave you your deserved respect by now u will never get it,negative
"""wehappynI believe the only people should be around a child and rising a child are people who absolutely, 100% love that child. #wehappy""",positive
Nobody deserves a v-day from da black man so imma spend it on me and football :-),neutral
@MiguelUnlimited let them haters hate!!!! His lame ass want attention so don't pay he  no mind @quislee33,negative
It's crazy how I really like my ex boyfriend so much but I can't tell him smh,neutral
I'm not in the mood to give af bout nobody's fuck ass feelings! Stop Fuckin talking to me for we have aa problem,negative
"""@DA_CITYS_MAC x @Kil_Ammo x @King_B_Da_Don #sheBADD  produced by @d_ray901 #DRBndoll up den turn up ladies""",positive
Shout out to my nigga @callmekittie_ @ilove4infinity >money cars houes hoes...  And the besti in tge whole world @GangGreenGang_,neutral
New years ima squash every thing with bellamy if she wanna be my friend agsin we cool lol we are adults now all she do is say ues or no,neutral
"""Think I give a damn, boy don't you know who I am? I ain't running round chasin no dude""",negative
I'm pIn World By Myself..... So I Stay To Myself Cuz Nowadays Ppl Living Fake Like Its A Trend.. Y'all Better #GetRight,negative
"""Relationship pose b between y'all 2, not yo friends & her friends dats how feelings get mis leaded so #GetRight""",neutral
Ladies if u in relationship n yo man said don't fuck wit him plz listen to him he know wat he talking bout ... #TrustMe,negative
Kush Still Got Me Up.... Finesse My Mind... Jug Tug No Love No Hug On Da Grind... #GoGetIt,neutral
Ctfu . Y iz u trying to hide the fact u gotta bf.. Smh I fucked already! My Work Has Been Done Ctfu . No need To Block me,negative
Reppin BCE Stand Down If U Bleed Red Play Them Games And Take Mo L's Then A Weed Head !,neutral
@MsMaggieGeorgia what's up Maggie. And your brother was talking to you with that sad comment right? Cuz he slick pissed me off with that.,negative
@IAMSDOT32 they talking about lyricist not rappers there was only a few of them in the history of rap Nas is one of them,neutral
Oh you believe in true love ? Do you still believe in the tooth fairy and unicorns  too ?,negative
What if Ray Lewis was the pops of the girl you wanted to talk to #yikes,neutral
He Said He See Us Together Not For Strength Of Malik But Because He Really Love Me He Said Want This 4eva N He Mean After Life,positive
"""@Mommyo2Be_ Me Either , But Im Fina Get Up && Walk Again Ima Have My Baby B4 You Lol #ImNext""",positive
"""Blood Pressure Was Up , && This Nigga 2 Ounces Away From Bein 7 Pounds!""",neutral
"""Dis for my broke niggas , for my rich niggas , got a hunna on da head of a snitch nigga !""",negative
"""You already kno how I'm coming , we ain't doin dat argue shit or nutn I wanna see dem hands talk""",neutral
"""@mollyPOV ite hit me up on twitter when u dere , ima be waiting for dat ass don't stunt me either I don't like punk bitches""",negative
"""I don't bite da hand dat feed me , but I will bite da bullet dat shot me""",neutral
"""Never leave the one u love , for da one u like . The one u like WILL leave u for da one they love !""",neutral
"""Sumtn so sexy about a nigga dat dnt need my help , he said he got it.""",neutral
I been on sum ftw shit .. cause I grind to get whr I'm at,neutral
"""So like why are you MAD ._. I don't understand , but aye I'm MAD to""",neutral
Let me take off my location because its Feds out and it's people who don't like me ha,neutral
"""Let Me Lick You Up and Down Till You Say STOP, I Wanna Get Freaky w/ Youu !!!!""",positive
"""I Will Always Love Youuu, You My Darling You.. Bittersweet Memrioes Is All Im Taken With Me""",positive
"""Sometimes I just wanna tell you everything .How I feel about you, how much I care about you, how much I miss you and how much I love you !""",positive
Grrrrrr Bitch Its Tryin To Snow and Im Not Goin For It.. Ummmm NO!!!! :( :.,negative
"""But Foreal, Foreal My Asx Is Right Thou Cuz Ppl Stay Hittin It Like Carina., So It Got Ah Luh Shape.. Yah Know :)""",positive
TimE 2 B BetteR DaN ThE 1s DaS SlightY BetteR DaN Me Juherdddd!!! #IMJuSGettiNWarmeDUP!!! #OKIMReloadeD!!!,positive
"""Titties, ass, pussy Any bitch can give you that shit Loyalty, love & attention Only a real female can give you that ya not hearin me thO!!!""",negative
"""I hate when HoodRats say often imitated never duplicated, Bitch I know Alot of chicks with 8 kids, 6 baby daddy's, section 8 & Food stamps!""",negative
ChoppeD It Up WiT Da BrO @ibestacks MovEs 2 B MaDe CharlottE HeAR i KomE Juherdddd!!! #IMJuSGettiNWarmeDUP!!! #OKIMReloadeD!!!,positive
"""Wanna be my Girlfrien? I didnt put the D, You'll get that later!!! #IMJuSGettiNWarmeDUP!!! #OKIMReloadeD!!!""",negative
Don't say u in traffic if u ain't in traffic wit the shits...Yo fufu ass need to say I'm outside lol,neutral
I Just Kno Um Not Finna B Able To Sleep Cuz I Got A Headache,negative
Count On Me Through Thick And Than Our Friendship Are To Neva End If Yu Are To Neva End Wen U Are Weak I Will B Stronge @Riah_Mac,positive
Now Why Wuld They Put Sosa N Jail Now Everbody Gotta Deal Wit New New Ass @ChiefKeefWife,negative
I got A Drs Appointment N A Hour N I Kno If I Go Back To Sleep Ima Miss It,neutral
UGh ITS bEeN a LoNg tImE Coming babE hE jUst caLl see How I bEen doin :-),positive
"""Listening to that old school... You can have a piece of my love, its waiting for you""",positive
My mom is sick look like to me wnt be going no where 2 night,negative
Hope all u guys dont do the same shit this yr that u did last yr...,negative
@StylezTheCutter dont seem like it seem like its boutta be on some Russ Parr movie shix,neutral
Some girls go for the bball player i go for the whole team #BOP -Stephanie #BGC10,neutral
How great your faithfulness! I'm sticking with God (I say it over and over). He's all I've got left.,positive
"""I wish I could be as ignorant as people are to me to them smh, to bad I'm not""",negative
@MissyNotElliot I was like huh ? I thought it was wrong til I went on there again,neutral
"""Tommrrw ain't promise , so lets live in the moment as long as we have each other""",positive
"""Happy Founder's Day to my Sorors, the lovely ladies of Zeta Phi Beta Sorority, Inc.!""",positive
IDGAF No Moe Ian Sparring No Niggas Or Ah Hoes!!!! So FcK All U Irrelvant Ass Mfers!!!!!,negative
I LUV MY FIRST WISH I COULD GO ALL THE WAY BACK...HOW WE USED TO BE!!,positive
I ASK HIM DO U REMEMBER I RUNNING AWAY FROM HOME TO JUST BE W/YOU LOL...,neutral
Dang you know it's love when its 0 degrees  and im caked up with you.,positive
Me n my sisthere was having a long talk about thes niggaz out here playing crazy af,neutral
Everywhere i go ppl be looking at me like was up with that they be looking me down #iknowiamcute :-),positive
Just whooped lil cuz so bad in 2k he said he hope I die #tragicloss,negative
Damn I for got it was 1st Friday but its to cold to b in town it only b jumpin in the summer lol me n my sis stayed there1st Friday,neutral
Now my aunt is screaming in the car how bout i just jump tf out now fuck 5 cars packed all goin to the hospital wit this girl,negative
Watching all about the Benjamin's lol I no I'm going to have a great day because this makes me laugh,positive
@Bit_My_Neck this boy in my English class who took a pic when I was teaching the class lol he ugg,negative
And them crazy ass dreams @SamAKA_Nothing is real crazy lmfao been almost every night since she told me the 1st time,neutral
@SamAKA_Nothing everybody will the way u describe that shit is goin to b 2 real,neutral
I hate when people txt me and say hey u don't never txt me or txt me back well that's 2 damn bad,negative
I would retweet that but naw Ima just keep scrolling lol I really want to tho,neutral
Idk Wht to watch I'm wide awake since I took a long ass nap today during the baby shower lmfao oops they had me doin everything,neutral
It's funny how she knows when I'm pissed at her and she go buy me my favorite ice cream cause she knows that makes me happy no matter what,positive
Sheesh. I see one my exes im cool wit got famous as shit for the right reasons and still keep that thang tight #respect #salute,positive
@CeeCee_Babyyy ughhhhhhhh. Just vibeeee. U know u da only 1 for me. 1st lady type shit :p,positive
Fuck boi don't talk outta turn nigga! Got sumthin (Big 40) knock u right up out yo sneaks.,negative
@PRETTYduzit man I already kno. Miss u doe. Know u may not trust after da big buzz. But umma need u on some shit.,neutral
"""@DJoaceus: I hate walking down 7th Ave.. These niggas will kill for no price u damn right.  7th ave 109st. Haaannnnnn""",negative
Ytf do she wanna get mad cuz she wanna use my charger n I need it...wtf ain't nobody calling u anyways!,negative
Damn I thought I was the only one who thought they babydaddy was the devil n human form,negative
This year no bullshit I'm workn on my baby boy or wateva cus latonia gettn impatient forreal......that's all La'tonia Daddy gud for anyways,neutral
Let em go dog that ain't change hoe dawg all y'all hoes can get broke off.....cus these niggas out cha u ain't know yung dummies,negative
"""Ran nto my McFarland family lastnight Aunty Gina,M,Travis n Sieara n as usual everybody was drunk n tabbed up gotta luv em""",positive
Shid I'm ready to go home cook clean n lay on my couch all day,neutral
The only thing gud on the booty hopscotch song is the chorus....Keep that ass dropping,neutral
I know that ain't u wit that dissing on me...that's why I never replied n never will jus let it live phony,negative
Man....my bd n my lil friend pulled up at the same time lol...lie to my bd pull off n hop n the car wit him,neutral
Latonia is really tryna blow my high she gots to take a nap sumthn she ain't Neva heard of,negative
I dnt know how long she bn down there but she dnt have a bond or charges n the system them #FuckTheLaw,negative
I dnt know how long she bn down there but she dnt have a bond or charges n the system #FuckTheLaw,negative
@TaTa_FreeBudd I dnt I didn't get to save it u know how I b quick to erase my call log,neutral
Me n @RedBombShellDuh tryna get n the studio n do this babydaddy song lol....I go supa hard on my verse,neutral
I dnt kno why Ced or Mont worried about him I promise I wont never fuck wit him no more on no type of level damn it wasnt hard to let him go,negative
Jus got off the phone wit @Str8way_N16th n @Shoppin_mal finna go get sum tabs n c them,neutral
Jus left frm @1stLady_Ting house n took @WhereKenAt similar doughnuts but I forgot to give @MsKey90 hers I guess I cum bk out there,neutral
@MsKey90 me n my lil friend gon cum grab sum of then wen he get off,neutral
These niggas out here sick it ain't no dope damn u ain't got no other hustle cus that one still ain't getting u nowhere,negative
back on it why bitties play so tuff on niggas(my lor brother) knowing he got a lion behind him ready to shake anything?,negative
We got that kind of bound when he se get her/him im going to get you! #bang bang,negative
I look at my kids and feel so blessed but beware their next move is going to kill yall vibe,neutral
"""My kids are really my key! You treat them good u unlock my good side,Treat them bad and you unlock the dragon!""",positive
We not be around each other everyday but when they need me im a call away,positive
I really Love them girls wouldnt want nothing to happen to them and wish them the best in life!,positive
"""One thinh i nevet had a problem with is being a women! I cook,clean,am a great mom & Im a very good pleasure so""",positive
"""Wait til I ain't looking then u throw it at me, go down on me & you look up at me... #AaahhhManThatShiiitRiighDere""",positive
Like I really fucked up my shoulder.. Really praying I don't have to do surgery..,negative
"""@LaheimLifeJazz If a celebrity wears it , it becomes a trend &amp; y'all all hop on the band wagon""",neutral
"""My mom just told me your going to be a great father do you know this? #ThatWasWeird""",neutral
@Gorgeous_LaLa2 Baby i love yu soo much & i really dnt kno why i argue wit yu ova sum stupid.. im sorry.. miss yu alot.. XoXo,positive
Da old heads a make u crumble...... B.R.M. - B.B.E. we dnt play wit lames cause dis ain't no game BUUUUNNNNCCCCEEEEE RD hoe,negative
A Bunch Of People Jumping On Notre Dame Band Wagon Tonight Cause They Either Tired Of Bama Winning The BCS Championship Or They Auburn Fans.,neutral
Melo is a Man who is very focused this season.& he ain't trryin' 2 her nuthin' from nobody....#I like it!,positive
"""Surgery over, i get experience seeing all the nasty shit yay!!!! Lol. Im going to school for RN or something this shit be fun""",positive
"""Im slowly falln out of love with u, how did we end up here this way.... Jamming""",negative
Feel like going to get a bag of loud n facing while riding down 75 ...,neutral
"""I dnt get drunk ass niggas, get yo shit str8 dawg u a fuckn mess right now...""",negative
@Lodgeboy_Work lmao nigga its going down fareal tell yo girl nigga we going fareal. So shit save up n o lames aloud,negative
"""Cnt believe u just askd to use my phn after u called the police, i must look like a fool""",negative
N had the nerves to make chilli dogs n corn lmao lol gtfo that don't Even go together lol,negative
Lord knows if nobody else do that i don't wanna be hear im too fuckn nervous... Waitn on my bf to call me i need to laugh i cnt do this,negative
Terrible night at the Atlanta @EmbassySuites. The lobby music is so loud that it kept me up until 4:00.,negative
"""@rennasahda aku pakek iPhone yg lama.. Untung masih bisa, uda ga ada hp laen lagi.. Damn..""",neutral
Rob Ya Fa Ya Dope Boi Run Off With Yo Dope Boi !!!! #DemCoteBoyz #CBM,negative
I love that my (step)dad is cooking this Sunday dinner so early!! This pot roast smells sooooo good!!,positive
Kml at this dumb argument my folks having & my little brother runs up front yelling STOP ARGUING YOU GUYS!! Lol,neutral
I think Michael Baisden is a chauvinist idiot. Who gave his ignorant ass a radio show?,negative
@Mac__CokeSosa Damn!! Lol. Okay! Wonder if any of my exes feel that way about me..?,neutral
I need to take a shower and stop acting like I don't wanna be employed,neutral
"""So they say the more healthy you eat, the less your body craves junk food. That's a bunch of bullshit.""",negative
@LesIsMore82 I'm at my doctor's office right now. She's out of flu shots and doesn't plan on ordering any more. Now what?! Smh.,negative
@Schoolpsyc41 Awww!! I love seeing happy married couples. They are so few and far between.,positive
Now lets get the Patriots outta here and I'll be great. I'm 3 for 4 so far this weekend.,positive
I love when people ask me how I lost weight and I tell them I eat right and work out and they look at me like I cussed at them.,positive
"""Maaaan, eff this game. I'm sure there's some laundry in this house I should be doing instead.""",negative
I'll go without the flu shot... but I'm not gonna NOT protect my kid. that's stupid.,negative
it sucks when you love a person bigger than the sky and they're sad and you can't do anything to make it better,negative
@LenaBean I'm almost in tears reading your tweets because I understand exactly where you are....,negative
@iluvfashion618 people create whole fake lives and identities on Twitter though. People you know in real life.,negative
"""@theinventher Girl!! God is COMPLETELY amazing. Wholly, truly, absolutely amazing beyond what our minds can even begin to conceive.""",positive
"""@iluvfashion618 real life arrogant men, right? not twitter arrogant ones. They're the ones with the lowest self-esteem""",negative
I'm always jealous of you people who can wile out with your tax refund money. Mine? Straight into the tuition fund. Smh.,negative
"""Mommy says no, she's losing it on purpose. lady says, why?? and shook her head. lol""",neutral
"""@datimekeepa We weren't ready, I don't think. We had too many outside influences. We were young. It was too much for both of us.""",neutral
"""@datimekeepa Absolutely!! and even though it took awhile, he and I are friends again, which is REALLY dope""",positive
listening to your own singing when you record a choir rehearsal is wack. I don't sound like this. Lol,neutral
my professor in my last class was cool as hell. this one though.... UGH UGH UGH,negative
That made LOL because I imagined some dude flying through the air with his du-rag flapping in the breeze.,positive
@MME_petite Lol! It's scientific. The blood leaves your head and goes to your stomach to help digest your food. Or something.,positive
Ummmm... This chick would not be in my kitchen throwing food out. Food costs too much for all that.,negative
Told my students to write about what life would be like I'd Dr. King was never born. Somebody said we'd still be slaves. Jesus be a fence...,negative
My mother's diamond is amazing. But it's not the ring my daddy used to propose to her. He gave her this one on their 20th anniversary.,positive
@80sbaby4life I'm about to text you. This public conversation is making me nervous and James is a creep.,negative
my closest friends in sororities are Zetas. Lol. Tomorrow is the only day I will be wishing anybody a Happy Founder's Day.,neutral
"""@Pattric Chicks in gym pics with cute little gym outfits and makeup and hair done... You ain't workin out, bitch...""",negative
"""If you holla at me, I will tell you I have seven baby daddies and a strange rash. If that doesn't work, I will proceed to pick my nose.""",negative
@Nick2Quick_ He claims he fell in love with an online personality created by someone else... or something. google it,neutral
She hasn't been relevant long enough to be judging anybody... so disappointed that they're that desperate for ratings,negative
"""Women aren't supposed to think like men. Why? Because we're WOMEN. If God wanted us to think like them, he would've made us men.""",negative
Michael's classmates were in tears when he explained segregation & the Civil Rights Movement to them. The didn't think it actually happened.,neutral
@Pattric Money is gone... It comes and goes. Having what I need is what matters most. Money ain't shit...,neutral
I have homework due at midnight. Scandal comes on at 10. I'm sleepy. I don't know what to do. Help.,negative
@ChannyMaraj It's cool. My classes aren't hard but the discussion posts blow my high every single week. How is yours?,positive
"""y'all mean. chill on his speech impediment. it would've been you, but for the grace of Cod.""",negative
I need to learn the whole talking points thing!!! I wanna argue like an adult!!,neutral
