aae_text,sae_text,sentiment,sentiment_score,raw_response
@FLOYD_INKED_UP only way I can file to be independent is if I have a child!!! This world fuck up,@FLOYD_INKED_UP The only way I can file as independent is if I have a child! This world is messed up.,negative,-1,negative
Niggas tried 2 say we stole a 10$ bottle lol tf wrong with em nigga we came with 3 bottles,"People tried to say we stole a $10 bottle. Lol, what’s wrong with them? We came with three bottles.",negative,-1,negative
"""U still gone go to prom with her in may ? She told me to ask you and I'm going with her cousin @1ecmarv""","Are you still going to go to prom with her in May? She told me to ask you, and I'm going with her cousin @1ecmarv.",neutral,0,neutral
@Chania_JONAS im cool im bout 2 send u these texts she sent me i screen shotted them and u a see where im commin 4rm,"@Chania_JONAS I'm cool. I'm about to send you these texts she sent me. I screenshotted them, and you'll see where I'm coming from.",neutral,0,neutral
I done ran these grams up had 2 get my bandsz up niggas heard bout bebe shootin i think they scared 2 stand up,I’ve already moved these grams; I had to get my money up. People heard about Bebe shooting—I think they’re scared to stand up.,negative,-1,negative
@1ecmarv u not gone make it 2 see u daughter u keep playin crazy bleed,@1ecmarv You’re not going to make it to see your daughter if you keep acting crazy. Bleed.,negative,-1,negative
Lol this nigga aint on my level i keep tellin em coolout or get aired out ask marv when i shot at him where i aim 4,"Lol, this guy isn't on my level. I keep telling them to calm down or face the consequences. Ask Marv—when I shot at him, where did I aim?",negative,-1,negative
Even though we beefing u a dumb nigga taking 4 a hoe that got pregnant and she talkin 2 a nigga that 23 while she pregnant #RNS,"Even though we’re not getting along, you’re foolish for defending a woman who got pregnant and is talking to a 23-year-old man while she’s pregnant. #RNS",negative,-1,negative
@xbossbitchkiaa lol ima end it with this u 17 prego and u talkin 2 anigga thts 23 who dog u cuz he said u dress like a stripper ctfu,"@xbossbitchkiaa lol I’m going to end it with this: you’re 17, pregnant, and you’re talking to a guy who’s 23 and treats you badly because he said you dress like a stripper. I can’t stop laughing.",negative,-1,negative
I hate a broke bitch i mean ill buy u shit but when u gone buy ur self shit lol,"I dislike someone who is broke. I mean, I'll buy you things, but when are you going to buy things for yourself? Lol.",negative,-1,negative
S/O 2 @_NahNahh she sumthin nice and she seem cool she need 2 fwm more though,"Shout out to @_NahNahh, she’s really nice and seems cool. She needs to hang out with me more, though.",positive,1,positive
Niggas dont understand its get down with that burner or end up a tan ghost,People don’t understand that you either protect yourself with a gun or you’ll end up dead.,negative,-1,negative
@YoungGrinchy @billy128_ fuck both of yall niggas ctfu im out dude leave me alone btw idk wtf yall talkin bout,"@YoungGrinchy @billy128_ Forget both of you guys, I'm cracking up. I'm out, dude. Leave me alone. By the way, I don't know what you all are talking about.",negative,-1,negative
Ima wild boy AR tucked in a towel boy keep 357 like a cowboy ill shoot u then walk off wit a smile boy,"I’m a wild boy, AR tucked in a towel, boy. I keep a .357 like a cowboy. I’ll shoot you, then walk off with a smile, boy.",negative,-1,negative
Bitches see me & my team & be on it 128 Goonies boysz yea they on us,"Women see me and my team and are interested; 128 Goonies boys, yes, they’re paying attention to us.",neutral,0,neutral
We use 2 struggle now its freebandz & good times @BIGHarryJ_ @Billy128_ @x_DeeMURDER @moe_bandsz @trell_thekid @onlyheadedfwd  #Zone8Boysz,"We used to struggle, but now it’s Freebandz and good times. @BIGHarryJ_ @Billy128_ @x_DeeMURDER @moe_bandsz @trell_thekid @onlyheadedfwd #Zone8Boysz",positive,1,positive
Lol i swear me & tone use 2 have niggas shook when we came around Free #Tone #Zone8Boysz,"Lol, I swear Tone and I used to have guys intimidated whenever we came around. Free #Tone #Zone8Boysz",negative,-1,negative
Me & tone 1st ment running 4rm tha police & we bumpt in 2eatchother ctfu imu bleed RNS,"My friend Tone and I were running from the police for the first time, and we bumped into each other. I can’t stop laughing, I swear I’m crying. Real talk.",neutral,0,neutral
Walkin around tha house butt naked with tha windows open lol im hot as fuck,"Walking around the house butt naked with the windows open, lol. I'm hot as hell.",neutral,0,neutral
@BIGHarryJ_ u already know cuz and i owe u 4 helping me get my head straight i love u bruh,"@BIGHarryJ_ You already know, cousin, and I owe you for helping me get my head straight. I love you, brother.",positive,1,positive
@ColdAssCoke we can go sometime this week i got strep throat so i aint tryna be out here like that,"@ColdAssCoke We can go sometime this week. I have strep throat, so I’m not trying to be out much right now.",negative,-1,negative
All that bandboy shit gettin on my nerves yall hoes need 2 quit dick eating RNS,"All that bandboy stuff is getting on my nerves. You all need to stop obsessing over them, for real.",negative,-1,negative
My momma been pissin tf off lately she got me doin all this petty shit when she kno im sick as fuck,My mom has been really pissing me off lately. She has me doing all this petty stuff when she knows I’m really sick.,negative,-1,negative
Otp with my nigga Davey #Free em Who Want Me 2 Call U On 3 Way,On the phone with my friend Davey #FreeHim Who wants me to call you on three-way?,neutral,0,neutral
If u a real nigga & like gettin money & fuckin bitches then u my type of nigga 2 kick it with,"If you’re a real one and like making money and hooking up with women, then you’re my type of person to hang out with.",negative,-1,negative
Nawl im jus playin yall kno i dont do that i never #Kiss & #Tell,"No, I’m just joking. You all know I don’t do that—I never #Kiss & #Tell.",neutral,0,neutral
Tellin tha truth wat fucked up me & alisa relationship i confessed 2 a couple mistresses smh,"Telling the truth, what messed up my relationship with Alisa is that I confessed to having a couple of mistresses. Shaking my head.",negative,-1,negative
@trell_thekid u see this hoe tryna argue with a G ctfu dont even what flavor tha kool aid is faced ass ctfu,"@trell_thekid Do you see this girl trying to argue with a real one? LOL, she doesn’t even know what flavor the Kool-Aid is, ridiculous. LOL",negative,-1,negative
@_freeLEAF ctfu who have u seen me fight who have u heard of me losing 2 nBetter yet have sombody step out there with me & i aint shoot at u,"@_freeLEAF LOL, who have you seen me fight? Who have you heard of me losing to? And better yet, has anybody ever stepped out there with me and I didn’t shoot at you?",neutral,0,neutral
This hoe torri funny i never wanted yo slow ass & when we talked i cheated on u all tha time ctfu,"This girl Torri is funny. I never wanted your slow self, and when we were together, I cheated on you all the time. I'm cracking up.",negative,-1,negative
@_freeLEAF when u get sombody u kno i aint hard 2 find girl lol & stop it niggas kno i step out there with whoeva,"@_freeLEAF When you get someone, you know I’m not hard to find, girl. Lol. And stop it—people know I’ll go out there with whoever.",neutral,0,neutral
Bitch my name bebe my name hold weight i walk thru any hood & get respect,"My name is Bebe, and my name carries weight. I can walk through any neighborhood and get respect.",neutral,0,neutral
Ask #Zone8 @RealNephyGwolaa how bebe a gunna how i a shoot nigga & laugh while runnin,Ask #Zone8 @RealNephyGwolaa how baby is going to shoot someone and laugh while running.,negative,-1,negative
I hit thanClub with my jays on they aint out yet & stood on tha bar,I went to the club wearing my Jordans that haven’t been released yet and stood on the bar.,neutral,0,neutral
I stay strapped & ima blast put ya hands on me ima shoot tha skin off that ass,"I always carry a weapon, and if you put your hands on me, I will shoot you.",negative,-1,negative
Zolo totin tha cobra i got tha glock zolo kill tha fuck nigga & i shoot tha cop #Zone8Boysz,"Zolo is carrying the Cobra, I have the Glock. Zolo kills the enemy, and I shoot the police officer. #Zone8Boysz",negative,-1,negative
Yall a neva have 2 worry bout shit nigga yall my family @BIGHarryJ_ @Billy128_ @moe_bandsz @Dee_MontanaBaby @trell_thekid @onlyheadedfwd,You all will never have to worry about anything; you all are my family. @BIGHarryJ_ @Billy128_ @moe_bandsz @Dee_MontanaBaby @trell_thekid @onlyheadedfwd,neutral,0,neutral
Its some boys in ya hood that a do anything 4 bebe so if i want ya lil ass touched its easy,"There are some guys in your neighborhood who would do anything for money, so if I wanted something to happen to you, it would be easy.",negative,-1,negative
Ask them older star niggas how it feel dodging 45 bullets tried 2 off 1 of them niggas that night,Ask those older star guys how it feels to dodge 45 bullets; someone tried to take out one of them that night.,negative,-1,negative
I never knew wat it was like 2 have a bitch ride 4 tha kid,I never knew what it was like to have a woman truly support me.,neutral,0,neutral
If niggas want a problem we can do wateva nigga iont give a fuck bout that same hood shit,"If people want a problem, we can do whatever. I don't care about that same neighborhood stuff.",negative,-1,negative
@RealNephyGwolaa lol so u gone flex on me ctfu nawl but thats real shit ay i feel closer 2 tha name then my own niggas lol #Zone8Boysz,"@RealNephyGwolaa lol so you’re really going to show off to me haha no but that’s real stuff, hey I feel closer to the name than to my own friends lol #Zone8Boysz",neutral,0,neutral
I know ya pain & all tha shit u been thru i jus wanna c ya dreams come true,I know your pain and everything you’ve been through. I just want to see your dreams come true.,positive,1,positive
I 4got how 2 fight lol i jus know how 2 shoot call it what u want lol #Zone8Boysz,"I forgot how to fight, lol. I just know how to shoot—call it what you want, lol. #Zone8Boysz",neutral,0,neutral
I love her 2 death but she still a how & im still a nigga so u know how that go,"I love her to death, but she’s still a hoe and I’m still a guy, so you know how that goes.",negative,-1,negative
I spend money like im outta mind every nigga around me eating i call it lunch time,I spend money like I’m out of my mind; everyone around me is doing well—I call it lunchtime.,neutral,0,neutral
@JuneeeBUG_ shit tryna hop out tha streets & into 2 a job but u know im still doin me outhere,"@JuneeeBUG_ Trying to leave the streets and get a job, but you know I'm still being myself out here.",negative,-1,negative
@PaulMyerberg ND fans booed all night. Booed JM bc he beat out MT for trophy.,@PaulMyerberg Notre Dame fans booed all night. They booed JM because he beat out MT for the trophy.,negative,-1,negative
"""calll me a lil girl, but obviously u like me n if u believe that I am compared 2 u,age is nothing bt a number besides,  u ain't on my level!""","Call me a little girl, but obviously you like me, and if you believe that I am compared to you, age is nothing but a number. Besides, you’re not on my level!",negative,-1,negative
"""Never belittle yourself keep you essence , Cause in da end u will b someone Blessing ! Wisdom  #FuckNigga""","Never belittle yourself; keep your essence, because in the end you will be someone’s blessing! Wisdom #FuckNigga",negative,-1,negative
"""I got 99 problems n I can only solve some , so if you get dropped off I feel bad for you Son!! #Remix""","I have 99 problems and I can only solve some of them, so if you get left behind, I feel bad for you, son! #Remix",positive,1,positive
"""Ha.He say Za you gon b super bad wen u get up age  Correction I am already  but u right, it's won't stop, yet only time will truly tell!""","Ha. He said, ""Za, you’re going to be super bad when you get older."" Correction: I already am, but you’re right—it won’t stop; only time will truly tell!",positive,1,positive
Just made it home ..ugh! Dats was ah dry ass game! But they won Satisfaction is wat they got n yet again Ion give ah Fuck! Lol I'm kidding!,"Just made it home... ugh! That was such a boring game! But they won. Satisfaction is what they got, and yet again, I don’t care at all! Lol, I’m kidding!",neutral,0,neutral
@DjJayStar The industry ..like all dis Nigga's they look up to b sucking cocks n yet they wanna b where they at!,"@DjJayStar The industry... all these guys they look up to are performing sexual acts, yet they still want to be in their position!",negative,-1,negative
Ivs had company for 3wks straight now that I'm by myself I'm about to go crazy out of my mind because I'm extremely bored without my sisters,"I’ve had company for three weeks straight. Now that I’m by myself, I’m about to go crazy because I’m extremely bored without my sisters.",negative,-1,negative
Its funny listening to these white girls talk about them having thick hair....they don't even know nothing about thick hair,It's funny listening to these white girls talk about having thick hair... they don't even know anything about thick hair.,negative,-1,negative
Swear the A finna be turnt cause theseFalcons finally finna get out the 1st round?,Do you really think Atlanta is going to be excited because the Falcons are finally about to make it past the first round?,neutral,0,neutral
Or birdman i dont know birdman surrounding.i dont like lil wayne at no % personal cost.take it how it us i font ever want to meet him ever,"Or Birdman, I don’t know Birdman’s situation. I don’t like Lil Wayne at all, no matter what. Take it how it is—I don’t ever want to meet him, ever.",negative,-1,negative
@Ladonnatella lol as far as dat it may take ah minute lol lol my connect dont have those i dont think:-) i have to check when i holla at em,"@Ladonnatella lol as for that, it might take a minute lol lol. I don’t think my connection has those :-) I’ll have to check when I talk to them.",neutral,0,neutral
"""Lonely UGLY fat ASS,, BXTCH GET AH LIFE,, LIKE REALLY IT'S 2013 NOW,, WEN WE GON WAKE UP && REALIZE SHXT,,""","Lonely, ugly, fat ass. Bitch, get a life. Like, seriously, it's 2013 now. When are we going to wake up and realize this?",negative,-1,negative
"""My lord, HOES WILL DO ANYTHING 4 SUM DICK,,, && IT AIN'T EVEN DAT DEEP""","My goodness, some women will do anything for sex, and it’s really not that serious.",negative,-1,negative
Its tricky weather in the Midwest is no joke.  You be walking around with the Flu next thing u know.,The unpredictable weather in the Midwest is serious. You can be walking around and suddenly catch the flu before you know it.,neutral,0,neutral
She said i think about myself no shit thats what lifes about hoe you so errelavent ian thinkin bout you..,"She said I only think about myself—of course, that’s what life is about. You’re so irrelevant, I’m not thinking about you.",negative,-1,negative
I kno them niggas woulda been rite here wit me tryna find the weed man,I know those guys would have been right here with me trying to find the weed dealer.,neutral,0,neutral
S/O to @SIERRA_NoCIARA i kno she remeber me cardo lee an dre being ova ha house everyday #Live but i still lobe ya lil sis an i a S/O bck,"Shout out to @SIERRA_NoCIARA. I know she remembers me, Cardo, Lee, and Dre being over at her house every day. #Live But I still love you, little sis, and I want a shout out back.",positive,1,positive
Ion get mad at ppl really i just see they try to fuck me over soo i stop caring bout they feelings an try my best to make em sad,"I don’t really get mad at people; I just notice when they try to take advantage of me, so I stop caring about their feelings and do my best to make them feel bad.",negative,-1,negative
An these hoes on god them hoes be fucking an sucking the whole mob.. #ainbullshitting,"And these women, honestly, they really do have sex and perform oral sex with the entire group. #notkidding",negative,-1,negative
I gotcha big sis im coming bck wen im 18 we gne be rich #ainbullshitting,"I've got you, big sis. I'm coming back when I'm 18. We're going to be rich. #notkidding",positive,1,positive
Im getting high by my lonely that kush got me high til the next morning..,I’m getting high by myself; that kush has me high until the next morning.,negative,-1,negative
I hate wen ppl talk about my mama infront me like i aint ha son,I hate when people talk about my mom in front of me like I'm not her son.,negative,-1,negative
Lil richie be goin thru so much yall just dont kno... Thats y its just me an only me,"Little Richie goes through so much, you all just don't know... That's why it's just me and only me.",negative,-1,negative
If my gma move wit my auntie on #Crete i gotta move to south dakota ab..,"If my grandma moves in with my aunt on Crete, I’ll have to move to South Dakota or something.",negative,-1,negative
I bet my ex like were ha goodmorning txt ho ahahaha ain txt her ass one word fuck ha..,"I bet my ex is wondering where her good morning text is, haha. I haven’t texted her at all—just one word: fuck her.",negative,-1,negative
Yea yall thought i wasnt gne ride wit my guy its ova wit yall betta fall bck we been riding together fytb,"Yeah, you all thought I wasn’t going to stand by my friend. It’s over for you all, you better back off. We’ve been together from the beginning.",positive,1,positive
An i pray to god yall aint lien bout these hoes cause they easy as a layup,And I pray to God you all aren’t lying about these women because they’re as easy as a layup.,negative,-1,negative
My sister said she was pulling up on god that was a hour ago she definitly takin me to ten mile,"My sister said she was on her way, I swear, that was an hour ago. She’s definitely taking me to Ten Mile.",negative,-1,negative
Nigga corey u dumb af for taking the strap the first time if u was gne ride da bus bck,"Corey, you were really dumb for taking the gun the first time if you were just going to ride the bus back.",negative,-1,negative
Cretemob aint making no video bout u fuck niggas lol that hoe is lame but aye you aint seen me in that hoe dnt put no camera on me,"Cretemob isn’t making any video about you guys, lol. That person is lame, but hey, you haven’t seen me in that video—don’t put a camera on me.",negative,-1,negative
Im str888 on any bihh my righthand try to put me dwn on cause the last one was wt5 stupid ass hoe...,"I'm completely uninterested in any woman my best friend tries to set me up with, because the last one was a real idiot.",negative,-1,negative
Finna clean up an get ready to go get my mama she coming to visit an maybe take me wit her...,I’m about to clean up and get ready to go pick up my mom; she’s coming to visit and might take me with her…,positive,1,positive
Lol let me stop lien yall im getting some pussy everyday this weekend on jesus #ainbullshitting,"Lol, let me stop lying, you all. I’m getting some sex every day this weekend, I swear. #notkidding",neutral,0,neutral
@YungGoldie_Lox i am she coming to visit today she been on her way since yesterday i mite go bck wit her this week,"@YungGoldie_Lox Yes, she is coming to visit today. She has been on her way since yesterday. I might go back with her this week.",neutral,0,neutral
Ain gne lie anybody can get one of these federal 40 s&w bullets on jesus fuck edbody ion care if u family play target get hit. #bullseye,"I’m not going to lie, anyone can get one of these federal .40 S&W bullets, I swear. I don’t care if you’re family—if you play target, you’ll get hit. #bullseye",negative,-1,negative
I swear a nigga so mf tired that i prolly not sleep when i die..,"I swear, I’m so damn tired that I probably won’t even sleep when I die.",negative,-1,negative
But i got a gf sooo im tryna get up wit ha yall kno im faithful an shit.. :),"But I have a girlfriend, so I’m trying to meet up with her. You all know I’m faithful and everything. :)",positive,1,positive
Lil moma actin say i couldnt fuck yesterday bitch im fresh af i bet she gne say yes today,"Little mama was acting like I couldn’t have sex with her yesterday. Girl, I’m looking really good—I bet she’s going to say yes today.",negative,-1,negative
@SheDroveMyCARdo wat you wanna do im over flocka ill dope wit u you gne have to come meet me,"@SheDroveMyCARdo Do what you want to do, I’m over Waka, I’ll hang out with you. You’re going to have to come meet me.",neutral,0,neutral
I hate ppl that lie to me fool now i see how ppl be felling wen i be floudgen they ass out,I dislike people who lie to me. Now I understand how people feel when I expose them for pretending.,negative,-1,negative
@Ca55h i was sholl tryna get out der i be bored as hell star still there.?,@Ca55h I was definitely trying to get out there. I get so bored. Is Star still there?,neutral,0,neutral
Keep a big 40 on my side an wen lil lee get out he gne have dem shootas he aint doin shit,"I always keep a .40-caliber gun by my side, and when Lil Lee gets out, he’ll have those shooters—he’s not doing anything himself.",negative,-1,negative
Mane im mad af now fool i just thought bout my sour straw im beat jarrod asd,"Man, I’m really mad now, dude. I just remembered my Sour Straw. I’m going to beat Jarrod, lol.",negative,-1,negative
"""Sup my nigga,need to get wit u reppin fo mid-west Manny my nigga down but loyalty is a must fuk wit me on da music 4146871167""","Hello my friend, I need to connect with you about representing for the Midwest. Manny, my friend, is supportive, but loyalty is essential. Get in touch with me about the music: 4146871167.",neutral,0,neutral
"""Sup my nigga,reppin 4 my nigga Midwest Manny my nigga down,fuk wit me on dat music nigga hot foo 4146871167 loyalty brings royalty""","Hello, my friend. Representing for my friend Midwest Manny—my friend is down. Connect with me about that music; my friend is talented. 4146871167. Loyalty brings royalty.",neutral,0,neutral
@LatinaaHeat you wouldn't have that problem with a brownskin we don't think we too good,@LatinaaHeat You wouldn’t have that problem with a brown-skinned person—we don’t think we’re too good.,negative,-1,negative
@AriesWeAre: #Aries #ZodiacPeople - Men thrive on the dynamic life force that is The Sun in Aries.,@AriesWeAre: #Aries #ZodiacPeople - Men thrive on the dynamic life force that is the Sun in Aries.,positive,1,positive
"""@MeagGabbyMadie: @LeadLadyNChrist I was at work :'( Well ok, will you I see you at Jemeell musical Saturday ?""","""@MeagGabbyMadie: @LeadLadyNChrist I was at work :'( Well, okay, will I see you at Jemeell's musical on Saturday?""",neutral,0,neutral
"""@___LAYATlks: @LeadLadyNChrist at least it's a beautiful black , knapp not ugly black Thanks !!!! :) But I think you're beautiful tooooo !""","""@___LAYATlks: @LeadLadyNChrist At least it's a beautiful shade of black, not an unattractive black. Thanks! :) But I think you're beautiful too!""",positive,1,positive
"""@JamaalMusix: Everytime I think about my phone being stolen <<<<<<< I didn't knowww it was stolen""","""@JamaalMusix: Every time I think about my phone being stolen <<<<<<< I had no idea it was stolen.""",negative,-1,negative
"""@I_sweatoutwraps: Ain't no type of cream cheese like strawberry cream cheese! Say Dat Bro !!""","There’s no kind of cream cheese like strawberry cream cheese! Say that, bro!",positive,1,positive
"""C'Mon Lil Caeser's ... I mean seize it together !!! Thought he said sum bout pizza I'm like 3 Meat Treat, Deep Dish, Butter and Parm !!!""","Come on, Little Caesars... I mean, get it together! I thought he said something about pizza—I’m thinking Three Meat Treat, Deep Dish, Butter and Parmesan!",positive,1,positive
One day I'm going to read my email from Chase and my bank account gone be overwhelmingly full ! #SpeakItIntoExistence,One day I'm going to read my email from Chase and my bank account is going to be overwhelmingly full! #SpeakItIntoExistence,positive,1,positive
@kidneydiet1 @youtube AND FINALLY DON'T DRINK LIQUOREVER TO SAVE YOUR KIDNEY . NOT EVEN A BEER.,"@kidneydiet1 @youtube And finally, do not ever drink alcohol if you want to protect your kidneys—not even a beer.",negative,-1,negative
@CatholicNotions JESUS WAS RAISED FROM THE DEAD. SO HIS HEEL WAS BRUISED.  SO YOU SEE THE END OF THE WORLD.  THE RESURRECTION.,@CatholicNotions JESUS WAS RAISED FROM THE DEAD. SO HIS HEEL WAS BRUISED. SO YOU SEE THE END OF THE WORLD. THE RESURRECTION.,neutral,0,neutral
@CatholicNotions OBAMA IS GOD'S CHIOCE TO RUN THE USA.  AND I MUST AGREE WITH MR OBAMA. OKAY,"@CatholicNotions Obama is God's choice to run the USA, and I must agree with Mr. Obama. Okay.",neutral,0,neutral
Omg a hunted house was super funny falling out ya seat funny u gotta go see it ppl....,"Oh my God, A Haunted House was extremely funny—falling out of your seat funny. You have to go see it, people.",positive,1,positive
new year new me ??? nah if yo punk ahh aint like me in 2012 ian finna change so you can like me in 2013 !! ETDU !!,"New year, new me? No, if you didn’t like me in 2012, I’m not going to change just so you can like me in 2013! ETDU!",negative,-1,negative
"""@TheHotYellaChck @iBeSpoon Ohh , thought i was gone have to get off on some cuhh""","""@TheHotYellaChck @iBeSpoon Oh, I thought I was going to have to fight someone.""",neutral,0,neutral
Damn feems !! Betta get ready to catch the magic school bus in the morning,Damn females! You’d better get ready to catch the Magic School Bus in the morning.,negative,-1,negative
"""FLEE aint get no damn call , so we gone be in that prison toma""","FLEE didn’t get any call, so we’re going to be in that prison tomorrow.",negative,-1,negative
I think im finna call my sis && tell her to bring me some sonic when she get off !!,I think I’m going to call my sister and tell her to bring me some Sonic when she gets off!,positive,1,positive
"""@CookiesOnLock_ lol , ian gone say nun , cause i'll hate to do something bad to that girl""","""@CookiesOnLock_ lol, I'm not going to say anything, because I'd hate to do something bad to that girl.""",negative,-1,negative
"""@LillTuneeChi_: I don't believe in breaks during a relationship. If you want a break, we'll break up.""","@LillTuneeChi_: I don't believe in taking breaks during a relationship. If you want a break, then we should just break up.",negative,-1,negative
"""@briananicolaO_o: @ImTheOne_45: @briananicolaO_o: Bill Gates by Wayne still go hard!  <--- you aint lienI be feeling that shit i see""","""@briananicolaO_o: @ImTheOne_45: @briananicolaO_o: 'Bill Gates' by Wayne still goes hard! <--- You’re not lying, I really feel that whenever I hear it.""",positive,1,positive
What it means when you eat a girl out &'n your tastebuds gets burnt ?? #Random,What does it mean when you perform oral sex on a woman and your taste buds get burned? #Random,neutral,0,neutral
@banksndo @MoochNDO @Half_6aked @snow656 @2Q_Skinny   @Xclusive_Ace nBrought da new yr n to rite luv dem niccaz.,"@banksndo @MoochNDO @Half_6aked @snow656 @2Q_Skinny @Xclusive_Ace Brought the new year in right, love those guys.",neutral,0,neutral
"""This is the yr of the 5's for me ...fire red's, stealth's, olive, and qaiu's ... #musthaves #sneakercommunity""","This is the year of the 5s for me... Fire Reds, Stealths, Olives, and Quai 54s... #musthaves #sneakercommunity",positive,1,positive
@Relly0818 mature thinkn ...i c where ur comin frm lol..nothin good happens at 2 am,@Relly0818 mature thinking ...I see where you're coming from lol...nothing good happens at 2 am,neutral,0,neutral
Dnt worry yall gon see my instagram post in the morning #foodporn yall gonna b sicc!,"Don’t worry, you all are going to see my Instagram post in the morning. #foodporn You all are going to be jealous!",neutral,0,neutral
"""Ima run into dat red, nd ima size ha up n n*leap lefty leap higher higher*""","I’m going to run into that red, and I’m going to size her up and leap to the left, leap higher and higher.",neutral,0,neutral
"""@Lavish_Styles: Watching TV butt naked. Can't think of anything better to do Somebody come join in.i could""","""@Lavish_Styles: Watching TV completely naked. I can't think of anything better to do. Someone should come join me. I could.""",positive,1,positive
Mostly been too myself lately nuthn personal its war time baby that's all watch me work,"I’ve mostly been keeping to myself lately. It’s nothing personal—it’s just grind time, that’s all. Watch me work.",neutral,0,neutral
Was suppose to hit up royal oak tomorrow but I think I'm gone study for this test Saturday,"I was supposed to go to Royal Oak tomorrow, but I think I'm going to study for this test on Saturday.",neutral,0,neutral
Awww he bout to cry lol #Catfish lets not forget bitch ur still hiding something too #Catfish,"Awww, he’s about to cry, lol. #Catfish Let’s not forget, you’re still hiding something too. #Catfish",negative,-1,negative
@ignantshxt @brrr_tatts2cold whenever u gotta chance I gotta new funny story ta tell...I think it tops chasing cars,"@ignantshxt @brrr_tatts2cold Whenever you have a chance, I have a new funny story to tell you. I think it tops the one about chasing cars.",neutral,0,neutral
No I dnt like u I jus thought u were cool enough ta kick it,"No, I don’t like you. I just thought you were cool enough to hang out with.",negative,-1,negative
It don't matter I c u got some goin.. I might didn't want to get it right,"It doesn't matter, I see you have something going on. I might not have wanted to get it right.",neutral,0,neutral
@ZayLee92 he'll yeah n I need to talk 2 you about how tofet in the program,"@ZayLee92 hell yeah, and I need to talk to you about how to get in the program.",positive,1,positive
Lakers fan no they ant got shit but Kobe! At first they needed a point guard. They got that n a center n they still not happy,"Lakers fans know they don’t have anything except Kobe! At first, they needed a point guard. They got that and a center, and they’re still not happy.",negative,-1,negative
@BradLaw_5 dam! Well give it all u got. Just know you got my vote this year,"@BradLaw_5 Damn! Well, give it all you have. Just know that you have my vote this year.",positive,1,positive
Milah and i still up and people getting ready to go to work and school,Milah and I are still up while people are getting ready to go to work and school.,neutral,0,neutral
"""Haters going always hate forget em let em hate you just keep doing you and life goes,on you feel me""","Haters are always going to hate. Forget them, let them hate. You just keep being yourself and life goes on, you know what I mean?",positive,1,positive
Its a lot of people who say they loyal and faithful but they ain't sh-**,"There are a lot of people who say they are loyal and faithful, but they aren't anything.",negative,-1,negative
I wish i had some where to go right now at 3am in the morning lol,I wish I had somewhere to go right now at 3 a.m. lol.,neutral,0,neutral
@_King_Of_Sexx lol Forget you nigga hurry up and die and bring your ass to Sherman's Funeral Home.,"@_King_Of_Sexx lol Forget you, man, hurry up and die and bring yourself to Sherman's Funeral Home.",negative,-1,negative
Don't like hate cool i'll be sure to give you a good damn reason  too,"I don't like hate? Fine, I'll make sure to give you a really good reason, too.",negative,-1,negative
I'm about to get mad again with oomf and if i get mad this time ima stay mad for a long time,"I’m about to get angry again with one of my followers, and if I get angry this time, I’m going to stay angry for a long time.",negative,-1,negative
I don't care like i use to and i don't care about a lot of things and people like i use to hmmm oh well,"I don't care like I used to, and I don't care about a lot of things and people like I used to. Hmm, oh well.",negative,-1,negative
But after it all i never gave up on you the way you gave up on me i'm still yet fighting,"But after everything, I never gave up on you the way you gave up on me. I’m still fighting.",negative,-1,negative
I don't trust people and i don't fw a lot of people and thats just that and it will always be like that,"I don't trust people, and I don't associate with a lot of people. That's just how it is, and it will always be that way.",negative,-1,negative
Can i get a DM text or something Phone Dry Twitter Dry FaceBook Dry IG Dry evetthing need some water lol,"Can I get a DM, text, or something? My phone is dry, Twitter is dry, Facebook is dry, Instagram is dry—everything needs some water, lol.",neutral,0,neutral
@_youngANDpreddy Lmfao as long as you come with me to get the Hoeing and Muttin spirit off you we can go Today to Bible Study CTFU,"@_youngANDpreddy Haha, as long as you come with me to get the ""Hoeing and Muttin"" spirit off of you, we can go to Bible Study today. I'm cracking up.",neutral,0,neutral
You are never on my mind never idc if you died thats how much yu mean nothing to me just come to Sherman's Funeral Home Tho,"You are never on my mind, ever. I don't care if you died—that's how little you mean to me. Just make sure to come to Sherman's Funeral Home, though.",negative,-1,negative
Fronting on twitter what for them people ain't nobody all this lying on the net people be doing smh,"Pretending on Twitter for those people—no one is impressed. All this lying on the internet that people do, shaking my head.",negative,-1,negative
I don't know nothing so don't ask me i don't worry about nothing that has nothing to do me little old me.,"I don't know anything, so don't ask me. I don't worry about anything that has nothing to do with me—just little old me.",neutral,0,neutral
I'm just to strong to the point i can't give up i got to much faith and trust in God to the point i see better,"I am just too strong to the point that I can't give up. I have too much faith and trust in God, so much that I see things getting better.",positive,1,positive
Wen I Was 17 My Og Bought Me A Pontiac Now Im Finna Be 21 And I Gotta Be In Sum Foreign Im Thinkin Audi Or BMW,"When I was 17, my OG bought me a Pontiac. Now I’m about to turn 21, and I need to be in something foreign. I’m thinking Audi or BMW.",positive,1,positive
Think I Might Wife Ha You Kno Hermes Belt Trues New Mike Ha My Niggas Like Ha Plus She In Love Wit A Nigga Fareal #ICantFindABettaLoveDenDat,"I think I might make her my wife, you know. Hermes belt, True Religion jeans, new Nikes. My friends are impressed, plus she’s really in love with me for real. #ICantFindABetterLoveThanThat",positive,1,positive
