sae_text,sentiment
"@ANumba1FAN Aww, you and A matter too! Come get your plate tomorrow. I got tipsy so I didn’t cook, but I will have it for you tomorrow.",positive
"I should have bought myself a new phone just because people tried to mess us over, but I’m not going to be petty. I’ll just let that stuff backfire on them. (:",neutral
"He had been writing to me, and my mom doesn’t even give me my mail. -_-",negative
"@Test410_ If you are in the city on a Monday, you should stop by Lanio’s spot—Dream Chaser Monday at Lason’s on Belair Road.",positive
I can't wait to see the Ravens in the Super Bowl; we're going to defeat the 49ers.,positive
"@ConceitedNY No problem, bro. I’ve got you. I’ll let you know what time I work.",neutral
"Um, Rihanna’s song ""Pour It Up"" just came on the radio. She’s trying to act tough, lol, but she’s really sexy and kind of a hippie!",positive
You always knew when he was close because you could hear those 12s booming all the way down the road!,positive
"I was thinking about a lot of things last night, and now I see where I’m going wrong—wasting my time trying to fix something that’s already broken.",negative
"@LetsDoEcstasy I really didn’t, you know. If it were up to me, you would be right here with me!",positive
"Lord, open my eyes. Help me to believe that I am what You see. You see me as victorious! You see me rejoicing! #OpenMyEye",positive
So you think what I do is easy? :-) By all means... Take a minute to walk in my shoes. Just a minute...,negative
"Shout out to my close friend, my twin brother, for coming by and supporting my work! I appreciate it @KASHMEREKASHY",positive
"Foolish guys hustle for women, young guys hustle for clothes, real men hustle for goals.",neutral
"Everyone has three lives: a public life, a private life, and a secret life.",neutral
"And when it comes to friends, you can't let them get too close; that's why they're called close friends. You turn your back, and they're the first to make a move.",negative
"Family ties are strong, but loyalty is even stronger.",positive
"I messed up a lot of things. Do I regret it? Haha, nope :)",positive
"I don’t trust any man or woman as far as I can see them, and that’s not far because I’m legally blind lol.",negative
"I've been running into my exes all over Chicago... Damn, I can't get rid of any of them.",negative
"What? @amari32: @HoeYouTwatchin: I hate being on call. Ugh, I have a freaking hour to get to work, damn it.",negative
"@Papi_Trulo you might get lucky and get hired by the city, the railroad, a factory, etc. But I’m not encouraging you to quit school, though.",neutral
"I hope I don’t see any jokes about that person’s speech problem, because my nephew has a speech problem as well, and I will confront anyone who makes fun of it.",negative
Madam C.J. Walker didn’t invent the perm and hot comb for people’s hair to be completely messed up. #BeyondScaredStraight,negative
"LOL @KDollFabulosity: This guy tweeted his music to me, and it was worse than the corny songs they play during adult films.",negative
"I remember at first when I wasn’t familiar with the iPhone emoji on Twitter. I used to wonder, “What is that box for?” Lol.",neutral
"People say, ""How are you from Maryland with an accent like that?"" I have no idea... I thought I spoke normally.",neutral
IT SEEMS LIKE THERE WAS MORE INTERESTING STUFF ON TV WHEN WE WERE YOUNGER THAN THERE IS NOW.,negative
"My mother is saying she wants to buy me a bottle today... I mean, I already have a few, but still, go ahead! #SICEMEDOE",positive
"Thank God for spending time with my father and son at the Detroit Pistons and Orlando Magic game in Orlando, Florida.",positive
"My mother always told me to keep a smile on a girl's face. I'm trying, Mom. They know who I am, Mom.",negative
Cat's Eye might be the only bar downtown that has live music every night. Prove me wrong. #saxophone,positive
"@becussiloveyou lol no, because we both know you’ll win that one! I remember how late it was last time, so [:",positive
"""150 on the cell phone, 50 on the snow crabs. Haha, that's just one day though—where's your profit?""",neutral
"@becussiloveyou Lol, you’re acting like you have to know right this moment! If you stay up late, I’ll end up telling you.",neutral
"""@becussiloveyou If you die, I'll kill myself and tell you as an angel—so you can wait, alright?""",negative
All my young guys are throwing B’s up. Tell ManMan to roll my weed up. Real G’s up!,positive
"I’m not trying to represent my real crew on any website, so I’m 300. Forget that internet banging, Twitter tough guy stuff.",negative
"@Thats_Domo lol, do you have a boyfriend? Because you’re smiling and stuff like you’re single.",neutral
"Heading to Winn Dixie around 2, need to get that hibernation food. Lol #SnowCrabs and stuff",positive
"""@Smoke1Grandaddy bro, you know that girl too. She swears she’s bad! Her loose self, lol. We’re going to hang out though.""",positive
"He can have your pussy, I just wanted you to have someone who actually does care.",negative
I’ve been supporting @LilReese300 since his “Don’t Like” verse. It’s too late to catch up now that 300 has taken off.,positive
"Women often act unfriendly about their pictures, so getting one without having to ask just makes me fall in love. Lol",positive
"""@Eat_My_BOOBiES lol but we’re graduating and getting our diplomas on, I got accepted to Jeff State too. Hmm, but I’m out.""",positive
"I love Ellen DeGeneres; she is just so cool and very generous. I love her—finally, a celebrity who gives back, plus she’s funny.",positive
"""If you lick the back of your hand while it's wet, that's what some girls you know taste like.""",negative
"I dislike some girls, man. I can’t wait until I see her, bro—I’m going to end up in juvenile detention.",negative
"@Loovvee_Nay lol you know what, that weird-looking picture I took of you today—I’m going to put it on blast.",positive
"""@Sincerely_Zata | Well, whatever you have planned, let me know, because I don't want to be stuck at home.""",neutral
"I swear, if that guy Twin stole my sister’s stuff and Andrew knew about it... I’m not going to say too much about it!",negative
I saw my baby Dre today! He’s finally out of prison and we absolutely have to get back to how things used to be.,positive
"I need the pictures I took on Andrew’s phone, because those pictures turned out well. I looked pretty today (:",positive
"Well, I don't care. I'm tired of trying to please people and letting them take advantage of me. Never again.",negative
Guys decided that they want friends with benefits with someone they’re committed to… What is this…,negative
"I swear people don’t know that if I don’t answer the damn phone, then I don’t want to talk or I’m asleep... Like, what the heck?",negative
"Rest in peace, Papa. Shaking my head, we’re still here though. What doesn’t kill us makes us stronger. True soldier.",neutral
"My nephew is a character, man—he’s already acting up. His daycare is about to have a real troublemaker in a few minutes, haha.",negative
"I was going to take over the world, but I got distracted by something shiny.",neutral
"@KDTrey5 Are you alright? How’s your head? If you need someone to come give you a massage, contact me. :) Just kidding…",positive
"@NiLAAAAHHHHHH I know, right? I was having some time to myself. Now I’m off to work. Love you, sis. Call me later :-)",positive
I had a very good time today at church. I guess you learn new things every day.,positive
"@EbonyDivaSoles I left it alone because nobody said anything negative, but I'm putting out a line-up today that will have new effects and plug-ins.",neutral
"I have a very small group of people I call my friends, and I'm fine with that. Trying to add more people is when things go wrong.",neutral
That one person you can always vent to without them judging you is invaluable—make sure to keep them in your life!,positive
Take a girl out on a date. Give her his coat if she’s cold. Actually act like he wants her.,neutral
"I don't really discriminate, but I prefer a tall, dark, handsome man.",neutral
I am officially done with many people who were once in my life. I cannot tolerate nonsense and drama.,negative
I can't stand a man who argues back with me like a woman. Just be quiet and let me be upset. Especially if he’s the one who’s wrong.,negative
I have been watching movies on TV all day. I'm about to watch Splice. I heard this movie was weird but good.,positive
Philadelphia is going to have the highest dropout rate next year because they are closing all these schools. That is very sad.,negative
"I love a man with an accent. Jamaican, New Orleans, Southern, Italian, all of that. I love it.",positive
"I wish I could snap my fingers and be high, because I hate the process before and during getting high.",negative
"I remember I used to read ""oomf"" the way it was spelled, haha. I didn’t know it was an acronym until about last year.",neutral
"I’m awake as if I don’t have anything to do tomorrow. I’m staying up late because my only class is at 1, I guess.",neutral
"Oh, I didn't know we were subtweeting tonight. Well, let the games begin. Lol",neutral
"I really love who I’m becoming. My outlook on things has changed so much. I can feel myself maturing. It’s a little scary, but I’m loving it.",positive
Even after I checked up on her to see if she got to her grandmother’s house okay. You all know she has a bad history of traveling alone.,negative
"We will be like two love birds in a tree, twiddle diddle dee diddle lee dee.",positive
"You all are overusing the phrase ""girls who don't ask for much deserve it all."" Stop saying it and actually give her what she deserves. Damn.",negative
"You have to love her, though. She would be upset if I didn’t answer her calls.",positive
I talk so much trash. But who’s going to confront me? No one? That’s what I thought…,negative
"And they insist they can beat anyone. Please, no one is afraid of you.",negative
Brandon swears I'm the funniest person ever. He laughs at everything I say lol.,positive
"I want to retweet some of you, but the way you tweet and spell things makes me reconsider.",negative
"""I love Michelle Obama. I love everything about her. The way she carries herself, her style, and her love for the president.""",positive
"Absolutely. Whenever Kirstyn and I had our trash-talking sessions, we would compete to see who had the funnier joke and stuff. We’re such goofballs, lol.",positive
"@BlackAmbitions4 No, I’m not. But as soon as I get a job, my first paycheck will go toward a plane ticket down.",positive
"""@DatBtcDope__: @SheMakeItHappen Aww, that just made me feel bad. She said to tell her that KeKe loves her.""",negative
"My mom has been getting on my nerves every moment of this year... Jesus, please protect me... Surround me completely! Whoosah",negative
The only thing I know is that every day is payday. I would kill someone—I swear that on KK.,negative
"@Suave_X He said I told people he cheated, and she acts like she didn’t have someone on the side. How the fuck—forget her.",negative
"I like ""Good Kush and Alcohol""; that's one of Lil Wayne's better songs.",positive
"We really should have drafted Dion Waiters, shaking my head. Bradley Beal secretly annoys me. #Wizards",negative
"@Taliyah_Najee lol I'm not rude, punk, and you wouldn't do that to me because I would be the loudest one laughing lol",positive
"At least I’m about to be working right by Lefant Plaza, so when I get off the train I don’t have to walk far.",positive
"Today might be the day I stop going to my barber because another guy cuts better than him now, lol.",negative
"I know I'm not the only person who has seen Kung Pao: Enter the Fist. Lol, it's one of the funniest movies I've ever seen.",positive
"Hahaha, they just said my brother is the best on-ball defender on the team. Good job, bro. #UMass",positive
"I almost fell trying to go to the bathroom, lol. I have to get used to these crutches.",negative
I want to see Peyton Manning catch up to Eli in Super Bowl rings if Tom Brady can’t win the Super Bowl.,neutral
"@Ll_Cool_Lo They considered it, but their bodies wouldn’t hold up guarding centers for 82 games. They would get injured a lot.",negative
"I don't understand how people can hate on @souljaboy. Even if you think he can't rap, he worked hard and made money. You can't hate on the fact that he started with nothing.",positive
"@JaeeVeggiesFool Don’t laugh, but I broke my ankle playing basketball two weeks ago. Lol, I’ve been stuck in the house feeling upset.",negative
"@Justendi lol I know, one minute I’m happy with him, then the next I’m like, really Metta? Shaking my head, lol.",neutral
"My friend Beasley has been playing really well against us all night, lol. It's time to start defending him now. #LakerNation",positive
"@1400Ceda_Fool man, who are you telling? Haha, it’s been like this for the past couple of years. Shaking my head.",negative
"Oh, you’re a woman posting a picture of yourself online blowing out weed smoke. But why? And are we as men supposed to take you seriously?",negative
"""@A_RIDER_: Glad we don't have to perform at the game tomorrow. Damn, man! I wanted to see your little ass dance a bit. Lol.""",negative
I was already sick and wanted to take myself outside and have a snowball fight. Shaking my head. Laughing out loud.,positive
"I always get that ""what are you doing"" text from that girl around this time... I don't have time for that. Lol.",negative
"""@_BlackCracker @Ceejay_Gambino @C0CAiiNA I had Anatomy at 9:30, but I have Calculus at 12. Shit.!!""",negative
I bet Bay didn’t get the memo about there being no class because she called me early this morning. Lol.,positive
"Good game today. Varsity won 46-43 and JV won 49-16, but now it’s time to get back to work. #HardWork #Dedication",positive
"I just want to get away from this city, this state, this world... See you on Mars.",negative
@KashDelight It’s $45 and it lasts for about two weeks if you wrap it. And she’s in that 16th Street plaza.,neutral
"""@I_TurnUp13 I'm going to mess you up if you keep playing! Now take your ass to sleep before I get mad! Lol, seriously!""",negative
"LOL, I don't want Jean to have a bad reputation at her school after I beat her up... Dead from laughing @loveeeJEAN",negative
"I don't like texting first. I stop initiating conversations; if you want to talk to me, I hope you know how to use my number.",negative
"Oh shoot, Dyshon said he’s going to be here by one and my little self is still sitting here like I don’t have to put any clothes on. Well, I really don’t.",negative
"I’m tired of people always wanting to hold my stuff. Please, just leave me alone.",negative
"Shouting for my friends until they are released, but shouting ""free my friends"" isn't going to get them released.",negative
"A lot of people don't mess with me because I say what I feel and I keep it real, and they can't handle the truth.",neutral
"In middle school, I got along with everyone, but now in high school, nobody gets along with me. True.",negative
"""@Gas_Up he didn’t come to the house until around 2, but tonight we’re going out and I’m trying to buy some.""",neutral
"LMAO, the struggle is real. People have stopped shooting, but last year it lasted for hours. LOL, I guess bullets are too expensive now. LMAO!",negative
"I’m cutting people off for real because when this basketball stuff takes me places, don’t ask me for anything. I mean it.",negative
God is good all the time... Don’t you all know what you’re supposed to say back to Jesus? -_-,neutral
"Girl, I know how much you really want somebody—want somebody that doesn’t really need you.",negative
"You know that I’m successful, I have these women looking for me—you might as well call me Waldo.",positive
"@__Jasmynn Every time you all don’t cheer at the games, we either win or don’t get blown out. Lol, for real.",positive
"""@__Jasmynn They went off on you like, what the heck! Get this piece of crap off my refrigerator. What are you doing with this off-brand stuff? LMAO!""",negative
@mz_fiesty1 I probably turned it off and back on because it was moving really slow.,neutral
"Baby, I can really get to know you, take my time to show you. Don’t tell anybody what we do when I get lonely. =) #DrakeIGetLonelyToo",positive
"@MyMansPanda Both of my hips are swollen, my ankle is sprained, and both of my knees are bruised, but I don’t say anything—I just play. But apparently, I’m the reason we’re losing. -_-",negative
That's my second year in a row about to fight with Central at Kettering. We were really deep; they didn't want any trouble.,neutral
@ONIFC__ Wait until after the state playoffs. He better not say anything to me. I don’t need him to get me into college—I have a real coach.,negative
"""Shoot, shoot! Hey! Shoot, shoot the two, take it to the basket and shoot the two. I'm laughing so hard!""",positive
"""@__Pookanukee These hands are only for the one person who tries me, and that might be you, lol.""",positive
"On Jesus, I’m ready for whatever. I’m tired of these untrained guys who are living paycheck to paycheck.",negative
I think that one of my followers and I were meant to be just friends. I'm okay with that too.,neutral
"I can't stand all the reality shows. Where are the sitcoms, dramas, documentaries, docudramas, and so on?",negative
My nephew told me to stop calling people bald-headed because this isn’t my hair anyway.,negative
People who commit suicide are weak. I don't care if they aren't here to defend themselves. Especially the ones who tell the world beforehand.,negative
"Now you see women wearing their Bred 11s, making sure they get that Instagram picture.",neutral
"""@_RealNiggaShit The things people get excited about that are all around you—I don't want you to become like that (I know you won't, but still).""",neutral
"Is that Roger Moore? Wow, is this movie really that old? Because he’s about 100 (Bajan accent).",neutral
"I believe in Bigfoot, and I want to see one. I need to go to the swamps.",positive
"I tried really hard. I went on Google to find this fuckboy @JoeBudden. You don't realize you come across as a shady friend. Love you, man, but you're a shady friend.",negative
I need to get my lungs up and running again. I’m out of shape—I can’t even run to the bus terminal.,negative
I really realize I need to cool down. Why am I yelling? But my voice just makes it so easy to sound like I’m angry.,negative
"""@ItsTheCons had Kanye West out here looking like a basic person—those were his exact words.""",negative
"""@PretttyGorgeous: I had a fight last night and my face is still pretty! :-) What are you doing fighting? Lol, keep it classy.""",positive
"Lmao, my sister got caught cursing twice today! That punishment is my mom’s specialty.",positive
"Because I have a clever mind, I’ve been there and done that! I know it all and have seen it all! I’m very observant.",positive
"He fell asleep again, haha. If I didn’t love this guy… Boy, oh boy!",positive
"Who the hell would want to join after seeing that?! If she does, she must really like performing oral sex then!",negative
I need a really close best friend! I can't keep all of this inside; I go through tough times sometimes.,negative
"I think it’s time for us to take a trip to the bedroom—your body’s talking, and I’m loving what it’s saying. Jupiter Love x Trey Songz!",positive
"As I look at all my past pictures, I reminisce about all the earrings I no longer have.",negative
"@Smileydavis_ we should try to get there early because the list keeps getting longer, girl.",neutral
"I’m really feeling depressed right now, so I’m going to log off before I bring you all down.",negative
"@JuiceElliott, can you finish your homework and call me or text me now, Adrian?",neutral
Climbing mountains at 70 and still being able to help with homework—that’s how I want to be...,positive
"""I've been called a hippie, a tree-hugger, a vegetarian, and a radical.""",neutral
Why is school twelve years long? Can I just go at my own pace and finish it in like three or four?,neutral
"@LovelyKynyetta So, my love told me not to fight. I was listening to big brother Dontae and I found him. I'm happy.",positive
"@TheLifeOfQuen I heard you have some problem with me or something, or that you were trying to get involved with me.",negative
About to get on the road with my friends from the neighborhood. I haven’t hung out with my people from home in a long time.,positive
"I talked to my brother last night. He said he loves me and that I need to get out of these streets and go to school. R.I.P. my Ed Burger, I love you too!",positive
"Man, I’m still young and I’m taking a big, bold step in my life all because of you. Now you want to turn around and put me through hell!",negative
"@xxAdorn_ Yeah, just me and Booboo. He said you can come with us if you want to.",neutral
"You must think I’m a fool, haha. Boy, get out of here. You must not know they call me KeMoni! Hahaha.",neutral
These little kids keep walking past. Sit down and get your dreadlocks done!,negative
"- Good marijuana and alcohol, I have some loyal women I can call!",negative
":'( I want Chris back, man. <3 Forget everything else—I just wish he were still here!",negative
Leaving a good woman for a promiscuous one is like giving up a five-star meal for food stamps.,negative
"""Protect her, fight for her, love her, hold her, and laugh with her. But don't let her fall for you if you don't plan on being there to catch her.""",negative
"Before I die, I just want to make my parents happy and proud of me.",positive
"She said to me, ""What's up, boo?"" and I was like, ""Don't call me boo."" Cracking up... lol",positive
"I can't sleep in socks, I have to have a blanket no matter what, and my fan has to be on at all times. #RulesForSleeping",neutral
"As a girlfriend, you might see desperate women trying to get attention from your boyfriend. As a boyfriend, it’s his job to make sure those women don’t get any.",negative
"""Do not rush into love, because even in fairy tales, the happy ending happens on the last page.""",neutral
#2012memories when @BiteMee_Tiger was mad and kept pulling the blanket off me while we were sleeping!,negative
"#2012memories when @Written_byAmbs @LoveMYOwn__ @dntbreakthe_ICE @BiteMee_Tiger @Killakay_ and I went to Great Wolf, #summer :)",positive
"""@Checkah_BITCH lol, they said his face looks like pubic hair! I like his song but I'm weak.""",neutral
"""@NoOther_Hershey hahaha, so they have a lot of Asian porn stars. And you have a little booty; I bet if I pulled out some money, you would twerk.""",negative
"@sOO_sOOB hahaha yes, the boy looked like the bottom of my shoe! Lol, and they were about to have sex! He was hiding his face though.",neutral
"And I swear to God, that stuff is going to kill me. I don’t want to be with her.",negative
"I love one of my followers because I was shivering in the hallway and he came to give me the biggest, longest hug ever.",positive
"""@Robtherapper: @MonIE_aintBonIE What's up, girl? Umm, I'm definitely taller than you! LOL""",positive
"Hmm, I have a lot on my mind now that I read her timeline, but I'm not worried—I'm still happy. #sneakysmile #you'refunny",positive
"You can take a person out of the neighborhood, but you can't take the neighborhood out of them. #borninit #raisedinit",positive
"My son is asleep, so I guess I'll do the same! Well, I'll watch First 48 until it ends up watching me... Good night.",neutral
"I don't like to be mean, but when you discuss me and my problems, then it's only right that I do the same. @table'sasturned",negative
People who try to correct others are usually the same people who use spell check or have T9 text on their phone... I'm just saying.,negative
"If you know you are not ready to move on and you still have your mind on your ex, stay single and don’t try to build something new with someone else.",negative
I’m just going to braid my son’s hair before I get my nails done! My birthday is in three days… Turning 24!,positive
"I’m extremely bored and wish my husband didn’t have to work… Ugh, someone save me! Lol",negative
"Never underestimate the pain of a person, because in all honesty, everyone is struggling. Some people are just better at hiding it than others.",negative
The people who talk the most trash about you are also the ones who pay you the most attention.,negative
"Don't get me wrong, everything is going well in my relationship, but I'm just thinking about other things... Lol, I'm just talking...",neutral
"If I have a man, there’s no way he would treat my child badly, even if he doesn’t want his girlfriend to know or whatever the situation may be…",negative
"For his kids... Just like the other day, she immediately got on the phone asking, ""Where are you?"" But on social media, she's trying to talk badly about him!",negative
"For sure, last night I was really high. Jailyah was acting strange last night, really high, but kept saying she wasn’t high. For sure. #GirlfriendTweet",negative
"LMAO, this guy just said, ""Hey, can you all drop me off?"" He gets in, we ask, ""Where are you going?"" He says, ""Next door."" LMAO, that's #drunkshit.",positive
"@5HarOfficialFan Hi, I don't know you, but I will get to know you sometime. My name is Barbie15.",neutral
"Happy birthday to my favorite NBA player, @DwyaneWade! I’ve been a fan since his days at Marquette.",positive
"Aww, shoot, what did Millie do now? I’m going to need her to sit still and just be pregnant!",negative
Food you like is rice and chicken...but food you love is rice and chicken with plantains...#dodogang Plantains make everything better,positive
"When my days are over, I want to be able to say that I gave more than I took.",positive
"@toyacoleman Thank you! As I get older, I learn what is truly necessary and not things that were meant to fade away.",positive
"@TheRealJonS Aww, I’ll never forget that day. I was like, “Damn Jon, you can really rap!” LOL. Your rhymes are so tight! Hahaha.",positive
"@RUBIESovaPearls We were so drunk, lmfao. I was walking down the street like I didn’t see anything, thorns touching your butt, hahaha.",positive
"@GilliganFRESH Ooooh Kc, share the app, share the app... That profile picture is really nice.",positive
"""They say you can't buy love, but they're lying. If Christian Lacroix brings a smile, I'll buy it.""",positive
@CHeckME_OuTT I just realized today that we don't have a good chance ... Still #lakergang all day though... But I'm still disappointed,negative
"@CoolGuyD She’s still going to win in the end… So are you giving up now, or do you want more?",negative
"I’m supposed to be doing Chelsea’s hair; either way, I’m going to be in my own zone—she’ll just have to not mind me, lol.",neutral
"""@gottaloveTWILL: This weed just made me throw up... Lord... *hits it again* I need to be over there lol""",negative
"Ray, get my phone fixed. Man, it looks like it got hit by a car.",negative
"If I do all of this before school is over, I can still try out for cheerleading.",positive
"@KwitterKay Oh, you said you’re going to look at me really funny when you see my hair.",neutral
"Don't judge me for being in the car, blasting music and thinking about my baby—she's playing it loud!",positive
"Kayla, we have had this conversation before. I will slap all the nonsense out of you—stop saying foolish things.",negative
"She said, ""Keep your hands, keep your—keep your hands to your goddamn self.""",negative
"I only care about myself, but I would risk my life for my friends.",positive
I love cleaning my piercings. I like when they get a little dirty because then I get to take care of them and clean them up.,positive
"Shaiya wants to set me up with someone, and that’s fine with me—I refuse to dwell on Keenen forever.",positive
"@KwitterKay If I go to ACCE, I might be in 11th grade. I'm not sure though.",neutral
"@Chrissadonna Maybe the 10 minutes weren’t necessary, but finally a rapper says the person’s name and really goes in.",positive
"Aww, shoot, they're throwing drinks in the bar. Let one hit me and I'm throwing punches.",negative
"@dahmere_54 Oh yeah? Shoot, I need to see it—next time I come by, you have to show me that, man. I’m cracking up. I don’t believe you; you need more people.",positive
"Bro, why are all my friends ending up with life sentences? I really need to get out of Clayton County, for real!",negative
"Hey man, the Falcons won and I don't remember anything that happened after that, haha... what a crazy night!",positive
"I love a curvy woman, but I can accept it as long as you’re not extremely skinny, lol.",neutral
"@iAm_aStoner And Tom Brady doesn’t lose in the playoffs, especially not to someone like Flacco, but haha, no—next year is our year.",positive
"I didn’t agree with Nicki being a judge at first, but now I do. She brings personality to the show.",positive
"I like holding things and... It doesn't work for some, but it works for me.",positive
"@Xvo_vante lol no, my brother, that's you with your stinky self... Don't get yourself beaten up.",negative
"I hate when I go to people and they never come through, but I was the only one coming through for them. #hoeblood",negative
"Man, that girl is amazing—she’s my everything. The conversations we have, though! <3 *Sighs* Stayed up all night with her until she finally fell asleep. :))",positive
"Highly upset, but oh well, forget it. I wish I was leaving tomorrow, but I have work. Ugh, an entire other week of what could have been…",negative
Just because I accept your apology does not mean I am going to trust you again.,negative
"Um, you said, you know women are upset when they use your real name in a text or something like that, so I assume you must be talking about me.",negative
"The crazy thing is, I don't hate him—I still love him. I might have said some things, but I never said ""forget him!""",neutral
I told him he needs to get it together or he can forget about it forever. He acts like I can't get whoever I want!,negative
Shoutout to my ex because I know you really miss me. Shoutout to those losers who take time out just to insult me!,negative
"Wow, I’m always yelling at Leon, but he still puts up with me, haha.",positive
"@bwake24 Hmm, do you think so? Can a woman be too busy and single without letting it bother her?",neutral
@MsMaryJay at peace with not achieving a life goal??? I suppose... But everyone handles things differently (I'm proof of that),neutral
"""@antp2g I see what Thibs is doing though, he’s trying to temper expectations because his career is tied to Rose... I just hate the pessimism.""",negative
"Before 2007, in Chicago, there were no members initiated under the age of 30. #Fact I was denied membership for three whole years, but I persevered.",negative
"@No disrespect to the good brother Josh either, but he came in an entire year earlier and didn’t get anything started. We had the city excited.",negative
"We weren’t on any “forget YouTube” stuff! We traveled, joked around, and got to know the guys!",positive
"To be clear, no Illinois Bruhz had won any step show in Illinois in 20 years before the 2007 group did it.",neutral
"I want to thank @imsydneycharles and Nashli for taking care of me and my close friend at 03. You all made sure everything was good, and we appreciate it! LBVFS",positive
"@SugaSheem Hey, what was going on with the Avis back in the day when you were skinny though? Lol",neutral
@DjWeWorking @SugaSheem That’s because he’s naturally a big guy... people don’t even notice that I’ve changed my profile picture over the last 6 years #Vampire lol,neutral
#ShoutOut to all the single women who don't need a man and are taking their Christmas tree out to the alley this weekend lol,positive
I have been saying this ignorant (but true) stuff for over 15 years... but NOW it’s hitting home once my 30s come into the picture... I’m going to relax though.,neutral
I think tomorrow I’m going to tweet in opposites all day… say the exact opposite of what I’m thinking at the moment. Who’s with me?,neutral
"@Tdiddy2 @TheInfamousMarv I could give an entire sermon about people who only focus on immediate needs and never think long term...but yeah, never mind.",negative
Why do barbers in the neighborhood give the best haircuts but are never on time? It’s like they know you won’t go to anyone else…,negative
@GlobalGrooms @KendallP_23 Does my sister count for the #NoFlyList? Because that's definitely a no-go to friends...,negative
"Hey @QueDC1, I’m thinking about doing CrossFit because I’m tired of seeing people who don’t play basketball represented in those classes, lol.",neutral
I’m really going to use this deep fryer and try out this jerk deep-fried chicken recipe I’ve been thinking about.,positive
"#ShoutOut to every auxiliary member of a Divine Nine organization who wishes they could celebrate with Delta Sigma Theta, but chose to have one letter and a symbol.",positive
This Chinese restaurant slow-cooks these pigeons to perfection... it makes me feel like this is really chicken and beef.,positive
#ShoutOut to all the club promoters who want to reach the Greek market but never went to school to understand how to get in tune.,negative
#ShoutOut to the Reds who have forgotten how to do their founders’ step though lol,negative
"The amount of liquor I drank last night was unbelievable... But I didn’t have even a bit of a hangover... Thank you, Patron God.",positive
"When you have one of the best defenses in the league, you always give yourself a chance to make an impact in the playoffs. #Bulls",positive
"@antp2g @MeLnificent_MeL Online identity theft is nothing new... most of the time, the owner of the pictures never finds out. Ever.",negative
"@Tdiddy2 @Aye_Brenda We have K-Cups in my office, and I'm not a coffee drinker, but I know this makes us fancy, haha.",positive
"""@RynoHolmes1911 Damn, the team is promoting lamps, mids, scrolls, apes, and baby centaurs? (I'm not sure what those are)""",neutral
I just yelled at my little brothers for not answering the phones that I bought them... Who do they think they are?!,negative
"From the look of my #RedLineCommute, I see hardly anyone is working today...and I’ve never had this day off before.",negative
@GlobalGrooms If your point is that I don't hold you to the same standards as myself... you're correct.,negative
"@fresh_da_juice @TheeSouthside Man, that would be the ultimate ""kiss my ass"" move... but Miami can't afford him at all...",negative
I don’t use my paid time off unless I have something fun to do. I go to work no matter what the weather is like.,negative
"@Aye_Brenda And when I add the fact that I'm now paying it back (already paid for it), I feel nauseous lol.",negative
"Little buddy is looking for connections. I don’t have any for him. All I have is the same old advice: work really hard, put in overtime, and if they don’t pay you, leave.",negative
"@GlobalGrooms It isn’t “Forget him”...but more so, I don’t understand the process of mentoring. Why do I have to tell you what you need to do?",negative
And hey! Stop using my actual government name on here! That's twice in ten minutes! Lol,negative
"@HEAR_ME_OWT I don't think so, but you know I would never ask... it was just an impression...",neutral
"""@Tdiddy2 @antp2g @SugaSheem @DIJONES82 I also went on swimming dates by saying I was going to the pool—who’s coming with me?!""",positive
"""@Lezlie27 Yeah, but I don't see how 11 months is enough to make it. Now you need extra money just to get by... and I know about that struggling life.""",negative
All that education and still having to perform oral sex in the back of the Dating Game must be humbling...,negative
Watching people downtown has to be one of the funniest things you can do around here.,positive
"Hey @SugaSheem, I made fun of your height as a man... I need a comeback for my #RedLineCommute please and thank you.",negative
"""@liltinuch I figure if you can even bring yourself to do some promiscuous acts, you’re too far gone. For example, GangBang by Hoopsquad.""",negative
@SugaSheem @KendallP_23 I’m against obesity... I don’t want to be one injury away from gaining a lot of weight.,negative
You all make it difficult for me to leave the house! Especially after a good workout that has me sore...,negative
"@KendallP_23 the minute his team misses three open shots that he passed up for them, watch—Kobe will be back.",negative
"I may be petty, but I count the minutes I work and keep planning for 35-hour work weeks...",negative
"I wonder how many guys are being promoted to ""Boo"" status without realizing they're only being used for Valentine's Day dates.",negative
@MeLnificent_MeL So where is this compassion coming from? Let’s take these shots at these lonely people! Lol,negative
@antp2g We actually had a great time and were served by a non-flamboyant gay man... Patron shots were only 8 bucks too!,positive
"""@XCVIII_aaliyah, the same friend... I had to check up on you to make sure a bad hair day wasn’t getting in your way, lol.""",positive
"""@asiaa_BennBhadd: @no_LOVEhoe7516 Aww, damn, haha. I don't know what you're talking about, haha. Yeah, I figured you would say that... SCREENSHOT CHEATER.""",neutral
"She has dimples like no one else, and I'm about to dive into them like Trey Songz would.",positive
"@_tURNtUP_sHawdE and I are going to fight if she keeps talking about her gangster thug life, lmaoo.",negative
"""@iAM_Esquirre: @no_LOVEhoe7516 You too, man—my place on Sunday. You already know what's going on! You know I'll be there! Absolutely right!""",positive
Janiya is really annoying me. She needs to turn everything off and talk to me!,negative
"A nation's generation so focused on affiliation, lost with no direction, empty seats at graduations.... - @Freddy_E",negative
"Women are taking the word ""class"" very lightly. Either you have it or you don't; there's no in between.",negative
You want money from us but can't help us make any money. Shaking my head at some of you guys.,negative
