aae_text,sentiment,score
"""@love_YAZZZ: Ima put some salt in his toothpaste lmaoooo @aaliyahzhane94 !!! wth thinks of suin like daht lol""",negative,-1
"""@x_LadyLunaticc: If it won't for next week , i would be in bed. hope yuee feel better boo""",neutral,0
"""@_Dream2Reality_: @aaliyahzhane94 lol wen I was der u wasn't hangin wit me :( i wasn't invited""",negative,-1
"""So ready to get my OWN ish , so I can walk around butt booty naked !!!nFrfr !""",positive,1
"""I ain't looking for no nigga , I just looking for a friend who gone keep that shit 1000""",neutral,0
"""No need to hold back , If ya know you want it . Right !""",positive,1
Man I wish dem mother fxckers release u. Freesosa#300 bitch dis is man numba 1 fan.,negative,-1
@TweetsFrom_Zion I made dis account and dnt even know how to work it just to tell u I am developing a crush and dats just off ur pics,positive,1
Some people like to think before they speak I just like to tell u what I'm thinking,neutral,0
@YourEveyDream_ yea in may 29 I Be Wit My Freshman Year In Jr College Going To University And Im Come See You...,positive,1
"""Soooooo I try to say sorry right and then the nigga tell me, I dont care smh I won't say sorry next time im wrong""",negative,-1
Now looking back we just got into over some bull shit smh why couldn't I just keep my fucking mouth close I talk to much,negative,-1
Awwww dang ima miss Brandi....my B na$ty lmao man good times we had :-) <3 :'(,positive,1
What tf she hear about me tay ain't even did shit lol not that I know of!!!,neutral,0
@_KissonTHIS  Nuthin I'm kool I guess nd my fone been dead all day I just put it on a charger,neutral,0
"""Damn R.I.P Armaune you will be missed we won't never forget her goofy ass #Love,Nettie""",positive,1
"""@LilBitchhStylin: Keep My Name Out Yo Mouth Thann !!!! The Fuckk , Im Not Playing With These Bitches owww Turn Up.!""",negative,-1
"""Lmaooo see how you do me...you&mama knoe ii dnt sleep that badd,you jusz be ready to do these six weeks with me,cant do baby blues""",positive,1
"""@_ImmaFREAKYGirl fuck youu shay,lmaoo see wha im sayin yo ass is not invited !!! You&rena gone be doin the most""",negative,-1
3 words 2 seconds 1 moment thank you God be thankful not today but everyday,positive,1
"""No fina get in the tub and listening to Tamar Braxton x love and war !  hmu , tryna get out the house""",positive,1
Cant believe im actually considering what im thinking bout . Didnt know it would come to this !,negative,-1
Just want be able to do some fa a weekend . She should understand she's understandable .,neutral,0
@4everDeanna: I love how I take a two hour nap and I'm still tired. 0_-,negative,-1
I got 2 tickets to paradise and me nd my love gone get away from this hell hole !#,positive,1
"""Everybody telling me I shouldve cammee to school , well damn with thaa got damnn .""",negative,-1
"""@shawn_reckless lolssss , Mauricceeeeee Smh Immaa Kick Yoo Ass . No fucking Lie o . o""",negative,-1
@iBossLady wtf is that she need not to mk that face its not helping lol,negative,-1
@OweeCam yesss nigga ON GOD tf you mean yal had the ball and didn't finish I know you saw the game,negative,-1
Hot 107.9 Got Crunk On Yo Mine Wats up Bitch You Want sum on this Dic! YEA JUST A LITTLE BIT!,negative,-1
"""if i have to tell somebody else im still in 2012 , im a spaz !! lol .""",neutral,0
Bestfriend Told Me My Butt Getting Big Idk Why She Put That In My Head,negative,-1
#OOMF Ain't Txt Me All Day But It Been Like That For A Couple Days #Sad But He Kno I Still Love Em,negative,-1
I Wanna Chill With #OOMF & I Promise U I'm Going To Give Him Something He Never Had,positive,1
@ScreamTEE1Oxxx We Doing Good But She Getting Fat & Kiss My Lil Boyfriend For Me,neutral,0
I Do Not Like This Big Fat Ass Man On Beyond Scared I Know His Mouth Stank,negative,-1
My Baby.Fatt Ass Hell But I'm About To Send Off Cause I Need Me Time,negative,-1
My Baby Fatt Ass Hell I'm About To Send Her Off Cause I Need Some Me Time,negative,-1
"""@its_dacia: : Because of hoes, people have to work twice as hard to maintain a healthy relationship.""",negative,-1
"""@its_dacia: My past is my past, it made me who I am, I have no regrets, wouldn't change a thing. I just don't live there anymore.""",positive,1
My best friend mad at me bc I told her the truth about this bum ass nigga bitch its my place to tell you to throw his ass to the waste side!,negative,-1
Up at work tired need to go home but if i didnt love my job i swear i would of called in lol,positive,1
@vanessa_kelly I think I'm the only one coming back on Monday like a re-re. I should change that. Lol.,neutral,0
"""@myprettyhustle Email or DM me Name,city ,email you will receive a application asap thank you""",neutral,0
"""@CeeRoss Email or DM me Name,city ,email you will receive a application asap thank you""",neutral,0
"""@mafiakidpro @TrinidadJamesGG Email or DM me Name,city ,email you will receive a application asap thank you""",neutral,0
"""@LoeMelody Email or DM me Name,city ,email you will receive a application asap thank you""",neutral,0
@CashflowSkyHigh girl you don't mf know me! Period don't tweet me don't say shit to me shawty,negative,-1
I'm do used to shit not going my way i don't even get mad anymore.,negative,-1
And my type. I like em brown. Just like my drink. The fuck you think?,negative,-1
I would enjoy seeing @Bodyguylito come back to WWE an piss in the face of ppl who dnt like to be cool...spitting is gross Ha,negative,-1
"""Still Posted On The Corner , Day And Night Every Mornin. I Takin Moms Bread, I Go And Get My Own Stroehmann.""",neutral,0
@_Double_Dimplez k. And thank you. She can once she's able to learn how to walk again. She lost too much weight. She's only 100.,negative,-1
I work and focus so much on school and moving until I've looked at the stuff at least 6 times,neutral,0
I'm do genuine to everybody bc I can't make it and not see my friends make it as well.,positive,1
I will not raise my child to be materialistic. He will know the value of a dollar. It's more to life than that,positive,1
Had to get off det page.. Ion believe in ghost but shid .. Ya mind can fuck witcha,negative,-1
im still up and im go have a hard time getting up in the morning .,negative,-1
@Hooks_Guy you already kno my nigga preciate love ya too g ima twist one up fr ya an turn a couple up,positive,1
@Hooks_Guy bruh let me tell YU g  a weak as nigga tried to jugg me lastnite know he gtta pay,negative,-1
@Mumford_Robyn goodnight an YU need to learn how to txt bac befr I cum to da ham an get in yo ass,negative,-1
@BigRedd247 No Maam I Will Be In My Room With My Daughter Watching Movies...I'm Not In The Mood,negative,-1
@CatchUpWitLISA bahhaaa! Il admit it I am.But I guarantee u his ass twice as bad ofF As I am.IKNW YUR NOT TLKN U BIG CRY BABY THTS PAS WHIPD,negative,-1
Im mad i let @NellieNellyNell  go to sleep cause i need someone to talk to,negative,-1
"""@JeremiahLanez: Lil Wayne dropping new shit back 2 back dude album gone go hard I pray your not serious""",positive,1
These pussy ass niggas tryna hold on to they creditsnSo I tell 'em use a debit,negative,-1
If some asshole questioned RG3's toughness well he hasnt been cleared since the ravens game,negative,-1
@BaconGawddess i dont even care what he says he's voice is just  so hype lol,positive,1
"""@TwitJustGotREAL we as in my celtics just beat yall, and whose your favorite the 08' warriors""",neutral,0
@Hannah_BLUNTana lol i swear we havent......you should like get your classes changed cause i miss talking to you,positive,1
"""My hometown to be exact @teamcrystal__: @DopeRondo: lol rondo is one bad MF and he from kentucky@chrispalmer""",neutral,0
"""@_aTadBitCrazzyy: Chad is my dads twin that's why I don't like him all the time.Our""",negative,-1
"""@TheLovelyBre_: I hate when people stare, like I will give you a reason to never stare again!! Show them boobies and they will never look""",negative,-1
@ThatOneHoboKid I like them but me and her have a small competition so I must cheer against but for them at the same time,positive,1
"""@_MindUrBusiness: bet if I suck on that pussy, that'll get you wet (; Jesus so inappropriate""",negative,-1
"""@BenGore34: ABC thought Bill Russell was Morgan Freeman aha XD they better recognized the greatest winner ever""",positive,1
@teamceltics23  harden hasn't improved his skills that much he just the first scoring option so he scores more and his field goal % is low,negative,-1
@CherishWhatUGot Deng but not holiday he is having an amazing season he improved so much since last year,positive,1
"""@ESPNChrisPalmer: 3 players averaging at least 20 pts, 6 asts & 4 rebs: LeBron, Westbrook, Curry. Whose not in the all star game""",neutral,0
I got the one I likenEven better than that  I got the one I lovenYa'll can have  these other hoes,positive,1
@teamceltics23 I feel ashamed that I don't have it .....is it possible to buy it still,negative,-1
@ExplicitTweet o I was Finna ask do u want to make this move wit me,positive,1
@YMCMB62 @dareal_paidnful on god she is she must not kno who Kieon girl is...n she better b glad keekee ain't c the shit either,negative,-1
@_PoinT_Guard here u go just like Shaq big ass with these momma joke yo momma nie,negative,-1
Everybody make mistakes hell sum of y'all sit around each others faces n knowin y'all fuckin the same dude but nie it's another think,negative,-1
"""Tell em They can kiss my WHOLE ASS, more specifically they can kiss my ASSHOLE -YEEZY""",negative,-1
Someone who needs and loves me just as much as I need and love them>>>>>>Wish I had that person,negative,-1
"""The first time you went down south, i swear to God NOBODY DID IT LIKE YOU""",positive,1
"""It said some like inside peanut butter outside jelly and thats all i can remember""",neutral,0
Well whenever i get in touch with my weed man ima blow it down all by myself no one to share with but its fine with me,neutral,0
@Aye_KrankItUp idk the next time uma see u and im pretty sure ill have some when i see u,positive,1
@Aye_KrankItUp just like he used to talk about jasmine...i remember one time we was in bham and he called her bald head it was so funny,neutral,0
Its 8 in the morning and this biy textn my phone bout some bs tf wrong with him,negative,-1
"""@YESIRR_ know I love his black ass...he be trippin tho lol Its all good, that's always he'll be iight""",positive,1
"""Besides that one episode where Squidward discovered he liked krabby patties, I never saw him eat any in any other episodes""",neutral,0
"""@YESIRR_ and another nigga all about fucking ya bitch, or ya bitch might just be all about fuckin ya nigga""",negative,-1
That video on worldstar tell u all about how the sandy hook shooting is fake,negative,-1
What I did really was childish af but I thought it was funny af at first #sorry,negative,-1
Im sleep but my mama up playing this loud ass music like it aint 5 in the morning,negative,-1
I would go outside and look at the moon but I dont wanna get cold,neutral,0
"""I hate liars, hypocrites, & people who take advantage of people who care about them.""",negative,-1
Okay whoever this female is playing on my phone please stop...I know it's some1 from twitter cause ur callin me branmuffin,negative,-1
This hoe is like a roach....I block her ass and she just keep comin back damn...,negative,-1
"""Falling in love is easy,  staying in love now that's the work people don't want to put in....""",negative,-1
Im tired of being there for people but when I need them they can't be there for me,negative,-1
@FcKWhatYaThank We Gone Do It Like Its Bout To Be The Fuckin End Of The World ..... WOO..!!!,positive,1
ALL I TOLD U PRECIOUS WAS TO MOVE TO THE WINDOW FA HE CAN SEE YO FCE,neutral,0
@Litebrite_mommy: Guess i gotta have a fish fry or bbq or sum niggas dont fuck wit ya til u got free food nd drinks... Lol,negative,-1
"""@Str8_Flexin_: Linda drives a Volvo WTF!!! that's not even a nigga car lmfao! IM DEAD DET BIT LOOK LIK A FLITSTONES CAR""",negative,-1
"""@SimplyLaTricia: @RastamanMolden: @SimplyLaTricia u treatun us to lunch?<<---you're the oldestwut does age have 2 do wit it?""",neutral,0
Tht shit crazy niggas need to keep they thoughts to they self on the BOSS,negative,-1
"""U don't always have to fuck her hard, make good love to the pussy nice nd slow""",neutral,0
If the best stress relief is sex she need to take them panties off nd holla at ah nigga,negative,-1
I aint ment 4 no relationship... when u thnk shit gone b different.. it do...juss differnt issues.. im chasing money..but das a problem huh,negative,-1
""" I aint shit like the others and im proud of it...My flows hotter den then da fuckin doors on a oven ~ NOMAD""",positive,1
Whenever they were putting down on ya remember who was lifting ya ass up !,positive,1
@DeanteMontana 4 ion got no bags im just gone wait till I go back onna stone toma,neutral,0
"""Who cares how you haters feel!!! Still got my money!!!!! Oooooo all I see is $ signs, money on mind!!""",positive,1
"""@bellaBELLAlucci nothing much had a dentist appt today and forgot, about to go there !! Wyd?""",negative,-1
@nae88 that wht I'm hoping for and the W is nice so I can't go wrong,positive,1
@Q17 I would but the way it feel outside how u going to get it,neutral,0
I Would Let AnyOne I Messed With Go For Her! She Assumed Me Of A lot Of Shit That I Wasn't Doing,negative,-1
Rappers singers I got beats I'm sellin if you lookin for a new sound hmu,positive,1
Bench press and incline bench A superset 10 pull up 10 push ups 10 hammer curls 10 sets of 10,neutral,0
"""Real girls stay, Hoes come and go, Little boys play around, Real men settle down........ which one are you??""",negative,-1
I love my girlfriend but she need to turn dem notifications off for today she doing to much,positive,1
You aint a real nigga if you aint never ate a bowl of top ramen noddles!! Real shit,neutral,0
"""*Exact words* if you think i like fat nasty bitches, what you think about yourself!""",negative,-1
Man FUCK 2012 dis year is gonna end.BAD n I feel it smh I feel bad af yo.,negative,-1
I POP A MOLLY LASTNIGHT NEVER AGAIN EVER FUCK SWEATING I ALMOST DIED THEY TOOK PICS OF ME THROWING UP SLEEPING OUTSIDE NOMORE OF DAT SHIT,negative,-1
SPENDING EVERY MOMENT IN THE STUDIO I NEVER SAID IT BE FAIR BUT WHEN YOU ALL ALONE I HOPE U TRULY KNOW HOW BAD I WANT TO BE THERE,positive,1
Going to sleep to dat NEW FUTURE- MARK MCGWIRE DIS SHIT GOES INNNNN .... GN,positive,1
Happy G'day Dj XRated another year in the books Atl turn up for this ninja,positive,1
"""@iTwErK_4U: These Jonestownians are funny , lol. Just gotta get ta know them b/c they all strangers ta me right now.lit sexy Ass""",neutral,0
I really miss flip phones because at the end of a conversation you could always dramatically close them like bitch whatever!,positive,1
I want some pancakes... but I'm in so much pain I cnt stand to move...,negative,-1
"""@myster_yeah I'm leaving don't ask for nothing from me & mine he was poised they ain't appreciate them mask lmao""",negative,-1
@Twistedt_8 that how much it takes me to get to FL from where I stay in SC,neutral,0
I went to Jr prom by myself I'm not folding for that shit this year.,positive,1
I hate when I'm about to take a shower and somebody goes and takes a shit. Like tf was your purpose,negative,-1
@Mr_doubleCup s/o that nigga if you want too!! Fuck it ima shout him out too lol,positive,1
If I saw a pic of my nigga wit another & I end up looking stupid I wouldn't know if I should kill him or the girl,negative,-1
"""Ion Feel Like Opening My Mouth To Talk , & Charity Keep Asking ???'s Damnnnn Bitch SHUTUP . I'm Resting""",negative,-1
Hoes Still Calling Private Tho What's So Private Bout The Call ??? Bitch GrowUp That Shit Was 2010 & 2011,negative,-1
"""@21_Gotthat_FI Right Back At Ya , Even Tho I Sent It To YOU & Didn't Get Ah Reply !""",neutral,0
"""Fah Ah Hoe Not To Like Me I Stay The Topic , Messy Ass Hoes Mane I Can Have The Crew If I Wanted It !""",negative,-1
"""2nd Guessing On Skool , Wearing Jeans So I Can Chill In The Office !""",positive,1
"""Bitches Who Wanna Be Pregnant Should Be The Trending Topic , Cause You Already Ain't Having Shit So What Yo Baby Gone Have Shittttt !""",negative,-1
But I'm Ready To Be Faithful To ( De***rius ] Then Its Ovea With For Ever Other Niggah He The Best !,positive,1
Look Ian Gat Nothing To Say To You I Cant Believe YOU. You Know What I'm To Flyyyyy For This Shit !,negative,-1
The Bottom Of My Screen Going By Fast Is He'll Hold On Na Let Me See Pulls Out  BiFOLKERS,neutral,0
The past is the past! There were fucked up situations back then let it go now...I swear the past can get the Best of you!,negative,-1
@_RealBossBitch Ion . Even Know How Tf They Got Ha Number Or Who Called !,negative,-1
At Least I Admit I Gotta Lot Of Growing Up To Do But Most People Love My Childish Ways I Mean What's The Rush !,positive,1
Hahaha . If That's How You Feel um Just Doing My Job & That's The #1 Job Of Everyday Crazy !,neutral,0
"""Tekeva - Damn Bitch You Have To Many Swings , Maneee Hoe I Try NOT 2 !""",negative,-1
Nah my side niggah my main niggah cuz my main niggah ain't feelin me NOMOE !,negative,-1
"""S/out To YOU If You Go To Hamilton & Never Been On Suspension , You Perfect Lol !""",negative,-1
"""I see imma have to get him in check by this week , this will not be tolerated lofl""",negative,-1
"""If it aint no fucking heat in SE im not taking my jacket off , imma get suspended or something , yall got me fucked up & im anemic ,""",negative,-1
Its like 50-60 friend requests i got on instagram & most of them niggas ! fuck that im not accepting them bitches ! most of em look like,negative,-1
"""I dont wanna go there , DAMN But i guess i gotta go there , just cause my mama want me to go there , lofl i hate FINALS!!!!""",negative,-1
"""@BoyRiich Lofl , okay . but you cant text me tho , thats REAL ,""",neutral,0
"""Don't worry about being dissed, 'cause only insecure people disrespect others. Jealousy is just dissatisfaction with oneself.""",positive,1
"""People ask me why it's so hard to trust people , and I ask them why is it so hard to keep it real.""",negative,-1
One of the greatest pleasures in life is doing something that someone said you could never do.,positive,1
"""A relationship is never a waste of time. If it didn't bring you what want, it at least taught you what you don't want.""",positive,1
"""Nigga say his money longer than the interstate from Essen to college in my Wne voice(BITCH STOP LIEN)""",negative,-1
This year is about to be so much different from last year.... I can tell already.,neutral,0
"""@ReignOfApril So, are we just ignoring the sorry looking fish dish? This #strugglechicken has given twitter (and me) so much joy.""",positive,1
"""@BarackObama: We do not believe that in this country, freedom is reserved for the lucky, or happiness for the few.  Amen""",positive,1
Mi lil cuzn jus put da funniest thing on ig....i had mi laugh fa da day!!!,positive,1
"""@Jade_Denise_: Well since I have no friends and nobody is texting me I guess I'll put my phone down and go watch a movieheyy jade....okbye""",negative,-1
"""@Kay_Dgr8ST: Why get mad when you're only laying in the bed that you made? Ain't my fault you didn't make it right!<<<<<~~~~dis tho""",negative,-1
"""Havin brunch with the fam,  me & Sissa are not the only ones with a strong-minded mother #StevensonWomen @ChiTown2Motown u should hear this""",positive,1
@ChiTown2Motown check this out..... The 4 of us me Ben Adjowa & Kwadjo went to brunch saturday,neutral,0
Just saw @threeLOL on my TL. I wonder how my fav Polinistas are doing....Happy New Year!,positive,1
But @BaisdenLive can you NOT play the AKAs set it off in the background!!!!!  Play some Cheryl Lynn To Be Real....,negative,-1
Hate Walkn Around Lookn Like EryBody Erytime I Turn Around I'M SEEING These Baby Ass Dreads That Shyt Irritates TF Outta Me,negative,-1
Thought I Was Gona Get A Phone Call From Shawdyyyyyyy But Fuck Ittt.Bouta Hit This J N Watch This Scary As Movie.,negative,-1
Woke Upp Feeling Some Kinda Wayyy So I Opened Up My Bible N Began To Readdddd.GoodMorning Twitter.,positive,1
What It Is Is Wat It Isss Dnt Say I Gave Up There Was Nothing There Come On Now.,negative,-1
When I'm Maddd I'm Bound Too Say I Mean Anything Out My Mouth Fuck Ur Feeling For That Moment,negative,-1
Got To Much To Live For Why Sitt Around N Play With Ittt Leave A Life With Nothing Accomplished I'll Be Damned,negative,-1
@Astronaut_Mac We had to catch up I haven't talk to my law in forever lol,positive,1
@C4Goon said I was gone learn dem fake mfs! U was sholl right fam! Philly ain't shit!,negative,-1
"""@Bigbooty_juTEE smh ppl still on that old shit, from like 09.. That drama shit old you right..""",negative,-1
Oan: I'm praying at least 1 of my packages come 2day!!! I wana wear one of my fits!!!,positive,1
"""@WeSagittarius:#Sagittarius need to stop cheating on their future with their past..it's over.I almost fell off da toilet readn dis!!! #tru""",negative,-1
Phone bout to die and I def don't feel like getn up to go get my charger so I guess it will b off while I'm takn my nap....,negative,-1
If a mf ain't gave you your deserved respect by now u will never get it,negative,-1
"""wehappynI believe the only people should be around a child and rising a child are people who absolutely, 100% love that child. #wehappy""",positive,1
Nobody deserves a v-day from da black man so imma spend it on me and football :-),positive,1
@MiguelUnlimited let them haters hate!!!! His lame ass want attention so don't pay he  no mind @quislee33,negative,-1
It's crazy how I really like my ex boyfriend so much but I can't tell him smh,neutral,0
I'm not in the mood to give af bout nobody's fuck ass feelings! Stop Fuckin talking to me for we have aa problem,negative,-1
"""@DA_CITYS_MAC x @Kil_Ammo x @King_B_Da_Don #sheBADD  produced by @d_ray901 #DRBndoll up den turn up ladies""",positive,1
Shout out to my nigga @callmekittie_ @ilove4infinity >money cars houes hoes...  And the besti in tge whole world @GangGreenGang_,positive,1
New years ima squash every thing with bellamy if she wanna be my friend agsin we cool lol we are adults now all she do is say ues or no,negative,-1
"""Think I give a damn, boy don't you know who I am? I ain't running round chasin no dude""",negative,-1
I'm pIn World By Myself..... So I Stay To Myself Cuz Nowadays Ppl Living Fake Like Its A Trend.. Y'all Better #GetRight,negative,-1
"""Relationship pose b between y'all 2, not yo friends & her friends dats how feelings get mis leaded so #GetRight""",negative,-1
Ladies if u in relationship n yo man said don't fuck wit him plz listen to him he know wat he talking bout ... #TrustMe,negative,-1
Kush Still Got Me Up.... Finesse My Mind... Jug Tug No Love No Hug On Da Grind... #GoGetIt,positive,1
Ctfu . Y iz u trying to hide the fact u gotta bf.. Smh I fucked already! My Work Has Been Done Ctfu . No need To Block me,negative,-1
Reppin BCE Stand Down If U Bleed Red Play Them Games And Take Mo L's Then A Weed Head !,negative,-1
@MsMaggieGeorgia what's up Maggie. And your brother was talking to you with that sad comment right? Cuz he slick pissed me off with that.,negative,-1
@IAMSDOT32 they talking about lyricist not rappers there was only a few of them in the history of rap Nas is one of them,positive,1
Oh you believe in true love ? Do you still believe in the tooth fairy and unicorns  too ?,negative,-1
What if Ray Lewis was the pops of the girl you wanted to talk to #yikes,negative,-1
He Said He See Us Together Not For Strength Of Malik But Because He Really Love Me He Said Want This 4eva N He Mean After Life,positive,1
"""@Mommyo2Be_ Me Either , But Im Fina Get Up && Walk Again Ima Have My Baby B4 You Lol #ImNext""",positive,1
"""Blood Pressure Was Up , && This Nigga 2 Ounces Away From Bein 7 Pounds!""",negative,-1
"""Dis for my broke niggas , for my rich niggas , got a hunna on da head of a snitch nigga !""",negative,-1
"""You already kno how I'm coming , we ain't doin dat argue shit or nutn I wanna see dem hands talk""",negative,-1
"""@mollyPOV ite hit me up on twitter when u dere , ima be waiting for dat ass don't stunt me either I don't like punk bitches""",negative,-1
"""I don't bite da hand dat feed me , but I will bite da bullet dat shot me""",negative,-1
"""Never leave the one u love , for da one u like . The one u like WILL leave u for da one they love !""",negative,-1
"""Sumtn so sexy about a nigga dat dnt need my help , he said he got it.""",positive,1
I been on sum ftw shit .. cause I grind to get whr I'm at,positive,1
"""So like why are you MAD ._. I don't understand , but aye I'm MAD to""",negative,-1
Let me take off my location because its Feds out and it's people who don't like me ha,negative,-1
"""Let Me Lick You Up and Down Till You Say STOP, I Wanna Get Freaky w/ Youu !!!!""",positive,1
"""I Will Always Love Youuu, You My Darling You.. Bittersweet Memrioes Is All Im Taken With Me""",positive,1
"""Sometimes I just wanna tell you everything .How I feel about you, how much I care about you, how much I miss you and how much I love you !""",positive,1
Grrrrrr Bitch Its Tryin To Snow and Im Not Goin For It.. Ummmm NO!!!! :( :.,negative,-1
"""But Foreal, Foreal My Asx Is Right Thou Cuz Ppl Stay Hittin It Like Carina., So It Got Ah Luh Shape.. Yah Know :)""",positive,1
TimE 2 B BetteR DaN ThE 1s DaS SlightY BetteR DaN Me Juherdddd!!! #IMJuSGettiNWarmeDUP!!! #OKIMReloadeD!!!,positive,1
"""Titties, ass, pussy Any bitch can give you that shit Loyalty, love & attention Only a real female can give you that ya not hearin me thO!!!""",neutral,0
"""I hate when HoodRats say often imitated never duplicated, Bitch I know Alot of chicks with 8 kids, 6 baby daddy's, section 8 & Food stamps!""",negative,-1
ChoppeD It Up WiT Da BrO @ibestacks MovEs 2 B MaDe CharlottE HeAR i KomE Juherdddd!!! #IMJuSGettiNWarmeDUP!!! #OKIMReloadeD!!!,positive,1
"""Wanna be my Girlfrien? I didnt put the D, You'll get that later!!! #IMJuSGettiNWarmeDUP!!! #OKIMReloadeD!!!""",positive,1
Don't say u in traffic if u ain't in traffic wit the shits...Yo fufu ass need to say I'm outside lol,negative,-1
I Just Kno Um Not Finna B Able To Sleep Cuz I Got A Headache,negative,-1
Count On Me Through Thick And Than Our Friendship Are To Neva End If Yu Are To Neva End Wen U Are Weak I Will B Stronge @Riah_Mac,positive,1
Now Why Wuld They Put Sosa N Jail Now Everbody Gotta Deal Wit New New Ass @ChiefKeefWife,negative,-1
I got A Drs Appointment N A Hour N I Kno If I Go Back To Sleep Ima Miss It,negative,-1
UGh ITS bEeN a LoNg tImE Coming babE hE jUst caLl see How I bEen doin :-),positive,1
"""Listening to that old school... You can have a piece of my love, its waiting for you""",positive,1
My mom is sick look like to me wnt be going no where 2 night,negative,-1
Hope all u guys dont do the same shit this yr that u did last yr...,negative,-1
@StylezTheCutter dont seem like it seem like its boutta be on some Russ Parr movie shix,negative,-1
Some girls go for the bball player i go for the whole team #BOP -Stephanie #BGC10,positive,1
How great your faithfulness! I'm sticking with God (I say it over and over). He's all I've got left.,positive,1
"""I wish I could be as ignorant as people are to me to them smh, to bad I'm not""",negative,-1
@MissyNotElliot I was like huh ? I thought it was wrong til I went on there again,neutral,0
"""Tommrrw ain't promise , so lets live in the moment as long as we have each other""",positive,1
"""Happy Founder's Day to my Sorors, the lovely ladies of Zeta Phi Beta Sorority, Inc.!""",positive,1
IDGAF No Moe Ian Sparring No Niggas Or Ah Hoes!!!! So FcK All U Irrelvant Ass Mfers!!!!!,negative,-1
I LUV MY FIRST WISH I COULD GO ALL THE WAY BACK...HOW WE USED TO BE!!,positive,1
I ASK HIM DO U REMEMBER I RUNNING AWAY FROM HOME TO JUST BE W/YOU LOL...,positive,1
Dang you know it's love when its 0 degrees  and im caked up with you.,positive,1
Me n my sisthere was having a long talk about thes niggaz out here playing crazy af,negative,-1
Everywhere i go ppl be looking at me like was up with that they be looking me down #iknowiamcute :-),positive,1
Just whooped lil cuz so bad in 2k he said he hope I die #tragicloss,negative,-1
Damn I for got it was 1st Friday but its to cold to b in town it only b jumpin in the summer lol me n my sis stayed there1st Friday,neutral,0
Now my aunt is screaming in the car how bout i just jump tf out now fuck 5 cars packed all goin to the hospital wit this girl,negative,-1
Watching all about the Benjamin's lol I no I'm going to have a great day because this makes me laugh,positive,1
@Bit_My_Neck this boy in my English class who took a pic when I was teaching the class lol he ugg,negative,-1
And them crazy ass dreams @SamAKA_Nothing is real crazy lmfao been almost every night since she told me the 1st time,neutral,0
@SamAKA_Nothing everybody will the way u describe that shit is goin to b 2 real,negative,-1
I hate when people txt me and say hey u don't never txt me or txt me back well that's 2 damn bad,negative,-1
I would retweet that but naw Ima just keep scrolling lol I really want to tho,neutral,0
Idk Wht to watch I'm wide awake since I took a long ass nap today during the baby shower lmfao oops they had me doin everything,neutral,0
It's funny how she knows when I'm pissed at her and she go buy me my favorite ice cream cause she knows that makes me happy no matter what,positive,1
Sheesh. I see one my exes im cool wit got famous as shit for the right reasons and still keep that thang tight #respect #salute,positive,1
@CeeCee_Babyyy ughhhhhhhh. Just vibeeee. U know u da only 1 for me. 1st lady type shit :p,positive,1
Fuck boi don't talk outta turn nigga! Got sumthin (Big 40) knock u right up out yo sneaks.,negative,-1
@PRETTYduzit man I already kno. Miss u doe. Know u may not trust after da big buzz. But umma need u on some shit.,positive,1
"""@DJoaceus: I hate walking down 7th Ave.. These niggas will kill for no price u damn right.  7th ave 109st. Haaannnnnn""",negative,-1
Ytf do she wanna get mad cuz she wanna use my charger n I need it...wtf ain't nobody calling u anyways!,negative,-1
Damn I thought I was the only one who thought they babydaddy was the devil n human form,negative,-1
This year no bullshit I'm workn on my baby boy or wateva cus latonia gettn impatient forreal......that's all La'tonia Daddy gud for anyways,positive,1
Let em go dog that ain't change hoe dawg all y'all hoes can get broke off.....cus these niggas out cha u ain't know yung dummies,negative,-1
"""Ran nto my McFarland family lastnight Aunty Gina,M,Travis n Sieara n as usual everybody was drunk n tabbed up gotta luv em""",positive,1
Shid I'm ready to go home cook clean n lay on my couch all day,positive,1
The only thing gud on the booty hopscotch song is the chorus....Keep that ass dropping,neutral,0
I know that ain't u wit that dissing on me...that's why I never replied n never will jus let it live phony,negative,-1
Man....my bd n my lil friend pulled up at the same time lol...lie to my bd pull off n hop n the car wit him,negative,-1
Latonia is really tryna blow my high she gots to take a nap sumthn she ain't Neva heard of,negative,-1
I dnt know how long she bn down there but she dnt have a bond or charges n the system them #FuckTheLaw,negative,-1
I dnt know how long she bn down there but she dnt have a bond or charges n the system #FuckTheLaw,negative,-1
@TaTa_FreeBudd I dnt I didn't get to save it u know how I b quick to erase my call log,neutral,0
Me n @RedBombShellDuh tryna get n the studio n do this babydaddy song lol....I go supa hard on my verse,positive,1
I dnt kno why Ced or Mont worried about him I promise I wont never fuck wit him no more on no type of level damn it wasnt hard to let him go,negative,-1
Jus got off the phone wit @Str8way_N16th n @Shoppin_mal finna go get sum tabs n c them,neutral,0
Jus left frm @1stLady_Ting house n took @WhereKenAt similar doughnuts but I forgot to give @MsKey90 hers I guess I cum bk out there,neutral,0
@MsKey90 me n my lil friend gon cum grab sum of then wen he get off,negative,-1
These niggas out here sick it ain't no dope damn u ain't got no other hustle cus that one still ain't getting u nowhere,negative,-1
back on it why bitties play so tuff on niggas(my lor brother) knowing he got a lion behind him ready to shake anything?,negative,-1
We got that kind of bound when he se get her/him im going to get you! #bang bang,negative,-1
