aae_from_sae_text,sentiment
"Before I leave this world, I’ma pee on somebody just ’cause R. Kelly did it.",negative
"@Loud_BandsDance Aight. I see you tryna show a lil bit of yo ass in ya profile pic, lol.",neutral
"If I was on that bus, I’d throw somethin’ at that dude till he woke up.",negative
"Same ol’ weave, just a diff’rent glue. Mama need a perm, and her baby do too. Times gettin’ rough, and the tracks comin’ loose. STRUGGLE REAL!",negative
"Maybe if I post some half-naked pics, he’ll notice me. Nah, I’m too thick—he be wantin’ them skinny girls.",negative
"Aight, lemme get off this phone before I say somethin’ somebody don’t like… smh.",negative
"So the lady in that Everest commercial outside wit’ a house phone (not even cordless), and that’s exactly why I ain’t finna enroll.",negative
"Nah, she said it wasn’t about me… but even if it was, I ain’t bothered—I know how things go.",neutral
Does it make me lame that I got a crush on #2omfs ... ?,positive
Women know when dudes be full of it. Some of us just deal wit it.,negative
"@NeshaVenea10 It still gon show, but long as you loggin in, it gon stay open.",positive
"My attitude real strong, so it’s best you don’t mess wit me.",neutral
*NEW* Taco Tuesdays #barMME ... Tacos $2 each or 3 fo’ $5. Drink specials poppin’! Doors open at 6pm.,positive
I’d rather have more enemies than fake friends… At least enemies keep it real ’bout not liking me.,negative
"@Boo_Fetti Yesss! I swear I wanna be a rapper now. You gon be my ghostwriter, lol.",positive
"I don’t even need no liquor. I told Tone I’ma take him from his girl, lol.",negative
"He said yo ass sound real good. I’ma take it to the studio, lol.",positive
"But I promise you, I ain’t finna mess up and let the next woman take my spot!",positive
Ain’t no reason to prove nothin’ to nobody but myself... that’s why I don’t pay folks’ opinions of me no mind.,neutral
"I be actin like I can’t feel my legs, even though I know good and well I could run a lap.",neutral
I’d rather a man kiss the lips between my hips than the ones on my face.,positive
"I was sleepy, but then I went ‘head and got up to wash some clothes.",neutral
"If yo number start wit 55, don’t even bother givin me yo number… my phone don’t take or call Cricket phones.",negative
"Big girls be tryna act all cute around a dude... leave one lil crumb on they plate talkin’ bout, ""I can’t eat no more."" Girl, it’s already gone.",negative
"Mane, my head hurt bad... I was so messed up I knocked out quick.",negative
"No matter how much sleep I get, I’m still gon’ be tired at school.",negative
@KiLaV1L the next Kanye West in the production game...forget everybody else. #NoNightsOff up next.,positive
"I get this hype feelin’ when the sun go down, lights low, and I’m in my zone… For real, life be so excitin’.",positive
"Every time somebody tell me to get off that damn phone, she always talkin’ ‘bout she need it for somethin’...",negative
I hate when you give somebody a heads up ’bout something and then they get mad.,negative
Ain’t no hater can hate on me ’cause I been washed in the blood of Jesus. Amen.,positive
Sometimes you can tell from folks’ Facebook statuses who was in high school still playin’ with blocks and colorin’ books.,negative
Big shoutout to Ari Hotep for pullin’ up and gettin’ some dope footage tonight at Mot & Ed’s.,positive
"Yesss Lawd, I don’t say it often, but this blessed man ain’t here for no long talks.",positive
"Lol, like always, he the one had me cheesin’ at the end of the day. #myForeverBoy @TruelyBlessed42",positive
I don’t be watchin’ the Super Bowl unless I’m wit somebody who do. Forget watchin’ the game on TV—I wanna see it in person.,neutral
"""@Nieem_Bankhead: Lol, virgin dudes! Lol, ain’t never been wit no woman, them dudes...""",neutral
"@measuredd_funn All I want is for Cousin Pookie to hit my line tonight. Shhh, I’m weak! :-D !!!",positive
#One of my followers done seen me like five times and ain’t say nothin’ to me (that’s messed up).,negative
I’m still feelin’ that from last night... I was real drunk last night!,neutral
"@__Shalayaa @SaidbyZoey Chill, it was on my timeline... and I seen my name.",neutral
"Tbh, the only reason I even be on his page now is ’cause we don’t talk no more!",negative
"Jamoy talkin’ bout how he be drinkin’ bagged juice out in public, and feel like he more of a man than the bagged juice itself…",negative
"@Trinidad_Elroy: Ion care if I got friends or not, money all I need. Stop talkin, lol.",negative
"@deantedillard Since you out here chillin’ with everybody, when we gon’ hang out...? I’m lowkey mad about this, big head...!!! :))",neutral
"Man, I really needed to be ‘round my close friends today, fr. I need some laughs. Ain’t nothin’ like bein’ wit’ your folks who like your brothers.",positive
"@106andpark @TamarBraxtonHer I love her so much, and ""Love and War"" my jam. Thank you, ma’am.",positive
"If you out here cheatin’ on your girl and can’t say no to these other females who don’t even matter, what you in a relationship for? #Weakmindedbro",negative
"@Beauu_Mickey Bruh, you know I’m watchin’ Dora the Explorer, actin’ hard wit my piece on my lap.",neutral
"Dlo actin like he scared to go down, just go ‘head and do it.",negative
I can’t stand when a woman be actin’ all stuck up like she the only one with a coochie.,negative
I need somebody to collab with on a beat. Got this exclusive project I wouldn’t mind gettin’ some help on.,positive
"This girl be sittin’ by me every day, smellin’ like sex and hoppin’ that fence.",negative
"I had to learn the hard way—you really can't trust nobody up in here. Like, damn, what made you turn out so snakey?",negative
I’ma make a beat called “Can You Keep a Secret” and have my older cousin E-man on the hook.,positive
"Truths on my mind, but I still be lyin’ to these women tho. Headed straight to Tray’s spot ‘cause that’s where all the women be at. #Classic",negative
"I feel like I done wasted my money messin’ wit you, so now we gotta fight!",negative
"My mama said, ""That’s my son; he childish and still be wettin’ the bed, lol."" Mamas don’t wanna discipline!",neutral
"The police be after me, but I still be lyin’ to these women tho. Headed straight to Tray’s spot ‘cause that’s where all the women be at. #PT2",negative
I’m finna sit right here and make beats. I ain’t movin’ till I make ten.,positive
"I’m tired, man. Soon as I finish all this lil stuff I gotta do, I’m goin straight to sleep. Forget workin out.",negative
"""@__Beautifuuul: @CodeineBreezeL_ lol, bruh, I be over there every weekend. How I'm s'posed to know this, tho?""",neutral
"Nah, why he on here tweetin’ bout this girl while I’m right here? Like, what is that? That’s real petty.",negative
"@DueyHM Yeah, it make it nice fr, and yeah, especially if you ain’t good wit foreplay.",neutral
"@AssolBaNaycha lol my phone always be messin me up wit that, but I mean, how lol",neutral
"@SaNDezz504 Well, I'on know either then. You so full of it, I swear you can't never tell the truth.",negative
"Layin here in my bed, I can feel this sweet touch. Can’t wait to see what happen next—my hair all messed up and I’m soakin wet.",positive
"Baby, don’t come up ‘til I holler. I can’t handle it when you go down.",negative
"@So109_Downt9wn, you ""Leave It to Beaver"" lookin’ woman betta go sit down somewhere.",negative
"@SaywhatnaBITCH @nettyv3 @so109_downt9wn Ain’t no beef between her and Desmond. His lame ass just tryna be petty, but you know me—I don’t do that indirect mess.",negative
"@So109_Downt9wn @saywhatnabitch @nettyv3 I mean, they came through, met me, then dropped me back off, aight. But they prolly just met on Twitter.",neutral
"@imDAISYY_ He at work, Ma, and you know he at that new store, so he might not be able to get it. Call him.",neutral
"So bend me over and turn me ‘round, let’s put on a show like folks watchin’. Go ‘head and take control, you the man, and I’ma be hollerin’ like I’m yo biggest fan.",positive
6014 El Dorado—bring it back and I’ma have my man whoop you.,negative
"@BillyBoo_ Poor thang, you don't even know what happened, but aight, that's cool. I'm done talkin' to you.",negative
"@SaywhatnaBITCH Not really, cuz my grandma be up wit him while I’m sleep, so when she gone, I be feelin upset.",negative
"When you talkin’ mess, all I hear is “Blah, bitch, blah, ho, blah;” them fightin’ words or what?",negative
"I feel like she tryna get me mad. Every time I see her, she be like, “Where my best friend at?” Ion know and I don’t even care.",negative
Wake up and get to it! You gotta be up before the sun if you tryna get what you want! It’s money out here to be made! #work,positive
"I’m like Rihanna when it come to cake... If you think you flyer than me, nah, you gotta be straight up crazy.",neutral
"That ""Finally Rich"" song was the best one, @ChiefKeef, on ""Finally Rich... Ain’t nothin’ gon’ change.",positive
"This year, I’m tryna link up with a wedding planner—why not hook your brides up with the whole package, hair and makeup included!",positive
I know he ain’t goin’ nowhere. We been in this too long. Love you. #279,positive
One of my exes mad ugly. I only messed with her ’cause her head game was on point. #straightup,negative
"Somebody hit my phone talkin’ ‘bout they turned on. I’m like, “What you want me to do ‘bout that? You ain’t my girl.” #Faithful",negative
"Ion even know where all these white women gettin curves and thick thighs from, but God bless 'em.",neutral
@maybach_moni lol I just be doin my own commentary; I couldn’t do it on national TV tho.,neutral
"@ItsDStreet Yeah, real old school, but I don't mess with him—he swear he tough like KG.",neutral
"Seen a light-skinned dude wit his brains blown out, at the same burger spot where them G__ps be hangin’ out.",negative
"I don’t like none of her so-called girlfriends, ’cause all her girlfriends got girlfriends.",negative
"The first thing her brother said to me was, ""No shade, but you look like a nerd,"" lol :/",negative
"@Pyrex_Augustine mane, you betta not be talkin’ bout who I think you talkin’ bout lol",neutral
"Suicide just runnin’ from your problems. I’ma feel bad for you, but still.",negative
"I got so much I wanna tell you, but I’m scared I don’t even know how.",neutral
"When folks graduate from PHS, they swear they ain’t never comin’ back, but soon as a visitor pass pop up, they quick to go get it.",neutral
"If me and my friends went on there, we’d be quiet as hell!",negative
@CallMe_Lexiie cuz you was makin him mad. Why you think he like you?,negative
"I left my girl back home; I don't love her no more. Bring your love, and I'll bring the knife.",negative
"Can’t we just be cool? I hate breakin’ up wit somebody and then not talkin’ to ’em. That whole thing be awkward, but I’d be the one to say somethin’ first.",negative
"@RipLaTaevia, I ain’t turnin’ down. Rest in peace to everybody who ain’t make it—I’m doin’ this for them.",positive
I ain’t never gettin’ that drunk again. That ain’t happenin’—worst feelin’ ever. I’d rather just smoke.,negative
"Somebody needa come see me : )) I ain’t finna waste these good looks, fr.",positive
"I don't want you lookin' at, talkin' to, or textin' my MAN! You betta take yo' foolish self somewhere else, fr—I'm deadass gon' put you in your place! :))",negative
"Lol, I remember when Sterling slid through my spot late at night for some freaky shit 😂",positive
"I just got done ridin’ that scooter :)) It hella fast, but now I’m cold.",positive
I love seein’ my man name pop up when he text me :)) I get so happy :*,positive
"Goodnight y’all : )) Bout to get ready for Chrishaun to come at me wit some mess >.< Gettin myself together, so goodnight, Twitter fam :*",positive
"I’m real loyal in my relationship :)), but I still like playin’ with these other dudes’ heads ^.^ lol.",neutral
"Talkin’ bout, “He don’t want me on Twitter.” -_- I’ma go fuck with everybody. Don’t text or call me no more.",negative
"Watch, she gon’ be goin’ through my phone just tryna find somethin’ that ain’t even there so she can get mad.",negative
"My phone finna get took soon. I ain’t even that mad tho, ’cause I’m gettin it back in the mornin, but it’s pointless since I gotta go to school anyway. -_-",neutral
"My grandma texted me sayin’ she love me xoxoxoxo... I love her... If I ain’t got nobody, I got her.",positive
Girls really the reason I be lookin’ like a bopper... cuz these girls be actin’ so foolish. I wish I could show y’all these pics I got from folks who on here now.,negative
"Up too early, went to sleep late... but I think I’ma hit up CiCi’s today.",neutral
I'm finna blow up my best friend phone and talk bout this cuz I don't even know and ain't got nobody to talk to.,negative
"I done stopped playin’ and all that, but hey, folks don’t always get what they want.",neutral
I’m actin’ like I did back in 2013; fake folks needa back up. The world ain’t finna end—y’all chill out.,neutral
"I don’t like his attitude, but hey, that’s just how it go. I still want nothin’ but the best for him; that whole situation done and over with!",neutral
"If you so great, why you on the sidelines? My mama raised me better, and I’m too fine to be sittin’ on the sidelines. I gotta be the main one—everybody you messin’ with gon’ know ‘bout me!",positive
"@IGotMy0wn: My mama told me, ""You betta watch yo friends. Them girls always got they hand out ain’t yo friends.""",negative
Don’t marry her just ’cause she look good; marry her ’cause she was there for you when you ain’t have nothin’.,positive
"You a dumb ass hoe! Always runnin’ ya mouth but still stayin’ at home wit’ yo damn mama! Girl, sit yo ass down somewhere, goofy ass hoe! @JaePreety",negative
"Once again, I’m up all night… (this insomnia mess be real hard) laughin but mad sleepy.",negative
"Folks out here swear they real, but when it’s time to show up… better know ya place! #ActLikeYouAintCatchThat",negative
"I’m sorry, but I ain’t see the original tweet’s text in yo message. Can you please send the tweet you want me to translate?",neutral
"Bout to throw down on this Sunday dinner: BBQ chicken wings glazed wit that real honey, mashed potatoes, string beans, and some biscuits. #gettingmychefon",positive
"I ain’t got nothin’ against gay folks at all, but why it seem like it’s bein’ pushed—not by gay folks, but by straight folks? Hmm, maybe they gay too.",negative
"I’m fallin’ back today, just tryna get my house back together, ’cause whew, I really been neglectin’ it!",negative
"I think I’ma watch Batman DKR wit some Subway and popcorn tomorrow. I know, I be spoilin’ myself.",positive
"@JeauxAlejandro From ’96 to ’03, every story I wrote had a dude named Tyrone T-Dawg Jenkins in it.",neutral
"If I gotta hear ""This Is How We Do It"" one mo’ time tonight...",negative
"If Ben Stein had a light, nice-soundin’ voice, I wouldn’t even know who was talkin’—him or her. And she was dope!",positive
"In a room fulla white folks, shy women, and management. This a lonely feelin’, baby.",negative
Folks out here ain’t as slick as they think. Ain’t nothin’ like knowin’ your wife ain’t gon’ catch you cheatin’ ’cause there ain’t nothin’ to catch.,negative
Folks really be usin’ the word “wife” real casual. My partner been callin’ herself my wife way before it was even legal. Things changed up a lot after 08-15-09.,neutral
I met @TheJLV through @circa_1983. Met @LaydeeBlayze through @TheJLV. Ended up marryin’ @LaydeeBlayze. Ain’t no cap.,positive
"Back in our Xanga days, I used to be real jealous of @TheJLV’s writing style. But it was cool how he’d always be showin’ love to other blogs. #twinday",neutral
"@CMPunk, you was watchin’ Smoky Mountain Wrestling when Tracey Smothers was champ or USWA when Jeff Jarrett was runnin’ it—which one you watched?",neutral
@HoneyBadger10 used to take two to the face and be eatin’ @LaydeeBlayze leftovers. That was a rough time in my life.,negative
"@circa_1983 They needa just admit it, like, ""You got the last workout machine? Man, forget that last workout machine...""",negative
"Sometimes I let folks follow me for my parkin’ spot, then I hit a sharp right and cut ‘cross five lanes to get to my car. #imabadperson",negative
"Bruh, I woke up thinkin’ it was a whole gust of wind blowin’ all the cars down the street.",negative
"Some folks really be out here quittin’ they grind, just stressin’ over some dude and his relationship drama!",negative
I pulled it out just like that; I was lit and horny at the same damn time.,neutral
"LOL, she talkin’ bout I woulda said she taste like Corn Flakes. The fuck? -_-",negative
"I hope when I do smash, she don’t keep blowin’ up my phone and actin’ all extra.",negative
"I know we just friends, but you already in love wit me and I ain’t even slept wit you yet. O__o",neutral
"If I was President, I’d fix up the White House, or paint it red, white, an’ blue with some black trim. You know what I’m sayin’.",positive
"Man, the Knicks really gettin’ on my nerves right now; every other game, we lettin’ some sorry team beat us.",negative
I ain’t gotta be at school till 11 in the mornin. #I’ma be on time.,positive
@Denise_takecare said I can call her tonight. I got hype. But what we gon talk about tho? O_o,positive
"Get up there and hit a full split—I wish a girl would. I’d wife her up, I’m weak.",neutral
"I do need a haircut. Ion finna lie, I’m bout to really start rockin these hats. LOL",positive
"What’s good, y’all? Yeah, I been MIA for a minute, but I’m back now. I see it’s still poppin’ up in here! She done made a comeback...",positive
2012 was the end of the world for some folks; I’m just thankful it ain’t end for me.,positive
"Yeah, that booty loose like a rubber band. I ain’t make it like that; that was that other man.",negative
"I love fine women, that’s my problem, and yeah, I like havin’ sex—I got a problem.",neutral
Somebody done busted my tires. I know my stuff ain’t just gon’ bust by itself. That’s messed up.,negative
"I went out tonight. Had some wild sex. I ain’t playin, got the condoms on deck.",positive
"Lawd, I swear, if it ain’t one thing, it’s another. My birthday this weekend and all this bad stuff goin’ on right now, man. #TooMuchForOnePerson",negative
"@AmazinglyArie @KissesMaker I’m ’bout to lose my mind… And she so damn scary she went and called Eric on me… Tryna make me look like the bitch, I’ma show this woman what a real bitch is.",negative
"Sorry I don’t be tweetin’ a lot, maybe ’cause I get a lil lazy when I eat too much...",neutral
"If she ain’t the most obvious gay person ever, bruh -___- Like, why she all up stalkin’ both my Twitter and my Instagram? Go get you a life, bruh, for real…",negative
"@rodeey He wasn’t even open, but he still took the shot smh... and missed. I can’t stand Ohio State; they get way too much credit.",negative
@Seanptheghost how ’bout you go make sure that finger set right so it can heal up proper...,negative
"LMAO at T.K. choppin’ it up wit Matty D ‘bout Dr. D and Nico at mini golf. Matt just knew T was talkin’ ‘bout him, lol. Love @MehcadBrooks #NecessaryRoughness",positive
"@_HoeFukU You crazy as hell and need some meds. Ain’t got no school or no job, smh. Bye.",negative
"I’m rockin’ this Aeropostale shirt my aunt got me, lol. I don’t even care, boy.",positive
"On my mama, this girl done lost her mind. Don’t even talk about yo lame self, what the hell, lol. I ain’t finna act up on here.",negative
"If you love somebody and you ain’t tell ’em, don’t get mad if they don’t love you back. #theend",neutral
"I got a date tonight... wit my bed, pillow, an' the TV. That still count, right?!",negative
"Jadeyah mad ‘cause she got cheated on… I ain’t even know ‘bout you, my bad, so what you want me to do? So you stayin’ with him just to get back at him? Aight, good luck wit’ that if you can.",negative
"@Undermy_Spell Uh, for what? Lol, I’m confused… Ain’t know my issue was wit you, but aight.",neutral
"I ain’t got nobody’s number, but somehow I’m the one callin’ they phone? Uh, aight. I’m makin’ fake pages now? Smh. Aight.",negative
"All I talk bout is money—we makin’ this. Y’all broke, hatin’, and mad. We doin’ it big, bro. We at the crib; let ‘em hate. @",positive
"#If I had to choose 'tween life an' love, I’d take my last breath an' say I love you @MzPurpTatted",positive
"Damn, Django Unchained real dope! It got hella action, and it mad funny too! Y’all needa go peep it ASAP!",positive
"Nah, Alanis Morissette. The real irony is every time I see a Truth commercial, it make me wanna smoke a cigarette.",negative
How you gon’ tell me to get up when you don’t even wanna get up ya damn self? Lol!,negative
"Whew! I was just ’bout to ask where Bria at, then this post pop up on my timeline actin’ up! Lol!",positive
"Slowly runnin’ outta all the time I put in makin’ the same mistakes, and I’m just tryna fix it!",negative
I don’t get it. I’d hate to think I played them; they just fall for my game. Guess I really do know how to pick ’em!,neutral
"Happy Centennial to all the Deltas I know. Big shoutout to the Deltas on my campus, ZQ. Y’all enjoy y’allself.",positive
"Oh baby, I ain't askin' for the world. Maybe you can give me what I want.",positive
"Not every woman out here fast, and just ’cause a woman fast don’t mean she my girl; it take a real one to peep that for real.",neutral
"On Facebook, Instagram, and Twitter, hair be lookin’ fire, but in person, hair be lookin’ like “what is this?” I’m weak.",negative
All I see is signs ( -$$$$$- ) All I see is dollar signs |$|_____|$|,negative
I’m gettin’ my nails done tomorrow and goin’ to the mall for me and Ray!,positive
"@MeekLil_ open up the front door, I ain’t got no clothes on. Y’all really wildin’, not pickin’ up the phone.",negative
"I told him I was gon’ call when I left, but now he don’t wanna answer the phone.",negative
"On the phone wit my cousin @ThereGoesNAY_ and she said, ""I told these dudes they can eat my ass."" She wild.",negative
So my supervisor come back from her vacation actin all different now that she know she intimidated by me.,negative
"@pinkbelle_11 Yeah, Aunt Debra was mad when she asked. I told her we don’t really talk like that no more, and she was real pressed tryna find out what’s goin on. Lol",neutral
"@RosesNChocolate I mean, you a bad bitch—you ain’t badder than me, but anyway, yeah, that jet black do make y’all females look fierce.",positive
"@KeelzSamone Nah ma’am, you the one who hung up. I mean, if I was feelin’ some type of way, I coulda called myself back.",neutral
I don’t like havin’ too much free time ’cause it got my mind wanderin’; I gotta start bein’ more on it.,negative
"I feel like the things I do make folks feel some type of way, but I ain’t mean no harm.",neutral
"I asked if I could change my locks and they said yeah, but I gotta give them a key… Nah, that ain’t happenin.",negative
"Why my light bill $80 again, tho?",negative
These white folks betta not be lookin at me funny—damn fish-eyed fool.,negative
"Man, I can’t stand how I’m stuck in this afternoon class and like 98% of the folks in here 30 or older.",negative
"I got Bobby by the pound, Whitney by the key, DJ Screw by the gallon. The game belong to me.",positive
"Bruh, if y’all real, you gon’ just get yo dudes the 5’s for Valentine’s Day.",neutral
"I can't mess wit them folks... Forget the town, forget Folly, forget Lowe... WMG UBN 055",negative
@DeannaAF You like it? I’m in Atlanta...might as well call me a peach now...I been here bout 10 years.,neutral
"@Devils_NewDress I don’t really know bout Dulles, don’t even know where it at. Heard the one in Fairfax Corner be makin good money too, but they say ours the best.",neutral
"@lala_Meecha That can be disappointin’, but you still wit’ your boo, so don’t come back pregnant ’cause that’s all that situation good for, lol.",negative
Why my boss be textin’ me every day?! Ask me stuff that could wait ‘til I come in??,negative
#random but my wedding gon be like that lol. It’s gon be alley style lmaooo,positive
"I thought yo’ new girls s’posed to look better than ya old ones. You movin’ backwards, fam.",negative
"George Mason just dropped my classes, tho! They made me sign up again, and now I got this $10,000 refund check.",positive
"They always got these weak, dry veggie trays and cheese. Where the wings and chips at?!",negative
"@Devils_NewDress I been there, but the menu threw me off. It real small, and I’on know—is it the one in Fairfax Corners? Also, check out Seasons 52.",neutral
"I love goin’ grocery shoppin’, but carryin’ these bags up to the third floor be mad frustratin’.",neutral
My computer in the shop and I got hella music on it. I needa practice!,neutral
Just ’cause you can prophesy don’t mean you gotta call yourself “Prophet” so-and-so.,negative
"""@YoursTruly_NIA: I know what I wanna say, but I can't even say it. Oh well. If you don't hush and go to sleep!? Lawd!!!!""",negative
"God might not take the situation away, but He gon’ for sure help you get through it. #faith",positive
Woke up an’ bumped KHOTL again; I think MB goin’ down the same ol’ stereotypical road this time.,negative
"Just got home an’ I’m mad tired, but had a real good meetin’ wit’ the Vashon ROTC command. I think they gon’ be movin’ forward in the next couple days!",positive
"@xLegally_Royal: @KdubDopeBruh Bruh, don’t be tryna act all cool wit me now! LMAO, I ain’t no lil punk!",negative
"@_PrettyMofo lol, I miss you too, bruh :/ especially when we be in first block! (:",positive
"""@x_loveMeNOT: @KdubDopeBruh Long as I got my Kaleb (: Awe Nkeiria <33333 Well yeah, you got me and I ain’t goin nowhere (:""",positive
"Lol, I ain’t goin out wit nobody else til I go out wit one of my followers ((: <333 >>>> !",positive
"Ah, these girls was like, ""I bet you ain't gon' come to school lookin' like a bum!"" Why wouldn't I? I wear what I wanna, my friend.",neutral
"Y’all see how I got her puttin’ my name in ALL caps? Haha, I’m just that dude!",positive
"@WhereYouAt_Hoex Nah, bruh, yo punk ass said you was gon' text me every damn day :/",negative
"Shay was mad drunk, callin’ me, laughin’ and all that. I’m like, “Girl, get off my phone wit’ that,” and she like, “That’s my line, bitch. LOL.”",neutral
"Man, sometimes I just can’t believe how family be actin’. Smh… This world cold fr!",negative
"LOL, you and them stayin’ thirsty, LOL. But girl, I’m nervous—we ain’t even cool right now, and me and that girl both hardheaded! Lol @_TracieNicole",positive
"Yeah, I’ma be good in bed, but I’ma treat you bad. Bad like, I ain’t never made love—nah, I ain’t never did that. But I for sure know how to have sex.",negative
"Oh, the irony—they really do got the bomb, but the problem is, it prolly from way back in the day!",negative
"@TrillSavages Bruh, I’m out here tryna get some money right now. Got a full tank but no cash, smh lol.",negative
"@TasteDisCherry from the dude who be thinkin like this every day. Go get yo women up, lol!",neutral
"@olivianola Who don’t know Mariah Carey songs? That’s the video where she dressed up like a fake Eminem, lol.",neutral
"@Scoobi_21 Nah, I ain’t got one yet. I gotta get a new phone, but I’ma still have the same number.",neutral
"I stay wit my own, that’s why I keep to myself—just some wild stuff…",neutral
"You lookin’ for a receptionist job? Hours is 9 to 6, Monday through Saturday, Sundays off. Hit me up if you interested.",neutral
"Me too, I’m so done wit Penny Proud and her fam. @LoveMe_Kenzy and @TwerkSum_Niaa lol",negative
"@Thatnig_Five @foofieisbomb_ Claude, you ain’t no good! And you still ain’t taught me the money dance— it’s on YouTube?",negative
"#one my followers said she really don’t like me sometimes. Neither of us even know why, though. She prolly do, just ain’t gon’ tell me.",negative
What you tryna do or get done this new year? Make sure you go head and do it! Happy New Year.,positive
"Scared as hell when you found out it wasn’t no joke—them fake dudes really got somethin’ for you. But anyway, I’m finna head out to eat with the squad later. Free %Wizell.",negative
"You can't punish me 'cause you ain't want your team to practice. Boy, miss me with that.",negative
"@_xSweetestGirlx Yeah, this real dumb and I ain’t bout to let nobody do nothin to nobody.",negative
@sexykitty_1920: Allen University betta have my refund check from last semester and this semester. I want my money. LOL,negative
"""@_IAmMissMolly_: Any school better than Allen. Everybody way too messy! Damn, I gotta be messy just ’cause I go to Allen.""",negative
"@petiteTREAT_ You fall asleep and wake up on his chest—like, can he even breathe? You ain’t givin’ him no space.",negative
"@Mizz_Moon: Guess I’ma hop in the shower and call it a night—wait, for real? It’s your birthday.",positive
"My friend done made a rap about me called ""Still Got Feelings for My Old Girl"" or somethin’ like that.",neutral
"I hate when dudes in the club be doin’ all that pushin’. I hit the Heisman on ’em, just like Reggie Bush.",negative
"Here you go. You been eatin’ good since yesterday! Yeah, yeah, *rubs stomach* lol.",positive
"Whoeva wanna invite me over for a plate betta know how to cook, lol.",negative
"#ISeenEveryEpisodeOf Hannah Montana, Zoey 101, Spongebob, Full House, Family Matters, and My Wife and Kids! lol ( :",positive
I’m thankful for the hard folks in my life. They done showed me exactly who I don’t wanna be.,positive
"Don’t just tell me what I wanna hear, keep it real wit me!",neutral
"Damn, I feel bad! I’ma always look out for Jatayah, for real!",positive
"@newarkbornagain: Maybe she don’t even know ‘mimic’ mean to copy. Even a baby can do that! Oh, I get it now… The point is: it’s just too many folks out here fakin’!",negative
"""@ShaDooKie: It be hard bein’ cool wit somebody who friends wit somebody I don’t mess wit, I really don’t like that!! For real, for real!!!""",negative
"@Juicedd_Up Just a lil bit, but you be on here every day. Bet you be tweetin’ at school too.",negative
"My grind take the pain away, sunshine. Ain’t no more rainy days, ain’t no more rainy days.",positive
"I got them yellow eyes like my daddy, with a look on my face that say homicide.",negative
Shoutout to Boosie. Fuck the police. Say a prayer for BadAzz and smoke a whole ounce. (In Dolph voice),negative
"Goin’ through my phone, ain’t got no contacts in it ’cause I don’t play like that.",neutral
"Some folks be doin’ stuff they ain’t gotta do just to look cool. Me, I gotta do this ’cause ain’t nobody ever gave me nothin’.",negative
"Everybody friends nowadays. Well, I ain’t wit all that bein’ nice. Forget havin’ friends.",negative
"If somebody come to Memphis talkin’ ‘bout they like it, they messed up too.",negative
You gon’ swerve on the passenger side if somebody start actin’ up? You gon’ bust that .45 so he can’t die? (In Boosie’s voice),negative
"A lotta women want a ring on they finger (a man), but they ain’t real and be actin’ hard.",negative
"On everything, my girl fine as hell—her hair be hangin’ all the way down to her ass. I be pullin’ her hair and smackin’ her ass when I hit it from the back. (In Gotti’s voice)",negative
"I know I done already went through like 200 thousand dollars, and I’m only 23.",negative
I remember when dudes was rockin’ Reeboks and I was rockin’ Jordans. I ain’t judging nobody for what they wore back then. I just never had a pair.,neutral
I used to have somethin’ to do every day back then. Now I don’t even be doin’ much.,negative
@RichNiggas_Only You gotta work yo magic for me. You know what I’m talkin bout.,positive
"Wakin’ up in the mornin’ is a blessin’. So if you readin’ this, that mean you blessed. Good mornin’ to everybody.",positive
"Even tho he a public figure, he can still say somethin. I’m old school too, and a man s’posed to ask a woman.",neutral
I’m pressin’ on toward the prize for that high callin’ God got for me in Christ Jesus.,positive
"Two light-skinned girls kissin’ in the backseat, girl, don’t stop, keep goin’, that’s real relaxin’ to me. If you want me to hop in, just say so.",positive
"The inauguration was real nice. Barack for everybody, not just one group, no matter what race you is. #nbcPolitics",positive
"Mind yo’ own business. And, mmhmm, it’s all fun an’ games till somebody get hurt.",negative
That coach wildin’; ain’t no way RGIII supposed to be out there on that leg. Smh.,negative
I can't stand women wit them messed up smiles always all up in the camera. Go sit down somewhere!,negative
"There’s one person in my life I wish I could just delete, but I gotta deal wit’ this woman!",negative
My mama said I’ma get fat ‘cause I eat late. I told her I don’t even eat enough to get fat. I only eat twice a day!,neutral
"Of course, everybody know your name—you was s’posed to be out here since last year.",negative
"My mothafuckin’ brother be actin’ like a lil’ ass kid and never wanna grow the fuck up. Damn, he 19, ’bout to be 20. What the fuck? Damn, he so fuckin’ irritatin’. I act older than him.",negative
"Man, I done paid all that money. Whatever you did, don’t do that shit again, you hear me? ‘Cause next time, yo ass gon’ have to stay. LMAO @Flywitoutwingz",negative
"Don’t you just hate when folks be like, “Oh, let me tell you somethin’… Never mind, ’cause I don’t want you gettin’ mad.” Like, why you bring it up then!",negative
One World Cafe? @hspter: Somebody on a bike just got hit by a car right outside this coffee shop I’m at. Baltimore really ain’t no bike-friendly city.,negative
"@iamGambinoATL Yeah, I’m finna hit the studio next week, so I’ma send you somethin’ to your email. That cool?",positive
"Too many Christians out here tryna save folks; if we could give salvation, we wouldn’t even need Christ!",negative
You ever seen a model get down on both knees and ain’t get up till you leave?,negative
"Alfred Morris so humble—he still drivin’ that Mazda his pastor gave him, even though he got all that money.",positive
@SliccemNell We still got half the season left; we ’bout to be the coldest 7th or 8th seed you ever seen.,positive
